Token ID	Token	Lemma	POS	BN Synset
d001.s006.t006	vein	vein	NOUN	bn:00079681n
	)	)	.	
	.	.	.	
	-end-	-end-	-end-	
	It	it	PRON	
d001.s007.t001	contains	contain	VERB	bn:00085499v
	the	the	DET	
d001.s007.t002	active	active	ADJ	bn:00096387a
d001.s007.t003	substance	substance	NOUN	bn:00074987n
	pemetrexed	pemetrex	VERB	
	.	.	.	
	-end-	-end-	-end-	
	What	what	PRON	
	is	be	VERB	
	Alimta	alimta	NOUN	
d001.s008.t001	used	use	VERB	bn:00082705v
	for	for	ADP	
	?	?	.	
	-end-	-end-	-end-	
	Alimta	alimta	NOUN	
	is	be	VERB	
d001.s009.t001	used	use	VERB	bn:00082705v
	to	to	PRT	
d001.s009.t002	treat	treat	VERB	bn:00084532v
	two	two	NUM	
d001.s009.t003	types	type	NOUN	bn:00078798n
	of	of	ADP	
d001.s009.t004	cancer	cancer	NOUN	bn:00015180n
	:	:	.	
d001.s009.t005	pleural	pleural	ADJ	bn:00108692a
d001.s009.t006	mesothelioma	mesothelioma	NOUN	bn:00054512n
	(	(	.	
d001.s009.t007	cancer	cancer	NOUN	bn:00015180n
	of	of	ADP	
	the	the	DET	
d001.s009.t008	lining	lining	NOUN	bn:00051366n
	of	of	ADP	
	the	the	DET	
d001.s009.t009	lungs	lung	NOUN	bn:00052341n
	that	that	DET	
	is	be	VERB	
d001.s009.t010	usually	usually	ADV	bn:00114778r
d001.s009.t011	caused	cause	VERB	bn:00084699v
	by	by	ADP	
d001.s009.t012	exposure	exposure	NOUN	bn:00032384n
	to	to	PRT	
d001.s009.t013	asbestos	asbestos	NOUN	bn:00006236n
	)	)	.	
	.	.	.	
	-end-	-end-	-end-	
	Alimta	alimta	NOUN	
	is	be	VERB	
d001.s010.t001	used	use	VERB	bn:00082705v
d001.s010.t002	together with	together_with	ADV	bn:00114766r
	cisplatin	cisplatin	X	
	(	(	.	
	another	another	DET	
d001.s010.t003	anticancer	anticancer	ADJ	bn:00097220a
d001.s010.t004	medicine	medicine	NOUN	bn:00054128n
	)	)	.	
	when	when	ADV	
	the	the	DET	
d001.s010.t005	cancer	cancer	NOUN	bn:00015180n
	is	be	VERB	
	unresectable	unresectable	ADJ	
	(	(	.	
	cannot	cannot	X	
	be	be	VERB	
d001.s010.t006	removed	remove	VERB	bn:00092783v
	by	by	ADP	
d001.s010.t007	surgery	surgery	NOUN	bn:00059129n
d001.s010.t008	alone	alone	ADJ	bn:00096871a
	)	)	.	
	and	and	CONJ	
d001.s010.t009	malignant	malignant	ADJ	bn:00106363a
	(	(	.	
	has	have	VERB	
d001.s010.t010	spread	spread	VERB	bn:00092083v
	,	,	.	
	or	or	CONJ	
	is	be	VERB	
d001.s010.t011	likely	likely	ADJ	bn:00105982a
	to	to	PRT	
d001.s010.t012	spread	spread	VERB	bn:00092083v
d001.s010.t013	easily	easily	ADV	bn:00115155r
	,	,	.	
	to	to	PRT	
d001.s010.t014	other	other	ADJ	bn:00108011a
d001.s010.t015	parts	part	NOUN	bn:00060765n
	of	of	ADP	
	the	the	DET	
d001.s010.t016	body	body	NOUN	bn:00011744n
	)	)	.	
	,	,	.	
	in	in	ADP	
d001.s010.t017	patients	patient	NOUN	bn:00061017n
	who	who	PRON	
	have	have	VERB	
d001.s010.t018	not	not	ADV	bn:00116360r
d001.s010.t019	received	receive	VERB	bn:00087863v
d001.s010.t020	chemotherapy	chemotherapy	NOUN	bn:00018141n
	(	(	.	
d001.s010.t021	medicines	medicine	NOUN	bn:00054128n
	for	for	ADP	
d001.s010.t022	cancer	cancer	NOUN	bn:00015180n
	)	)	.	
	before	before	ADP	
d001.s010.t023	advanced	advanced	ADJ	bn:00096528a
	or	or	CONJ	
d001.s010.t024	metastatic	metastatic	ADJ	bn:00106664a
	non-small	non-small	ADJ	
d001.s010.t025	cell	cell	NOUN	bn:00017027n
d001.s010.t026	lung cancer	lung_cancer	NOUN	bn:00052343n
	that	that	DET	
	is	be	VERB	
d001.s010.t027	not	not	ADV	bn:00116360r
d001.s010.t028	affecting	affect	VERB	bn:00082427v
	the	the	DET	
d001.s010.t029	squamous cells	squamous_cell	NOUN	bn:00073708n
	.	.	.	
	-end-	-end-	-end-	
	Alimta	alimta	NOUN	
	is	be	VERB	
d001.s011.t001	used	use	VERB	bn:00082705v
	in	in	ADP	
d001.s011.t002	combination	combination	NOUN	bn:00020878n
	with	with	ADP	
	cisplatin	cisplatin	NOUN	
	in	in	ADP	
d001.s011.t003	patients	patient	NOUN	bn:00061017n
	who	who	PRON	
	have	have	VERB	
d001.s011.t004	not	not	ADV	bn:00116360r
	been	be	VERB	
d001.s011.t005	treated	treat	VERB	bn:00084532v
	before	before	ADV	
	,	,	.	
	and	and	CONJ	
	on	on	ADP	
	its	its	PRON	
	own	own	ADJ	
	in	in	ADP	
d001.s011.t006	patients	patient	NOUN	bn:00061017n
	who	who	PRON	
	have	have	VERB	
d001.s011.t007	received	receive	VERB	bn:00087863v
	another	another	DET	
d001.s011.t008	type	type	NOUN	bn:00078798n
	of	of	ADP	
d001.s011.t009	chemotherapy	chemotherapy	NOUN	bn:00018141n
	in	in	ADP	
	the	the	DET	
d001.s011.t010	past	past	NOUN	bn:00060928n
	.	.	.	
	-end-	-end-	-end-	
	The	the	DET	
d001.s012.t001	medicine	medicine	NOUN	bn:00054128n
	can	can	VERB	
d001.s012.t002	only	only	ADV	bn:00116450r
	be	be	VERB	
d001.s012.t003	obtained	obtain	VERB	bn:00091124v
	with	with	ADP	
	a	a	DET	
d001.s012.t004	prescription	prescription	NOUN	bn:00064195n
	.	.	.	
	-end-	-end-	-end-	
	How	how	ADV	
	is	be	VERB	
	Alimta	alimta	NOUN	
d001.s013.t001	used	use	VERB	bn:00082705v
	?	?	.	
	-end-	-end-	-end-	
	Alimta	alimta	NOUN	
	should	should	VERB	
d001.s014.t001	only	only	ADV	bn:00116450r
	be	be	VERB	
d001.s014.t002	given	give	VERB	bn:00088826v
	under	under	ADP	
	the	the	DET	
d001.s014.t003	supervision	supervision	NOUN	bn:00059908n
	of	of	ADP	
	a	a	DET	
d001.s014.t004	doctor	doctor	NOUN	bn:00027976n
	who	who	PRON	
	is	be	VERB	
	qualified	qualify	VERB	
	in	in	ADP	
	the	the	DET	
d001.s014.t005	use	use	NOUN	bn:00030627n
	of	of	ADP	
d001.s014.t006	anticancer	anticancer	ADJ	bn:00097220a
d001.s014.t007	chemotherapy	chemotherapy	NOUN	bn:00018141n
	.	.	.	
	-end-	-end-	-end-	
	The	the	DET	
	recommended	recommend	VERB	
d001.s015.t001	dose	dose	NOUN	bn:00028320n
	of	of	ADP	
	Alimta	alimta	NOUN	
	is	be	VERB	
	500	500	NUM	
d001.s015.t002	mg	mg	NOUN	bn:00054701n
	per	per	ADP	
d001.s015.t003	square metre	square_metre	NOUN	bn:00017102n
	of	of	ADP	
d001.s015.t004	body	body	NOUN	bn:00011744n
d001.s015.t005	surface area	surface_area	NOUN	bn:00005518n
	(	(	.	
d001.s015.t006	calculated	calculate	VERB	bn:00084373v
d001.s015.t007	using	use	VERB	bn:00082705v
	the	the	DET	
d001.s015.t008	patient	patient	NOUN	bn:00061017n
	s	s	NOUN	
d001.s015.t009	height	height	NOUN	bn:00043545n
	and	and	CONJ	
d001.s015.t010	weight	weight	NOUN	bn:00080831n
	)	)	.	
	.	.	.	
	It	it	PRON	
	is	be	VERB	
d001.s015.t011	given	give	VERB	bn:00088826v
d001.s015.t012	once	once	ADV	bn:00115811r
d001.s015.t013	every	every	ADJ	bn:00102467a
	three	three	NUM	
d001.s015.t014	weeks	week	NOUN	bn:00043484n
	as	as	ADP	
	an	a	DET	
d001.s015.t015	intravenous	intravenous	ADJ	bn:00102230a
d001.s015.t016	infusion	infusion	NOUN	bn:00046734n
d001.s015.t017	lasting	last	VERB	bn:00087620v
	10	10	NUM	
d001.s015.t018	minutes	minute	NOUN	bn:00055094n
	.	.	.	
	-end-	-end-	-end-	
	To	to	PRT	
d001.s016.t001	reduce	reduce	VERB	bn:00092595v
d001.s016.t002	side effects	side_effect	NOUN	bn:00071445n
	,	,	.	
d001.s016.t003	patients	patient	NOUN	bn:00061017n
	should	should	VERB	
d001.s016.t004	take	take	VERB	bn:00085689v
	a	a	DET	
d001.s016.t005	corticosteroid	corticosteroid	NOUN	bn:00001507n
	and	and	CONJ	
d001.s016.t006	folic acid	folic_acid	NOUN	bn:00035585n
	(	(	.	
	a	a	DET	
d001.s016.t007	type	type	NOUN	bn:00078798n
	of	of	ADP	
d001.s016.t008	vitamin	vitamin	NOUN	bn:00080147n
	)	)	.	
	,	,	.	
	and	and	CONJ	
	receive	receive	VERB	
d001.s016.t009	injections	injection	NOUN	bn:00046787n
	of	of	ADP	
d001.s016.t010	vitamin B12	vitamin_b12	NOUN	bn:00004712n
	during	during	ADP	
d001.s016.t011	treatment	treatment	NOUN	bn:00047235n
	with	with	ADP	
	Alimta	alimta	NOUN	
	.	.	.	
	-end-	-end-	-end-	
	When	when	ADV	
	Alimta	alimta	NOUN	
	is	be	VERB	
d001.s017.t001	given	give	VERB	bn:00088826v
	with	with	ADP	
	cisplatin	cisplatin	NOUN	
	,	,	.	
	an	a	DET	
	anti-emetic	anti-emetic	ADJ	
d001.s017.t002	medicine	medicine	NOUN	bn:00054128n
	(	(	.	
	to	to	PRT	
d001.s017.t003	prevent	prevent	VERB	bn:00088454v
d001.s017.t004	vomiting	vomit	VERB	bn:00083115v
	)	)	.	
	and	and	CONJ	
d001.s017.t005	fluids	fluid	NOUN	bn:00035426n
	(	(	.	
	to	to	PRT	
d001.s017.t006	prevent	prevent	VERB	bn:00088454v
d001.s017.t007	dehydration	dehydration	NOUN	bn:00025983n
	)	)	.	
	should	should	VERB	
d001.s017.t008	also	also	ADV	bn:00114246r
	be	be	VERB	
d001.s017.t009	given	give	VERB	bn:00088826v
d001.s017.t010	before	before	ADV	bn:00114512r
	or	or	CONJ	
d001.s017.t011	after	after	ADV	bn:00114165r
	the	the	DET	
	cisplatin	cisplatin	NOUN	
d001.s017.t012	dose	dose	NOUN	bn:00028320n
	.	.	.	
	-end-	-end-	-end-	
d001.s018.t001	Treatment	treatment	NOUN	bn:00047235n
	should	should	VERB	
	be	be	VERB	
d001.s018.t002	delayed	delay	VERB	bn:00086515v
	or	or	CONJ	
d001.s018.t003	discontinued	discontinue	VERB	bn:00083908v
	,	,	.	
	or	or	CONJ	
	the	the	DET	
d001.s018.t004	dose	dose	NOUN	bn:00028320n
d001.s018.t005	reduced	reduce	VERB	bn:00084079v
	,	,	.	
	in	in	ADP	
d001.s018.t006	patients	patient	NOUN	bn:00061017n
	whose	whose	PRON	
d001.s018.t007	blood counts	blood_count	NOUN	bn:00011364n
	are	be	VERB	
d001.s018.t008	abnormal	abnormal	ADJ	bn:00096158a
	or	or	CONJ	
	who	who	PRON	
d001.s018.t009	have	have	VERB	bn:00088745v
d001.s018.t010	certain	certain	ADJ	bn:00099474a
d001.s018.t011	other	other	ADJ	bn:00108011a
d001.s018.t012	side effects	side_effect	NOUN	bn:00071445n
	.	.	.	
	-end-	-end-	-end-	
	Alimta	alimta	NOUN	
	is	be	VERB	
d001.s019.t001	not	not	ADV	bn:00116360r
d001.s019.t002	recommended	recommend	VERB	bn:00082418v
	for	for	ADP	
d001.s019.t003	use	use	NOUN	bn:00030627n
	in	in	ADP	
d001.s019.t004	patients	patient	NOUN	bn:00061017n
	with	with	ADP	
d001.s019.t005	moderate	moderate	ADJ	bn:00106826a
	or	or	CONJ	
d001.s019.t006	severe	severe	ADJ	bn:00110473a
d001.s019.t007	kidney	kidney	NOUN	bn:00049083n
d001.s019.t008	problems	problem	NOUN	bn:00048242n
	.	.	.	
	-end-	-end-	-end-	
	For	for	ADP	
d001.s020.t001	more	more	ADJ	bn:00106935a
d001.s020.t002	information	information	NOUN	bn:00025314n
	,	,	.	
d001.s020.t003	see	see	VERB	bn:00087787v
	the	the	DET	
d001.s020.t004	Summary	summary	NOUN	bn:00075142n
	of	of	ADP	
d001.s020.t005	Product	product	NOUN	bn:00064584n
	Characteristics	characteristic	NOUN	
	(	(	.	
d001.s020.t006	also	also	ADV	bn:00114246r
d001.s020.t007	part	part	NOUN	bn:00027912n
	of	of	ADP	
	the	the	DET	
	EPAR	epar	NOUN	
	)	)	.	
	.	.	.	
	-end-	-end-	-end-	
	How	how	ADV	
	does	do	VERB	
	Alimta	alimta	NOUN	
	work	work	VERB	
	?	?	.	
	-end-	-end-	-end-	
	The	the	DET	
d001.s022.t001	active	active	ADJ	bn:00096387a
d001.s022.t002	substance	substance	NOUN	bn:00074987n
	in	in	ADP	
	Alimta	alimta	NOUN	
	,	,	.	
	pemetrexed	pemetrex	VERB	
	,	,	.	
	is	be	VERB	
	a	a	DET	
d001.s022.t003	cytotoxic	cytotoxic	ADJ	bn:00100866a
d001.s022.t004	medicine	medicine	NOUN	bn:00054128n
	(	(	.	
	a	a	DET	
d001.s022.t005	medicine	medicine	NOUN	bn:00054128n
	that	that	DET	
d001.s022.t006	kills	kill	VERB	bn:00090098v
d001.s022.t007	cells	cell	NOUN	bn:00017027n
	that	that	DET	
	are	be	VERB	
d001.s022.t008	dividing	divide	VERB	bn:00087100v
	,	,	.	
	such	such	ADJ	
	as	as	ADP	
d001.s022.t009	cancer cells	cancer_cell	NOUN	bn:00015187n
	)	)	.	
	,	,	.	
	which	which	DET	
d001.s022.t010	belongs to	belong_to	VERB	bn:00083391v
	the	the	DET	
d001.s022.t011	group	group	NOUN	bn:00041942n
d001.s022.t012	antimetabolites	antimetabolite	NOUN	bn:00004691n
	.	.	.	
	-end-	-end-	-end-	
	In	in	ADP	
	the	the	DET	
d001.s023.t001	body	body	NOUN	bn:00011744n
	,	,	.	
	pemetrexed	pemetrex	VERB	
	is	be	VERB	
d001.s023.t002	converted	convert	VERB	bn:00085761v
	into	into	ADP	
	an	a	DET	
d001.s023.t003	active	active	ADJ	bn:00096387a
d001.s023.t004	form	form	NOUN	bn:00035913n
	that	that	DET	
d001.s023.t005	blocks	block	VERB	bn:00083623v
	the	the	DET	
d001.s023.t006	activity	activity	NOUN	bn:00001173n
	of	of	ADP	
	the	the	DET	
d001.s023.t007	enzymes	enzyme	NOUN	bn:00031085n
	that	that	DET	
	are	be	VERB	
d001.s023.t008	involved	involve	VERB	bn:00089893v
	in	in	ADP	
d001.s023.t009	producing	produce	VERB	bn:00084082v
d001.s023.t010	nucleotides	nucleotide	NOUN	bn:00008788n
	(	(	.	
	the	the	DET	
d001.s023.t011	building blocks	building_block	NOUN	bn:00013726n
	of	of	ADP	
d001.s023.t012	DNA	dna	NOUN	bn:00026301n
	and	and	CONJ	
d001.s023.t013	RNA	rna	NOUN	bn:00067714n
	,	,	.	
	the	the	DET	
d001.s023.t014	genetic	genetic	ADJ	bn:00103522a
d001.s023.t015	material	material	NOUN	bn:00053801n
	of	of	ADP	
d001.s023.t016	cells	cell	NOUN	bn:00017027n
	)	)	.	
	.	.	.	
	-end-	-end-	-end-	
	How	how	ADV	
	has	have	VERB	
	Alimta	alimta	NOUN	
	been	be	VERB	
d001.s024.t001	studied	study	VERB	bn:00082596v
	?	?	.	
	-end-	-end-	-end-	
	For	for	ADP	
	the	the	DET	
d001.s025.t001	treatment	treatment	NOUN	bn:00047235n
	of	of	ADP	
d001.s025.t002	malignant	malignant	ADJ	bn:00106363a
d001.s025.t003	pleural	pleural	ADJ	bn:00108692a
d001.s025.t004	mesothelioma	mesothelioma	NOUN	bn:00054512n
	,	,	.	
	Alimta	alimta	NOUN	
	has	have	VERB	
	been	be	VERB	
d001.s025.t005	studied	study	VERB	bn:00082596v
	in	in	ADP	
	one	one	NUM	
d001.s025.t006	main	main	ADJ	bn:00099598a
d001.s025.t007	study	study	NOUN	bn:00074790n
	in	in	ADP	
	456	456	NUM	
d001.s025.t008	patients	patient	NOUN	bn:00061017n
	who	who	PRON	
	had	have	VERB	
d001.s025.t009	not	not	ADV	bn:00116360r
d001.s025.t010	received	receive	VERB	bn:00087863v
d001.s025.t011	chemotherapy	chemotherapy	NOUN	bn:00018141n
	for	for	ADP	
	their	they	PRON	
d001.s025.t012	disease	disease	NOUN	bn:00027546n
d001.s025.t013	before	before	ADV	bn:00114512r
	.	.	.	
	-end-	-end-	-end-	
	The	the	DET	
d001.s026.t001	effects	effect	NOUN	bn:00029874n
	of	of	ADP	
	Alimta	alimta	X	
	in	in	X	
d001.s026.t002	combination	combination	NOUN	bn:00020878n
	with	with	ADP	
	cisplatin	cisplatin	NOUN	
	were	be	VERB	
d001.s026.t003	compared	compare	VERB	bn:00085450v
	with	with	ADP	
	those	those	DET	
	of	of	ADP	
	cisplatin	cisplatin	NOUN	
d001.s026.t004	alone	alone	ADV	bn:00114235r
	.	.	.	
	-end-	-end-	-end-	
	For	for	ADP	
	the	the	DET	
d001.s027.t001	treatment	treatment	NOUN	bn:00047235n
	of	of	ADP	
	non-small	non-small	ADJ	
d001.s027.t002	cell	cell	NOUN	bn:00017027n
d001.s027.t003	lung cancer	lung_cancer	NOUN	bn:00052343n
	,	,	.	
	the	the	DET	
d001.s027.t004	effects	effect	NOUN	bn:00029874n
	of	of	ADP	
	Alimta	alimta	NOUN	
	were	be	VERB	
d001.s027.t005	compared	compare	VERB	bn:00085450v
	with	with	ADP	
	those	those	DET	
	of	of	ADP	
	docetaxel	docetaxel	X	
	(	(	.	
	another	another	DET	
d001.s027.t006	anticancer	anticancer	ADJ	bn:00097220a
d001.s027.t007	medicine	medicine	NOUN	bn:00054128n
	)	)	.	
	in	in	ADP	
	one	one	NUM	
d001.s027.t008	study	study	NOUN	bn:00074790n
d001.s027.t009	involving	involve	VERB	bn:00089893v
	571	571	NUM	
d001.s027.t010	patients	patient	NOUN	bn:00061017n
	with	with	ADP	
d001.s027.t011	locally	locally	ADV	bn:00116147r
d001.s027.t012	advanced	advanced	ADJ	bn:00096528a
	or	or	CONJ	
d001.s027.t013	metastatic	metastatic	ADJ	bn:00106664a
d001.s027.t014	disease	disease	NOUN	bn:00027546n
	who	who	PRON	
	had	have	VERB	
d001.s027.t015	received	receive	VERB	bn:00087863v
d001.s027.t016	chemotherapy	chemotherapy	NOUN	bn:00018141n
	in	in	ADP	
	the	the	DET	
d001.s027.t017	past	past	NOUN	bn:00060928n
	.	.	.	
	-end-	-end-	-end-	
	Alimta	alimta	NOUN	
	was	be	VERB	
d001.s028.t001	also	also	ADV	bn:00114246r
d001.s028.t002	compared	compare	VERB	bn:00085450v
	with	with	ADP	
	gemcitabine	gemcitabine	X	
	(	(	.	
	another	another	DET	
d001.s028.t003	anticancer	anticancer	ADJ	bn:00097220a
d001.s028.t004	medicine	medicine	NOUN	bn:00054128n
	)	)	.	
	,	,	.	
	both	both	CONJ	
	in	in	ADP	
d001.s028.t005	combination	combination	NOUN	bn:00020878n
	with	with	ADP	
	cisplatin	cisplatin	NOUN	
	,	,	.	
	in	in	ADP	
	a	a	DET	
d001.s028.t006	study	study	NOUN	bn:00074790n
d001.s028.t007	involving	involve	VERB	bn:00089893v
	1,725	1,725	NUM	
d001.s028.t008	patients	patient	NOUN	bn:00061017n
	who	who	PRON	
	had	have	VERB	
d001.s028.t009	not	not	ADV	bn:00116360r
d001.s028.t010	received	receive	VERB	bn:00087863v
d001.s028.t011	chemotherapy	chemotherapy	NOUN	bn:00018141n
	for	for	ADP	
d001.s028.t012	lung cancer	lung_cancer	NOUN	bn:00052343n
	in	in	ADP	
	the	the	DET	
d001.s028.t013	past	past	NOUN	bn:00060928n
	.	.	.	
	-end-	-end-	-end-	
	In	in	ADP	
	all	all	DET	
	three	three	NUM	
d001.s029.t001	studies	study	NOUN	bn:00074790n
	,	,	.	
	the	the	DET	
d001.s029.t002	main	main	ADJ	bn:00099598a
d001.s029.t003	measure	measure	NOUN	bn:00054019n
	of	of	ADP	
d001.s029.t004	effectiveness	effectiveness	NOUN	bn:00029877n
	was	be	VERB	
	how	how	ADV	
d001.s029.t005	long	long	ADV	bn:00116153r
	the	the	DET	
d001.s029.t006	patients	patient	NOUN	bn:00061017n
d001.s029.t007	survived	survive	VERB	bn:00085382v
	.	.	.	
	-end-	-end-	-end-	
	What	what	DET	
d001.s030.t001	benefit	benefit	NOUN	bn:00009905n
	has	have	VERB	
	Alimta	alimta	NOUN	
d001.s030.t002	shown	show	VERB	bn:00086567v
	during	during	ADP	
	the	the	DET	
d001.s030.t003	studies	study	NOUN	bn:00074790n
	?	?	.	
	-end-	-end-	-end-	
	Alimta	alimta	NOUN	
d001.s031.t001	increased	increase	VERB	bn:00089667v
	the	the	DET	
d001.s031.t002	survival	survival	NOUN	bn:00030811n
d001.s031.t003	time	time	NOUN	bn:00077268n
	of	of	ADP	
d001.s031.t004	patients	patient	NOUN	bn:00061017n
	with	with	ADP	
d001.s031.t005	malignant	malignant	ADJ	bn:00106363a
d001.s031.t006	pleural	pleural	ADJ	bn:00108692a
d001.s031.t007	mesothelioma	mesothelioma	NOUN	bn:00054512n
	.	.	.	
	-end-	-end-	-end-	
d001.s032.t001	Patients	patient	NOUN	bn:00061017n
d001.s032.t002	receiving	receive	VERB	bn:00087863v
	Alimta	alimta	NOUN	
	and	and	CONJ	
	cisplatin	cisplatin	NOUN	
d001.s032.t003	survived	survive	VERB	bn:00085382v
	for	for	ADP	
	an	a	DET	
d001.s032.t004	average	average	NOUN	bn:00007451n
	of	of	ADP	
	12.1	12.1	NUM	
d001.s032.t005	months	month	NOUN	bn:00055794n
	,	,	.	
d001.s032.t006	compared	compare	VERB	bn:00085450v
	with	with	ADP	
	9.3	9.3	NUM	
d001.s032.t007	months	month	NOUN	bn:00055794n
	in	in	ADP	
	those	those	DET	
	receiving	receive	VERB	
	cisplatin	cisplatin	NOUN	
d001.s032.t008	alone	alone	ADV	bn:00114235r
	.	.	.	
	-end-	-end-	-end-	
	In	in	ADP	
	the	the	DET	
d001.s033.t001	treatment	treatment	NOUN	bn:00047235n
	of	of	ADP	
d001.s033.t002	patients	patient	NOUN	bn:00061017n
	with	with	ADP	
	non-small	non-small	ADJ	
d001.s033.t003	cell	cell	NOUN	bn:00017027n
d001.s033.t004	lung cancer	lung_cancer	NOUN	bn:00052343n
	,	,	.	
	Alimta	alimta	NOUN	
	was	be	VERB	
d001.s033.t005	as	as	ADV	bn:00114354r
d001.s033.t006	effective	effective	ADJ	bn:00102038a
d001.s033.t007	as	as	ADV	bn:00114354r
	the	the	DET	
	comparators	comparator	NOUN	
	.	.	.	
	-end-	-end-	-end-	
	In	in	ADP	
d001.s034.t001	patients	patient	NOUN	bn:00061017n
	who	who	PRON	
	had	have	VERB	
d001.s034.t002	received	receive	VERB	bn:00087863v
d001.s034.t003	chemotherapy	chemotherapy	NOUN	bn:00018141n
	in	in	ADP	
	the	the	DET	
d001.s034.t004	past	past	NOUN	bn:00060928n
	,	,	.	
	the	the	DET	
d001.s034.t005	average	average	ADJ	bn:00097854a
d001.s034.t006	survival	survival	NOUN	bn:00030811n
d001.s034.t007	time	time	NOUN	bn:00077268n
	was	be	VERB	
	8.3	8.3	NUM	
d001.s034.t008	months	month	NOUN	bn:00055794n
	with	with	ADP	
	Alimta	alimta	NOUN	
	,	,	.	
d001.s034.t009	compared	compare	VERB	bn:00085450v
	with	with	ADP	
	7.9	7.9	NUM	
d001.s034.t010	months	month	NOUN	bn:00055794n
	with	with	ADP	
	docetaxel	docetaxel	NOUN	
	.	.	.	
	-end-	-end-	-end-	
	In	in	ADP	
d001.s035.t001	patients	patient	NOUN	bn:00061017n
