Token ID	Token	Lemma	POS
d001.s009.t002	treat	treat	VERB
	two	two	NUM
d001.s009.t003	types	type	NOUN
	of	of	ADP
d001.s009.t004	cancer	cancer	NOUN
	:	:	.
d001.s009.t005	pleural	pleural	ADJ
d001.s009.t006	mesothelioma	mesothelioma	NOUN
	(	(	.
d001.s009.t007	cancer	cancer	NOUN
	of	of	ADP
	the	the	DET
d001.s009.t008	lining	lining	NOUN
	of	of	ADP
	the	the	DET
d001.s009.t009	lungs	lung	NOUN
	that	that	DET
	is	be	VERB
d001.s009.t010	usually	usually	ADV
d001.s009.t011	caused	cause	VERB
	by	by	ADP
d001.s009.t012	exposure	exposure	NOUN
	to	to	PRT
d001.s009.t013	asbestos	asbestos	NOUN
	)	)	.
	.	.	.
	-end-	-end-	-end-
	Alimta	alimta	NOUN
	is	be	VERB
d001.s010.t001	used	use	VERB
d001.s010.t002	together with	together_with	ADV
	cisplatin	cisplatin	X
	(	(	.
	another	another	DET
d001.s010.t003	anticancer	anticancer	ADJ
d001.s010.t004	medicine	medicine	NOUN
	)	)	.
	when	when	ADV
	the	the	DET
d001.s010.t005	cancer	cancer	NOUN
	is	be	VERB
	unresectable	unresectable	ADJ
	(	(	.
	cannot	cannot	X
	be	be	VERB
d001.s010.t006	removed	remove	VERB
	by	by	ADP
d001.s010.t007	surgery	surgery	NOUN
d001.s010.t008	alone	alone	ADJ
	)	)	.
	and	and	CONJ
d001.s010.t009	malignant	malignant	ADJ
	(	(	.
	has	have	VERB
d001.s010.t010	spread	spread	VERB
	,	,	.
	or	or	CONJ
	is	be	VERB
d001.s010.t011	likely	likely	ADJ
	to	to	PRT
d001.s010.t012	spread	spread	VERB
d001.s010.t013	easily	easily	ADV
	,	,	.
	to	to	PRT
d001.s010.t014	other	other	ADJ
d001.s010.t015	parts	part	NOUN
	of	of	ADP
	the	the	DET
d001.s010.t016	body	body	NOUN
	)	)	.
	,	,	.
	in	in	ADP
d001.s010.t017	patients	patient	NOUN
	who	who	PRON
	have	have	VERB
d001.s010.t018	not	not	ADV
d001.s010.t019	received	receive	VERB
d001.s010.t020	chemotherapy	chemotherapy	NOUN
	(	(	.
d001.s010.t021	medicines	medicine	NOUN
	for	for	ADP
d001.s010.t022	cancer	cancer	NOUN
	)	)	.
	before	before	ADP
d001.s010.t023	advanced	advanced	ADJ
	or	or	CONJ
d001.s010.t024	metastatic	metastatic	ADJ
	non-small	non-small	ADJ
d001.s010.t025	cell	cell	NOUN
d001.s010.t026	lung cancer	lung_cancer	NOUN
	that	that	DET
	is	be	VERB
d001.s010.t027	not	not	ADV
d001.s010.t028	affecting	affect	VERB
	the	the	DET
d001.s010.t029	squamous cells	squamous_cell	NOUN
	.	.	.
	-end-	-end-	-end-
	Alimta	alimta	NOUN
	is	be	VERB
d001.s011.t001	used	use	VERB
	in	in	ADP
d001.s011.t002	combination	combination	NOUN
	with	with	ADP
	cisplatin	cisplatin	NOUN
	in	in	ADP
d001.s011.t003	patients	patient	NOUN
	who	who	PRON
	have	have	VERB
d001.s011.t004	not	not	ADV
	been	be	VERB
d001.s011.t005	treated	treat	VERB
	before	before	ADV
	,	,	.
	and	and	CONJ
	on	on	ADP
	its	its	PRON
	own	own	ADJ
	in	in	ADP
d001.s011.t006	patients	patient	NOUN
	who	who	PRON
	have	have	VERB
d001.s011.t007	received	receive	VERB
	another	another	DET
d001.s011.t008	type	type	NOUN
	of	of	ADP
d001.s011.t009	chemotherapy	chemotherapy	NOUN
	in	in	ADP
	the	the	DET
d001.s011.t010	past	past	NOUN
	.	.	.
	-end-	-end-	-end-
	The	the	DET
d001.s012.t001	medicine	medicine	NOUN
	can	can	VERB
d001.s012.t002	only	only	ADV
	be	be	VERB
d001.s012.t003	obtained	obtain	VERB
	with	with	ADP
	a	a	DET
d001.s012.t004	prescription	prescription	NOUN
	.	.	.
	-end-	-end-	-end-
	How	how	ADV
	is	be	VERB
	Alimta	alimta	NOUN
d001.s013.t001	used	use	VERB
	?	?	.
	-end-	-end-	-end-
	Alimta	alimta	NOUN
	should	should	VERB
d001.s014.t001	only	only	ADV
	be	be	VERB
d001.s014.t002	given	give	VERB
	under	under	ADP
	the	the	DET
d001.s014.t003	supervision	supervision	NOUN
	of	of	ADP
	a	a	DET
d001.s014.t004	doctor	doctor	NOUN
	who	who	PRON
	is	be	VERB
	qualified	qualify	VERB
	in	in	ADP
	the	the	DET
d001.s014.t005	use	use	NOUN
	of	of	ADP
d001.s014.t006	anticancer	anticancer	ADJ
d001.s014.t007	chemotherapy	chemotherapy	NOUN
	.	.	.
	-end-	-end-	-end-
	The	the	DET
	recommended	recommend	VERB
d001.s015.t001	dose	dose	NOUN
	of	of	ADP
	Alimta	alimta	NOUN
	is	be	VERB
	500	500	NUM
d001.s015.t002	mg	mg	NOUN
	per	per	ADP
d001.s015.t003	square metre	square_metre	NOUN
	of	of	ADP
d001.s015.t004	body	body	NOUN
d001.s015.t005	surface area	surface_area	NOUN
	(	(	.
d001.s015.t006	calculated	calculate	VERB
d001.s015.t007	using	use	VERB
	the	the	DET
d001.s015.t008	patient	patient	NOUN
	s	s	NOUN
d001.s015.t009	height	height	NOUN
	and	and	CONJ
d001.s015.t010	weight	weight	NOUN
	)	)	.
	.	.	.
	It	it	PRON
	is	be	VERB
d001.s015.t011	given	give	VERB
d001.s015.t012	once	once	ADV
d001.s015.t013	every	every	ADJ
	three	three	NUM
d001.s015.t014	weeks	week	NOUN
	as	as	ADP
	an	a	DET
d001.s015.t015	intravenous	intravenous	ADJ
d001.s015.t016	infusion	infusion	NOUN
d001.s015.t017	lasting	last	VERB
	10	10	NUM
d001.s015.t018	minutes	minute	NOUN
	.	.	.
	-end-	-end-	-end-
	To	to	PRT
d001.s016.t001	reduce	reduce	VERB
d001.s016.t002	side effects	side_effect	NOUN
	,	,	.
d001.s016.t003	patients	patient	NOUN
	should	should	VERB
d001.s016.t004	take	take	VERB
	a	a	DET
d001.s016.t005	corticosteroid	corticosteroid	NOUN
	and	and	CONJ
d001.s016.t006	folic acid	folic_acid	NOUN
	(	(	.
	a	a	DET
d001.s016.t007	type	type	NOUN
	of	of	ADP
d001.s016.t008	vitamin	vitamin	NOUN
	)	)	.
	,	,	.
	and	and	CONJ
	receive	receive	VERB
d001.s016.t009	injections	injection	NOUN
	of	of	ADP
d001.s016.t010	vitamin B12	vitamin_b12	NOUN
	during	during	ADP
d001.s016.t011	treatment	treatment	NOUN
	with	with	ADP
	Alimta	alimta	NOUN
	.	.	.
	-end-	-end-	-end-
	When	when	ADV
	Alimta	alimta	NOUN
	is	be	VERB
d001.s017.t001	given	give	VERB
	with	with	ADP
	cisplatin	cisplatin	NOUN
	,	,	.
	an	a	DET
	anti-emetic	anti-emetic	ADJ
d001.s017.t002	medicine	medicine	NOUN
	(	(	.
	to	to	PRT
d001.s017.t003	prevent	prevent	VERB
d001.s017.t004	vomiting	vomit	VERB
	)	)	.
	and	and	CONJ
d001.s017.t005	fluids	fluid	NOUN
	(	(	.
	to	to	PRT
d001.s017.t006	prevent	prevent	VERB
d001.s017.t007	dehydration	dehydration	NOUN
	)	)	.
	should	should	VERB
d001.s017.t008	also	also	ADV
	be	be	VERB
d001.s017.t009	given	give	VERB
d001.s017.t010	before	before	ADV
	or	or	CONJ
d001.s017.t011	after	after	ADV
	the	the	DET
	cisplatin	cisplatin	NOUN
d001.s017.t012	dose	dose	NOUN
	.	.	.
	-end-	-end-	-end-
d001.s018.t001	Treatment	treatment	NOUN
	should	should	VERB
	be	be	VERB
d001.s018.t002	delayed	delay	VERB
	or	or	CONJ
d001.s018.t003	discontinued	discontinue	VERB
	,	,	.
	or	or	CONJ
	the	the	DET
d001.s018.t004	dose	dose	NOUN
d001.s018.t005	reduced	reduce	VERB
	,	,	.
	in	in	ADP
d001.s018.t006	patients	patient	NOUN
	whose	whose	PRON
d001.s018.t007	blood counts	blood_count	NOUN
	are	be	VERB
d001.s018.t008	abnormal	abnormal	ADJ
	or	or	CONJ
	who	who	PRON
d001.s018.t009	have	have	VERB
d001.s018.t010	certain	certain	ADJ
d001.s018.t011	other	other	ADJ
d001.s018.t012	side effects	side_effect	NOUN
	.	.	.
	-end-	-end-	-end-
	Alimta	alimta	NOUN
	is	be	VERB
d001.s019.t001	not	not	ADV
d001.s019.t002	recommended	recommend	VERB
	for	for	ADP
d001.s019.t003	use	use	NOUN
	in	in	ADP
d001.s019.t004	patients	patient	NOUN
	with	with	ADP
d001.s019.t005	moderate	moderate	ADJ
	or	or	CONJ
d001.s019.t006	severe	severe	ADJ
d001.s019.t007	kidney	kidney	NOUN
d001.s019.t008	problems	problem	NOUN
	.	.	.
	-end-	-end-	-end-
	For	for	ADP
d001.s020.t001	more	more	ADJ
d001.s020.t002	information	information	NOUN
	,	,	.
d001.s020.t003	see	see	VERB
	the	the	DET
d001.s020.t004	Summary	summary	NOUN
	of	of	ADP
d001.s020.t005	Product	product	NOUN
	Characteristics	characteristic	NOUN
	(	(	.
d001.s020.t006	also	also	ADV
d001.s020.t007	part	part	NOUN
	of	of	ADP
	the	the	DET
	EPAR	epar	NOUN
	)	)	.
	.	.	.
	-end-	-end-	-end-
	How	how	ADV
	does	do	VERB
	Alimta	alimta	NOUN
	work	work	VERB
	?	?	.
	-end-	-end-	-end-
	The	the	DET
d001.s022.t001	active	active	ADJ
d001.s022.t002	substance	substance	NOUN
	in	in	ADP
	Alimta	alimta	NOUN
	,	,	.
	pemetrexed	pemetrex	VERB
	,	,	.
	is	be	VERB
	a	a	DET
d001.s022.t003	cytotoxic	cytotoxic	ADJ
d001.s022.t004	medicine	medicine	NOUN
	(	(	.
	a	a	DET
d001.s022.t005	medicine	medicine	NOUN
	that	that	DET
d001.s022.t006	kills	kill	VERB
d001.s022.t007	cells	cell	NOUN
	that	that	DET
	are	be	VERB
d001.s022.t008	dividing	divide	VERB
	,	,	.
	such	such	ADJ
	as	as	ADP
d001.s022.t009	cancer cells	cancer_cell	NOUN
	)	)	.
	,	,	.
	which	which	DET
d001.s022.t010	belongs to	belong_to	VERB
	the	the	DET
d001.s022.t011	group	group	NOUN
d001.s022.t012	antimetabolites	antimetabolite	NOUN
	.	.	.
	-end-	-end-	-end-
	In	in	ADP
	the	the	DET
d001.s023.t001	body	body	NOUN
	,	,	.
	pemetrexed	pemetrex	VERB
	is	be	VERB
d001.s023.t002	converted	convert	VERB
	into	into	ADP
	an	a	DET
d001.s023.t003	active	active	ADJ
d001.s023.t004	form	form	NOUN
	that	that	DET
d001.s023.t005	blocks	block	VERB
	the	the	DET
d001.s023.t006	activity	activity	NOUN
	of	of	ADP
	the	the	DET
d001.s023.t007	enzymes	enzyme	NOUN
	that	that	DET
	are	be	VERB
d001.s023.t008	involved	involve	VERB
	in	in	ADP
d001.s023.t009	producing	produce	VERB
d001.s023.t010	nucleotides	nucleotide	NOUN
	(	(	.
	the	the	DET
d001.s023.t011	building blocks	building_block	NOUN
	of	of	ADP
d001.s023.t012	DNA	dna	NOUN
	and	and	CONJ
d001.s023.t013	RNA	rna	NOUN
	,	,	.
	the	the	DET
d001.s023.t014	genetic	genetic	ADJ
d001.s023.t015	material	material	NOUN
	of	of	ADP
d001.s023.t016	cells	cell	NOUN
	)	)	.
	.	.	.
	-end-	-end-	-end-
	How	how	ADV
	has	have	VERB
	Alimta	alimta	NOUN
	been	be	VERB
d001.s024.t001	studied	study	VERB
	?	?	.
	-end-	-end-	-end-
	For	for	ADP
	the	the	DET
d001.s025.t001	treatment	treatment	NOUN
	of	of	ADP
d001.s025.t002	malignant	malignant	ADJ
d001.s025.t003	pleural	pleural	ADJ
d001.s025.t004	mesothelioma	mesothelioma	NOUN
	,	,	.
	Alimta	alimta	NOUN
	has	have	VERB
	been	be	VERB
d001.s025.t005	studied	study	VERB
	in	in	ADP
	one	one	NUM
d001.s025.t006	main	main	ADJ
d001.s025.t007	study	study	NOUN
	in	in	ADP
	456	456	NUM
d001.s025.t008	patients	patient	NOUN
	who	who	PRON
	had	have	VERB
d001.s025.t009	not	not	ADV
d001.s025.t010	received	receive	VERB
d001.s025.t011	chemotherapy	chemotherapy	NOUN
	for	for	ADP
	their	they	PRON
d001.s025.t012	disease	disease	NOUN
d001.s025.t013	before	before	ADV
	.	.	.
	-end-	-end-	-end-
	The	the	DET
d001.s026.t001	effects	effect	NOUN
	of	of	ADP
	Alimta	alimta	X
	in	in	X
d001.s026.t002	combination	combination	NOUN
	with	with	ADP
	cisplatin	cisplatin	NOUN
	were	be	VERB
d001.s026.t003	compared	compare	VERB
	with	with	ADP
	those	those	DET
	of	of	ADP
	cisplatin	cisplatin	NOUN
d001.s026.t004	alone	alone	ADV
	.	.	.
	-end-	-end-	-end-
	For	for	ADP
	the	the	DET
d001.s027.t001	treatment	treatment	NOUN
	of	of	ADP
	non-small	non-small	ADJ
d001.s027.t002	cell	cell	NOUN
d001.s027.t003	lung cancer	lung_cancer	NOUN
	,	,	.
	the	the	DET
d001.s027.t004	effects	effect	NOUN
	of	of	ADP
	Alimta	alimta	NOUN
	were	be	VERB
d001.s027.t005	compared	compare	VERB
	with	with	ADP
	those	those	DET
	of	of	ADP
	docetaxel	docetaxel	X
	(	(	.
	another	another	DET
d001.s027.t006	anticancer	anticancer	ADJ
d001.s027.t007	medicine	medicine	NOUN
	)	)	.
	in	in	ADP
	one	one	NUM
d001.s027.t008	study	study	NOUN
d001.s027.t009	involving	involve	VERB
	571	571	NUM
d001.s027.t010	patients	patient	NOUN
	with	with	ADP
d001.s027.t011	locally	locally	ADV
d001.s027.t012	advanced	advanced	ADJ
	or	or	CONJ
d001.s027.t013	metastatic	metastatic	ADJ
d001.s027.t014	disease	disease	NOUN
	who	who	PRON
	had	have	VERB
d001.s027.t015	received	receive	VERB
d001.s027.t016	chemotherapy	chemotherapy	NOUN
	in	in	ADP
	the	the	DET
d001.s027.t017	past	past	NOUN
	.	.	.
	-end-	-end-	-end-
	Alimta	alimta	NOUN
	was	be	VERB
d001.s028.t001	also	also	ADV
d001.s028.t002	compared	compare	VERB
	with	with	ADP
	gemcitabine	gemcitabine	X
	(	(	.
	another	another	DET
d001.s028.t003	anticancer	anticancer	ADJ
d001.s028.t004	medicine	medicine	NOUN
	)	)	.
	,	,	.
	both	both	CONJ
	in	in	ADP
d001.s028.t005	combination	combination	NOUN
	with	with	ADP
	cisplatin	cisplatin	NOUN
	,	,	.
	in	in	ADP
	a	a	DET
d001.s028.t006	study	study	NOUN
d001.s028.t007	involving	involve	VERB
	1,725	1,725	NUM
d001.s028.t008	patients	patient	NOUN
	who	who	PRON
	had	have	VERB
d001.s028.t009	not	not	ADV
d001.s028.t010	received	receive	VERB
d001.s028.t011	chemotherapy	chemotherapy	NOUN
	for	for	ADP
d001.s028.t012	lung cancer	lung_cancer	NOUN
	in	in	ADP
	the	the	DET
d001.s028.t013	past	past	NOUN
	.	.	.
	-end-	-end-	-end-
	In	in	ADP
	all	all	DET
	three	three	NUM
d001.s029.t001	studies	study	NOUN
	,	,	.
	the	the	DET
d001.s029.t002	main	main	ADJ
d001.s029.t003	measure	measure	NOUN
	of	of	ADP
d001.s029.t004	effectiveness	effectiveness	NOUN
	was	be	VERB
	how	how	ADV
d001.s029.t005	long	long	ADV
	the	the	DET
d001.s029.t006	patients	patient	NOUN
d001.s029.t007	survived	survive	VERB
	.	.	.
	-end-	-end-	-end-
	What	what	DET
d001.s030.t001	benefit	benefit	NOUN
	has	have	VERB
	Alimta	alimta	NOUN
d001.s030.t002	shown	show	VERB
	during	during	ADP
	the	the	DET
d001.s030.t003	studies	study	NOUN
	?	?	.
	-end-	-end-	-end-
	Alimta	alimta	NOUN
d001.s031.t001	increased	increase	VERB
	the	the	DET
d001.s031.t002	survival	survival	NOUN
d001.s031.t003	time	time	NOUN
	of	of	ADP
d001.s031.t004	patients	patient	NOUN
	with	with	ADP
d001.s031.t005	malignant	malignant	ADJ
d001.s031.t006	pleural	pleural	ADJ
d001.s031.t007	mesothelioma	mesothelioma	NOUN
	.	.	.
	-end-	-end-	-end-
d001.s032.t001	Patients	patient	NOUN
d001.s032.t002	receiving	receive	VERB
	Alimta	alimta	NOUN
	and	and	CONJ
	cisplatin	cisplatin	NOUN
d001.s032.t003	survived	survive	VERB
	for	for	ADP
	an	a	DET
d001.s032.t004	average	average	NOUN
	of	of	ADP
	12.1	12.1	NUM
d001.s032.t005	months	month	NOUN
	,	,	.
d001.s032.t006	compared	compare	VERB
	with	with	ADP
	9.3	9.3	NUM
d001.s032.t007	months	month	NOUN
	in	in	ADP
	those	those	DET
	receiving	receive	VERB
	cisplatin	cisplatin	NOUN
d001.s032.t008	alone	alone	ADV
	.	.	.
	-end-	-end-	-end-
	In	in	ADP
	the	the	DET
d001.s033.t001	treatment	treatment	NOUN
	of	of	ADP
d001.s033.t002	patients	patient	NOUN
	with	with	ADP
	non-small	non-small	ADJ
d001.s033.t003	cell	cell	NOUN
d001.s033.t004	lung cancer	lung_cancer	NOUN
	,	,	.
	Alimta	alimta	NOUN
	was	be	VERB
d001.s033.t005	as	as	ADV
d001.s033.t006	effective	effective	ADJ
d001.s033.t007	as	as	ADV
	the	the	DET
	comparators	comparator	NOUN
	.	.	.
	-end-	-end-	-end-
	In	in	ADP
d001.s034.t001	patients	patient	NOUN
	who	who	PRON
	had	have	VERB
d001.s034.t002	received	receive	VERB
d001.s034.t003	chemotherapy	chemotherapy	NOUN
	in	in	ADP
	the	the	DET
d001.s034.t004	past	past	NOUN
	,	,	.
	the	the	DET
d001.s034.t005	average	average	ADJ
d001.s034.t006	survival	survival	NOUN
d001.s034.t007	time	time	NOUN
	was	be	VERB
	8.3	8.3	NUM
d001.s034.t008	months	month	NOUN
	with	with	ADP
	Alimta	alimta	NOUN
	,	,	.
d001.s034.t009	compared	compare	VERB
	with	with	ADP
	7.9	7.9	NUM
d001.s034.t010	months	month	NOUN
	with	with	ADP
	docetaxel	docetaxel	NOUN
	.	.	.
	-end-	-end-	-end-
	In	in	ADP
d001.s035.t001	patients	patient	NOUN
	who	who	PRON
	had	have	VERB
d001.s035.t002	not	not	ADV
d001.s035.t003	received	receive	VERB
d001.s035.t004	chemotherapy	chemotherapy	NOUN
	in	in	ADP
	the	the	DET
d001.s035.t005	past	past	NOUN
	,	,	.
	the	the	DET
d001.s035.t006	average	average	ADJ
d001.s035.t007	survival	survival	NOUN
d001.s035.t008	time	time	NOUN
	was	be	VERB
	10.3	10.3	NUM
d001.s035.t009	months	month	NOUN
	in	in	ADP
	both	both	DET
d001.s035.t010	groups	group	NOUN
	.	.	.
	-end-	-end-	-end-
d001.s036.t001	However	however	ADV
	,	,	.
	in	in	ADP
	both	both	DET
d001.s036.t002	studies	study	NOUN
	,	,	.
d001.s036.t003	patients	patient	NOUN
	whose	whose	PRON
d001.s036.t004	cancer	cancer	NOUN
	was	be	VERB
d001.s036.t005	not	not	ADV
d001.s036.t006	affecting	affect	VERB
d001.s036.t007	squamous cells	squamous_cell	NOUN
d001.s036.t008	had	have	VERB
d001.s036.t009	longer	long	ADJ
d001.s036.t010	survival	survival	NOUN
d001.s036.t011	times	time	NOUN
	if	if	ADP
	they	they	PRON
	received	receive	VERB
	Alimta	alimta	NOUN
	than	than	ADP
	if	if	ADP
	they	they	PRON
	received	receive	VERB
	the	the	DET
	comparator	comparator	NOUN
	.	.	.
	-end-	-end-	-end-
	In	in	ADP
d001.s037.t001	contrast	contrast	NOUN
	,	,	.
d001.s037.t002	patients	patient	NOUN
	whose	whose	PRON
d001.s037.t003	cancer	cancer	NOUN
	was	be	VERB
d001.s037.t004	affecting	affect	VERB
d001.s037.t005	squamous cells	squamous_cell	NOUN
d001.s037.t006	had	have	VERB
d001.s037.t007	shorter	short	ADJ
d001.s037.t008	survival	survival	NOUN
d001.s037.t009	times	time	NOUN
	if	if	ADP
	they	they	PRON
	received	receive	VERB
	Alimta	alimta	NOUN
	.	.	.
	kalgebra	kalgebra	NOUN
	is	be	VERB
	a	a	DET
d001.s037.t010	mathematical	mathematical	ADJ
	calculator	calculator	NOUN
d001.s037.t011	based	base	VERB
	on	on	ADP
	content	content	NOUN
d001.s037.t012	markup	markup	NOUN
	MathML	mathml	NOUN
	language	language	NOUN
	.	.	.
	-end-	-end-	-end-
d001.s038.t001	Nowadays	nowadays	ADV
	it	it	PRON
	is	be	VERB
d001.s038.t002	capable	capable	ADJ
	to	to	PRT
d001.s038.t003	make	make	VERB
d001.s038.t004	simple	simple	ADJ
	MathML	mathml	NOUN
d001.s038.t005	operations	operation	NOUN
	(	(	.
d001.s038.t006	arithmetic	arithmetic	ADJ
	and	and	CONJ
	logical	logical	ADJ
	)	)	.
	and	and	CONJ
	to	to	PRT
	representate	representate	VERB
	2D	2d	NOUN
	and	and	CONJ
d001.s038.t007	3D	3d	NOUN
d001.s038.t008	graphs	graph	NOUN
	.	.	.
	-end-	-end-	-end-
	It	it	PRON
	is	be	VERB
d001.s039.t001	actually	actually	ADV
d001.s039.t002	not	not	ADV
d001.s039.t003	necessary	necessary	ADJ
	to	to	PRT
d001.s039.t004	know	know	VERB
	MathML	mathml	NOUN
	to	to	PRT
d001.s039.t005	use	use	VERB
	kalgebra	kalgebra	NOUN
	.	.	.
	kalgebra	kalgebra	NOUN
	is	be	VERB
	a	a	DET
	MathML	mathml	NOUN
d001.s039.t006	based	base	VERB
d001.s039.t007	graph	graph	NOUN
	calculator	calculator	NOUN
	.	.	.
	-end-	-end-	-end-
	Although	although	ADP
	it	it	PRON
	was	be	VERB
d001.s040.t001	initially	initially	ADV
	MathML	mathml	NOUN
d001.s040.t002	oriented	orient	VERB
	it	it	PRON
	can	can	VERB
d001.s040.t003	now	now	ADV
	be	be	VERB
d001.s040.t004	used	use	VERB
	by	by	ADP
	everyone	everyone	NOUN
	with	with	ADP
d001.s040.t005	little	little	ADJ
d001.s040.t006	mathematical	mathematical	ADJ
d001.s040.t007	knowledge	knowledge	NOUN
	.	.	.
	-end-	-end-	-end-
d001.s041.t001	Here	here	ADV
	's	'	VERB
	a	a	DET
	screenshot	screenshot	NOUN
	of	of	ADP
	kalgebra	kalgebra	NOUN
d001.s041.t002	main	main	ADJ
d001.s041.t003	window	window	NOUN
	kalgebra	kalgebra	NOUN
d001.s041.t004	main	main	ADJ
d001.s041.t005	window	window	NOUN
	kalgebra	kalgebra	NOUN
d001.s041.t006	main	main	ADJ
d001.s041.t007	window	window	NOUN
d001.s041.t008	consists	consist	VERB
	in	in	ADP
	a	a	DET
d001.s041.t009	Console	console	NOUN
	tab	tab	NOUN
	,	,	.
	a	a	DET
	2D	2d	NOUN
d001.s041.t010	Graph	graph	NOUN
	tab	tab	NOUN
	,	,	.
	a	a	DET
d001.s041.t011	3D	3d	NOUN
d001.s041.t012	Graph	graph	NOUN
	tab	tab	NOUN
	and	and	CONJ
	a	a	DET
d001.s041.t013	Dictionary	dictionary	NOUN
	tab	tab	NOUN
	.	.	.
	-end-	-end-	-end-
d001.s042.t001	Below	below	ADV
	these	these	DET
	tabs	tab	NOUN
	you	you	PRON
	will	will	VERB
d001.s042.t002	find	find	VERB
	an	a	DET
d001.s042.t003	input	input	NOUN
d001.s042.t004	field	field	NOUN
	to	to	PRT
d001.s042.t005	type	type	VERB
	your	you	PRON
d001.s042.t006	functions	function	NOUN
	or	or	CONJ
d001.s042.t007	do	do	VERB
	your	you	PRON
d001.s042.t008	calculations	calculation	NOUN
	.	.	.
	-end-	-end-	-end-
	If	if	ADP
	we	we	PRON
d001.s043.t001	want	want	VERB
	to	to	PRT
d001.s043.t002	understand	understand	VERB
	how	how	ADV
	it	it	PRON
d001.s043.t003	works	work	VERB
	,	,	.
	the	the	DET
d001.s043.t004	best	best	ADJ
d001.s043.t005	thing	thing	NOUN
	we	we	PRON
	can	can	VERB
d001.s043.t006	do	do	VERB
	is	be	VERB
	to	to	PRT
d001.s043.t007	realize	realize	VERB
