Start Sense
d001.s023.t009 bn:00035913n
d001.s023.t010 bn:00096382a
d001.s023.t012 bn:00083623v
d001.s023.t014 bn:00001130n
d001.s023.t017 bn:00089893v
d001.s023.t021 bn:00008788n
d001.s023.t027 bn:01432393n
d001.s023.t029 bn:00067714n
d001.s023.t032 bn:00053801n
d001.s023.t035 bn:00017027n
d001.s025.t003 bn:00047235n
d001.s025.t005 bn:00054512n
d001.s025.t006 bn:00108692a
d001.s025.t012 bn:00082596v
d001.s025.t017 bn:00074790n
d001.s025.t018 bn:00099598a
d001.s025.t022 bn:00061017n
d001.s025.t027 bn:00087863v
d001.s025.t029 bn:00018141n
d001.s026.t002 bn:00029874n
d001.s026.t007 bn:00020872n
d001.s026.t009 bn:00577781n
d001.s026.t012 bn:00085450v
d001.s026.t016 bn:00577781n
d001.s027.t003 bn:00047235n
d001.s027.t010 bn:00017027n
d001.s027.t013 bn:00029874n
d001.s027.t018 bn:00085450v
d001.s027.t022 bn:01537207n
d001.s027.t026 bn:00054128n
d001.s027.t027 bn:00097220a
d001.s027.t031 bn:00074790n
d001.s027.t032 bn:00089893v
d001.s027.t035 bn:00061017n
d001.s027.t037 bn:00027546n
d001.s027.t040 bn:00096528a
d001.s027.t047 bn:00060927n
d001.s027.t049 bn:00018141n
d001.s028.t005 bn:00085450v
d001.s028.t007 bn:00848690n
d001.s028.t010 bn:00054128n
d001.s028.t011 bn:00097220a
d001.s028.t016 bn:00020872n
d001.s028.t018 bn:00577781n
d001.s028.t022 bn:00074790n
d001.s028.t025 bn:00061017n
d001.s028.t028 bn:00060927n
d001.s028.t033 bn:00087863v
d001.s028.t035 bn:00018141n
d001.s028.t037 bn:00015180n
d001.s029.t006 bn:00067181n
d001.s029.t009 bn:00099598a
d001.s029.t010 bn:00054019n
d001.s029.t012 bn:00029876n
d001.s029.t019 bn:00061017n
d001.s030.t002 bn:00037022n
d001.s030.t004 bn:00086567v
d001.s030.t009 bn:00074790n
d001.s031.t003 bn:00089667v
d001.s031.t005 bn:00077268n
d001.s031.t007 bn:00030811n
d001.s031.t009 bn:00061017n
d001.s031.t012 bn:00054512n
d001.s031.t013 bn:00108692a
d001.s032.t012 bn:00577781n
d001.s032.t016 bn:00054001n
d001.s032.t018 bn:00055794n
d001.s032.t023 bn:00055794n
d001.s032.t029 bn:00577781n
d001.s033.t002 bn:00047235n
d001.s033.t004 bn:00061017n
d001.s033.t006 bn:00015180n
d001.s033.t011 bn:00017027n
d001.s033.t018 bn:00102038a
d001.s034.t002 bn:00061017n
d001.s034.t005 bn:00060927n
d001.s034.t008 bn:00087863v
d001.s034.t010 bn:00018141n
d001.s034.t013 bn:00077268n
d001.s034.t015 bn:00030811n
d001.s034.t016 bn:00097854a
d001.s034.t021 bn:00055794n
d001.s034.t028 bn:01537207n
d001.s035.t002 bn:00061017n
d001.s035.t005 bn:00060927n
d001.s035.t008 bn:00087863v
d001.s035.t011 bn:00018141n
d001.s035.t014 bn:00077268n
d001.s035.t016 bn:00030811n
d001.s035.t017 bn:00097854a
d001.s035.t022 bn:00055794n
d001.s035.t026 bn:00041942n
d001.s036.t001 bn:00114627r
d001.s036.t006 bn:00074790n
d001.s036.t008 bn:00061017n
d001.s036.t011 bn:00015180n
d001.s036.t013 bn:00082427v
d001.s036.t014 bn:00017027n
d001.s036.t016 bn:00088078v
d001.s036.t018 bn:00077268n
d001.s036.t020 bn:00030811n
d001.s036.t022 bn:00106124a
d001.s037.t004 bn:00061017n
d001.s037.t007 bn:00015180n
d001.s037.t008 bn:00082427v
d001.s037.t009 bn:00017027n
d001.s037.t011 bn:00088078v
d001.s037.t013 bn:00077268n
d001.s037.t015 bn:00030811n
d001.s037.t026 bn:00946167n
d001.s037.t028 bn:00083141v
d001.s037.t030 bn:00213650n
d001.s038.t002 bn:00090557v
d001.s038.t003 bn:00102111a
d001.s038.t004 bn:00053826n
d001.s038.t006 bn:00097495a
d001.s038.t015 bn:00041412n
d001.s038.t018 bn:03647100n
d001.s039.t001 bn:00116360r
d001.s039.t003 bn:00107182a
d001.s039.t004 bn:00085261v
d001.s039.t007 bn:00082705v
d001.s039.t013 bn:00946167n
d001.s039.t015 bn:00083141v
d001.s040.t003 bn:00114055r
d001.s040.t005 bn:00091201v
d001.s040.t013 bn:00082705v
d001.s040.t020 bn:00020452n
d001.s040.t021 bn:00106488a
d001.s041.t001 bn:01157212n
d001.s041.t004 bn:00099598a
d001.s041.t008 bn:00099598a
d001.s041.t012 bn:00081292n
d001.s041.t020 bn:00120018n
d001.s041.t021 bn:00020949n
d001.s041.t024 bn:00120018n
d001.s041.t028 bn:00120018n
d001.s041.t029 bn:03647100n
d001.s041.t032 bn:00120018n
d001.s041.t033 bn:00026967n
d001.s042.t003 bn:00120018n
d001.s042.t005 bn:00086708v
d001.s042.t007 bn:00034274n
d001.s042.t009 bn:00046850n
d001.s042.t011 bn:00095295v
d001.s042.t015 bn:00087107v
d001.s042.t016 bn:00014688n
d001.s043.t002 bn:00086682v
d001.s043.t003 bn:00092443v
d001.s043.t005 bn:00088629v
d001.s043.t008 bn:00076919n
d001.s043.t009 bn:00098274a
d001.s043.t011 bn:00087107v
d001.s043.t020 bn:00084772v
d001.s043.t028 bn:00107182a
d001.s043.t029 bn:00085261v
d001.s044.t002 bn:00083141v
d001.s044.t004 bn:02561609n
d001.s044.t005 bn:00114508r
d001.s044.t007 bn:00021164n
d001.s044.t014 bn:00101358a
d001.s045.t002 bn:00090448v
d001.s045.t006 bn:02561609n
d001.s045.t016 bn:00090452v
d001.s045.t017 bn:00116789r
d001.s045.t018 bn:00096782a
d001.s045.t025 bn:00001296n
d001.s045.t027 bn:00055233n
d001.s045.t029 bn:00056300n
d001.s045.t031 bn:00027919n
d001.s045.t039 bn:00032355n
d001.s045.t042 bn:00082705v
d001.s046.t003 bn:00108829a
d001.s046.t004 bn:00082705v
d001.s046.t006 bn:09438926n
d001.s047.t005 bn:00032355n
d001.s047.t009 bn:00090557v
d001.s047.t010 bn:00068247n
d001.s047.t015 bn:00001965n
d001.s047.t017 bn:00086468v
d001.s047.t019 bn:00079583n
d001.s047.t023 bn:00036821n
d001.s047.t028 bn:00082705v
d001.s047.t030 bn:00086468v
d001.s047.t032 bn:00004489n
d001.s047.t040 bn:00060753n
d001.s047.t041 bn:00082811v
d001.s047.t043 bn:00036821n
d001.s047.t045 bn:00082813v
d001.s047.t052 bn:00059141n
d001.s048.t006 bn:00095141v
d001.s048.t009 bn:00059141n
d001.s048.t016 bn:00095141v
d001.s048.t019 bn:00036821n
d001.s048.t020 bn:00079373n
d001.s048.t025 bn:00082705v
d001.s048.t027 bn:00086468v
d001.s048.t029 bn:00079508n
d001.s048.t038 bn:00021645n
d001.s049.t009 bn:00001965n
d001.s049.t013 bn:00086468v
d001.s049.t015 bn:00100214a
d001.s050.t002 bn:00087681v
d001.s050.t004 bn:00021645n
d001.s050.t012 bn:00021645n
d001.s050.t014 bn:00082705v
d001.s050.t018 bn:00112146a
d001.s050.t021 bn:00086708v
d001.s050.t027 bn:00021645n
d001.s050.t032 bn:00102969a
d001.s050.t033 bn:00016401n
d001.s050.t038 bn:03305154n
d001.s050.t043 bn:00082705v
d001.s050.t045 bn:00086466v
d001.s050.t047 bn:03305154n
d001.s052.t001 bn:00114424r
d001.s052.t003 bn:00082821v
d001.s052.t007 bn:00079373n
d001.s052.t012 bn:00101973a
d001.s052.t018 bn:00085744v
d001.s052.t020 bn:00036821n
d001.s052.t022 bn:00022956n
d001.s052.t024 bn:00071709n
d001.s052.t029 bn:00036821n
d001.s052.t030 bn:00112111a
d001.s052.t033 bn:00001296n
d001.s052.t035 bn:00053827n
d001.s053.t002 bn:00085860v
d001.s053.t004 bn:00035907n
d001.s054.t002 bn:00082705v
d001.s054.t003 bn:00001296n
d001.s054.t005 bn:00056300n
d001.s054.t010 bn:00088078v
d001.s054.t012 bn:00059141n
d001.s054.t019 bn:00113455a
d001.s054.t021 bn:00946167n
d001.s055.t004 bn:00051508n
d001.s055.t006 bn:00079583n
d001.s056.t009 bn:00084662v
d001.s056.t016 bn:00082536v
d001.s056.t018 bn:00082553v
d001.s056.t020 bn:00079508n
d001.s056.t023 bn:00001965n
d001.s056.t025 bn:00088310v
d001.s056.t027 bn:00051831n
d001.s057.t002 bn:00019848n
d001.s057.t004 bn:00087679v
d001.s057.t006 bn:00032395n
d001.s057.t009 bn:00079508n
d001.s057.t011 bn:00079583n
d001.s057.t016 bn:00082553v
d001.s057.t018 bn:00105739a
d001.s057.t019 bn:00034520n
d001.s058.t001 bn:00020947n
d001.s058.t002 bn:00056688n
d001.s058.t003 bn:00081292n
d001.s060.t001 bn:00020947n
d001.s060.t002 bn:00049538n
d001.s061.t001 bn:00082225v
d001.s061.t003 bn:00020945n
d001.s061.t007 bn:00021475n
d001.s062.t002 bn:00107292a
d001.s062.t007 bn:00050969n
d001.s062.t012 bn:00081568n
d001.s063.t001 bn:00020947n
d001.s063.t002 bn:00036962n
d001.s063.t003 bn:00093281v
d001.s064.t001 bn:00093281v
d001.s064.t003 bn:00020945n
d001.s064.t004 bn:00095295v
d001.s064.t008 bn:03751534n
d001.s065.t001 bn:00084080v
d001.s065.t002 bn:00021475n
d001.s065.t004 bn:00028018n
d001.s065.t005 bn:00101973a
d001.s065.t010 bn:00084308v
d001.s065.t011 bn:00082705v
d001.s065.t014 bn:00029775n
d001.s065.t016 bn:00076736n
d001.s066.t001 bn:00020947n
d001.s066.t002 bn:00068673n
d001.s066.t003 bn:00093281v
d001.s066.t004 bn:00051831n
d001.s067.t001 bn:00093281v
d001.s067.t003 bn:00051831n
d001.s067.t007 bn:00034520n
d001.s067.t010 bn:00045087n
d001.s067.t014 bn:00089639v
d001.s067.t016 bn:00084099v
d001.s068.t001 bn:00020947n
d001.s068.t002 bn:00065472n
d001.s068.t003 bn:00084710v
d001.s069.t003 bn:00021492n
d001.s070.t002 bn:00082317v
d001.s070.t004 bn:00107267a
d001.s070.t005 bn:00041412n
d001.s070.t011 bn:00088912v
d001.s070.t013 bn:00120018n
d001.s070.t014 bn:00041412n
d001.s070.t020 bn:00120018n
d001.s070.t023 bn:00082317v
d001.s070.t025 bn:00107267a
d001.s070.t026 bn:00036821n
d001.s071.t005 bn:00012528n
d001.s071.t007 bn:03113401n
d001.s071.t010 bn:00095295v
d001.s071.t012 bn:00036821n
d001.s072.t002 bn:00086682v
d001.s072.t003 bn:00082705v
d001.s072.t005 bn:00112217a
d001.s072.t007 bn:00036821n
d001.s072.t010 bn:00107182a
d001.s072.t011 bn:00086468v
d001.s073.t003 bn:00087679v
d001.s073.t005 bn:00036821n
d001.s073.t009 bn:00087013v
d001.s073.t011 bn:00041412n
d001.s073.t013 bn:00081292n
d001.s073.t014 bn:00099598a
d001.s074.t002 bn:00090224v
d001.s074.t004 bn:00041412n
d001.s074.t006 bn:00110075a
d001.s074.t007 bn:00079985n
d001.s075.t001 bn:00082705v
d001.s075.t003 bn:03843242n
d001.s075.t006 bn:00055444n
d001.s075.t008 bn:00051508n
d001.s076.t002 bn:00090224v
d001.s076.t005 bn:00020726n
d001.s077.t001 bn:00116085r
d001.s077.t003 bn:00036064n
d001.s077.t005 bn:00089893v
d001.s077.t010 bn:00021721n
d001.s077.t013 bn:00084527v
d001.s077.t015 bn:00017557n
d001.s077.t016 bn:00100676a
d001.s078.t007 bn:00099598a
d001.s078.t008 bn:00072536n
d001.s078.t014 bn:00086341v
d001.s078.t019 bn:00036823n
d001.s078.t025 bn:00001961n
d001.s078.t030 bn:00001423n
d001.s078.t036 bn:00079373n
d001.s078.t038 bn:00070651n
d001.s079.t019 bn:00079373n
d001.s079.t024 bn:00070651n
d001.s079.t026 bn:00030844n
d001.s080.t007 bn:00027862n
d001.s080.t009 bn:00036823n
d001.s080.t010 bn:00101350a
d001.s081.t001 bn:00115794r
d001.s081.t003 bn:00021015n
d001.s081.t004 bn:00102440a
d001.s081.t007 bn:00055180n
d001.s081.t010 bn:00110842a
d001.s081.t011 bn:00110978a
d001.s081.t014 bn:00007299n
d001.s081.t020 bn:00036064n
d001.s081.t024 bn:00021721n
d001.s081.t025 bn:00102440a
d001.s081.t028 bn:00032152n
d001.s081.t032 bn:00106332a
d001.s081.t033 bn:00017557n
d001.s081.t036 bn:00070651n
d001.s082.t001 bn:00116085r
d001.s082.t003 bn:00036064n
d001.s082.t005 bn:00084099v
d001.s082.t008 bn:00027912n
d001.s082.t010 bn:00064665n
d001.s082.t014 bn:00067181n
d001.s082.t015 bn:00100121a
d001.s082.t017 bn:00082720v
d001.s082.t019 bn:00032425n
d001.s082.t023 bn:00030844n
d001.s082.t024 bn:00101412a
d001.s082.t026 bn:00089511v
d001.s082.t028 bn:00014138n
d001.s082.t029 bn:00089667v
d001.s082.t034 bn:00037027n
d001.s083.t002 bn:00074790n
d001.s083.t004 bn:00083141v
d001.s083.t007 bn:00047238n
d001.s083.t008 bn:00108489a
d001.s083.t010 bn:00110401a
d001.s083.t011 bn:00036837n
d001.s083.t014 bn:00110842a
d001.s083.t017 bn:00047203n
d001.s083.t020 bn:00001423n
d001.s083.t021 bn:00107136a
d001.s083.t023 bn:00095923a
d001.s083.t024 bn:00011771n
d001.s083.t025 bn:00102440a
d001.s084.t009 bn:00089660v
d001.s084.t012 bn:00046575n
d001.s084.t016 bn:00070206n
d001.s085.t003 bn:00073170n
d001.s085.t007 bn:00021721n
d001.s085.t009 bn:00032152n
d001.s085.t013 bn:00050521n
d001.s085.t015 bn:00067808n
d001.s085.t021 bn:00011651n
d001.s085.t025 bn:00030625n
d001.s085.t028 bn:00025569n
d001.s085.t035 bn:00021015n
d001.s085.t040 bn:00021015n
d001.s085.t042 bn:03359468n
d001.s085.t046 bn:00034004n
d001.s085.t048 bn:00060708n
d001.s085.t049 bn:00102440a
d001.s085.t055 bn:00079435n
d001.s085.t058 bn:00102440a
d001.s085.t062 bn:00021015n
d001.s085.t063 bn:00102001a
d001.s085.t065 bn:00110842a
d001.s086.t001 bn:00074790n
d001.s086.t005 bn:00067181n
d001.s086.t006 bn:00107136a
d001.s086.t007 bn:00085499v
d001.s086.t009 bn:00063673n
d001.s086.t012 bn:00034797n
d001.s086.t020 bn:00090234v
d001.s086.t023 bn:00061054n
d001.s086.t026 bn:00082573v
d001.s086.t028 bn:00030933n
d001.s086.t031 bn:01253664n
d001.s086.t034 bn:00026695n
d001.s086.t036 bn:00081593n
d001.s086.t039 bn:00051760n
d001.s086.t042 bn:00021248n
d001.s087.t003 bn:00011771n
d001.s087.t007 bn:00034797n
d001.s087.t011 bn:00084931v
d001.s087.t016 bn:00074790n
d001.s087.t018 bn:00016433n
d001.s088.t002 bn:00074790n
d001.s088.t004 bn:00082596v
d001.s088.t006 bn:00007783n
d001.s088.t008 bn:00034797n
d001.s088.t012 bn:00030709n
d001.s088.t018 bn:00001423n
d001.s088.t020 bn:00014138n
d001.s088.t022 bn:00082720v
d001.s088.t025 bn:00037022n
d001.s088.t028 bn:00048242n
d001.s088.t030 bn:00034797n
d001.s089.t005 bn:00080113n
d001.s089.t007 bn:00047238n
d001.s089.t012 bn:00035770n
d001.s090.t002 bn:00074790n
d001.s090.t003 bn:00107136a
d001.s090.t007 bn:00067181n
d001.s090.t008 bn:00102440a
d001.s090.t010 bn:00094713v
d001.s090.t012 bn:00061054n
d001.s091.t002 bn:00067181n
d001.s091.t007 bn:00034797n
d001.s091.t009 bn:00084099v
d001.s091.t013 bn:00084692v
d001.s091.t018 bn:00021721n
d001.s091.t022 bn:00007406n
d001.s092.t002 bn:00036064n
d001.s092.t003 bn:00082486v
d001.s092.t004 bn:00087137v
d001.s092.t006 bn:00017761n
d001.s092.t008 bn:00008714n
d001.s092.t011 bn:00001936n
d001.s092.t017 bn:00041853n
d001.s092.t019 bn:00082596v
d001.s092.t021 bn:00016850n
d001.s093.t002 bn:00082596v
d001.s093.t005 bn:00061746n
d001.s093.t012 bn:00086761v
d001.s093.t014 bn:00007020n
d001.s093.t015 bn:00102398a
d001.s093.t017 bn:00064776n
d001.s093.t020 bn:00088783v
d001.s093.t022 bn:00008714n
d001.s093.t025 bn:00001936n
d001.s094.t006 bn:00064665n
d001.s094.t010 bn:00034797n
d001.s094.t012 bn:00109211a
d001.s094.t021 bn:00008714n
d001.s094.t024 bn:00001936n
d001.s094.t026 bn:00115235r
d001.s094.t030 bn:00081593n
d001.s094.t031 bn:00096644a
d001.s095.t001 bn:00090460v
d001.s095.t004 bn:00067456n
d001.s095.t007 bn:00066743n
d001.s095.t010 bn:00064665n
d001.s095.t012 bn:00083240v
d001.s095.t013 bn:00114714r
d001.s095.t023 bn:00081593n
d001.s096.t006 bn:00037634n
d001.s096.t009 bn:00007781n
d001.s096.t012 bn:00081593n
d001.s096.t020 bn:00027538n
d001.s096.t024 bn:00001957n
d001.s097.t002 bn:00064665n
d001.s097.t003 bn:00085648v
d001.s097.t005 bn:00034797n
d001.s097.t011 bn:00027538n
d001.s097.t014 bn:00001957n
d001.s097.t016 bn:00005513n
d001.s097.t023 bn:00021286n
d001.s098.t002 bn:00064665n
d001.s098.t007 bn:00011771n
d001.s098.t008 bn:02197666n
d001.s098.t024 bn:00112908a
d001.s099.t003 bn:00028015n
d001.s099.t006 bn:00075142n
d001.s099.t009 bn:00067181n
d001.s099.t011 bn:00005120n
d001.s099.t012 bn:00109211a
d001.s099.t013 bn:00102440a
d001.s101.t002 bn:00085499v
d001.s101.t004 bn:00377649n
d001.s101.t006 bn:00923812n
d001.s101.t009 bn:00097846a
d001.s101.t016 bn:00072760n
d001.s102.t002 bn:00052222n
d001.s102.t009 bn:00088078v
d001.s102.t011 bn:00023645n
d001.s102.t015 bn:00032604n
d001.s103.t002 bn:00052222n
d001.s103.t004 bn:00090663v
d001.s103.t007 bn:00032604n
d001.s103.t010 bn:00051872n
d001.s103.t014 bn:00108011a
d001.s103.t015 bn:00032604n
d001.s103.t018 bn:00003057n
d001.s103.t026 bn:00003603n
d001.s103.t028 bn:00923812n
d001.s105.t004 bn:00004656n
d001.s105.t010 bn:00082787v
d001.s106.t002 bn:00082705v
d001.s106.t004 bn:00015267n
d001.s106.t006 bn:00088454v
d001.s106.t009 bn:00084069v
d001.s106.t015 bn:00018141n
d001.s106.t017 bn:00054128n
d001.s106.t021 bn:01853831n
d001.s106.t023 bn:00015180n
d001.s106.t030 bn:00084069v
d001.s107.t002 bn:00020872n
d001.s107.t011 bn:00108011a
d001.s107.t012 bn:00047235n
d001.s107.t013 bn:00113583a
d001.s107.t016 bn:00027011n
d001.s107.t017 bn:00108295a
d001.s107.t023 bn:00082705v
d001.s107.t025 bn:00047235n
d001.s107.t027 bn:00027565n
d001.s107.t031 bn:00046787n
d001.s107.t034 bn:00046787n
d001.s107.t035 bn:00088425v
d001.s107.t037 bn:00052222n
d001.s108.t003 bn:00002178n
d001.s108.t007 bn:00088826v
d001.s108.t014 bn:00025419n
d001.s110.t002 bn:00083622v
d001.s110.t006 bn:02560276n
d001.s110.t011 bn:00082285v
d001.s110.t015 bn:00075762n
d001.s111.t004 bn:00082596v
d001.s112.t005 bn:00074790n
d001.s112.t011 bn:00015267n
d001.s112.t013 bn:00049551n
d001.s112.t021 bn:00113583a
d001.s112.t023 bn:00110469a
d001.s112.t024 bn:00011771n
d001.s113.t002 bn:00009905n
d001.s113.t004 bn:00083245v
d001.s113.t009 bn:00074790n
d001.s114.t002 bn:00021961n
d001.s114.t004 bn:00074790n
d001.s114.t006 bn:00083245v
d001.s114.t011 bn:00102038a
d001.s114.t013 bn:00062717n
d001.s114.t016 bn:00015267n
d001.s114.t017 bn:00087863v
d001.s114.t020 bn:00054128n
d001.s114.t024 bn:00027565n
d001.s114.t031 bn:00015267n
d001.s114.t032 bn:00087863v
d001.s114.t035 bn:00062717n
d001.s114.t039 bn:00047235n
d001.s114.t042 bn:00008467n
d001.s114.t044 bn:00027565n
d001.s115.t002 bn:00047235n
d001.s115.t005 bn:00015267n
d001.s115.t007 bn:00027565n
d001.s115.t009 bn:00083347v
d001.s115.t012 bn:00046787n
d001.s115.t016 bn:00004222n
d001.s115.t020 bn:00027565n
d001.s115.t029 bn:00052222n
d001.s116.t003 bn:00047235n
d001.s116.t005 bn:00035627n
d001.s116.t008 bn:00052222n
d001.s116.t011 bn:00082365v
d001.s116.t013 bn:00059954n
d001.s116.t015 bn:00015267n
d001.s117.t004 bn:00047235n
d001.s117.t006 bn:00027565n
d001.s117.t012 bn:00054018n
d001.s117.t018 bn:00076843n
d001.s117.t019 bn:00113583a
d001.s117.t023 bn:00016850n
d001.s117.t025 bn:00027565n
d001.s118.t004 bn:00030747n
d001.s118.t005 bn:00082868v
d001.s119.t003 bn:00114634r
d001.s119.t004 bn:00115530r
d001.s119.t005 bn:00095008v
d001.s119.t007 bn:00082365v
d001.s119.t008 bn:00114917r
d001.s119.t010 bn:00028320n
d001.s119.t014 bn:00019848n
d001.s119.t017 bn:00082418v
d001.s119.t020 bn:00101795a
d001.s119.t021 bn:00061605n
d001.s119.t023 bn:00077267n
d001.s119.t028 bn:00019848n
d001.s119.t030 bn:00022191n
d001.s119.t032 bn:00047235n
d001.s120.t004 bn:00042049n
d001.s120.t009 bn:00046516n
d001.s120.t011 bn:00088826v
d001.s120.t013 bn:00054128n
d001.s120.t015 bn:00085319v
d001.s120.t017 bn:00022113n
d001.s120.t020 bn:00004222n
d001.s121.t003 bn:00083187v
d001.s121.t004 bn:00102398a
d001.s121.t005 bn:00030747n
d001.s121.t008 bn:00044382n
