Token ID	Token	Lemma	POS	BN Synset	Token ID IT	Token IT	Lemma IT	POS IT	Sense IT
d001.s003.t006	about		X	n/a	d001.s003.t004	riguardanti	riguardare	V	n/a
d001.s003.t007	your		X	n/a	d001.s003.t006	proprie	proprio	J	n/a
d001.s003.t008	medical	medical	J	bn:00106555a;wn:medical%3:00:00::	d001.s003.t009	salute	salute	N	n/a
d001.s003.t009	condition	condition	N	bn:00021648n;wn:condition%1:26:05::	d001.s003.t007	condizioni	condizione	N	bn:00021648n;wn:condition%1:26:05::
d001.s003.t010	or		X	n/a	d001.s003.t010	o		X	n/a
d001.s003.t011	your		X	n/a					n/a
d001.s003.t012	treatment	treatment	N	bn:00047235n;wn:intervention%1:04:02::;wn:treatment%1:04:00::	d001.s003.t012	terapia	terapia	N	bn:00047235n;wn:intervention%1:04:02::;wn:treatment%1:04:00::
d001.s003.t013	,		X	n/a	d001.s003.t013	,		X	n/a
d001.s003.t014	read	read	V	bn:00092424v;wn:read%2:31:00::	d001.s003.t014	leggere	leggere	V	bn:00092424v;wn:read%2:31:00::
d001.s003.t015	the		X	n/a	d001.s003.t015	il		X	n/a
d001.s003.t016	Package	package	N	bn:00013882n;bn:00060109n;wiki:packaging_and_labeling;wiki:parcel_(consignment);wn:bundle%1:14:00::;wn:package%1:06:00::;wn:package%1:14:00::;wn:packet%1:14:00::;wn:parcel%1:06:00::;wn:parcel%1:14:00::					n/a
d001.s003.t017	Leaflet	leaflet	N	bn:00012133n;wiki:folded_leaflet;wiki:pamphlet;wn:booklet%1:10:00::;wn:brochure%1:10:00::;wn:folder%1:10:00::;wn:leaflet%1:10:00::;wn:pamphlet%1:10:01::	d001.s003.t016	foglio	foglio	N	bn:00012133n;wiki:folded_leaflet;wiki:pamphlet;wn:booklet%1:10:00::;wn:brochure%1:10:00::;wn:folder%1:10:00::;wn:leaflet%1:10:00::;wn:pamphlet%1:10:01::
d001.s003.t018	(		X	n/a	d001.s003.t018	(		X	n/a
d001.s003.t019	also	also	R	bn:00114246r;wn:also%4:02:00::;wn:as_well%4:02:01::;wn:besides%4:02:03::;wn:likewise%4:02:01::;wn:too%4:02:01::					n/a
d001.s003.t020	part	part	N	bn:00021395n;bn:00027912n;wn:component%1:24:00::;wn:component_part%1:24:00::;wn:constituent%1:24:00::;wn:division%1:09:00::;wn:part%1:09:00::;wn:part%1:24:00::;wn:portion%1:24:00::;wn:section%1:09:00::					n/a
d001.s003.t021	of		X	n/a					n/a
d001.s003.t022	the		X	n/a					n/a
d001.s003.t023	EPAR	epar	N	n/a	d001.s003.t021	EPAR	epar	N	n/a
d001.s003.t024	)		X	n/a	d001.s003.t022	)		X	n/a
d001.s003.t025	or		X	n/a	d001.s003.t023	oppure		X	n/a
d001.s003.t026	contact	contact	V	bn:00085696v;wn:contact%2:32:00::;wn:get_hold_of%2:32:00::;wn:get_through%2:32:00::;wn:reach%2:32:00::	d001.s003.t024	consultare	consultare	V	bn:00085696v;wn:contact%2:32:00::;wn:get_hold_of%2:32:00::;wn:get_through%2:32:00::;wn:reach%2:32:00::
d001.s003.t027	your		X	n/a	d001.s003.t025	il		X	n/a
d001.s003.t028	doctor	doctor	N	bn:00027976n;wiki:physician;wn:doc%1:18:00::;wn:doctor%1:18:00::;wn:dr.%1:18:00::;wn:md%1:18:00::;wn:medico%1:18:00::;wn:physician%1:18:00::	d001.s003.t026	medico	medico	N	bn:00027976n;wiki:physician;wn:doc%1:18:00::;wn:doctor%1:18:00::;wn:dr.%1:18:00::;wn:md%1:18:00::;wn:medico%1:18:00::;wn:physician%1:18:00::
d001.s003.t029	or		X	n/a	d001.s003.t027	o		X	n/a
d001.s003.t030	pharmacist	pharmacist	N	bn:00004992n;wiki:apothecary;wiki:pharmacist;wn:apothecary%1:18:00::;wn:chemist%1:18:01::;wn:druggist%1:18:00::;wn:pharmacist%1:18:00::;wn:pill_pusher%1:18:00::;wn:pill_roller%1:18:00::	d001.s003.t029	farmacista	farmacista	N	bn:00004992n;wiki:apothecary;wiki:pharmacist;wn:apothecary%1:18:00::;wn:chemist%1:18:01::;wn:druggist%1:18:00::;wn:pharmacist%1:18:00::;wn:pill_pusher%1:18:00::;wn:pill_roller%1:18:00::
d001.s003.t031	.		X	n/a	d001.s003.t030	.		X	n/a
d001.s004.t001	If		X	n/a	d001.s004.t001	Per		X	n/a
d001.s004.t002	you		X	n/a					n/a
d001.s004.t003	want	want	V	bn:00086682v;wn:desire%2:37:00::;wn:want%2:37:00::					n/a
d001.s004.t004	more	more	J	bn:00106935a;wn:more%3:00:01::;wn:more_than%3:00:00::	d001.s004.t002	maggiori	maggiore	J	bn:00106935a;wn:more%3:00:01::;wn:more_than%3:00:00::
d001.s004.t005	information	information	N	bn:00025314n;bn:00046705n;wiki:data;wiki:information;wn:data%1:14:00::;wn:information%1:09:00::;wn:information%1:14:00::	d001.s004.t003	informazioni	informazione	N	bn:00025314n;bn:00046705n;wiki:data;wiki:information;wn:data%1:14:00::;wn:information%1:09:00::;wn:information%1:14:00::
d001.s004.t006	on		X	n/a					n/a
d001.s004.t007	the		X	n/a	d001.s004.t005	alle		X	n/a
d001.s004.t008	basis	basis	N	bn:00008786n;bn:00008870n;wn:base%1:09:00::;wn:basis%1:09:00::;wn:basis%1:24:00::;wn:cornerstone%1:09:00::;wn:footing%1:24:00::;wn:foundation%1:09:00::;wn:fundament%1:09:00::;wn:ground%1:24:00::;wn:groundwork%1:09:00::					n/a
d001.s004.t009	of		X	n/a					n/a
d001.s004.t010	the		X	n/a	d001.s004.t009	del		X	n/a
d001.s004.t011	CHMP	chmp	N	n/a	d001.s004.t010	CHMP	chmp	N	n/a
d001.s004.t012	recommendations	recommendation	N	bn:00066562n;wn:recommendation%1:10:00::	d001.s004.t008	raccomandazioni	raccomandazione	N	bn:00066562n;wn:recommendation%1:10:00::
d001.s004.t013	,		X	n/a	d001.s004.t011	,		X	n/a
d001.s004.t014	read	read	V	bn:00092424v;wn:read%2:31:00::	d001.s004.t012	leggere	leggere	V	bn:00092424v;wn:read%2:31:00::
d001.s004.t015	the		X	n/a	d001.s004.t013	la		X	n/a
d001.s004.t016	Scientific	scientific	J	bn:00110175a;bn:00110176a;wn:scientific%3:00:00::;wn:scientific%3:01:00::	d001.s004.t015	scientifica	scientifico	J	bn:00110175a;bn:00110176a;wn:scientific%3:00:00::;wn:scientific%3:01:00::
d001.s004.t017	Discussion	discussion	N	bn:00027523n;wiki:discourse;wn:discourse%1:10:00::;wn:discussion%1:10:02::;wn:treatment%1:10:00::	d001.s004.t014	discussione	discussione	N	bn:00027523n;wiki:discourse;wn:discourse%1:10:00::;wn:discussion%1:10:02::;wn:treatment%1:10:00::
d001.s004.t018	(		X	n/a	d001.s004.t016	(		X	n/a
d001.s004.t019	also	also	R	bn:00114246r;wn:also%4:02:00::;wn:as_well%4:02:01::;wn:besides%4:02:03::;wn:likewise%4:02:01::;wn:too%4:02:01::	d001.s004.t017	anch		X	n/a
d001.s004.t020	part	part	N	bn:00021395n;bn:00027912n;wn:component%1:24:00::;wn:component_part%1:24:00::;wn:constituent%1:24:00::;wn:division%1:09:00::;wn:part%1:09:00::;wn:part%1:24:00::;wn:portion%1:24:00::;wn:section%1:09:00::					n/a
d001.s004.t021	of		X	n/a					n/a
d001.s004.t022	the		X	n/a					n/a
d001.s004.t023	EPAR	epar	N	n/a	d001.s004.t021	EPAR	epar	N	n/a
d001.s004.t024	)		X	n/a	d001.s004.t022	)		X	n/a
d001.s004.t025	.		X	n/a	d001.s004.t023	.		X	n/a
d001.s005.t001	What		X	n/a	d001.s005.t002	cos	cosa	N	n/a
d001.s005.t002	is	be	V	n/a	d001.s005.t003	è	essere	V	n/a
d001.s005.t003	Alimta	alimta	N	n/a	d001.s005.t004	Alimta	alimta	N	n/a
d001.s005.t004	?		X	n/a	d001.s005.t005	?		X	n/a
d001.s006.t001	Alimta	alimta	N	n/a	d001.s006.t001	Alimta	alimta	N	n/a
d001.s006.t002	is	be	V	n/a	d001.s006.t002	è	essere	V	n/a
d001.s006.t003	a		X	n/a	d001.s006.t003	una		X	n/a
d001.s006.t004	powder	powder	N	bn:00063926n;bn:00063927n;wiki:powder_(substance);wn:powder%1:06:01::;wn:powder%1:27:00::;wn:pulverisation%1:27:00::;wn:pulverization%1:27:00::	d001.s006.t004	polvere	polvere	N	bn:00063926n;bn:00063927n;wiki:powder_(substance);wn:powder%1:06:01::;wn:powder%1:27:00::;wn:pulverisation%1:27:00::;wn:pulverization%1:27:00::
d001.s006.t005	that		X	n/a					n/a
d001.s006.t006	is	be	V	n/a					n/a
d001.s006.t007	made up	make up	V	bn:00083187v;wn:be%2:42:02::;wn:comprise%2:42:03::;wn:constitute%2:42:00::;wn:make_up%2:42:00::;wn:represent%2:42:00::					n/a
d001.s006.t008	into		X	n/a	d001.s006.t007	in		X	n/a
d001.s006.t009	a		X	n/a					n/a
d001.s006.t010	solution	solution	N	bn:00072760n;wiki:solution;wn:solution%1:27:00::	d001.s006.t008	soluzione	soluzione	N	bn:00072760n;wiki:solution;wn:solution%1:27:00::
d001.s006.t011	for		X	n/a	d001.s006.t009	per		X	n/a
d001.s006.t012	infusion	infusion	N	bn:00046734n;wn:infusion%1:04:00::	d001.s006.t010	infusione	infusione	N	bn:00046734n;wn:infusion%1:04:00::
d001.s006.t013	(		X	n/a	d001.s006.t011	(		X	n/a
d001.s006.t014	drip	drip	V	bn:00087306v;wn:dribble%2:35:10::;wn:drip%2:35:10::;wn:drop%2:35:12::					n/a
d001.s006.t015	into		X	n/a	d001.s006.t016	in		X	n/a
d001.s006.t016	a		X	n/a					n/a
d001.s006.t017	vein	vein	N	bn:00079681n;wiki:vein;wn:vein%1:08:00::;wn:vena%1:08:00::;wn:venous_blood_vessel%1:08:00::	d001.s006.t017	vena	vena	N	bn:00079681n;wiki:vein;wn:vein%1:08:00::;wn:vena%1:08:00::;wn:venous_blood_vessel%1:08:00::
d001.s006.t018	)		X	n/a	d001.s006.t018	)		X	n/a
d001.s006.t019	.		X	n/a	d001.s006.t019	.		X	n/a
d001.s007.t001	It		X	n/a					n/a
d001.s007.t002	contains	contain	V	bn:00085499v;wn:comprise%2:42:00::;wn:contain%2:42:00::;wn:incorporate%2:42:00::	d001.s007.t001	Contiene	contenere	V	bn:00085499v;wn:comprise%2:42:00::;wn:contain%2:42:00::;wn:incorporate%2:42:00::
d001.s007.t003	the		X	n/a	d001.s007.t002	il		X	n/a
d001.s007.t004	active	active	J	bn:00377649n;wiki:active_ingredient	d001.s007.t003	principio	principio	N	bn:00377649n;wiki:active_ingredient
d001.s007.t005	substance	substance	N	bn:00074986n;bn:00074987n;wn:substance%1:03:01::;wn:substance%1:27:00::					n/a
d001.s007.t006	pemetrexed	pemetrexed	N	n/a	d001.s007.t005	pemetrexed	pemetrexed	N	n/a
d001.s007.t007	.		X	n/a	d001.s007.t006	.		X	n/a
d001.s008.t001	What		X	n/a	d001.s008.t003	cosa	cosa	N	n/a
d001.s008.t002	is	be	V	n/a					n/a
d001.s008.t003	Alimta	alimta	N	n/a	d001.s008.t006	Alimta	alimta	N	n/a
d001.s008.t004	used	use	V	bn:00082705v;bn:00089140v;wn:apply%2:34:00::;wn:employ%2:34:00::;wn:habituate%2:34:00::;wn:use%2:34:01::;wn:use%2:34:02::;wn:utilise%2:34:00::;wn:utilize%2:34:00::	d001.s008.t005	usa	usare	V	bn:00082705v;bn:00089140v;wn:apply%2:34:00::;wn:employ%2:34:00::;wn:habituate%2:34:00::;wn:use%2:34:01::;wn:use%2:34:02::;wn:utilise%2:34:00::;wn:utilize%2:34:00::
d001.s008.t005	for		X	n/a	d001.s008.t001	Per		X	n/a
d001.s008.t006	?		X	n/a	d001.s008.t007	?		X	n/a
d001.s009.t001	Alimta	alimta	N	n/a	d001.s009.t001	Alimta	alimta	N	n/a
d001.s009.t002	is	be	V	n/a	d001.s009.t002	è	essere	V	n/a
d001.s009.t003	used	use	V	bn:00082705v;bn:00089140v;wn:apply%2:34:00::;wn:employ%2:34:00::;wn:habituate%2:34:00::;wn:use%2:34:01::;wn:use%2:34:02::;wn:utilise%2:34:00::;wn:utilize%2:34:00::	d001.s009.t003	indicato	indicare	V	bn:00082705v;bn:00089140v;wn:apply%2:34:00::;wn:employ%2:34:00::;wn:habituate%2:34:00::;wn:use%2:34:01::;wn:use%2:34:02::;wn:utilise%2:34:00::;wn:utilize%2:34:00::
d001.s009.t004	to		X	n/a	d001.s009.t004	nel		X	n/a
d001.s009.t005	treat	treat	V	bn:00084532v;wn:care_for%2:29:00::;wn:treat%2:29:00::	d001.s009.t005	trattamento	trattamento	N	n/a
d001.s009.t006	two		X	n/a	d001.s009.t007	due	due	N	n/a
d001.s009.t007	types	type	N	bn:00078798n;wn:type%1:09:00::	d001.s009.t008	tipi	tipo	N	bn:00078798n;wn:type%1:09:00::
d001.s009.t008	of		X	n/a	d001.s009.t009	di		X	n/a
d001.s009.t009	cancer	cancer	N	bn:00015180n;wiki:cancer;wn:cancer%1:26:00::;wn:malignant_neoplastic_disease%1:26:00::	d001.s009.t010	tumore	tumore	N	bn:00015180n;wiki:cancer;wn:cancer%1:26:00::;wn:malignant_neoplastic_disease%1:26:00::
d001.s009.t010	:		X	n/a	d001.s009.t011	:		X	n/a
d001.s009.t011	pleural	pleural	J	bn:00108692a;wn:pleural%3:01:00::	d001.s009.t014	pleurico	pleurico	J	bn:00108692a;wn:pleural%3:01:00::
d001.s009.t012	mesothelioma	mesothelioma	N	bn:00054512n;wiki:mesothelioma;wn:mesothelioma%1:26:00::	d001.s009.t013	mesotelioma	mesotelioma	N	bn:00054512n;wiki:mesothelioma;wn:mesothelioma%1:26:00::
d001.s009.t013	(		X	n/a	d001.s009.t015	(		X	n/a
d001.s009.t014	cancer	cancer	N	bn:00015180n;wiki:cancer;wn:cancer%1:26:00::;wn:malignant_neoplastic_disease%1:26:00::	d001.s009.t016	tumore	tumore	N	bn:00015180n;wiki:cancer;wn:cancer%1:26:00::;wn:malignant_neoplastic_disease%1:26:00::
d001.s009.t015	of		X	n/a					n/a
d001.s009.t016	the		X	n/a					n/a
d001.s009.t017	lining	lining	N	bn:00051366n;wn:liner%1:06:02::;wn:lining%1:06:00::					n/a
d001.s009.t018	of		X	n/a	d001.s009.t017	della		X	n/a
d001.s009.t019	the		X	n/a					n/a
d001.s009.t020	lungs	lung	N	bn:00052341n;wiki:lung;wn:lung%1:08:00::	d001.s009.t018➕d001.s009.t022	membrana➕polmoni	membrana	N	bn:00052341n;wiki:lung;wn:lung%1:08:00::
d001.s009.t021	that		X	n/a	d001.s009.t019	che		X	n/a
d001.s009.t022	is	be	V	n/a					n/a
d001.s009.t023	usually	usually	R	bn:00114778r;wn:commonly%4:02:00::;wn:normally%4:02:00::;wn:ordinarily%4:02:00::;wn:unremarkably%4:02:00::;wn:usually%4:02:00::	d001.s009.t024	generalmente	generalmente	R	bn:00114778r;wn:commonly%4:02:00::;wn:normally%4:02:00::;wn:ordinarily%4:02:00::;wn:unremarkably%4:02:00::;wn:usually%4:02:00::
d001.s009.t024	caused	cause	V	bn:00084069v;bn:00084699v;wn:bring_about%2:36:03::;wn:cause%2:36:00::;wn:do%2:36:02::;wn:give_rise%2:36:01::;wn:make%2:36:08::;wn:produce%2:36:03::	d001.s009.t025	provocato	provocare	V	bn:00084069v;bn:00084699v;wn:bring_about%2:36:03::;wn:cause%2:36:00::;wn:do%2:36:02::;wn:give_rise%2:36:01::;wn:make%2:36:08::;wn:produce%2:36:03::
d001.s009.t025	by		X	n/a	d001.s009.t026	dall		X	n/a
d001.s009.t026	exposure	exposure	N	bn:00032379n;bn:00032384n;wn:exposure%1:04:01::;wn:exposure%1:26:01::;wn:vulnerability%1:26:00::	d001.s009.t027	esposizione	esposizione	N	bn:00032379n;bn:00032384n;wn:exposure%1:04:01::;wn:exposure%1:26:01::;wn:vulnerability%1:26:00::
d001.s009.t027	to		X	n/a	d001.s009.t028	all		X	n/a
d001.s009.t028	asbestos	asbestos	N	bn:00006236n;wiki:asbestos;wn:asbestos%1:27:00::	d001.s009.t029	amianto	amianto	N	bn:00006236n;wiki:asbestos;wn:asbestos%1:27:00::
d001.s009.t029	)		X	n/a	d001.s009.t030	)		X	n/a
d001.s009.t030	.		X	n/a	d001.s009.t031	.		X	n/a
d001.s010.t001	Alimta	alimta	N	n/a	d001.s010.t001	Alimta	alimta	N	n/a
d001.s010.t002	is	be	V	n/a	d001.s010.t002	è	essere	V	n/a
d001.s010.t003	used	use	V	bn:00082705v;bn:00089140v;wn:apply%2:34:00::;wn:employ%2:34:00::;wn:habituate%2:34:00::;wn:use%2:34:01::;wn:use%2:34:02::;wn:utilise%2:34:00::;wn:utilize%2:34:00::	d001.s010.t003	utilizzato	utilizzare	V	bn:00082705v;bn:00089140v;wn:apply%2:34:00::;wn:employ%2:34:00::;wn:habituate%2:34:00::;wn:use%2:34:01::;wn:use%2:34:02::;wn:utilise%2:34:00::;wn:utilize%2:34:00::
d001.s010.t004	together	together	R	bn:00114766r;wn:collectively%4:02:00::;wn:conjointly%4:02:00::;wn:jointly%4:02:00::;wn:together_with%4:02:00::	d001.s010.t005	combinazione	combinazione	N	n/a
d001.s010.t005	with		X	n/a	d001.s010.t006	con		X	n/a
d001.s010.t006	cisplatin	cisplatin	N	bn:00577781n;wiki:cisplatin	d001.s010.t007	cisplatino	cisplatino	N	bn:00577781n;wiki:cisplatin
d001.s010.t007	(		X	n/a	d001.s010.t008	(		X	n/a
d001.s010.t008	another		X	n/a	d001.s010.t010	altro	altro	J	n/a
d001.s010.t009	anticancer	anticancer	J	bn:00097220a;wn:anticancer%3:01:00::;wn:antineoplastic%3:01:00::;wn:antitumor%3:01:00::;wn:antitumour%3:01:00::	d001.s010.t012	antitumorale	antitumorale	J	bn:00097220a;wn:anticancer%3:01:00::;wn:antineoplastic%3:01:00::;wn:antitumor%3:01:00::;wn:antitumour%3:01:00::
d001.s010.t010	medicine	medicine	N	bn:00054128n;bn:00061887n;wiki:pharmaceutical_drug;wn:medicament%1:06:00::;wn:medication%1:06:00::;wn:medicinal_drug%1:06:00::;wn:medicine%1:06:00::;wn:pharmaceutic%1:06:00::;wn:pharmaceutical%1:06:00::	d001.s010.t011	farmaco	farmaco	N	bn:00054128n;bn:00061887n;wiki:pharmaceutical_drug;wn:medicament%1:06:00::;wn:medication%1:06:00::;wn:medicinal_drug%1:06:00::;wn:medicine%1:06:00::;wn:pharmaceutic%1:06:00::;wn:pharmaceutical%1:06:00::
d001.s010.t011	)		X	n/a	d001.s010.t013	)		X	n/a
d001.s010.t012	when		X	n/a	d001.s010.t014	quando		X	n/a
d001.s010.t013	the		X	n/a	d001.s010.t015	il		X	n/a
d001.s010.t014	cancer	cancer	N	bn:00015180n;wiki:cancer;wn:cancer%1:26:00::;wn:malignant_neoplastic_disease%1:26:00::	d001.s010.t016	tumore	tumore	N	bn:00015180n;wiki:cancer;wn:cancer%1:26:00::;wn:malignant_neoplastic_disease%1:26:00::
d001.s010.t015	is	be	V	n/a	d001.s010.t018	è	essere	V	n/a
d001.s010.t016	unresectable	unresectable	J	n/a	d001.s010.t019	asportabile	asportabile	J	n/a
d001.s010.t017	(		X	n/a	d001.s010.t020	(		X	n/a
d001.s010.t018	cannot		X	n/a	d001.s010.t022	può	potere	V	n/a
d001.s010.t019	be	be	V	n/a	d001.s010.t023	essere	essere	V	n/a
d001.s010.t020	removed	remove	V	bn:00092783v;wn:remove%2:30:00::;wn:take%2:30:00::;wn:take_away%2:30:01::;wn:withdraw%2:30:01::					n/a
d001.s010.t021	by		X	n/a	d001.s010.t025	con		X	n/a
