Start Sense
d001.s015.t020 bn:00043544n
d001.s015.t023 bn:00080831n
d001.s015.t025 bn:00061017n
d001.s015.t028 bn:00082365v
d001.s015.t030 bn:00043783n
d001.s015.t031 bn:00102230a
d001.s015.t034 bn:00055094n
d001.s015.t036 bn:00019848n
d001.s015.t039 bn:00043484n
d001.s016.t002 bn:00084079v
d001.s016.t004 bn:00029874n
d001.s016.t005 bn:00108485a
d001.s016.t008 bn:00061017n
d001.s016.t010 bn:00085689v
d001.s016.t012 bn:00001507n
d001.s016.t014 bn:00000903n
d001.s016.t015 bn:00099251a
d001.s016.t018 bn:00078798n
d001.s016.t020 bn:00080147n
d001.s016.t023 bn:00089246v
d001.s016.t024 bn:00046787n
d001.s016.t027 bn:00082530v
d001.s016.t030 bn:00047235n
d001.s016.t032 bn:00041942n
d001.s017.t002 bn:00015995n
d001.s017.t004 bn:00082365v
d001.s017.t006 bn:00051760n
d001.s017.t009 bn:00061017n
d001.s017.t011 bn:00085689v
d001.s017.t013 bn:00054128n
d001.s017.t014 bn:00004656n
d001.s017.t017 bn:00088454v
d001.s017.t019 bn:00027565n
d001.s017.t022 bn:00089246v
d001.s017.t024 bn:00096449a
d001.s017.t025 bn:00045347n
d001.s017.t030 bn:00025983n
d001.s017.t032 bn:00114512r
d001.s017.t036 bn:00022107n
d001.s018.t002 bn:00047235n
d001.s018.t005 bn:00086459v
d001.s018.t007 bn:00083900v
d001.s018.t011 bn:00028320n
d001.s018.t014 bn:00084079v
d001.s018.t017 bn:00061017n
d001.s018.t019 bn:00003125n
d001.s018.t021 bn:00023140n
d001.s018.t022 bn:00103861a
d001.s018.t025 bn:00082233v
d001.s018.t026 bn:00108011a
d001.s018.t027 bn:00029874n
d001.s018.t028 bn:00102500a
d001.s019.t002 bn:00030627n
d001.s019.t004 bn:00076752n
d001.s019.t006 bn:00086154v
d001.s019.t008 bn:00061017n
d001.s019.t010 bn:00025914n
d001.s019.t011 bn:00107226a
d001.s019.t012 bn:00100896a
d001.s019.t014 bn:00106826a
d001.s020.t002 bn:00103782a
d001.s020.t003 bn:00046698n
d001.s020.t006 bn:00086459v
d001.s020.t008 bn:00000489n
d001.s020.t010 bn:00017747n
d001.s020.t012 bn:00054416n
d001.s020.t014 bn:00083181v
d001.s020.t016 bn:00087593v
d001.s021.t002 bn:00082286v
d001.s022.t002 bn:00064429n
d001.s022.t003 bn:00096387a
d001.s022.t005 bn:00076647n
d001.s022.t007 bn:00054535n
d001.s022.t011 bn:00106556a
d001.s022.t012 bn:00100866a
d001.s022.t016 bn:00084236v
d001.s022.t018 bn:00017027n
d001.s022.t020 bn:00096386a
d001.s022.t021 bn:00027913n
d001.s022.t026 bn:00107222a
d001.s022.t030 bn:00083388v
d001.s022.t032 bn:00041942n
d001.s022.t034 bn:00078269n
d001.s023.t002 bn:00009677n
d001.s023.t004 bn:00054535n
d001.s023.t006 bn:00085761v
d001.s023.t009 bn:00035907n
d001.s023.t010 bn:00096387a
d001.s023.t012 bn:00083622v
d001.s023.t014 bn:00001128n
d001.s023.t016 bn:00102295a
d001.s023.t017 bn:00105394a
d001.s023.t019 bn:00064590n
d001.s023.t021 bn:00008788n
d001.s023.t024 bn:00018105n
d001.s023.t025 bn:00100333a
d001.s023.t032 bn:00053801n
d001.s023.t033 bn:00103522a
d001.s023.t035 bn:00017027n
d001.s024.t002 bn:00074790n
d001.s024.t005 bn:00082225v
d001.s024.t007 bn:00046516n
d001.s025.t003 bn:00047235n
d001.s025.t006 bn:00108692a
d001.s025.t007 bn:00040646n
d001.s025.t009 bn:00049573n
d001.s025.t012 bn:00082596v
d001.s025.t014 bn:00003268n
d001.s025.t017 bn:00074790n
d001.s025.t018 bn:00099598a
d001.s025.t019 bn:00084593v
d001.s025.t022 bn:00061017n
d001.s025.t024 bn:00116360r
d001.s025.t027 bn:00087888v
d001.s025.t029 bn:00018141n
d001.s025.t031 bn:00064072n
d001.s026.t002 bn:00021961n
d001.s026.t004 bn:00041942n
d001.s026.t005 bn:00082365v
d001.s026.t007 bn:00020872n
d001.s026.t009 bn:00028512n
d001.s026.t012 bn:00085450v
d001.s026.t018 bn:00006679n
d001.s027.t003 bn:00047235n
d001.s027.t006 bn:00108724a
d001.s027.t007 bn:00116360r
d001.s027.t009 bn:00106058a
d001.s027.t010 bn:00017027n
d001.s027.t013 bn:00021961n
d001.s027.t015 bn:00042696n
d001.s027.t018 bn:00085450v
d001.s027.t022 bn:00045469n
d001.s027.t025 bn:00097165a
d001.s027.t026 bn:00054128n
d001.s027.t027 bn:00004698n
d001.s027.t031 bn:00074790n
d001.s027.t032 bn:00084593v
d001.s027.t035 bn:00061017n
d001.s027.t037 bn:00057267n
d001.s027.t039 bn:00025966n
d001.s027.t040 bn:00096528a
d001.s027.t042 bn:00106664a
d001.s027.t044 bn:00114245r
d001.s027.t045 bn:00087888v
d001.s027.t047 bn:00064072n
d001.s027.t049 bn:00018141n
d001.s028.t001 bn:00054841n
d001.s028.t004 bn:00114246r
d001.s028.t005 bn:00085450v
d001.s028.t007 bn:00006975n
d001.s028.t009 bn:00097165a
d001.s028.t010 bn:00054128n
d001.s028.t011 bn:00004698n
d001.s028.t016 bn:00006539n
d001.s028.t018 bn:00028512n
d001.s028.t022 bn:00074790n
d001.s028.t025 bn:00061017n
d001.s028.t028 bn:00060928n
d001.s028.t029 bn:00116360r
d001.s028.t031 bn:00115253r
d001.s028.t033 bn:00087888v
d001.s028.t035 bn:00018141n
d001.s028.t037 bn:00057267n
d001.s028.t038 bn:00108724a
d001.s029.t006 bn:00074790n
d001.s029.t009 bn:00099598a
d001.s029.t010 bn:00063246n
d001.s029.t012 bn:00029888n
d001.s029.t015 bn:00077267n
d001.s029.t017 bn:00030811n
d001.s029.t019 bn:00061017n
d001.s030.t002 bn:00009905n
d001.s030.t004 bn:00086557v
d001.s030.t005 bn:00046516n
d001.s030.t007 bn:00023285n
d001.s030.t009 bn:00074791n
d001.s031.t001 bn:00076647n
d001.s031.t003 bn:00089667v
d001.s031.t005 bn:00077267n
d001.s031.t007 bn:00030811n
d001.s031.t009 bn:00061017n
d001.s031.t010 bn:00104538a
d001.s031.t013 bn:00108692a
d001.s031.t014 bn:00040646n
d001.s032.t002 bn:00016407n
d001.s032.t007 bn:00082365v
d001.s032.t008 bn:00041942n
d001.s032.t010 bn:00020872n
d001.s032.t012 bn:00083281v
d001.s032.t014 bn:00087617v
d001.s032.t016 bn:00097854a
d001.s032.t018 bn:00055794n
d001.s032.t020 bn:00066865n
d001.s032.t025 bn:00061017n
d001.s032.t028 bn:00085689v
d001.s032.t031 bn:00044773n
d001.s033.t002 bn:00047235n
d001.s033.t004 bn:00061017n
d001.s033.t006 bn:00099255a
d001.s033.t007 bn:00108724a
d001.s033.t008 bn:00116360r
d001.s033.t010 bn:00106058a
d001.s033.t011 bn:00017027n
d001.s033.t013 bn:00049573n
d001.s033.t016 bn:00092109v
d001.s033.t017 bn:00114354r
d001.s033.t018 bn:00102040a
d001.s033.t021 bn:00046478n
d001.s034.t002 bn:00061017n
d001.s034.t005 bn:00060927n
d001.s034.t008 bn:00087888v
d001.s034.t010 bn:00018141n
d001.s034.t013 bn:00077267n
d001.s034.t015 bn:00030811n
d001.s034.t016 bn:00097854a
d001.s034.t021 bn:00055794n
d001.s034.t023 bn:00041942n
d001.s034.t028 bn:00075118n
d001.s035.t002 bn:00061017n
d001.s035.t005 bn:00060928n
d001.s035.t006 bn:00116360r
d001.s035.t009 bn:00087888v
d001.s035.t011 bn:00018141n
d001.s035.t014 bn:00077267n
d001.s035.t016 bn:00030811n
d001.s035.t017 bn:00097854a
d001.s035.t022 bn:00055794n
d001.s035.t026 bn:00041942n
d001.s036.t001 bn:00114216r
d001.s036.t006 bn:00074790n
d001.s036.t008 bn:00061017n
d001.s036.t011 bn:00057267n
d001.s036.t012 bn:00116360r
d001.s036.t013 bn:00083240v
d001.s036.t014 bn:00017027n
d001.s036.t015 bn:00104467a
d001.s036.t017 bn:00082233v
d001.s036.t018 bn:00077267n
d001.s036.t020 bn:00030811n
d001.s036.t021 bn:00116284r
d001.s036.t022 bn:00106124a
d001.s036.t024 bn:00087116v
d001.s036.t026 bn:00041942n
d001.s036.t032 bn:00046478n
d001.s037.t001 bn:00114248r
d001.s037.t004 bn:00061017n
d001.s037.t007 bn:00057267n
d001.s037.t008 bn:00083240v
d001.s037.t009 bn:00017027n
d001.s037.t010 bn:00104467a
d001.s037.t012 bn:00082233v
d001.s037.t013 bn:00077267n
d001.s037.t015 bn:00030811n
d001.s037.t016 bn:00116284r
d001.s037.t017 bn:00098854a
d001.s037.t019 bn:00084532v
d001.s037.t021 bn:00041942n
d001.s037.t026 bn:00014687n
d001.s037.t027 bn:00053823n
d001.s037.t028 bn:00100305a
d001.s037.t030 bn:00049910n
d001.s037.t031 bn:00106488a
d001.s038.t002 bn:00087823v
d001.s038.t003 bn:00110649a
d001.s038.t004 bn:00053826n
d001.s038.t006 bn:00097495a
d001.s038.t008 bn:00106117a
d001.s038.t011 bn:00046516n
d001.s038.t014 bn:00086611v
d001.s038.t015 bn:00041412n
d001.s038.t018 bn:00095976a
d001.s039.t001 bn:00116360r
d001.s039.t003 bn:00107182a
d001.s039.t004 bn:00090141v
d001.s039.t005 bn:00096772a
d001.s039.t007 bn:00082705v
d001.s039.t013 bn:00014687n
d001.s039.t014 bn:00103741a
d001.s039.t015 bn:00083141v
d001.s039.t017 bn:00049910n
d001.s040.t001 bn:00114246r
d001.s040.t003 bn:00114055r
d001.s040.t005 bn:00082489v
d001.s040.t007 bn:00030627n
d001.s040.t008 bn:00082705v
d001.s040.t009 bn:00104971a
d001.s040.t013 bn:00082705v
d001.s040.t018 bn:00052194n
d001.s040.t020 bn:00020452n
d001.s040.t021 bn:00053823n
d001.s041.t001 bn:00045772n
d001.s041.t003 bn:00081285n
d001.s041.t004 bn:00099598a
d001.s041.t006 bn:00096764a
d001.s041.t017 bn:00085487v
d001.s041.t020 bn:00015922n
d001.s041.t021 bn:00022002n
d001.s041.t025 bn:00108654a
d001.s041.t029 bn:00095976a
d001.s041.t033 bn:00026967n
d001.s042.t003 bn:00028327n
d001.s042.t005 bn:00084231v
d001.s042.t007 bn:00034269n
d001.s042.t009 bn:00046887n
d001.s042.t011 bn:00085489v
d001.s042.t013 bn:00036821n
d001.s042.t015 bn:00094730v
d001.s042.t016 bn:00014689n
d001.s043.t003 bn:00095375v
d001.s043.t005 bn:00088629v
d001.s043.t008 bn:00076925n
d001.s043.t009 bn:00098274a
d001.s043.t011 bn:00087106v
d001.s043.t013 bn:00095375v
d001.s043.t018 bn:00087679v
d001.s043.t020 bn:00085761v
d001.s043.t022 bn:00053825n
d001.s043.t024 bn:00114246r
d001.s043.t026 bn:00116360r
d001.s043.t028 bn:00107182a
d001.s043.t029 bn:00090141v
d001.s044.t002 bn:00083141v
d001.s044.t004 bn:00062118n
d001.s044.t005 bn:00116668r
d001.s044.t007 bn:00001714n
d001.s044.t008 bn:00100090a
d001.s044.t011 bn:00116360r
d001.s044.t014 bn:00101358a
d001.s045.t002 bn:00088814v
d001.s045.t004 bn:00011276n
d001.s045.t006 bn:00075644n
d001.s045.t008 bn:00046516n
d001.s045.t011 bn:00082743v
d001.s045.t014 bn:00033729n
d001.s045.t016 bn:00083181v
d001.s045.t017 bn:00115216r
d001.s045.t018 bn:00110647a
d001.s045.t022 bn:00000119n
d001.s045.t025 bn:00001296n
d001.s045.t027 bn:00025802n
d001.s045.t029 bn:00056300n
d001.s045.t031 bn:00027919n
d001.s045.t037 bn:00030328n
d001.s045.t039 bn:00030820n
d001.s045.t042 bn:00082705v
d001.s046.t002 bn:00114246r
d001.s046.t003 bn:00108829a
d001.s046.t004 bn:00082705v
d001.s046.t006 bn:00017752n
d001.s046.t007 bn:00101725a
d001.s047.t003 bn:00020945n
d001.s047.t005 bn:00030820n
d001.s047.t007 bn:00114246r
d001.s047.t008 bn:00108829a
d001.s047.t009 bn:00082225v
d001.s047.t010 bn:00065888n
d001.s047.t015 bn:00033729n
d001.s047.t017 bn:00086464v
d001.s047.t019 bn:00079583n
d001.s047.t020 bn:00084373v
d001.s047.t023 bn:00036821n
d001.s047.t028 bn:00082705v
d001.s047.t032 bn:00064072n
d001.s047.t033 bn:00116284r
d001.s047.t034 bn:00104162a
d001.s047.t040 bn:00003792n
d001.s047.t041 bn:00084231v
d001.s047.t045 bn:00084848v
d001.s047.t052 bn:00059141n
d001.s048.t006 bn:00087116v
d001.s048.t009 bn:00059141n
d001.s048.t011 bn:00116360r
d001.s048.t019 bn:00036821n
d001.s048.t020 bn:00079373n
d001.s048.t025 bn:00082705v
d001.s048.t027 bn:00086466v
d001.s048.t029 bn:00079508n
d001.s048.t032 bn:00005604n
d001.s048.t036 bn:00025928n
d001.s048.t038 bn:00021644n
d001.s048.t039 bn:00086464v
d001.s048.t041 bn:00061605n
d001.s049.t002 bn:00025928n
d001.s049.t005 bn:00051289n
d001.s049.t009 bn:00033729n
d001.s049.t013 bn:00086465v
d001.s049.t014 bn:00053826n
d001.s049.t015 bn:00100214a
d001.s050.t002 bn:00087802v
d001.s050.t004 bn:00021645n
d001.s050.t005 bn:00114512r
d001.s050.t014 bn:00082705v
d001.s050.t015 bn:00114234r
d001.s050.t018 bn:00112146a
d001.s050.t021 bn:00084231v
d001.s050.t030 bn:00082705v
d001.s050.t032 bn:00105740a
d001.s050.t033 bn:00003132n
d001.s050.t035 bn:00047730n
d001.s050.t036 bn:00000004n
d001.s050.t038 bn:00022129n
d001.s050.t039 bn:00105478a
d001.s050.t045 bn:00086466v
d001.s051.t001 bn:00113455a
d001.s051.t002 bn:00114714r
d001.s051.t005 bn:00036822n
d001.s051.t006 bn:00086465v
d001.s051.t008 bn:00051289n
d001.s052.t001 bn:00116381r
d001.s052.t003 bn:00086798v
d001.s052.t007 bn:00079373n
d001.s052.t009 bn:00090141v
d001.s052.t010 bn:00046516n
d001.s052.t012 bn:00102111a
d001.s052.t018 bn:00090621v
d001.s052.t020 bn:00036821n
d001.s052.t028 bn:00108011a
d001.s052.t029 bn:00036821n
d001.s052.t030 bn:00112111a
d001.s053.t001 bn:00116360r
d001.s053.t002 bn:00083240v
d001.s053.t004 bn:00078798n
d001.s053.t006 bn:00036822n
d001.s054.t002 bn:00082705v
d001.s054.t008 bn:00076924n
d001.s054.t010 bn:00089240v
d001.s054.t012 bn:00059141n
d001.s054.t015 bn:00022002n
d001.s054.t019 bn:00113455a
d001.s054.t021 bn:00014687n
d001.s055.t004 bn:00051508n
d001.s055.t006 bn:00005604n
d001.s055.t007 bn:00100607a
d001.s056.t001 bn:00094730v
d001.s056.t002 bn:00101723a
d001.s056.t003 bn:00019758n
d001.s056.t009 bn:00093430v
d001.s056.t011 bn:00081285n
d001.s056.t013 bn:00026834n
d001.s056.t016 bn:00087587v
d001.s056.t018 bn:00084785v
d001.s056.t020 bn:00079508n
d001.s056.t023 bn:00001965n
d001.s056.t025 bn:00083458v
d001.s056.t027 bn:00051833n
d001.s057.t002 bn:00019848n
d001.s057.t004 bn:00089662v
d001.s057.t006 bn:00032395n
d001.s057.t009 bn:00079508n
d001.s057.t011 bn:00079583n
d001.s057.t016 bn:00090884v
d001.s057.t018 bn:00105740a
d001.s057.t019 bn:00004452n
d001.s058.t001 bn:00084978v
d001.s058.t003 bn:00107267a
d001.s059.t001 bn:00091821v
d001.s059.t003 bn:00022002n
d001.s060.t001 bn:00086634v
d001.s060.t003 bn:00106096a
d001.s060.t004 bn:00012062n
d001.s061.t001 bn:00087823v
d001.s061.t003 bn:00020945n
d001.s061.t004 bn:00108978a
d001.s061.t007 bn:00025320n
d001.s062.t002 bn:00103672a
d001.s062.t003 bn:00054625n
d001.s062.t005 bn:00086008v
d001.s062.t007 bn:00050968n
d001.s062.t010 bn:00092413v
d001.s062.t012 bn:00062309n
d001.s062.t013 bn:00083900v
d001.s062.t015 bn:00064072n
d001.s063.t001 bn:00086634v
d001.s063.t003 bn:00110271a
d001.s063.t004 bn:00012062n
d001.s064.t001 bn:00110270a
d001.s064.t003 bn:00020945n
d001.s064.t004 bn:00087823v
d001.s064.t006 bn:00073989n
d001.s064.t008 bn:00070690n
d001.s064.t010 bn:00033729n
d001.s064.t012 bn:00087174v
d001.s064.t013 bn:00092558v
d001.s065.t001 bn:00084080v
d001.s065.t002 bn:00025320n
d001.s065.t004 bn:00076732n
d001.s065.t005 bn:00110649a
d001.s065.t007 bn:00115635r
d001.s065.t009 bn:00108829a
d001.s065.t010 bn:00085794v
d001.s065.t011 bn:00082705v
d001.s065.t014 bn:00029775n
d001.s065.t019 bn:00067181n
d001.s066.t001 bn:00086634v
d001.s066.t003 bn:00068382n
d001.s066.t004 bn:00051833n
d001.s067.t001 bn:00110270a
d001.s067.t003 bn:00051833n
d001.s067.t007 bn:00000724n
d001.s067.t009 bn:00051290n
d001.s067.t010 bn:00045087n
d001.s067.t014 bn:00092023v
d001.s067.t016 bn:00092023v
d001.s068.t001 bn:00086634v
d001.s068.t003 bn:00083426v
d001.s069.t001 bn:00085162v
d001.s069.t003 bn:00013235n
d001.s070.t002 bn:00082317v
d001.s070.t004 bn:00107267a
d001.s070.t005 bn:00103741a
d001.s070.t006 bn:00108654a
d001.s070.t011 bn:00088912v
d001.s070.t013 bn:00015922n
d001.s070.t017 bn:00087106v
d001.s070.t018 bn:00019758n
d001.s070.t021 bn:00096385a
d001.s070.t025 bn:00107267a
d001.s070.t026 bn:00036821n
d001.s071.t002 bn:00114281r
d001.s071.t003 bn:00082306v
d001.s071.t005 bn:00073714n
d001.s071.t007 bn:00076732n
d001.s071.t008 bn:00080991n
d001.s071.t010 bn:00085489v
d001.s071.t012 bn:00036821n
d001.s072.t003 bn:00082705v
d001.s072.t005 bn:00112216a
d001.s072.t006 bn:00036821n
d001.s072.t008 bn:00116360r
d001.s072.t010 bn:00107182a
d001.s072.t011 bn:00088816v
d001.s073.t003 bn:00087681v
d001.s073.t005 bn:00036821n
d001.s073.t006 bn:00007497n
d001.s073.t009 bn:00095547v
d001.s073.t011 bn:00041412n
d001.s073.t013 bn:00081285n
d001.s073.t014 bn:00099598a
d001.s074.t002 bn:00089240v
d001.s074.t003 bn:00116290r
d001.s074.t004 bn:00103741a
d001.s074.t006 bn:00110075a
d001.s074.t007 bn:00006384n
d001.s075.t001 bn:00082705v
d001.s075.t003 bn:00014306n
d001.s075.t004 bn:00107267a
d001.s075.t006 bn:00033729n
d001.s075.t008 bn:00051508n
d001.s076.t002 bn:00087732v
d001.s076.t004 bn:00101628a
d001.s076.t005 bn:00020726n
d001.s076.t008 bn:00017904n
d001.s077.t001 bn:00116085r
d001.s077.t003 bn:00036064n
d001.s077.t005 bn:00091451v
d001.s077.t007 bn:00059480n
d001.s077.t010 bn:00021721n
d001.s077.t013 bn:00082339v
d001.s077.t015 bn:00017557n
d001.s077.t016 bn:00100673a
d001.s078.t002 bn:00091451v
d001.s078.t003 bn:00115329r
d001.s078.t005 bn:00047203n
d001.s078.t007 bn:00099598a
d001.s078.t008 bn:00064607n
d001.s078.t009 bn:00100197a
d001.s078.t014 bn:00086942v
d001.s078.t019 bn:00036823n
d001.s078.t021 bn:00001177n
d001.s078.t022 bn:00048986n
d001.s078.t024 bn:00109211a
d001.s078.t025 bn:00007299n
d001.s078.t027 bn:00060834n
d001.s078.t028 bn:00110842a
d001.s078.t030 bn:00059480n
d001.s078.t032 bn:00005138n
d001.s078.t034 bn:00106108a
d001.s078.t036 bn:00079373n
d001.s078.t038 bn:00070653n
d001.s079.t003 bn:00082475v
d001.s079.t005 bn:00026107n
d001.s079.t008 bn:00062795n
d001.s079.t009 bn:00116284r
d001.s079.t010 bn:00104238a
d001.s079.t013 bn:00089384v
d001.s079.t014 bn:00022207n
d001.s079.t016 bn:00032654n
d001.s079.t019 bn:00079373n
d001.s079.t020 bn:00116360r
d001.s079.t021 bn:00083413v
d001.s079.t024 bn:00070651n
d001.s079.t026 bn:00047644n
d001.s079.t029 bn:00115972r
d001.s079.t031 bn:00021394n
d001.s079.t034 bn:00051045n
d001.s079.t035 bn:00102469a
d001.s080.t003 bn:00114246r
d001.s080.t004 bn:00087106v
d001.s080.t005 bn:00001077n
d001.s080.t007 bn:00003268n
d001.s080.t009 bn:00002155n
d001.s080.t011 bn:00102774a
d001.s081.t001 bn:00117321r
d001.s081.t003 bn:00021015n
d001.s081.t004 bn:00102440a
d001.s081.t007 bn:00055180n
d001.s081.t009 bn:00008569n
d001.s081.t010 bn:00110842a
d001.s081.t011 bn:00110978a
d001.s081.t014 bn:00007299n
d001.s081.t015 bn:00109623a
d001.s081.t017 bn:00037072n
d001.s081.t020 bn:00036064n
d001.s081.t022 bn:00082778v
d001.s081.t024 bn:00021721n
d001.s081.t027 bn:00074900n
d001.s081.t028 bn:00030015n
d001.s081.t029 bn:00110842a
d001.s081.t032 bn:00103779a
d001.s081.t033 bn:00017557n
d001.s081.t036 bn:00070653n
d001.s081.t037 bn:00109211a
d001.s081.t039 bn:00002155n
d001.s082.t001 bn:00116085r
d001.s082.t003 bn:00036064n
d001.s082.t005 bn:00092023v
d001.s082.t008 bn:00014537n
d001.s082.t010 bn:00049573n
d001.s082.t011 bn:00102332a
d001.s082.t014 bn:00067181n
d001.s082.t015 bn:00100121a
d001.s082.t017 bn:00082720v
d001.s082.t019 bn:00003603n
d001.s082.t023 bn:00030844n
d001.s082.t024 bn:00101412a
d001.s082.t026 bn:00093755v
d001.s082.t028 bn:00081568n
d001.s082.t029 bn:00082573v
d001.s082.t031 bn:00110076a
d001.s082.t032 bn:00077267n
d001.s082.t034 bn:00037027n
d001.s083.t002 bn:00074790n
d001.s083.t004 bn:00083141v
d001.s083.t007 bn:00047238n
d001.s083.t008 bn:00108488a
d001.s083.t010 bn:00111630a
d001.s083.t011 bn:00032179n
d001.s083.t013 bn:00060834n
d001.s083.t014 bn:00110842a
d001.s083.t017 bn:00001964n
d001.s083.t019 bn:00099598a
d001.s083.t020 bn:00059480n
d001.s083.t021 bn:00101680a
d001.s083.t024 bn:00023236n
d001.s083.t025 bn:00102440a
d001.s084.t002 bn:00070206n
d001.s084.t003 bn:00104995a
d001.s084.t005 bn:00000639n
d001.s084.t009 bn:00089662v
d001.s084.t010 bn:00114246r
d001.s084.t012 bn:00046575n
d001.s084.t013 bn:00106654a
d001.s084.t016 bn:00070206n
d001.s084.t017 bn:00008379n
d001.s085.t002 bn:00099598a
d001.s085.t003 bn:00059275n
d001.s085.t005 bn:00048587n
d001.s085.t007 bn:00021721n
d001.s085.t009 bn:00030015n
d001.s085.t010 bn:00110842a
d001.s085.t013 bn:00050521n
d001.s085.t015 bn:00067808n
d001.s085.t018 bn:00061364n
d001.s085.t019 bn:00110076a
