ID	Sentence
es002.s008	La ventana principal de kalgebra consta de cuatro pestañas : Consola , Gráfica 2D , Gráfica 3D y Diccionario .
es002.s009	Bajo estas pestañas encontrará un campo de entrada donde podrá introducir sus funciones o realizar sus cálculos .
es002.s010	Para entender cómo funciona , conviene comprender que lo que introducimos está siendo convertido a MathML , aunque no es necesario conocer MathML .
es002.s011	He basado la sintaxis en el sentido común , por lo que debería ser asequible para todos .
es002.s012	He tenido también en cuenta las sintaxis de Maxima y Maple , por lo que es muy similar a estas .
es002.s013	+ - * / : suma , resta , multiplicación y división .
es002.s014	^ , ** : potencia , puede usar cualquiera de las dos formas .
es002.s015	Asimismo , puede usar los caracteres unicode ² .
es002.s016	Las potencias son también una forma de expresar raíces .
es002.s017	-gt : Permite especificar la variable limitada en una función .
es002.s018	( ) : se usa para especificar una prioridad mayor .
es002.s019	abc(parámetros) : Cuando el analizador sintáctico encuentra una función , comprueba si « abc » es un operador .
es002.s020	Si lo es , lo trata como un operador si no lo es , lo trata como una función de usuario .
es002.s021	: = : Se usa para definir el valor de una variable .
es002.s022	? : definición de condiciones en funciones definidas a trozos ( « piecewise » ) .
es002.s023	Permite definir operaciones condicionales en kalgebra .
es002.s024	Cuando introducimos la condición antes del símbolo « ? » , kalgebra utiliza esta condición solo si es verdadera en cambio , si encuentra un símbolo « ? » sin ninguna condición , toma en cuenta el último caso .
es002.s025	{ } : Puede usarse para definir un contenedor .
es002.s026	Es muy útil a la hora de trabajar con funciones definidas a trozos .
es002.s027	Ahora puede preguntarme por qué debería el usuario preocuparse por MathML .
es002.s028	La respuesta es fácil . Con esto podremos realizar operaciones con funciones como cos() , sin() ( o cualquier otra función trigonométrica ) , sum() o product() .
es002.s029	No importa el tipo de función que sea .
es002.s030	Podremos usar plus() , times() y cualquier cosa a la que le corresponda un operador .
es002.s031	La consola de kalgebra es tan útil como una calculadora .
es002.s032	Aquí tiene una lista de las variables declaradas .
es002.s033	Si pulsa dos veces sobre una de ellas , le aparecerá un diálogo con el que podrá cambiar su valor ( es una forma de engañar al registro ) .
es002.s034	Cada vez que introduzca una expresión , el valor de la variable « ans » cambiará para reproducir el último resultado .
es002.s035	Ctrl N Nuevo
es002.s036	Refresca el registro .
es002.s037	Ctrl L Cargar un guión
es002.s038	Ejecuta las instrucciones en una archivo de forma secuencial .
es002.s039	Es útil si lo que desea es definir una biblioteca o reanudar un trabajo anterior .
es002.s040	Ctrl G Guardar el guión
es002.s041	Guarda las intrucciones que ha introducido desde que comenzó la sesión , con lo que podrá reutilizarlas .
es002.s042	Genera un archivo de texto que podrá corregir usando cualquier editor de texto , por ejemplo Kate .
es002.s043	Ctrl S Guardar el registro
es002.s044	Guarda el registro con todos los resultados en un archivo HTML que podrá imprimir o publicar .
es002.s045	Ctrl Q Salir
es002.s046	Cierra el programa .
es002.s047	Para añadir un gráfica 2D en kalgebra , lo que tiene que hacer es ir a la pestaña Gráfica 2D y aquí pulsar la pestaña Añadir , que le permitirá añadir una nueva función .
es002.s048	A continuación tendrá dirigirse al cuadro de texto de entrada , donde podrá introducir su función .
es002.s049	Si quiere usar una función f(x) típica , no es necesario que la especifique .
es002.s050	Después de haber introducido la función , pulse el botón Aceptar para dibujar la gráfica en la ventana principal .
es002.s051	Es posible dibujar varias gráficas en la misma vista .
es002.s052	Para esto use simplemente el botón Añadir cuando se encuentre en el modo Lista .
es002.s053	Puede ajustar el color de cada gráfica .
es003.s001	La Fundación ha intervenido recientemente en la organización de una conferencia sobre este decisivo reto .
es003.s002	Asistieron más de 100 participantes en representación de los principales grupos de interés , los cuales discutieron cuestiones tales como el papel de los principales agentes , entre ellos , las autoridades públicas , los interlocutores sociales y las organizaciones comunitarias y de voluntarios , además de los propios usuarios .
es003.s003	Se llegó a la conclusión de que es necesario adoptar un enfoque más global que tenga en cuenta que los usuarios no se sirven de esos servicios de forma aislada , sino como parte de su vida cotidiana .
es003.s004	Se tomó nota también de la diversidad de funciones que desempeñan estos servicios
es003.s005	La Fundación organizó , junto con la Comisión Europea , el Ministerio español de Asuntos Sociales y la Comunidad Autónoma de Galicia , una conferencia europea sobre el tema " Exclusión social : Un gran reto para los servicios públicos de protección social " .
es003.s006	La Fundación publicó recientemente en el marco del proyecto EPOC un estudio comparativo en el que se evalúa hasta qué punto la participación directa puede humanizar el trabajo e incrementar al mismo tiempo la rentabilidad .
es003.s007	El estudio se basa en 195 entrevistas personales con altos responsables de los interlocutores sociales , en su calidad de representantes de importantes organizaciones nacionales de 15 países europeos .
es003.s008	La industria del metal y el sector bancario se incluyeron también en atención a su importancia .
es003.s009	Los principales oradores en la conferencia sobre exclusión socialfueron ( de izquierda a derecha ) Cristina Louro , Dirección General de Empleo , Relaciones Laborales y Asuntos Sociales de la Comisión Europea Fernando Gomes , Comité de las Regiones Barbara Weiler , diputada al Parlamento Europeo José María Gil-Robles Gil-Delgado , Vicepresidente , Parlamento Europeo , John Carroll Comité Económico y Social
es003.s010	En cada informe nacional se incluyen las 25 o 30 iniciativas que mejor reflejan prácticas y políticas de mejora de la contratación , la formación y el desarrollo profesional de los trabajadores mayores en el lugar de trabajo y a nivel de la comunidad .
es003.s011	Se seleccionaron dos o tres iniciativas por cada país , para que fueran objeto de un estudio de caso detallado .
es003.s012	En estos estudios de caso se han analizado el contexto de esas iniciativas y sus repercusiones en las pautas de empleo y en las organizaciones , y se han evaluado las ventajas y problemas derivados de las mismas .
es003.s013	Se han realizado además visitas y entrevistas a miembros clave del personal .
es003.s014	Estos estudios nacionales constituirán la liase de un informe europeo en el que se resumirán las prácticas generales .
es003.s015	El informe y un repertorio de iniciativas se publicarán en 1996 , y servirán de telón de fondo a una conferencia que se celebrará el próximo otoño .
es003.s016	La Fundación se propone documentar las características de los obstáculos relacionados con la edad en materia de contratación y formación , y analizar sus causas .
es003.s017	Está examinando asimismo los puntos de vista de los interlocutores sociales , prestando especial atención a las propuestas para eliminar dichos obstáculos .
es003.s018	En tercer lugar , el proyecto documenta y evalúa las iniciativas de los sectores público y privado para combatir estas limitaciones , especialmente en relación con los trabajadores mayores .
es003.s019	El proyecto , que busca alternativas a la jubilación anticipada y al despido , se ocupa ante todo de la retención , la reintegración y la reconversión profesional de los trabajadores mayores .
es003.s020	Estudia asimismo liasta qué punto influyen el sexo y la raza de los trabajadores en la discriminación por razón de la edad .
es003.s021	El proyecto tiene en cuenta , por otra paite , las iniciativas para luchar contra esta clase de discriminación en las zonas rurales y en las pequeñas y medianas empresas .
es003.s022	Siete Estados miembros se incluyen en el proyecto : Alemania , Bélgica , Francia , Grecia , Italia , Países Bajos y Reino Unido .
es004.s001	Resumen del EPAR para el público general
es004.s002	En el presente documento se resume el Informe Público Europeo de Evaluación , y se explica cómo la evaluación del Comité de Medicamentos de Uso Veterinario ( CVMP ) , efectuada a partir de los estudios existentes , ha llevado a las recomendaciones sobre las condiciones de uso del medicamento .
es004.s003	¿Qué es Cerenia ?
es004.s004	Cerenia contiene el principio activo maropitant y se presenta en forma de comprimidos o de solución inyectables .
es004.s005	Los comprimidos son de color naranja claro y tienen una ranura en ambas caras , lo que permite dividirlos por la mitad .
es004.s006	Cada comprimido va marcado con el logo Pfizer en una cara y las letras MPT y la cantidad de maropitant en la otra .
es004.s007	¿Para qué se utiliza Cerenia ?
es004.s008	Cerenia es un antiemético ( ataja los vómitos ) .
es004.s009	Se utiliza en perros para la prevención de los vómitos , por ejemplo los causados por la quimioterapia ( fármacos utilizados para el tratamiento del cáncer , algunos de los cuales producen vómitos ) .
es004.s010	Combinado con otras medidas complementarias , como otros tratamientos veterinarios o una dieta especial , Cerenia se utiliza también como tratamiento del vómito ( como inyección o como inyección seguida de comprimidos ) .
es004.s011	A estos efectos , Cerenia se puede administrar durante un período de hasta cinco días .
es004.s012	¿Cómo actúa Cerenia ?
es004.s013	Cerenia bloquea los receptores de neurocinina 1 ( NK1 ) en el sistema nervioso central .
es004.s014	¿Qué tipo de estudios se han realizado sobre Cerenia ?
es004.s015	Se han realizado una gran cantidad de estudios con Cerenia en perros de laboratorio y en perros pacientes de clínicas veterinarias de varios países europeos y de EE.UU.
es004.s016	¿Qué beneficios ha demostrado Cerenia durante dichos estudios ?
es004.s017	Los resultados de los estudios demostraron que Cerenia fue más eficaz que el placebo : se observaron menos vómitos en los perros que recibieron el medicamento que en los perros que recibieron placebo , bien como tratamiento , bien como prevención del vómito .
es004.s018	El tratamiento de un perro con vómitos debe iniciarse en forma inyectable puesto que los animales con vómitos podrían no retener el comprimido ( podrían vomitar el comprimido intacto ) .
es004.s019	Para la continuación del tratamiento , el propietario puede administrar el medicamento al animal en forma de comprimidos .
es004.s020	El tratamiento del vómito debe realizarse siempre en asociación con otras medidas de apoyo u otros tratamientos veterinarios para combatir también la causa subyacente del vómito .
es004.s021	¿Cuáles son los efectos secundarios de Cerenia ?
es004.s022	En general , Cerenia fue bien tolerado cuando se administró diariamente a dosis de hasta 5 veces la dosis recomendada durante un período de tiempo prolongado ( hasta 3 veces la duración máxima recomendada del tratamiento ) .
es004.s023	¿Qué precauciones debe adoptar la persona que administre el medicamento o esté en contacto con el animal ?
es004.s024	Cerenia no presenta ningún riesgo especial para el ser humano .
