Token ID	Token	Lemma	POS	BN Synset	Token ID IT	Token IT	Lemma IT	POS IT	Sense IT
d001.s002.t013	medicine	medicine	NOUN	bn:00054128n	d001.s002.t034	medicinale	medicinale	N	bn:00054128n
	.	.	.	n/a	d001.s002.t035	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	If	if	ADP	n/a	d001.s003.t001	Per		X	n/a
	you	you	PRON	n/a					n/a
d001.s003.t001	need	need	VERB	bn:00091029v					n/a
d001.s003.t002	more	more	ADJ	bn:00106935a	d001.s003.t002	maggiori	maggiore	J	bn:00106935a
d001.s003.t003	information	information	NOUN	bn:00025314n	d001.s003.t003	informazioni	informazione	N	bn:00025314n
	about	about	ADP	n/a	d001.s003.t004	riguardanti	riguardare	V	n/a
	your	you	PRON	n/a	d001.s003.t006	proprie	proprio	J	n/a
d001.s003.t004	medical	medical	ADJ	bn:00106555a	d001.s003.t009	salute	salute	N	n/a
d001.s003.t005	condition	condition	NOUN	bn:00021648n	d001.s003.t007	condizioni	condizione	N	bn:00021648n
	or	or	CONJ	n/a	d001.s003.t010	o		X	n/a
	your	you	PRON	n/a					n/a
d001.s003.t006	treatment	treatment	NOUN	bn:00047235n	d001.s003.t012	terapia	terapia	N	bn:00047235n
	,	,	.	n/a	d001.s003.t013	,		X	n/a
d001.s003.t007	read	read	VERB	bn:00092424v	d001.s003.t014	leggere	leggere	V	bn:00092424v
	the	the	DET	n/a	d001.s003.t015	il		X	n/a
d001.s003.t008	Package	package	NOUN	bn:00013882n					n/a
d001.s003.t009	Leaflet	leaflet	NOUN	bn:00012133n	d001.s003.t016	foglio	foglio	N	n/a
	(	(	.	n/a	d001.s003.t018	(		X	n/a
d001.s003.t010	also	also	ADV	bn:00114246r					n/a
d001.s003.t011	part	part	NOUN	bn:00027912n					n/a
	of	of	ADP	n/a					n/a
	the	the	DET	n/a					n/a
	EPAR	epar	NOUN	n/a	d001.s003.t021	EPAR	epar	N	n/a
	)	)	.	n/a	d001.s003.t022	)		X	n/a
	or	or	CONJ	n/a	d001.s003.t023	oppure		X	n/a
d001.s003.t012	contact	contact	VERB	bn:00085696v	d001.s003.t024	consultare	consultare	V	bn:00085696v
	your	you	PRON	n/a	d001.s003.t025	il		X	n/a
d001.s003.t013	doctor	doctor	NOUN	bn:00027976n	d001.s003.t026	medico	medico	N	bn:00027976n
	or	or	CONJ	n/a	d001.s003.t027	o		X	n/a
d001.s003.t014	pharmacist	pharmacist	NOUN	bn:00004992n	d001.s003.t029	farmacista	farmacista	N	bn:00004992n
	.	.	.	n/a	d001.s003.t030	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	If	if	ADP	n/a	d001.s004.t001	Per		X	n/a
	you	you	PRON	n/a					n/a
d001.s004.t001	want	want	VERB	bn:00086682v					n/a
d001.s004.t002	more	more	ADJ	bn:00106935a	d001.s004.t002	maggiori	maggiore	J	bn:00106935a
d001.s004.t003	information	information	NOUN	bn:00025314n	d001.s004.t003	informazioni	informazione	N	bn:00025314n
	on	on	ADP	n/a					n/a
	the	the	DET	n/a	d001.s004.t005	alle		X	n/a
d001.s004.t004	basis	basis	NOUN	bn:00008870n					n/a
	of	of	ADP	n/a					n/a
	the	the	DET	n/a	d001.s004.t009	del		X	n/a
	CHMP	chmp	NOUN	n/a	d001.s004.t010	CHMP	chmp	N	n/a
d001.s004.t005	recommendations	recommendation	NOUN	bn:00066562n	d001.s004.t008	raccomandazioni	raccomandazione	N	bn:00066562n
	,	,	.	n/a	d001.s004.t011	,		X	n/a
d001.s004.t006	read	read	VERB	bn:00092424v	d001.s004.t012	leggere	leggere	V	bn:00092424v
	the	the	DET	n/a	d001.s004.t013	la		X	n/a
d001.s004.t007	Scientific	scientific	ADJ	bn:00110176a	d001.s004.t015	scientifica	scientifico	J	bn:00110176a
d001.s004.t008	Discussion	discussion	NOUN	bn:00027523n	d001.s004.t014	discussione	discussione	N	bn:00027523n
	(	(	.	n/a	d001.s004.t016	(		X	n/a
d001.s004.t009	also	also	ADV	bn:00114246r	d001.s004.t017	anch		X	n/a
d001.s004.t010	part	part	NOUN	bn:00027912n					n/a
	of	of	ADP	n/a					n/a
	the	the	DET	n/a					n/a
	EPAR	epar	NOUN	n/a	d001.s004.t021	EPAR	epar	N	n/a
	)	)	.	n/a	d001.s004.t022	)		X	n/a
	.	.	.	n/a	d001.s004.t023	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	What	what	PRON	n/a	d001.s005.t002	cos	cosa	N	n/a
	is	be	VERB	n/a	d001.s005.t003	è	essere	V	n/a
	Alimta	alimta	NOUN	n/a	d001.s005.t004	Alimta	alimta	N	n/a
	?	?	.	n/a	d001.s005.t005	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s006.t001	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s006.t002	è	essere	V	n/a
	a	a	DET	n/a	d001.s006.t003	una		X	n/a
d001.s006.t001	powder	powder	NOUN	bn:00063927n	d001.s006.t004	polvere	polvere	N	bn:00063927n
	that	that	DET	n/a					n/a
	is	be	VERB	n/a					n/a
d001.s006.t002	made up	make_up	VERB	bn:00083187v					n/a
	into	into	ADP	n/a	d001.s006.t007	in		X	n/a
	a	a	DET	n/a					n/a
d001.s006.t003	solution	solution	NOUN	bn:00072760n	d001.s006.t008	soluzione	soluzione	N	bn:00072760n
	for	for	ADP	n/a	d001.s006.t009	per		X	n/a
d001.s006.t004	infusion	infusion	NOUN	bn:00046734n	d001.s006.t010	infusione	infusione	N	bn:00046734n
	(	(	.	n/a	d001.s006.t011	(		X	n/a
d001.s006.t005	drip	drip	VERB	bn:00087306v					n/a
	into	into	ADP	n/a	d001.s006.t016	in		X	n/a
	a	a	DET	n/a					n/a
d001.s006.t006	vein	vein	NOUN	bn:00079681n	d001.s006.t017	vena	vena	N	bn:00079681n
	)	)	.	n/a	d001.s006.t018	)		X	n/a
	.	.	.	n/a	d001.s006.t019	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	It	it	PRON	n/a					n/a
d001.s007.t001	contains	contain	VERB	bn:00085499v	d001.s007.t001	Contiene	contenere	V	bn:00085499v
	the	the	DET	n/a	d001.s007.t002	il		X	n/a
d001.s007.t002	active	active	ADJ	bn:00096387a	d001.s007.t003	principio	principio	N	n/a
d001.s007.t003	substance	substance	NOUN	bn:00074987n					n/a
	pemetrexed	pemetrex	VERB	n/a	d001.s007.t005	pemetrexed	pemetrexed	N	n/a
	.	.	.	n/a	d001.s007.t006	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	What	what	PRON	n/a	d001.s008.t003	cosa	cosa	N	n/a
	is	be	VERB	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s008.t006	Alimta	alimta	N	n/a
d001.s008.t001	used	use	VERB	bn:00082705v	d001.s008.t005	usa	usare	V	bn:00082705v
	for	for	ADP	n/a	d001.s008.t001	Per		X	n/a
	?	?	.	n/a	d001.s008.t007	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s009.t001	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s009.t002	è	essere	V	n/a
d001.s009.t001	used	use	VERB	bn:00082705v	d001.s009.t003	indicato	indicare	V	n/a
	to	to	PRT	n/a	d001.s009.t004	nel		X	n/a
d001.s009.t002	treat	treat	VERB	bn:00084532v	d001.s009.t005	trattamento	trattamento	N	n/a
	two	two	NUM	n/a	d001.s009.t007	due	due	N	n/a
d001.s009.t003	types	type	NOUN	bn:00078798n	d001.s009.t008	tipi	tipo	N	bn:00078798n
	of	of	ADP	n/a	d001.s009.t009	di		X	n/a
d001.s009.t004	cancer	cancer	NOUN	bn:00015180n	d001.s009.t010	tumore	tumore	N	n/a
	:	:	.	n/a	d001.s009.t011	:		X	n/a
d001.s009.t005	pleural	pleural	ADJ	bn:00108692a	d001.s009.t014	pleurico	pleurico	J	bn:00108692a
d001.s009.t006	mesothelioma	mesothelioma	NOUN	bn:00054512n	d001.s009.t013	mesotelioma	mesotelioma	N	bn:00054512n
	(	(	.	n/a	d001.s009.t015	(		X	n/a
d001.s009.t007	cancer	cancer	NOUN	bn:00015180n	d001.s009.t016	tumore	tumore	N	n/a
	of	of	ADP	n/a					n/a
	the	the	DET	n/a					n/a
d001.s009.t008	lining	lining	NOUN	bn:00051366n					n/a
	of	of	ADP	n/a	d001.s009.t017	della		X	n/a
	the	the	DET	n/a					n/a
d001.s009.t009	lungs	lung	NOUN	bn:00052341n	d001.s009.t022	polmoni	polmone	N	bn:00052341n
	that	that	DET	n/a	d001.s009.t019	che		X	n/a
	is	be	VERB	n/a					n/a
d001.s009.t010	usually	usually	ADV	bn:00114778r	d001.s009.t024	generalmente	generalmente	R	bn:00114778r
d001.s009.t011	caused	cause	VERB	bn:00084699v	d001.s009.t025	provocato	provocare	V	bn:00084699v
	by	by	ADP	n/a	d001.s009.t026	dall		X	n/a
d001.s009.t012	exposure	exposure	NOUN	bn:00032384n	d001.s009.t027	esposizione	esposizione	N	bn:00032384n
	to	to	PRT	n/a	d001.s009.t028	all		X	n/a
d001.s009.t013	asbestos	asbestos	NOUN	bn:00006236n	d001.s009.t029	amianto	amianto	N	bn:00006236n
	)	)	.	n/a	d001.s009.t030	)		X	n/a
	.	.	.	n/a	d001.s009.t031	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s010.t001	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s010.t002	è	essere	V	n/a
d001.s010.t001	used	use	VERB	bn:00082705v	d001.s010.t003	utilizzato	utilizzare	V	bn:00082705v
d001.s010.t002	together with	together_with	ADV	bn:00114766r	d001.s010.t006	con		X	n/a
	cisplatin	cisplatin	X	n/a	d001.s010.t007	cisplatino	cisplatino	N	n/a
	(	(	.	n/a	d001.s010.t008	(		X	n/a
	another	another	DET	n/a	d001.s010.t010	altro	altro	J	n/a
d001.s010.t003	anticancer	anticancer	ADJ	bn:00097220a	d001.s010.t012	antitumorale	antitumorale	J	bn:00097220a
d001.s010.t004	medicine	medicine	NOUN	bn:00054128n	d001.s010.t011	farmaco	farmaco	N	bn:00054128n
	)	)	.	n/a	d001.s010.t013	)		X	n/a
	when	when	ADV	n/a	d001.s010.t014	quando		X	n/a
	the	the	DET	n/a	d001.s010.t015	il		X	n/a
d001.s010.t005	cancer	cancer	NOUN	bn:00015180n	d001.s010.t016	tumore	tumore	N	n/a
	is	be	VERB	n/a	d001.s010.t018	è	essere	V	n/a
	unresectable	unresectable	ADJ	n/a	d001.s010.t019	asportabile	asportabile	J	n/a
	(	(	.	n/a	d001.s010.t020	(		X	n/a
	cannot	cannot	X	n/a	d001.s010.t022	può	potere	V	n/a
	be	be	VERB	n/a	d001.s010.t023	essere	essere	V	n/a
d001.s010.t006	removed	remove	VERB	bn:00092783v					n/a
	by	by	ADP	n/a	d001.s010.t025	con		X	n/a
d001.s010.t007	surgery	surgery	NOUN	bn:00059129n	d001.s010.t028	intervento	intervento	N	bn:00059129n
d001.s010.t008	alone	alone	ADJ	bn:00096871a	d001.s010.t027	solo	solo	J	bn:00096871a
	)	)	.	n/a	d001.s010.t030	)		X	n/a
	and	and	CONJ	n/a	d001.s010.t031	ed		X	n/a
d001.s010.t009	malignant	malignant	ADJ	bn:00106363a	d001.s010.t033	maligno	maligno	J	bn:00106363a
	(	(	.	n/a	d001.s010.t034	(		X	n/a
	has	have	VERB	n/a					n/a
d001.s010.t010	spread	spread	VERB	bn:00092083v	d001.s010.t037	diffuso	diffondere	V	bn:00092083v
	,	,	.	n/a	d001.s010.t038	,		X	n/a
	or	or	CONJ	n/a	d001.s010.t039	o		X	n/a
	is	be	VERB	n/a					n/a
d001.s010.t011	likely	likely	ADJ	bn:00105982a	d001.s010.t041	probabile	probabile	J	bn:00105982a
	to	to	PRT	n/a					n/a
d001.s010.t012	spread	spread	VERB	bn:00092083v					n/a
d001.s010.t013	easily	easily	ADV	bn:00115155r	d001.s010.t044	facilmente	facilmente	R	bn:00115155r
	,	,	.	n/a	d001.s010.t045	,		X	n/a
	to	to	PRT	n/a	d001.s010.t046	ad		X	n/a
d001.s010.t014	other	other	ADJ	bn:00108011a	d001.s010.t047	altre		X	n/a
d001.s010.t015	parts	part	NOUN	bn:00060765n	d001.s010.t048	parti	parte	N	bn:00060765n
	of	of	ADP	n/a	d001.s010.t049	del		X	n/a
	the	the	DET	n/a					n/a
d001.s010.t016	body	body	NOUN	bn:00011744n	d001.s010.t050	corpo	corpo	N	bn:00011744n
	)	)	.	n/a	d001.s010.t051	)		X	n/a
	,	,	.	n/a	d001.s010.t052	,		X	n/a
	in	in	ADP	n/a	d001.s010.t053	in		X	n/a
d001.s010.t017	patients	patient	NOUN	bn:00061017n	d001.s010.t054	pazienti	paziente	N	bn:00061017n
	who	who	PRON	n/a	d001.s010.t055	che		X	n/a
	have	have	VERB	n/a	d001.s010.t057	sono	essere	V	n/a
d001.s010.t018	not	not	ADV	bn:00116360r	d001.s010.t056	non		X	n/a
d001.s010.t019	received	receive	VERB	bn:00087863v	d001.s010.t058	stati	essere	V	bn:00087863v
d001.s010.t020	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s010.t063	chemioterapia	chemioterapia	N	bn:00018141n
	(	(	.	n/a					n/a
d001.s010.t021	medicines	medicine	NOUN	bn:00054128n	d001.s010.t012	antitumorale	antitumorale	J	n/a
	for	for	ADP	n/a					n/a
d001.s010.t022	cancer	cancer	NOUN	bn:00015180n					n/a
	)	)	.	n/a					n/a
	before	before	ADP	n/a	d001.s010.t061	precedenza	precedenza	N	n/a
d001.s010.t023	advanced	advanced	ADJ	bn:00096528a	d001.s010.t073	avanzato	avanzato	J	bn:00096528a
	or	or	CONJ	n/a	d001.s010.t074	o		X	n/a
d001.s010.t024	metastatic	metastatic	ADJ	bn:00106664a	d001.s010.t075	metastatico	metastatico	J	bn:00106664a
	non-small	non-small	ADJ	n/a					n/a
d001.s010.t025	cell	cell	NOUN	bn:00017027n					n/a
d001.s010.t026	lung cancer	lung_cancer	NOUN	bn:00052343n					n/a
	that	that	DET	n/a	d001.s010.t076	che		X	n/a
	is	be	VERB	n/a					n/a
d001.s010.t027	not	not	ADV	bn:00116360r	d001.s010.t077	non		X	n/a
d001.s010.t028	affecting	affect	VERB	bn:00082427v	d001.s010.t078	interessa	interessare	V	n/a
	the	the	DET	n/a	d001.s010.t079	le		X	n/a
d001.s010.t029	squamous cells	squamous_cell	NOUN	bn:00073708n	d001.s010.t081	squamose	squamoso	J	n/a
	.	.	.	n/a	d001.s010.t082	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s011.t001	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s011.t002	è	essere	V	n/a
d001.s011.t001	used	use	VERB	bn:00082705v	d001.s011.t003	usato	usare	V	bn:00082705v
	in	in	ADP	n/a	d001.s011.t004	in		X	n/a
d001.s011.t002	combination	combination	NOUN	bn:00020878n	d001.s011.t005	associazione	associazione	N	bn:00020878n
	with	with	ADP	n/a	d001.s011.t006	con		X	n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s011.t007	cisplatino	cisplatino	N	n/a
	in	in	ADP	n/a	d001.s011.t008	in		X	n/a
d001.s011.t003	patients	patient	NOUN	bn:00061017n	d001.s011.t009	pazienti	paziente	N	bn:00061017n
	who	who	PRON	n/a					n/a
	have	have	VERB	n/a					n/a
d001.s011.t004	not	not	ADV	bn:00116360r	d001.s011.t010	non		X	n/a
	been	be	VERB	n/a	d001.s011.t023	stati	essere	V	n/a
d001.s011.t005	treated	treat	VERB	bn:00084532v	d001.s011.t011	trattati	trattare	V	bn:00084532v
	before	before	ADV	n/a					n/a
	,	,	.	n/a					n/a
	and	and	CONJ	n/a	d001.s011.t014	e		X	n/a
	on	on	ADP	n/a					n/a
	its	its	PRON	n/a					n/a
	own	own	ADJ	n/a	d001.s011.t016	solo	solo	R	n/a
	in	in	ADP	n/a	d001.s011.t017	in		X	n/a
d001.s011.t006	patients	patient	NOUN	bn:00061017n	d001.s011.t018	pazienti	paziente	N	bn:00061017n
	who	who	PRON	n/a	d001.s011.t019	che		X	n/a
	have	have	VERB	n/a	d001.s011.t022	sono	essere	V	n/a
d001.s011.t007	received	receive	VERB	bn:00087863v	d001.s011.t024	sottoposti	sottoporre	V	n/a
	another	another	DET	n/a	d001.s011.t027	altro	altro	J	n/a
d001.s011.t008	type	type	NOUN	bn:00078798n	d001.s011.t028	tipo	tipo	N	bn:00078798n
	of	of	ADP	n/a	d001.s011.t029	di		X	n/a
d001.s011.t009	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s011.t030	chemioterapia	chemioterapia	N	bn:00018141n
	in	in	ADP	n/a	d001.s011.t012	in		X	n/a
	the	the	DET	n/a					n/a
d001.s011.t010	past	past	NOUN	bn:00060928n	d001.s011.t021	passato	passato	N	bn:00060928n
	.	.	.	n/a	d001.s011.t031	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	The	the	DET	n/a	d001.s012.t001	Il		X	n/a
d001.s012.t001	medicine	medicine	NOUN	bn:00054128n	d001.s012.t002	medicinale	medicinale	N	bn:00054128n
	can	can	VERB	n/a	d001.s012.t003	può	potere	V	n/a
d001.s012.t002	only	only	ADV	bn:00116450r	d001.s012.t006	soltanto	soltanto	R	bn:00116450r
	be	be	VERB	n/a	d001.s012.t004	essere	essere	V	n/a
d001.s012.t003	obtained	obtain	VERB	bn:00091124v	d001.s012.t005	ottenuto	ottenere	V	bn:00091124v
	with	with	ADP	n/a	d001.s012.t007	con		X	n/a
	a	a	DET	n/a					n/a
d001.s012.t004	prescription	prescription	NOUN	bn:00064195n	d001.s012.t008	prescrizione	prescrizione	N	bn:00064195n
	.	.	.	n/a	d001.s012.t010	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	How	how	ADV	n/a	d001.s013.t001	Come		X	n/a
	is	be	VERB	n/a	d001.s013.t002	si		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s013.t004	Alimta	alimta	N	n/a
d001.s013.t001	used	use	VERB	bn:00082705v					n/a
	?	?	.	n/a	d001.s013.t005	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s014.t001	Alimta	alimta	N	n/a
	should	should	VERB	n/a	d001.s014.t002	deve	dovere	V	n/a
d001.s014.t001	only	only	ADV	bn:00116450r	d001.s014.t005	solamente	solamente	R	bn:00116450r
	be	be	VERB	n/a	d001.s014.t003	essere	essere	V	n/a
d001.s014.t002	given	give	VERB	bn:00088826v	d001.s014.t004	somministrato	somministrare	V	bn:00088826v
	under	under	ADP	n/a	d001.s014.t006	sotto		X	n/a
	the	the	DET	n/a	d001.s014.t007	la		X	n/a
d001.s014.t003	supervision	supervision	NOUN	bn:00059908n	d001.s014.t008	supervisione	supervisione	N	bn:00059908n
	of	of	ADP	n/a	d001.s014.t009	di		X	n/a
	a	a	DET	n/a	d001.s014.t010	un		X	n/a
d001.s014.t004	doctor	doctor	NOUN	bn:00027976n	d001.s014.t011	medico	medico	N	bn:00027976n
	who	who	PRON	n/a					n/a
	is	be	VERB	n/a	d001.s014.t012	qualificato	qualificato	J	n/a
	qualified	qualify	VERB	n/a	d001.s014.t012	qualificato	qualificato	J	n/a
	in	in	ADP	n/a	d001.s014.t013	per		X	n/a
	the	the	DET	n/a	d001.s014.t016	della		X	n/a
d001.s014.t005	use	use	NOUN	bn:00030627n	d001.s014.t015	uso	uso	N	bn:00030627n
	of	of	ADP	n/a					n/a
d001.s014.t006	anticancer	anticancer	ADJ	bn:00097220a	d001.s014.t018	antitumorale	antitumorale	J	bn:00097220a
d001.s014.t007	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s014.t017	chemioterapia	chemioterapia	N	bn:00018141n
	.	.	.	n/a	d001.s014.t019	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	The	the	DET	n/a	d001.s015.t001	La		X	n/a
	recommended	recommend	VERB	n/a	d001.s015.t003	raccomandata	raccomandata	N	n/a
d001.s015.t001	dose	dose	NOUN	bn:00028320n	d001.s015.t002	dose	dose	N	bn:00028320n
	of	of	ADP	n/a	d001.s015.t004	di		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s015.t005	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s015.t006	è	essere	V	n/a
	500	500	NUM	n/a	d001.s015.t008	500		X	n/a
d001.s015.t002	mg	mg	NOUN	bn:00054701n	d001.s015.t009	mg	mg	N	bn:00054701n
	per	per	ADP	n/a	d001.s015.t010	per		X	n/a
d001.s015.t003	square metre	square_metre	NOUN	bn:00017102n	d001.s015.t011	metro	metro	N	bn:00017102n
	of	of	ADP	n/a	d001.s015.t013	di		X	n/a
d001.s015.t004	body	body	NOUN	bn:00011744n	d001.s015.t015	corporea	corporeo	J	n/a
d001.s015.t005	surface area	surface_area	NOUN	bn:00005518n	d001.s015.t014	superficie	superficie	N	bn:00005518n
	(	(	.	n/a	d001.s015.t016	(		X	n/a
d001.s015.t006	calculated	calculate	VERB	bn:00084373v	d001.s015.t017	calcolata	calcolare	V	bn:00084373v
d001.s015.t007	using	use	VERB	bn:00082705v	d001.s015.t018	utilizzando	utilizzare	V	bn:00082705v
	the	the	DET	n/a	d001.s015.t024	del		X	n/a
d001.s015.t008	patient	patient	NOUN	bn:00061017n	d001.s015.t025	paziente	paziente	N	bn:00061017n
	s	s	NOUN	n/a					n/a
d001.s015.t009	height	height	NOUN	bn:00043545n	d001.s015.t020	altezza	altezza	N	bn:00043545n
	and	and	CONJ	n/a	d001.s015.t021	e		X	n/a
d001.s015.t010	weight	weight	NOUN	bn:00080831n	d001.s015.t023	peso	peso	N	bn:00080831n
	)	)	.	n/a	d001.s015.t026	)		X	n/a
	.	.	.	n/a					n/a
	It	it	PRON	n/a					n/a
	is	be	VERB	n/a					n/a
d001.s015.t011	given	give	VERB	bn:00088826v					n/a
d001.s015.t012	once	once	ADV	bn:00115811r	d001.s015.t036	volta	volta	N	n/a
d001.s015.t013	every	every	ADJ	bn:00102467a	d001.s015.t037	ogni	ogni	J	bn:00102467a
	three	three	NUM	n/a	d001.s015.t038	tre	tre	J	n/a
d001.s015.t014	weeks	week	NOUN	bn:00043484n	d001.s015.t039	settimane	settimana	N	bn:00043484n
	as	as	ADP	n/a	d001.s015.t029	per		X	n/a
	an	a	DET	n/a					n/a
d001.s015.t015	intravenous	intravenous	ADJ	bn:00102230a	d001.s015.t031	endovenosa	endovenoso	J	bn:00102230a
d001.s015.t016	infusion	infusion	NOUN	bn:00046734n	d001.s015.t030	infusione	infusione	N	bn:00046734n
d001.s015.t017	lasting	last	VERB	bn:00087620v					n/a
	10	10	NUM	n/a	d001.s015.t033	10		X	n/a
d001.s015.t018	minutes	minute	NOUN	bn:00055094n	d001.s015.t034	minuti	minuto	N	bn:00055094n
	.	.	.	n/a	d001.s015.t040	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	To	to	PRT	n/a	d001.s016.t001	Per		X	n/a
d001.s016.t001	reduce	reduce	VERB	bn:00092595v	d001.s016.t002	ridurre	ridurre	V	bn:00092595v
d001.s016.t002	side effects	side_effect	NOUN	bn:00071445n	d001.s016.t004	effetti	effetto	N	bn:00071445n
	,	,	.	n/a	d001.s016.t006	,		X	n/a
d001.s016.t003	patients	patient	NOUN	bn:00061017n	d001.s016.t008	pazienti	paziente	N	bn:00061017n
	should	should	VERB	n/a	d001.s016.t009	devono	dovere	V	n/a
d001.s016.t004	take	take	VERB	bn:00085689v	d001.s016.t010	assumere	assumere	V	bn:00085689v
	a	a	DET	n/a	d001.s016.t011	un		X	n/a
d001.s016.t005	corticosteroid	corticosteroid	NOUN	bn:00001507n	d001.s016.t012	corticosteroide	corticosteroide	N	bn:00001507n
	and	and	CONJ	n/a	d001.s016.t013	e		X	n/a
d001.s016.t006	folic acid	folic_acid	NOUN	bn:00035585n	d001.s016.t015	folico	folico	J	n/a
	(	(	.	n/a	d001.s016.t016	(		X	n/a
	a	a	DET	n/a	d001.s016.t017	un		X	n/a
d001.s016.t007	type	type	NOUN	bn:00078798n	d001.s016.t018	tipo	tipo	N	bn:00078798n
	of	of	ADP	n/a	d001.s016.t019	di		X	n/a
d001.s016.t008	vitamin	vitamin	NOUN	bn:00080147n	d001.s016.t020	vitamina	vitamina	N	bn:00080147n
