Start Sense
d001.s038.t021 bn:00041412n
d001.s039.t003 bn:00107182a
d001.s039.t004 bn:00085261v
d001.s039.t007 bn:00082705v
d001.s039.t013 bn:00946167n
d001.s039.t015 bn:00083141v
d001.s040.t006 bn:00091201v
d001.s040.t010 bn:00114424r
d001.s040.t013 bn:00082705v
d001.s040.t021 bn:00020452n
d001.s040.t022 bn:00106488a
d001.s041.t001 bn:00115639r
d001.s041.t009 bn:00099598a
d001.s041.t014 bn:00099598a
d001.s041.t018 bn:00081292n
d001.s041.t022 bn:00085498v
d001.s041.t027 bn:00020949n
d001.s041.t029 bn:00041412n
d001.s041.t033 bn:03647100n
d001.s041.t035 bn:00026967n
d001.s042.t004 bn:00086708v
d001.s042.t006 bn:00034274n
d001.s042.t008 bn:00046850n
d001.s042.t015 bn:00087107v
d001.s042.t017 bn:00014688n
d001.s043.t002 bn:00092443v
d001.s043.t004 bn:00088629v
d001.s043.t014 bn:00084772v
d001.s043.t021 bn:00107182a
d001.s043.t022 bn:00085261v
d001.s044.t002 bn:00083141v
d001.s044.t004 bn:02561609n
d001.s044.t007 bn:00021164n
d001.s045.t007 bn:02561609n
d001.s045.t017 bn:00116789r
d001.s045.t018 bn:00096782a
d001.s045.t031 bn:00056300n
d001.s045.t033 bn:00027919n
d001.s045.t039 bn:00032355n
d001.s045.t042 bn:00082705v
d001.s046.t001 bn:00114246r
d001.s046.t004 bn:00082705v
d001.s046.t006 bn:09438926n
d001.s047.t002 bn:00032355n
d001.s047.t004 bn:00114246r
d001.s047.t006 bn:00001965n
d001.s047.t009 bn:00068247n
d001.s047.t014 bn:00086468v
d001.s047.t016 bn:00079583n
d001.s047.t020 bn:00036821n
d001.s047.t026 bn:00082705v
d001.s047.t028 bn:00086468v
d001.s047.t030 bn:00004489n
d001.s047.t039 bn:00082811v
d001.s047.t041 bn:00036821n
d001.s047.t043 bn:00082813v
d001.s047.t050 bn:00059141n
d001.s048.t006 bn:00095141v
d001.s048.t009 bn:00059141n
d001.s048.t016 bn:00095141v
d001.s048.t019 bn:00036821n
d001.s048.t021 bn:00079373n
d001.s048.t027 bn:00082705v
d001.s048.t029 bn:00086468v
d001.s048.t031 bn:00079508n
d001.s048.t038 bn:00025928n
d001.s048.t040 bn:00021645n
d001.s048.t048 bn:03132721n
d001.s049.t002 bn:00086468v
d001.s049.t003 bn:00053826n
d001.s049.t004 bn:00100214a
d001.s050.t002 bn:00087681v
d001.s050.t004 bn:00021645n
d001.s050.t013 bn:00082705v
d001.s050.t015 bn:00021645n
d001.s050.t016 bn:00116450r
d001.s050.t019 bn:00112146a
d001.s050.t023 bn:00086708v
d001.s050.t031 bn:00021645n
d001.s050.t037 bn:00102969a
d001.s050.t038 bn:00016401n
d001.s050.t044 bn:00082705v
d001.s050.t046 bn:00086466v
d001.s050.t048 bn:03305154n
d001.s051.t003 bn:00113455a
d001.s051.t008 bn:00095812v
d001.s052.t001 bn:00114424r
d001.s052.t003 bn:00082821v
d001.s052.t007 bn:00079373n
d001.s052.t015 bn:00101973a
d001.s052.t023 bn:00036821n
d001.s052.t025 bn:00022956n
d001.s052.t027 bn:00071709n
d001.s052.t032 bn:00036821n
d001.s052.t033 bn:00112111a
d001.s052.t036 bn:00001296n
d001.s052.t038 bn:00053827n
d001.s053.t002 bn:00085860v
d001.s053.t004 bn:00035907n
d001.s054.t002 bn:00082705v
d001.s054.t003 bn:00001296n
d001.s054.t005 bn:00056300n
d001.s054.t013 bn:00059141n
d001.s054.t021 bn:00113455a
d001.s054.t024 bn:00946167n
d001.s055.t002 bn:00088078v
d001.s055.t004 bn:00051508n
d001.s055.t007 bn:00079583n
d001.s056.t018 bn:00082553v
d001.s056.t020 bn:00079508n
d001.s056.t024 bn:00001965n
d001.s056.t026 bn:00088310v
d001.s056.t028 bn:00051831n
d001.s057.t002 bn:00087679v
d001.s057.t004 bn:00032395n
d001.s057.t007 bn:00079508n
d001.s057.t010 bn:00079583n
d001.s057.t014 bn:00082553v
d001.s057.t018 bn:00105739a
d001.s057.t019 bn:00034520n
d001.s058.t002 bn:00056688n
d001.s059.t003 bn:00051831n
d001.s060.t001 bn:00020947n
d001.s060.t002 bn:00049538n
d001.s060.t003 bn:00090416v
d001.s061.t001 bn:00082225v
d001.s061.t003 bn:00020945n
d001.s061.t006 bn:00021475n
d001.s062.t006 bn:00086682v
d001.s062.t008 bn:00086466v
d001.s062.t010 bn:00050969n
d001.s062.t014 bn:00081568n
d001.s062.t015 bn:00107791a
d001.s063.t001 bn:00020947n
d001.s063.t002 bn:00036962n
d001.s064.t001 bn:00093281v
d001.s064.t003 bn:00020945n
d001.s064.t009 bn:00083344v
d001.s064.t011 bn:03751534n
d001.s064.t017 bn:00092558v
d001.s065.t001 bn:00084080v
d001.s065.t003 bn:00021475n
d001.s065.t005 bn:00028018n
d001.s065.t009 bn:00082705v
d001.s065.t011 bn:00029775n
d001.s065.t013 bn:00076736n
d001.s066.t001 bn:00020947n
d001.s066.t002 bn:00068673n
d001.s066.t005 bn:00051831n
d001.s067.t001 bn:00093281v
d001.s067.t003 bn:00051831n
d001.s067.t007 bn:00034520n
d001.s067.t011 bn:00045087n
d001.s067.t014 bn:00089639v
d001.s067.t016 bn:00084099v
d001.s068.t001 bn:00020947n
d001.s068.t002 bn:00065472n
d001.s069.t003 bn:00021492n
d001.s070.t002 bn:00082317v
d001.s070.t012 bn:00087107v
d001.s070.t014 bn:00088912v
d001.s070.t017 bn:00120018n
d001.s070.t024 bn:00120018n
d001.s070.t030 bn:00082317v
d001.s070.t032 bn:00107267a
d001.s070.t033 bn:00036821n
d001.s071.t004 bn:00088921v
d001.s071.t008 bn:03113401n
d001.s071.t010 bn:00046850n
d001.s071.t016 bn:00036821n
d001.s072.t002 bn:00086682v
d001.s072.t003 bn:00082705v
d001.s072.t006 bn:00036821n
d001.s072.t007 bn:00112217a
d001.s072.t011 bn:00107182a
d001.s072.t014 bn:00086468v
d001.s073.t003 bn:00087679v
d001.s073.t005 bn:00036821n
d001.s073.t009 bn:03843242n
d001.s073.t014 bn:00041412n
d001.s073.t017 bn:00081292n
d001.s073.t018 bn:00099598a
d001.s074.t005 bn:00041412n
d001.s074.t008 bn:00110075a
d001.s074.t009 bn:00079985n
d001.s075.t003 bn:00082705v
d001.s075.t004 bn:00114626r
d001.s075.t006 bn:03843242n
d001.s075.t013 bn:00055444n
d001.s075.t014 bn:00051508n
d001.s076.t002 bn:00090224v
d001.s076.t004 bn:00020726n
d001.s077.t002 bn:00036064n
d001.s077.t005 bn:00116085r
d001.s077.t011 bn:00021721n
d001.s077.t014 bn:00100676a
d001.s077.t015 bn:00017557n
d001.s078.t005 bn:00060798n
d001.s078.t010 bn:00099598a
d001.s078.t011 bn:00072536n
d001.s078.t013 bn:00047082n
d001.s078.t017 bn:00086341v
d001.s078.t018 bn:00047688n
d001.s078.t022 bn:00036823n
d001.s078.t032 bn:00001961n
d001.s078.t040 bn:00001423n
d001.s078.t050 bn:00079373n
d001.s079.t013 bn:00116284r
d001.s079.t019 bn:00079373n
d001.s079.t025 bn:00070651n
d001.s080.t003 bn:00058145n
d001.s080.t004 bn:00114246r
d001.s080.t007 bn:00027862n
d001.s081.t002 bn:00036064n
d001.s081.t007 bn:00021015n
d001.s081.t008 bn:00102440a
d001.s081.t011 bn:00055180n
d001.s081.t012 bn:00110978a
d001.s081.t015 bn:00110842a
d001.s081.t024 bn:00021721n
d001.s081.t025 bn:00102440a
d001.s081.t030 bn:00032152n
d001.s081.t035 bn:00017557n
d001.s081.t038 bn:00070651n
d001.s082.t002 bn:00036064n
d001.s082.t003 bn:00084099v
d001.s082.t004 bn:00116085r
d001.s082.t009 bn:00064665n
d001.s082.t012 bn:00067181n
d001.s082.t013 bn:00100121a
d001.s082.t018 bn:00082720v
d001.s082.t023 bn:00030844n
d001.s082.t024 bn:00101412a
d001.s082.t026 bn:00089511v
d001.s082.t028 bn:00014138n
d001.s082.t030 bn:00089667v
d001.s082.t033 bn:00037027n
d001.s083.t002 bn:00074790n
d001.s083.t004 bn:00083141v
d001.s083.t008 bn:00108489a
d001.s083.t015 bn:00110842a
d001.s083.t021 bn:00047203n
d001.s083.t024 bn:00001423n
d001.s083.t025 bn:00107136a
d001.s083.t028 bn:00011771n
d001.s083.t029 bn:00102440a
d001.s084.t002 bn:00046575n
d001.s084.t004 bn:00054567n
d001.s084.t007 bn:00070206n
d001.s084.t010 bn:00089660v
d001.s084.t011 bn:00114246r
d001.s085.t003 bn:00073170n
d001.s085.t006 bn:00021721n
d001.s085.t008 bn:00032152n
d001.s085.t012 bn:00050521n
d001.s085.t014 bn:00067808n
d001.s085.t019 bn:00011651n
d001.s085.t022 bn:00030625n
d001.s085.t024 bn:00025569n
d001.s085.t031 bn:00021015n
d001.s085.t032 bn:00102440a
d001.s085.t036 bn:00021015n
d001.s085.t039 bn:03359468n
d001.s085.t045 bn:00060708n
d001.s085.t046 bn:00102440a
d001.s085.t052 bn:00079435n
d001.s085.t054 bn:00060708n
d001.s085.t055 bn:00102440a
d001.s085.t059 bn:00021015n
d001.s085.t060 bn:00102001a
d001.s085.t062 bn:00110842a
d001.s086.t003 bn:00067181n
d001.s086.t004 bn:00107136a
d001.s086.t006 bn:00085499v
d001.s086.t011 bn:00034797n
d001.s086.t017 bn:00063329n
d001.s086.t022 bn:00030933n
d001.s086.t025 bn:01253664n
d001.s086.t028 bn:00026695n
d001.s086.t032 bn:00081593n
d001.s086.t036 bn:00051760n
d001.s086.t038 bn:00014138n
d001.s086.t042 bn:00021248n
d001.s087.t002 bn:00084931v
d001.s087.t006 bn:00034797n
d001.s087.t009 bn:00011771n
d001.s087.t017 bn:00074790n
d001.s087.t019 bn:00016433n
d001.s088.t003 bn:00074790n
d001.s088.t005 bn:00016433n
d001.s088.t008 bn:00082596v
d001.s088.t013 bn:00034797n
d001.s088.t019 bn:00061054n
d001.s088.t021 bn:00030626n
d001.s088.t025 bn:00001423n
d001.s088.t030 bn:00082720v
d001.s088.t032 bn:00037022n
d001.s088.t034 bn:00048242n
d001.s089.t004 bn:00114246r
d001.s089.t005 bn:00080113n
d001.s089.t007 bn:00047238n
d001.s089.t010 bn:00099258a
d001.s089.t012 bn:00035770n
d001.s090.t002 bn:00074790n
d001.s090.t003 bn:00107136a
d001.s090.t004 bn:00085670v
d001.s090.t009 bn:00067181n
d001.s090.t010 bn:00102440a
d001.s090.t018 bn:00108083a
d001.s091.t002 bn:00067181n
d001.s091.t007 bn:00034797n
d001.s091.t009 bn:00084099v
d001.s091.t021 bn:00021721n
d001.s091.t027 bn:00007406n
d001.s092.t002 bn:00036064n
d001.s092.t004 bn:00082486v
d001.s092.t005 bn:00087137v
d001.s092.t007 bn:00017761n
d001.s092.t010 bn:00008714n
d001.s092.t014 bn:00001936n
d001.s092.t018 bn:00030933n
d001.s092.t020 bn:00041853n
d001.s092.t023 bn:00082596v
d001.s092.t025 bn:00016850n
d001.s093.t002 bn:00082596v
d001.s093.t003 bn:00114246r
d001.s093.t014 bn:00102398a
d001.s093.t015 bn:00007020n
d001.s093.t018 bn:00064776n
d001.s093.t020 bn:00088783v
d001.s093.t022 bn:00008714n
d001.s094.t006 bn:00064665n
d001.s094.t009 bn:00082720v
d001.s094.t011 bn:00034797n
d001.s094.t014 bn:00070206n
d001.s094.t015 bn:00109211a
d001.s094.t023 bn:00115235r
d001.s094.t026 bn:00081593n
d001.s095.t002 bn:00064665n
d001.s095.t005 bn:00090460v
d001.s095.t006 bn:00003132n
d001.s095.t009 bn:00067456n
d001.s095.t031 bn:00081593n
d001.s096.t001 bn:00082596v
d001.s096.t008 bn:00037634n
d001.s096.t014 bn:00081593n
d001.s096.t017 bn:00027538n
d001.s096.t022 bn:00001957n
d001.s097.t002 bn:00064665n
d001.s097.t019 bn:00027538n
d001.s097.t022 bn:00005513n
d001.s098.t002 bn:00011771n
d001.s098.t003 bn:02197666n
d001.s098.t008 bn:00064665n
d001.s099.t011 bn:00028015n
d001.s099.t015 bn:00067181n
d001.s099.t016 bn:00109211a
d001.s099.t017 bn:00102440a
d001.s099.t019 bn:00005120n
d001.s099.t023 bn:00087869v
d001.s099.t028 bn:00021015n
d001.s099.t032 bn:00030627n
d001.s099.t033 bn:00079883n
d001.s099.t041 bn:00074790n
d001.s099.t048 bn:00066562n
d001.s099.t055 bn:00054128n
d001.s101.t002 bn:00085499v
d001.s101.t006 bn:00923812n
d001.s101.t016 bn:00072760n
d001.s102.t009 bn:00088078v
d001.s102.t014 bn:00032604n
d001.s103.t002 bn:00052222n
d001.s103.t004 bn:00090663v
d001.s103.t007 bn:00051872n
d001.s103.t011 bn:00032604n
d001.s103.t014 bn:00003057n
d001.s103.t018 bn:00003603n
d001.s103.t020 bn:00923812n
d001.s104.t004 bn:00082705v
d001.s105.t004 bn:00004656n
d001.s106.t002 bn:00082705v
d001.s106.t004 bn:00015267n
d001.s106.t014 bn:00084069v
d001.s106.t017 bn:00018141n
d001.s106.t019 bn:00054128n
d001.s106.t020 bn:00082705v
d001.s106.t023 bn:01853831n
d001.s106.t025 bn:00015180n
d001.s106.t031 bn:00084069v
d001.s107.t009 bn:00047235n
d001.s107.t013 bn:00027011n
d001.s107.t014 bn:00108295a
d001.s107.t018 bn:00082705v
d001.s107.t019 bn:00114246r
d001.s107.t021 bn:00047235n
d001.s107.t023 bn:00027565n
d001.s107.t026 bn:00046787n
d001.s107.t029 bn:00046787n
d001.s107.t030 bn:00088425v
d001.s108.t015 bn:00025419n
d001.s110.t002 bn:00083622v
d001.s110.t004 bn:00066514n
d001.s110.t006 bn:02560276n
d001.s110.t013 bn:00075762n
d001.s112.t006 bn:00034394n
d001.s112.t008 bn:00074790n
d001.s112.t012 bn:00015267n
d001.s112.t014 bn:00049551n
d001.s112.t024 bn:00011771n
d001.s113.t002 bn:00009905n
d001.s113.t004 bn:00083245v
d001.s113.t008 bn:00074790n
d001.s114.t002 bn:00021961n
d001.s114.t005 bn:00074790n
d001.s114.t006 bn:00083245v
d001.s114.t010 bn:00116284r
d001.s114.t011 bn:00102038a
d001.s114.t014 bn:00062717n
d001.s114.t017 bn:00082812v
d001.s114.t019 bn:00027565n
d001.s114.t022 bn:00015267n
d001.s114.t024 bn:00087863v
d001.s114.t026 bn:00054128n
d001.s114.t030 bn:00015267n
d001.s114.t032 bn:00087863v
d001.s114.t033 bn:00062717n
d001.s114.t037 bn:00047235n
d001.s114.t041 bn:00008467n
d001.s114.t043 bn:00027565n
d001.s115.t002 bn:00047235n
d001.s115.t007 bn:00027565n
d001.s115.t009 bn:00083347v
d001.s115.t015 bn:00004222n
d001.s115.t028 bn:00102278a
d001.s116.t005 bn:00047235n
d001.s116.t008 bn:00059954n
d001.s116.t010 bn:00082365v
d001.s117.t002 bn:00047235n
d001.s117.t004 bn:00027565n
d001.s117.t012 bn:00054018n
d001.s117.t017 bn:00076843n
d001.s117.t021 bn:00114246r
d001.s117.t023 bn:00016850n
d001.s117.t026 bn:00027565n
d001.s119.t005 bn:00115530r
d001.s119.t006 bn:00095008v
d001.s119.t009 bn:00082365v
d001.s119.t010 bn:00114917r
d001.s119.t012 bn:00028320n
d001.s119.t016 bn:00019848n
d001.s119.t018 bn:00028320n
d001.s119.t019 bn:00082418v
d001.s119.t022 bn:00061605n
d001.s119.t024 bn:00077267n
d001.s119.t029 bn:00019848n
d001.s119.t031 bn:00022191n
d001.s119.t035 bn:00047235n
d001.s120.t002 bn:00042049n
d001.s120.t006 bn:00046516n
d001.s120.t010 bn:00054128n
d001.s120.t012 bn:00085319v
d001.s120.t014 bn:00022113n
d001.s120.t017 bn:00004222n
d001.s121.t003 bn:00083187v
d001.s121.t005 bn:00030747n
d001.s121.t006 bn:00102398a
