Token ID	Token	Lemma	POS
d001.s003.t030	su		X
d001.s003.t031	médico	médico	N
d001.s003.t032	o		X
d001.s003.t033	su		X
d001.s003.t034	farmacéutico	farmacéutico	N
d001.s003.t035	.		X
d001.s004.t001	Si		X
d001.s004.t002	desea	desear	V
d001.s004.t003	más	más	R
d001.s004.t004	información	información	N
d001.s004.t005	sobre		X
d001.s004.t006	el		X
d001.s004.t007	fundamento	fundamento	N
d001.s004.t008	en		X
d001.s004.t009	el		X
d001.s004.t010	que		X
d001.s004.t011	se		X
d001.s004.t012	han	haber	V
d001.s004.t013	basado	basar	V
d001.s004.t014	las		X
d001.s004.t015	recomendaciones	recomendación	N
d001.s004.t016	del		X
d001.s004.t017	CHMP	chmp	N
d001.s004.t018	,		X
d001.s004.t019	le		X
d001.s004.t020	aconsejamos	aconsejar	V
d001.s004.t021	que		X
d001.s004.t022	lea	leer	V
d001.s004.t023	el		X
d001.s004.t024	Debate	debate	N
d001.s004.t025	Científico	científico	J
d001.s004.t026	(		X
d001.s004.t027	también	también	R
d001.s004.t028	incluido	incluir	V
d001.s004.t029	en		X
d001.s004.t030	el		X
d001.s004.t031	EPAR	epar	N
d001.s004.t032	)		X
d001.s004.t033	.		X
d001.s005.t001	¿Qué		X
d001.s005.t002	es	ser	V
d001.s005.t003	Alimta	alimta	N
d001.s005.t004	?		X
d001.s006.t001	Alimta	alimta	N
d001.s006.t002	es	ser	V
d001.s006.t003	un		X
d001.s006.t004	polvo	polvo	N
d001.s006.t005	con		X
d001.s006.t006	el		X
d001.s006.t007	que		X
d001.s006.t008	se		X
d001.s006.t009	prepara	preparar	V
d001.s006.t010	una		X
d001.s006.t011	solución	solución	N
d001.s006.t012	para		X
d001.s006.t013	perfusión	perfusión	N
d001.s006.t014	(		X
d001.s006.t015	goteo	goteo	N
d001.s006.t016	en		X
d001.s006.t017	vena	vena	N
d001.s006.t018	)		X
d001.s006.t019	.		X
d001.s007.t001	Contiene	contener	V
d001.s007.t002	el		X
d001.s007.t003	principio	principio	N
d001.s007.t004	activo	activo	J
d001.s007.t005	pemetrexed	pemetrexed	N
d001.s007.t006	.		X
d001.s008.t001	¿Para		X
d001.s008.t002	qué		X
d001.s008.t003	se		X
d001.s008.t004	utiliza	utilizar	V
d001.s008.t005	Alimta	alimta	N
d001.s008.t006	?		X
d001.s009.t001	Alimta	alimta	N
d001.s009.t002	está	estar	V
d001.s009.t003	indicado	indicar	V
d001.s009.t004	para		X
d001.s009.t005	el		X
d001.s009.t006	tratamiento	tratamiento	N
d001.s009.t007	de		X
d001.s009.t008	dos		X
d001.s009.t009	tipos	tipo	N
d001.s009.t010	de		X
d001.s009.t011	cáncer	cáncer	N
d001.s009.t012	:		X
d001.s009.t013	mesotelioma	mesotelioma	N
d001.s009.t014	pleural	pleural	J
d001.s009.t015	(		X
d001.s009.t016	cáncer	cáncer	N
d001.s009.t017	del		X
d001.s009.t018	revestimiento	revestimiento	N
d001.s009.t019	de		X
d001.s009.t020	los		X
d001.s009.t021	pulmones	pulmón	N
d001.s009.t022	causado	causar	V
d001.s009.t023	generalmente	generalmente	R
d001.s009.t024	por		X
d001.s009.t025	la		X
d001.s009.t026	exposición	exposición	N
d001.s009.t027	al		X
d001.s009.t028	amianto	amianto	N
d001.s009.t029	)		X
d001.s009.t030	.		X
d001.s010.t001	Alimta	alimta	N
d001.s010.t002	se		X
d001.s010.t003	administra	administrar	V
d001.s010.t004	en		X
d001.s010.t005	combinación	combinación	N
d001.s010.t006	con		X
d001.s010.t007	cisplatino	cisplatino	N
d001.s010.t008	(		X
d001.s010.t009	otro		X
d001.s010.t010	medicamento	medicamento	N
d001.s010.t011	contra		X
d001.s010.t012	el		X
d001.s010.t013	cáncer	cáncer	N
d001.s010.t014	)		X
d001.s010.t015	cuando		X
d001.s010.t016	el		X
d001.s010.t017	tumor	tumor	N
d001.s010.t018	«		X
d001.s010.t019	no	no	R
d001.s010.t020	es	ser	V
d001.s010.t021	resecable	resecable	J
d001.s010.t022	»		X
d001.s010.t023	(		X
d001.s010.t024	no		X
d001.s010.t025	puede	poder	V
d001.s010.t026	extirparse	extirpar	V
d001.s010.t027	sólo	sólo	R
d001.s010.t028	mediante		X
d001.s010.t029	cirugía	cirugía	N
d001.s010.t030	)		X
d001.s010.t031	y		X
d001.s010.t032	es	ser	V
d001.s010.t033	«		X
d001.s010.t034	maligno	maligno	J
d001.s010.t035	»		X
d001.s010.t036	(		X
d001.s010.t037	se		X
d001.s010.t038	ha	haber	V
d001.s010.t039	extendido	extender	V
d001.s010.t040	,		X
d001.s010.t041	o		X
d001.s010.t042	es	ser	V
d001.s010.t043	probable	probable	J
d001.s010.t044	que		X
d001.s010.t045	se		X
d001.s010.t046	extienda	extender	V
d001.s010.t047	fácilmente	fácilmente	R
d001.s010.t048	,		X
d001.s010.t049	a		X
d001.s010.t050	otras		X
d001.s010.t051	partes	parte	N
d001.s010.t052	del		X
d001.s010.t053	cuerpo	cuerpo	N
d001.s010.t054	)		X
d001.s010.t055	,		X
d001.s010.t056	en		X
d001.s010.t057	pacientes	paciente	N
d001.s010.t058	que		X
d001.s010.t059	no	no	R
d001.s010.t060	han	haber	V
d001.s010.t061	recibido	recibir	V
d001.s010.t062	quimioterapia	quimioterapia	N
d001.s010.t063	(		X
d001.s010.t064	medicamentos	medicamento	N
d001.s010.t065	contra		X
d001.s010.t066	el		X
d001.s010.t067	cáncer	cáncer	N
d001.s010.t068	)		X
d001.s010.t069	previamente	previamente	R
d001.s010.t070	,		X
d001.s010.t071	cáncer	cáncer	N
d001.s010.t072	de		X
d001.s010.t073	pulmón	pulmón	N
d001.s010.t074	«		X
d001.s010.t075	no	no	N
d001.s010.t076	microcítico	microcito	N
d001.s010.t077	»		X
d001.s010.t078	avanzado	avanzado	J
d001.s010.t079	o		X
d001.s010.t080	metastásico	metastásico	N
d001.s010.t081	que		X
d001.s010.t082	no	no	R
d001.s010.t083	afecte	afectar	V
d001.s010.t084	a		X
d001.s010.t085	las		X
d001.s010.t086	células	célula	N
d001.s010.t087	«		X
d001.s010.t088	escamosas	escamoso	J
d001.s010.t089	»		X
d001.s010.t090	.		X
d001.s011.t001	Alimta	alimta	N
d001.s011.t002	se		X
d001.s011.t003	utiliza	utilizar	V
d001.s011.t004	en		X
d001.s011.t005	combinación	combinación	N
d001.s011.t006	con		X
d001.s011.t007	cisplatino	cisplatino	N
d001.s011.t008	en		X
d001.s011.t009	pacientes	paciente	N
d001.s011.t010	que		X
d001.s011.t011	no	no	R
d001.s011.t012	han	haber	V
d001.s011.t013	sido	ser	V
d001.s011.t014	tratados	tratar	V
d001.s011.t015	previamente	previamente	R
d001.s011.t016	y		X
d001.s011.t017	en		X
d001.s011.t018	monoterapia	monoterapia	N
d001.s011.t019	en		X
d001.s011.t020	pacientes	paciente	N
d001.s011.t021	que		X
d001.s011.t022	han	haber	V
d001.s011.t023	sido	ser	V
d001.s011.t024	tratado	tratar	V
d001.s011.t025	previamente	previamente	R
d001.s011.t026	con		X
d001.s011.t027	otros		X
d001.s011.t028	tipos	tipo	N
d001.s011.t029	de		X
d001.s011.t030	quimioterapia	quimioterapia	N
d001.s011.t031	.		X
d001.s012.t001	Este		X
d001.s012.t002	medicamento	medicamento	N
d001.s012.t003	sólo	sólo	R
d001.s012.t004	podrá	poder	V
d001.s012.t005	dispensarse	dispensar	V
d001.s012.t006	con		X
d001.s012.t007	receta	receta	N
d001.s012.t008	médica	médico	J
d001.s012.t009	.		X
d001.s013.t001	¿Cómo	¿cómo	N
d001.s013.t002	se		X
d001.s013.t003	usa	usar	V
d001.s013.t004	Alimta	alimta	N
d001.s013.t005	?		X
d001.s014.t001	Alimta	alimta	N
d001.s014.t002	sólo	sólo	R
d001.s014.t003	debe	deber	V
d001.s014.t004	administrarse	administrar	V
d001.s014.t005	bajo		X
d001.s014.t006	la		X
d001.s014.t007	supervisión	supervisión	N
d001.s014.t008	de		X
d001.s014.t009	un		X
d001.s014.t010	médico	médico	N
d001.s014.t011	cualificado	cualificar	V
d001.s014.t012	en		X
d001.s014.t013	el		X
d001.s014.t014	uso	uso	N
d001.s014.t015	de		X
d001.s014.t016	quimioterapia	quimioterapia	N
d001.s014.t017	contra		X
d001.s014.t018	el		X
d001.s014.t019	cáncer	cáncer	N
d001.s014.t020	.		X
d001.s015.t001	La		X
d001.s015.t002	dosis	dosis	N
d001.s015.t003	recomendada	recomendar	V
d001.s015.t004	de		X
d001.s015.t005	Alimta	alimta	N
d001.s015.t006	es	ser	V
d001.s015.t007	de		X
d001.s015.t008	500		X
d001.s015.t009	mg	mg	N
d001.s015.t010	por		X
d001.s015.t011	metro	metro	N
d001.s015.t012	cuadrado	cuadrado	J
d001.s015.t013	de		X
d001.s015.t014	superficie	superficie	N
d001.s015.t015	corporal	corporal	J
d001.s015.t016	(		X
d001.s015.t017	calculada	calcular	V
d001.s015.t018	a partir de		X
d001.s015.t019	la		X
d001.s015.t020	estatura	estatura	N
d001.s015.t021	y		X
d001.s015.t022	el		X
d001.s015.t023	peso	peso	N
d001.s015.t024	del		X
d001.s015.t025	paciente	paciente	N
d001.s015.t026	)		X
d001.s015.t027	.		X
d001.s015.t028	Se		X
d001.s015.t029	administra	administrar	V
d001.s015.t030	una		X
d001.s015.t031	vez	vez	N
d001.s015.t032	cada		X
d001.s015.t033	tres		X
d001.s015.t034	semanas	semana	N
d001.s015.t035	por		X
d001.s015.t036	perfusión	perfusión	N
d001.s015.t037	intravenosa	intravenoso	J
d001.s015.t038	durante		X
d001.s015.t039	10		X
d001.s015.t040	minutos	minuto	N
d001.s015.t041	.		X
d001.s016.t001	Con		X
d001.s016.t002	el		X
d001.s016.t003	fin	fin	N
d001.s016.t004	de		X
d001.s016.t005	reducir	reducir	V
d001.s016.t006	los		X
d001.s016.t007	efectos	efecto	N
d001.s016.t008	secundarios	secundario	J
d001.s016.t009	,		X
d001.s016.t010	los		X
d001.s016.t011	pacientes	paciente	N
d001.s016.t012	deben	deber	V
d001.s016.t013	recibir	recibir	V
d001.s016.t014	un		X
d001.s016.t015	corticosteroide	corticosteroide	N
d001.s016.t016	y		X
d001.s016.t017	ácido	ácido	N
d001.s016.t018	fólico	fólico	J
d001.s016.t019	(		X
d001.s016.t020	un		X
d001.s016.t021	tipo	tipo	N
d001.s016.t022	de		X
d001.s016.t023	vitamina	vitamina	N
d001.s016.t024	)		X
d001.s016.t025	,		X
d001.s016.t026	así como		X
d001.s016.t027	inyecciones	inyección	N
d001.s016.t028	de		X
d001.s016.t029	vitamina	vitamina	N
d001.s016.t030	B12		X
d001.s016.t031	durante		X
d001.s016.t032	el		X
d001.s016.t033	tratamiento	tratamiento	N
d001.s016.t034	con		X
d001.s016.t035	Alimta	alimta	N
d001.s016.t036	.		X
d001.s017.t001	Cuando		X
d001.s017.t002	Alimta	alimta	N
d001.s017.t003	se		X
d001.s017.t004	utiliza	utilizar	V
d001.s017.t005	conjuntamente	conjuntamente	R
d001.s017.t006	con		X
d001.s017.t007	cisplatino	cisplatino	N
d001.s017.t008	,		X
d001.s017.t009	hay que	haber~que	V
d001.s017.t010	administrar	administrar	V
d001.s017.t011	además	además	R
d001.s017.t012	un		X
d001.s017.t013	medicamento	medicamento	N
d001.s017.t014	«		X
d001.s017.t015	antiemético	antiemético	N
d001.s017.t016	»		X
d001.s017.t017	(		X
d001.s017.t018	para		X
d001.s017.t019	evitar	evitar	V
d001.s017.t020	los		X
d001.s017.t021	vómitos	vómito	N
d001.s017.t022	)		X
d001.s017.t023	y		X
d001.s017.t024	líquidos	líquido	N
d001.s017.t025	(		X
d001.s017.t026	para		X
d001.s017.t027	evitar	evitar	V
d001.s017.t028	la		X
d001.s017.t029	deshidratación	deshidratación	N
d001.s017.t030	)		X
d001.s017.t031	antes		X
d001.s017.t032	o		X
d001.s017.t033	después de		X
d001.s017.t034	la		X
d001.s017.t035	dosis	dosis	N
d001.s017.t036	de		X
d001.s017.t037	cisplatino	cisplatino	N
d001.s017.t038	.		X
d001.s018.t001	Será	ser	V
d001.s018.t002	necesario	necesario	J
d001.s018.t003	retrasar	retrasar	V
d001.s018.t004	o		X
d001.s018.t005	suspender	suspender	V
d001.s018.t006	el		X
d001.s018.t007	tratamiento	tratamiento	N
d001.s018.t008	,		X
d001.s018.t009	o		X
d001.s018.t010	reducir	reducir	V
d001.s018.t011	la		X
d001.s018.t012	dosis	dosis	N
d001.s018.t013	,		X
d001.s018.t014	en		X
d001.s018.t015	pacientes	paciente	N
d001.s018.t016	que		X
d001.s018.t017	presenten	presentar	V
d001.s018.t018	alteraciones	alteración	N
d001.s018.t019	en		X
d001.s018.t020	los		X
d001.s018.t021	recuentos	recuento	N
d001.s018.t022	sanguíneos	sanguíneo	J
d001.s018.t023	o		X
d001.s018.t024	determinados	determinado	J
d001.s018.t025	efectos	efecto	N
d001.s018.t026	secundarios	secundario	J
d001.s018.t027	.		X
d001.s019.t001	No	no	R
d001.s019.t002	se		X
d001.s019.t003	recomienda	recomendar	V
d001.s019.t004	administrar	administrar	V
d001.s019.t005	Alimta	alimta	N
d001.s019.t006	a		X
d001.s019.t007	pacientes	paciente	N
d001.s019.t008	con		X
d001.s019.t009	problemas	problema	N
d001.s019.t010	renales	renal	J
d001.s019.t011	moderados	moderado	J
d001.s019.t012	o		X
d001.s019.t013	graves	grave	J
d001.s019.t014	.		X
d001.s020.t001	Si		X
d001.s020.t002	desea	desear	V
d001.s020.t003	más	más	R
d001.s020.t004	información	información	N
d001.s020.t005	,		X
d001.s020.t006	consulte	consultar	V
d001.s020.t007	el		X
d001.s020.t008	Resumen	resumen	N
d001.s020.t009	de		X
d001.s020.t010	las		X
d001.s020.t011	Características	característica	N
d001.s020.t012	del		X
d001.s020.t013	Producto	producto	N
d001.s020.t014	,		X
d001.s020.t015	que		X
d001.s020.t016	también	también	R
d001.s020.t017	forma	formar	V
d001.s020.t018	parte	parte	N
d001.s020.t019	del		X
d001.s020.t020	EPAR	epar	N
d001.s020.t021	.		X
d001.s021.t001	¿Cómo	cómo	R
d001.s021.t002	actúa	actuar	V
d001.s021.t003	Alimta	alimta	N
d001.s021.t004	?		X
d001.s022.t001	El		X
d001.s022.t002	principio	principio	N
d001.s022.t003	activo	activo	J
d001.s022.t004	de		X
d001.s022.t005	Alimta	alimta	N
d001.s022.t006	,		X
d001.s022.t007	el		X
d001.s022.t008	pemetrexed	pemetrexed	N
d001.s022.t009	,		X
d001.s022.t010	es	ser	V
d001.s022.t011	un		X
d001.s022.t012	medicamento	medicamento	N
d001.s022.t013	citotóxico	citotóxico	N
d001.s022.t014	(		X
d001.s022.t015	un		X
d001.s022.t016	medicamento	medicamento	N
d001.s022.t017	que		X
d001.s022.t018	destruye	destruir	V
d001.s022.t019	las		X
d001.s022.t020	células	célula	N
d001.s022.t021	que		X
d001.s022.t022	están	estar	V
d001.s022.t023	en		X
d001.s022.t024	fase	fase	N
d001.s022.t025	de		X
d001.s022.t026	división	división	N
d001.s022.t027	,		X
d001.s022.t028	como		X
d001.s022.t029	las		X
d001.s022.t030	cancerosas	canceroso	J
d001.s022.t031	)		X
d001.s022.t032	que		X
d001.s022.t033	pertenece	pertenecer	V
d001.s022.t034	al		X
d001.s022.t035	grupo	grupo	N
d001.s022.t036	de		X
d001.s022.t037	los		X
d001.s022.t038	«		X
d001.s022.t039	antimetabolitos	antimetabolitos	N
d001.s022.t040	»		X
d001.s022.t041	.		X
d001.s023.t001	En		X
d001.s023.t002	el		X
d001.s023.t003	organismo	organismo	N
d001.s023.t004	,		X
d001.s023.t005	el		X
d001.s023.t006	pemetrexed	pemetrexed	N
d001.s023.t007	se		X
d001.s023.t008	convierte	convertir	V
d001.s023.t009	en		X
d001.s023.t010	una		X
d001.s023.t011	forma	forma	N
d001.s023.t012	activa	activo	J
d001.s023.t013	que		X
d001.s023.t014	bloquea	bloquear	V
d001.s023.t015	la		X
d001.s023.t016	actividad	actividad	N
d001.s023.t017	de		X
d001.s023.t018	las		X
d001.s023.t019	enzimas	enzima	N
d001.s023.t020	que		X
d001.s023.t021	participan	participar	V
d001.s023.t022	en		X
d001.s023.t023	la		X
d001.s023.t024	producción	producción	N
d001.s023.t025	de		X
d001.s023.t026	«		X
d001.s023.t027	nucleótidos	nucleótido	N
d001.s023.t028	»		X
d001.s023.t029	(		X
d001.s023.t030	elementos	elemento	N
d001.s023.t031	esenciales	esencial	J
d001.s023.t032	del		X
d001.s023.t033	ADN	adn	N
d001.s023.t034	y		X
d001.s023.t035	el		X
d001.s023.t036	ARN	arn	N
d001.s023.t037	,		X
d001.s023.t038	el		X
d001.s023.t039	material	material	N
d001.s023.t040	genético	genético	J
d001.s023.t041	de		X
d001.s023.t042	las		X
d001.s023.t043	células	célula	N
d001.s023.t044	)		X
d001.s023.t045	.		X
d001.s024.t001	¿Qué	qué	J
d001.s024.t002	tipo	tipo	N
d001.s024.t003	de		X
d001.s024.t004	estudios	estudio	N
d001.s024.t005	se		X
d001.s024.t006	han	haber	V
d001.s024.t007	realizado	realizar	V
d001.s024.t008	con		X
d001.s024.t009	Alimta	alimta	N
d001.s024.t010	?		X
d001.s025.t001	Por		X
d001.s025.t002	lo		X
d001.s025.t003	que		X
d001.s025.t004	se		X
d001.s025.t005	refiere	referir	V
d001.s025.t006	al		X
d001.s025.t007	tratamiento	tratamiento	N
d001.s025.t008	del		X
d001.s025.t009	mesotelioma	mesotelioma	N
d001.s025.t010	pleural	pleural	J
d001.s025.t011	maligno	maligno	J
d001.s025.t012	,		X
d001.s025.t013	Alimta	alimta	N
d001.s025.t014	ha	haber	V
d001.s025.t015	sido	ser	V
d001.s025.t016	evaluado	evaluar	V
d001.s025.t017	en		X
d001.s025.t018	un		X
d001.s025.t019	estudio	estudio	N
d001.s025.t020	principal	principal	J
d001.s025.t021	realizado	realizar	V
d001.s025.t022	en		X
d001.s025.t023	456		X
d001.s025.t024	pacientes	paciente	N
d001.s025.t025	que		X
d001.s025.t026	no	no	R
d001.s025.t027	habían	haber	V
d001.s025.t028	recibido	recibir	V
d001.s025.t029	quimioterapia	quimioterapia	N
d001.s025.t030	anteriormente	anteriormente	R
d001.s025.t031	.		X
d001.s026.t001	Se		X
d001.s026.t002	compararon	comparar	V
d001.s026.t003	los		X
d001.s026.t004	efectos	efecto	N
d001.s026.t005	de		X
d001.s026.t006	Alimta	alimta	N
d001.s026.t007	en		X
d001.s026.t008	combinación	combinación	N
d001.s026.t009	con		X
d001.s026.t010	cisplatino	cisplatino	N
d001.s026.t011	con		X
d001.s026.t012	los		X
d001.s026.t013	efectos	efecto	N
d001.s026.t014	del		X
d001.s026.t015	cisplatino	cisplatino	N
d001.s026.t016	administrado	administrar	V
d001.s026.t017	en		X
d001.s026.t018	solitario	solitario	J
d001.s026.t019	.		X
d001.s027.t001	En		X
d001.s027.t002	cuanto		X
d001.s027.t003	al		X
d001.s027.t004	tratamiento	tratamiento	N
d001.s027.t005	del		X
d001.s027.t006	cáncer	cáncer	N
d001.s027.t007	de		X
d001.s027.t008	pulmón	pulmón	N
d001.s027.t009	no	no	N
d001.s027.t010	microcítico	microcito	N
d001.s027.t011	,		X
d001.s027.t012	se		X
d001.s027.t013	compararon	comparar	V
d001.s027.t014	los		X
d001.s027.t015	efectos	efecto	N
d001.s027.t016	de		X
d001.s027.t017	Alimta	alimta	N
d001.s027.t018	con		X
d001.s027.t019	los		X
d001.s027.t020	del		X
d001.s027.t021	docetaxel	docetaxel	N
d001.s027.t022	(		X
d001.s027.t023	otro		X
d001.s027.t024	medicamento	medicamento	N
d001.s027.t025	contra		X
d001.s027.t026	el		X
d001.s027.t027	cáncer	cáncer	N
d001.s027.t028	)		X
d001.s027.t029	en		X
d001.s027.t030	un		X
d001.s027.t031	estudio	estudio	N
d001.s027.t032	realizado	realizar	V
d001.s027.t033	en		X
d001.s027.t034	571		X
d001.s027.t035	pacientes	paciente	N
d001.s027.t036	con		X
d001.s027.t037	enfermedad	enfermedad	N
d001.s027.t038	localmente	localmente	R
d001.s027.t039	avanzada	avanzar	V
d001.s027.t040	o		X
d001.s027.t041	metastásica	metastásico	N
d001.s027.t042	que		X
d001.s027.t043	habían	haber	V
d001.s027.t044	recibido	recibir	V
d001.s027.t045	quimioterapia	quimioterapia	N
d001.s027.t046	previamente	previamente	R
d001.s027.t047	.		X
d001.s028.t001	Alimta	alimta	N
d001.s028.t002	también	también	R
d001.s028.t003	se		X
d001.s028.t004	comparó	comparar	V
d001.s028.t005	con		X
d001.s028.t006	gemcitabina	gemcitabina	N
d001.s028.t007	(		X
d001.s028.t008	otro		X
d001.s028.t009	medicamento	medicamento	N
d001.s028.t010	contra		X
d001.s028.t011	el		X
d001.s028.t012	cáncer	cáncer	N
d001.s028.t013	)		X
d001.s028.t014	,		X
d001.s028.t015	ambos		X
d001.s028.t016	en		X
d001.s028.t017	combinación	combinación	N
d001.s028.t018	con		X
d001.s028.t019	cisplatino	cisplatino	N
d001.s028.t020	,		X
d001.s028.t021	en		X
d001.s028.t022	un		X
d001.s028.t023	estudio	estudio	N
d001.s028.t024	con		X
d001.s028.t025	1.725		X
d001.s028.t026	pacientes	paciente	N
d001.s028.t027	que		X
d001.s028.t028	no	no	N
d001.s028.t029	habían	haber	V
d001.s028.t030	recibido	recibir	V
d001.s028.t031	quimioterapia	quimioterapia	N
d001.s028.t032	contra		X
d001.s028.t033	el		X
d001.s028.t034	cáncer	cáncer	N
d001.s028.t035	de		X
d001.s028.t036	pulmón	pulmón	N
d001.s028.t037	previamente	previamente	R
d001.s028.t038	.		X
d001.s029.t001	En		X
d001.s029.t002	los		X
d001.s029.t003	tres		X
d001.s029.t004	estudios	estudio	N
d001.s029.t005	,		X
d001.s029.t006	el		X
d001.s029.t007	criterio	criterio	N
d001.s029.t008	principal	principal	J
d001.s029.t009	de		X
d001.s029.t010	valoración	valoración	N
d001.s029.t011	de		X
d001.s029.t012	la		X
d001.s029.t013	eficacia	eficacia	N
d001.s029.t014	fue	ser	V
d001.s029.t015	el		X
d001.s029.t016	tiempo	tiempo	N
d001.s029.t017	de		X
d001.s029.t018	supervivencia	supervivencia	N
d001.s029.t019	de		X
d001.s029.t020	los		X
d001.s029.t021	pacientes	paciente	N
d001.s029.t022	.		X
d001.s030.t001	¿Qué	¿qué	N
d001.s030.t002	beneficio	beneficio	N
d001.s030.t003	ha	haber	V
d001.s030.t004	demostrado	demostrar	V
d001.s030.t005	tener	tener	V
d001.s030.t006	Alimta	alimta	N
d001.s030.t007	durante		X
d001.s030.t008	los		X
d001.s030.t009	estudios	estudio	N
d001.s030.t010	?		X
d001.s031.t001	Alimta	alimta	N
d001.s031.t002	prolongó	prolongar	V
d001.s031.t003	el		X
d001.s031.t004	tiempo	tiempo	N
d001.s031.t005	de		X
d001.s031.t006	supervivencia	supervivencia	N
d001.s031.t007	de		X
d001.s031.t008	los		X
d001.s031.t009	pacientes	paciente	N
d001.s031.t010	con		X
d001.s031.t011	mesotelioma	mesotelioma	N
d001.s031.t012	pleural	pleural	J
d001.s031.t013	maligno	maligno	J
d001.s031.t014	.		X
d001.s032.t001	Los		X
d001.s032.t002	pacientes	paciente	N
d001.s032.t003	que		X
d001.s032.t004	recibieron	recibir	V
d001.s032.t005	Alimta	alimta	N
d001.s032.t006	y		X
d001.s032.t007	cisplatino	cisplatino	N
d001.s032.t008	sobrevivieron	sobrevivir	V
d001.s032.t009	una		X
d001.s032.t010	media	media	N
d001.s032.t011	de		X
d001.s032.t012	12,1		X
d001.s032.t013	meses	mes	N
d001.s032.t014	,		X
d001.s032.t015	mientras que		X
d001.s032.t016	la		X
d001.s032.t017	supervivencia	supervivencia	N
d001.s032.t018	de		X
d001.s032.t019	los		X
d001.s032.t020	enfermos	enfermo	N
d001.s032.t021	tratados	tratar	V
d001.s032.t022	sólo	sólo	R
d001.s032.t023	con		X
d001.s032.t024	cisplatino	cisplatino	N
d001.s032.t025	fue	ser	V
d001.s032.t026	de		X
d001.s032.t027	9,3		X
d001.s032.t028	meses	mes	N
d001.s032.t029	.		X
d001.s033.t001	En		X
d001.s033.t002	el		X
d001.s033.t003	tratamiento	tratamiento	N
d001.s033.t004	de		X
d001.s033.t005	pacientes	paciente	N
d001.s033.t006	con		X
d001.s033.t007	cáncer	cáncer	N
d001.s033.t008	de		X
d001.s033.t009	pulmón	pulmón	N
d001.s033.t010	no	no	N
d001.s033.t011	microcítico	microcito	N
d001.s033.t012	,		X
d001.s033.t013	Alimta	alimta	N
d001.s033.t014	fue	ser	V
d001.s033.t015	tan	tan	R
d001.s033.t016	efectivo	efectivo	J
d001.s033.t017	como		X
d001.s033.t018	los		X
d001.s033.t019	medicamentos	medicamento	N
d001.s033.t020	de		X
d001.s033.t021	comparación	comparación	N
d001.s033.t022	.		X
d001.s034.t001	En		X
d001.s034.t002	los		X
d001.s034.t003	pacientes	paciente	N
d001.s034.t004	que		X
d001.s034.t005	habían	haber	V
d001.s034.t006	recibido	recibir	V
d001.s034.t007	quimioterapia	quimioterapia	N
d001.s034.t008	previamente	previamente	R
d001.s034.t009	,		X
d001.s034.t010	el		X
d001.s034.t011	tiempo	tiempo	N
d001.s034.t012	medio	medio	J
d001.s034.t013	de		X
d001.s034.t014	supervivencia	supervivencia	N
d001.s034.t015	fue	ser	V
d001.s034.t016	de		X
d001.s034.t017	8,3		X
