ID	Sentence
d000.s046	Powers are one way to make roots too . -gt : It s the way to specify the bounded variable in a function . ( ) : It is used to specify a higher priority . abc(params) : When the parser finds a function , it checks if abc is an operator .
d000.s047	If it is , it will be treated as an operator , if it is not , it will be treated as a user function . : = : It is used to define a variable value . ? : Piecewise condition definition .
d000.s048	Piecewise is the way we can define conditional operations in kalgebra .
d000.s049	If we introduce the condition before the ? it will use this condition only if it is true , if it finds a ? without any condition , it will enter in the last instance . { } : MathML container . It can be used to define a container .
d000.s050	Mainly useful for working with piecewise .
d000.s051	Now you could ask me , why should the user mind about MathML ? That s easy . With this , we can operate with functions like cos() , sin() , any other trigonometric functions , sum() or product() .
d000.s052	It does not matter what kind it is .
d000.s053	We can use plus() , times() and everything which has its operator . kalgebra 's console is useful as a calculator .
d000.s054	There you have a list of the declared variables .
d000.s055	By double clicking on them you will see a dialog that lets you change their values ( just a way to trick the log ) .
d000.s056	"Every time you enter an expression , the "" ans "" variable value will be changed to the last result ."
d000.s057	Ctrl N New Window
d000.s058	Flushes the log .
d000.s059	Ctrl L Load Script
d000.s060	Executes the instructions in a file sequentially .
d000.s061	Nice if you want to define some libraries or resume some previous work .
d000.s062	Ctrl G Save Script
d000.s063	Saves the instructions you have typed since the session began to be able to reuse .
d000.s064	Generates text files so it should be easy to fix using any text editor , like Kate .
d000.s065	Ctrl S Save Log
d000.s066	Saves the log with all results into an HTML file to be able to print or publish .
d000.s067	Ctrl Q Quit
d000.s068	Shuts the program down .
d000.s069	To add a new 2D graph on kalgebra , what you have to do is to go to the 2D Graph tab and click in the Add tab to add the new function .
d000.s070	Then your focus will go to an input text box where you can type your function .
d000.s071	If you want to use a typical f(x) function it is not necessary to specify it .
d000.s072	If you have entered the function click on the OK button to display the graph in the main window .
d000.s073	You can set several graphs on the same view .
d000.s074	Just use the Add button when you are in List mode .
d000.s075	You can set each graph its own color .
d000.s076	The Foundation has recently been involved in organising a conference which dealt with this critical challenge .
d000.s077	Over 100 participants from the main interest groups attended and debated issues such as the role of key actors including public authorities , social partners , voluntary and community organisations as well as service users .
d000.s078	There were relatively few cases reported of attempts to involve users in service planning but their involvement in service provision was found to be more common .
d000.s079	Note was also taken of the variety of different roles played by public welfare
d000.s080	The Foundation organised , together with the European Commission , the Spanish Ministry of Social Affairs and the Galician regional government , a European conference on social exclusion : a major challenge for public welfare services .
d000.s081	The Foundation recently published a comparative study as part of the EPOC project which assesses the extent to which direct participation can humanise work while increasing profitability .
d000.s082	The study is based on 195 personal interviews with senior officials of the social partners as representatives of national level peak organisations in fifteen European countries .
d000.s083	As important industrial sectors , the metal industry and the banking sector were also included .
d000.s084	Key speakers at the social exclusion conference were ( left to right ) Cristina Louro , Employment , Industrial Relations and Social Affairs Directorate , European Commission Fernando Gomes , a high degree of Committee of the Regions Barbara Weiler , Member of the European Parliament José Maria Gil-Robles , Vice-President , European Parliament and John Carroll , Economic and Social Committee .
d000.s085	Case Studies Each national report contains a portfolio of between 25 and 30 initiatives which best present policies and practices to improve the recruitment , training and development of ageing workers in both the work place and the community .
d000.s086	For each country , two or three initiatives have been selected for further in depth case study .
d000.s087	These case studies analysed the background of the initiatives , their impact on employment patterns and work organisations and assessed the benefits and problems of the initiative .
d000.s088	Visits and interviews with key personnel were also undertaken .
d000.s089	These national studies will form the basis of a European report which synthesises overall practices .
d000.s090	The report and a case book of initiatives will be published in 1996 and provide the backdrop for a conference to be staged in Autumn , 1996 .
d000.s091	The Foundation aims to document the characteristics of age barriers in job recruitment and training and to analyse their causes .
d000.s092	The perspectives of the social partners is also being examined , with particular attention paid to proposals for removing age barriers .
d000.s093	Thirdly , the project documents and assesses initiatives , in both the public and private sectors which combat age barriers , especially for older workers .
d000.s094	Seeking alternatives to early retirement and redundancy , the project is primarily concerned with the retention , reintegration and retraining of older workers .
d000.s095	The gender and ethnic backgrounds of workers and how these relate to age discrimination are examined .
d000.s096	The project also considers initiatives to combat age discrimination in rural areas and in small and medium sized enterprises .
d000.s097	Seven member states are covered by the project : Belgium , France , Germany , Greece , Italy , the Netherlands and the United Kingdom .
d000.s098	This document is a summary of the European Public Assessment Report . It explains how the Committee for Medicinal Products for Veterinary Use ( CVMP ) assessed the studies performed , to reach their recommendations on how to use the medicine .
d000.s099	What is Cerenia ?
d000.s100	Cerenia contains the active substance maropitant and is available as tablet or as solution for injection .
d000.s101	The tablets are pale-orange and have a score line on both sides so that they can be halved .
d000.s102	Each tablet is marked with the Pfizer logo on one side and with the letters MPT and the quantity of maropitant on the other side .
d000.s103	What is Cerenia used for ?
d000.s104	Cerenia is an anti-emetic , this means that it stops vomiting .
d000.s105	It is used in dogs to prevent vomiting such as vomiting caused by chemotherapy ( medicines used for the treatment of cancer , some of which are known to cause vomiting ) .
d000.s106	In combination with supportive measures such as other veterinary treatment or a special diet , Cerenia can also be used in the treatment of vomiting ( either as injection or as injection followed by tablets ) .
d000.s107	For these purposes , Cerenia can be given for up to five days
d000.s108	How does Cerenia work ?
d000.s109	Cerenia blocks a neurokinin 1 ( NK1 ) receptor , which acts in the central nervous system .
d000.s110	How has Cerenia been studied ?
d000.s111	A large number of studies with Cerenia were carried out either in laboratory dogs or in animal patients at veterinary practises in several European countries and in the USA .
d000.s112	What benefit has Cerenia shown during the studies ?
d000.s113	The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .
d000.s114	The treatment of a vomiting dog should be started with the injection , since vomiting animals might not be able to keep a tablet down ( as they might throw the intact tablet up again ) .
d000.s115	For follow-up treatment , the animal owner can administer the tablets to the dog .
d000.s116	Also , the treatment of vomiting should only be together with other supportive measure or other veterinary therapy while addressing the underlying causes of the vomiting .
d000.s117	What is the risk associated with Cerenia ?
d000.s118	Cerenia was generally well tolerated when administered daily at dosages up to 5 times the recommended doses for an extended period of time ( up to 3 times the recommended maximum duration of treatment ) .
d000.s119	What are the precautions for the person who gives the medicine or comes into contact with the animal ?
d000.s120	Cerenia does not represent a particular risk for people .
