ID	Sentence
d000.s027	Alimta è stato anche confrontato con gemcitabina ( altro medicinale antitumorale ) , entrambi in associazione con cisplatino , in uno studio su 1.725 pazienti che in passato non erano mai stati sottoposti a chemioterapia per tumore polmonare .
d000.s028	In tutti e tre gli studi , il principale indicatore dell efficacia era il tempo di sopravvivenza dei pazienti .
d000.s029	Quali benefici ha mostrato Alimta nel corso degli studi ?
d000.s030	Alimta ha aumentato il tempo di sopravvivenza dei pazienti affetti da mesotelioma pleurico maligno .
d000.s031	I soggetti a cui è stato somministrato Alimta in combinazione con cisplatino sono sopravvissuti in media 12,1 mesi , rispetto ai 9,3 mesi dei pazienti che hanno assunto cisplatino in monoterapia .
d000.s032	Nel trattamento dei pazienti con carcinoma polmonare non a piccole cellule , Alimta si è rivelato tanto efficace quanto i comparatori .
d000.s033	Nei pazienti che in passato erano stati sottoposti a chemioterapia , il tempo di sopravvivenza medio è stato di 8,3 mesi con Alimta , contro 7,9 con docetaxel .
d000.s034	Nei pazienti che in passato non erano stati sottoposti a chemioterapia , il tempo di sopravvivenza medio è stato di 10,3 mesi in entrambi i gruppi .
d000.s035	Tuttavia , in entrambi gli studi i pazienti il cui tumore non interessava cellule squamose hanno riportato tempi di sopravvivenza più lunghi se trattati con Alimta che se trattati con il comparatore .
d000.s036	Invece , i pazienti il cui tumore interessava cellule squamose hanno riportato tempi di sopravvivenza più brevi se trattati con Alimta . kalgebra è una calcolatrice matematica basata sul linguaggio MathML .
d000.s037	Può eseguire semplici operazioni ( aritmetiche e logiche ) in MathML e può rappresentare grafici 2D e 3D .
d000.s038	Non è necessario conoscere MathML per usare kalgebra . kalgebra è una calcolatrice grafica basata sul linguaggio MathML .
d000.s039	Anche se inizialmente era orientata all' uso usando MathML , può essere usata da chiunque con un minimo di conoscenza matematica .
d000.s040	Immagine della finestra principale di kalgebra Finestra principale di kalgebra La finestra principale di kalgebra è composta da una scheda Console , una scheda 2D , una scheda 3D e una scheda Dizionario .
d000.s041	Sotto queste schede si trova un campo di inserimento per scrivere le funzioni o fare calcoli .
d000.s042	Se vogliamo capire come funziona , la cosa migliore da fare è comprendere che ciò che viene inserito è convertito in MathML , anche se non è necessario conoscere MathML .
d000.s043	Ho basato la sintassi praticamente sul senso comune , e non dovrebbe essere difficile .
d000.s044	Ho dato un' occhiata alla sintassi di Maxima e di Maple , in modo da esserne abbastanza simile . + - * / : addizione , sottrazione , moltiplicazione e divisione . ^ , ** : elevamento a potenza , puoi usare entrambi .
d000.s045	È anche possibile usare il carattere Unicode ² .
d000.s046	Con gli elevamenti a potenza è anche possibile effettuare radici -gt : È il modo di specificare la variabile vincolata in una funzione . ( ) : usato per specificare una priorità più alta . abc(parametri) : Quando l' analizzatore trova una funzione , controlla se « abc » è un operatore .
d000.s047	Se lo è , sarà trattato come un operatore se non lo è , sarà trattato come una funzione utente . : = : Usata per definire il valore di una variabile . ? : Definizione di condizione definita a tratti .
d000.s048	"Una definizione "" a tratti "" è il modo in cui possiamo definire operazioni condizionali in kalgebra ."
d000.s049	Se introduciamo la condizione prima del « ? » , questa condizione sarà usata solo se è vera se viene trovato un « ? » senza condizione , verrà usato come ultima alternativa . { } : contenitore MathML ; Può essere usato per definire un contenitore .
d000.s050	Utile principalmente per le funzioni definite a tratti .
d000.s051	Adesso potresti chiedermi : perché l' utente dovrebbe conoscere MathML ? Semplice : con il MathML possiamo operare con funzioni come cos() , sin() ( e qualsiasi altra funzione trigonometrica ) , sum() o product() .
d000.s052	Non importa che tipo di funzione sia .
d000.s053	Possiamo usare plus() , times() e qualunque cosa che ha un operatore . La console di kalgebra è utile come calcolatrice .
d000.s054	C è una lista delle variabili dichiarate .
d000.s055	Facendo doppio clic su ognuna di esse puoi vedere una finestra di dialogo che ti permette di modificarne il valore ( un modo per ingannare il log ) .
d000.s056	Ogni volta che inserisci un' espressione , il valore della variabile « ans » sarà modificato all' ultimo risultato .
d000.s057	Ctrl N Nuovo
d000.s058	Pulisce la console .
d000.s059	Ctrl C Carica script
d000.s060	Esegue le istruzioni presenti in un file .
d000.s061	"Un buon metodo per creare "" librerie "" o riprendere un lavoro interrotto in precedenza ."
d000.s062	Ctrl S Salva script
d000.s063	Salva le istruzioni eseguite dall' inizio della sessione in modo da poterle riusare .
d000.s064	Genera file di testo semplice , quindi è possibile modificarli usando un qualsiasi editor di testo ( come Kate ) .
d000.s065	Ctrl L Salva log
d000.s066	Salva il log e tutti i risultati su file HTML che può essere stampato o pubblicato .
d000.s067	Ctrl Q Esci
d000.s068	Chiude il programma .
d000.s069	Per aggiungere un nuovo grafico 2D in kalgebra , devi andare nella scheda Grafico 2D e fare clic sulla scheda Aggiungi per aggiungere una nuova funzione .
d000.s070	Sarà quindi attivata la casella di testo dove puoi scrivere la funzione .
d000.s071	Se vuoi usare una tipica funzione f(x) non è necessario specificarla .
d000.s072	Quando hai inserito la funzione premi OK per visualizzare il grafico nella finestra principale .
d000.s073	Puoi avere più grafici nella stessa vista .
d000.s074	Usa il pulsante Aggiungi in modalità « lista » .
d000.s075	Puoi impostare un diverso colore per ogni grafico .
d000.s076	Recentemente la Fondazione ha partecipato all' organizzazione di una conferenza che ha affrontato questa sfida critica .
d000.s077	Hanno partecipato oltre 100 esponenti delle principali categorie interessate , i quali hanno discusso fra l' altro del ruolo degli attori chiave quali pubbliche autorità , parti sociali , organizzazioni di volontariato e locali nonché utenti dei servizi .
d000.s078	Si è convenuto sulla necessità di un' impostazione più olistica , che tenga conto del fatto che gli utenti non beneficiano di questi servizi in isolamento , ma piuttosto quale elemento della loro vita quotidiana .
d000.s079	Si è anche preso atto della gamma di aioli diversi svolti
d000.s080	Unitamente alla Commissione europea , al Ministero degli affari sociali spagnolo e al governo regionale della Galizia , la Fondazione ha organizzato una conferenza europea sul tema Esclusione sociale : una grande sfida per i servizi pubblici di assistenza .
d000.s081	Recentemente la Fondazione ha pubblicato , nel quadro del progetto EPOC , uno studio comparativo che valuta la misura in cui la partecipazione diretta può umanizzare il lavoro migliorando allo stesso tempo la redditività .
d000.s082	Lo studio si basa su 195 interviste personali con alti dirigenti delle parti sociali , in rappresentanza delle principali organizzazioni nazionali di quindici paesi europei .
d000.s083	Quali settori industriali di rilievo , sono stati inclusi anche l' industria metallurgica e il settore bancario .
d000.s084	I principali oratori in occasione della conferenza sull' esclusione sociale ( da sinistra a destra ) : Cristina louro , Direzione generale per l' Occupazione , le relazioni industriali e gli affari sociali , Commissione europea Fernando Gomes , Comitato delle regioni Barbara Weiler , deputato al Parlamento europeo José María Gil-Robles Gil-Delgado , vicepresidente del Parlamento europeo John Cairoti , Comitato economico e sociale .
d000.s085	Studi di casi Ogni rapporto nazionale contiene una serie di 25-30 iniziative , selezionate fra quelle più idonee ad illustrare politiche e prassi volte a migliorare l' assunzione , la formazione e lo sviluppo dei lavoratori anziani nell' azienda e nella comunità .
d000.s086	Per ciascun paese due o tre iniziative sono state ulteriormente selezionate in vista di uno studio di caso più approfondito .
d000.s087	Questi studi hanno analizzato il contesto delle iniziative e il loro impatto sui modelli occupazionali e sulle organizzazioni del lavoro , valutando inoltre i vantaggi e i problemi dell' iniziativa .
d000.s088	Hanno anche avuto luogo visite e interviste con esponenti chiave del personale .
d000.s089	Gli studi nazionali sfoceranno in un rapporto europeo che sintetizzerà le prassi più comuni .
d000.s090	Questo rapporto e una raccolta di iniziative saranno pubblicati nel 1996 e costituiranno la base di una conferenza prevista per l' autunno dello stesso anno .
d000.s091	La Fondazione intende documentare le caratteristiche delle barriere inerenti all' età a livello di assunzione e formazione e analizzarne le cause .
d000.s092	Vengono esaminati anche i punti di vista delle parti sociali , dedicando un' attenzione particolare alle proposte volte ad eliminare le barriere inerenti all' età .
d000.s093	In terzo luogo , il progetto documenta e valuta iniziative , pubbliche e private , volte a lottare contro le barriere legate all' età , specialmente a favore dei lavoratori anziani .
d000.s094	Ricercando alternative al prepensionamento e al licenziamento , il progetto si interessa principalmente al mantenimento , alla reintegrazione e alla riqualificazione dei lavoratori anziani .
d000.s095	Sono presi in considerazione il sesso e l' appartenenza etnica dei lavoratori , e la loro correlazione con la discriminazione in base all' età .
d000.s096	Il progetto esamina anche iniziative volte a lottare contro la discriminazione basata sull' età nelle zone rurali e nelle piccole e medie imprese .
d000.s097	La ricerca ha per oggetto sette Stati membri : Belgio , Francia , Germania , Grecia , Italia , Paesi Bassi e Regno Unito . Sintesi destinata al pubblico
d000.s098	Il presente documento è la sintesi di una relazione di valutazione pubblica europea ( EPAR ) .
d000.s099	Che cos è Cerenia ?
d000.s100	Cerenia contiene il principio attivo maropitant ed è disponibile sotto forma di compressa o di soluzione iniettabile .
d000.s101	Le compresse sono di color arancione chiaro e hanno una tacca su entrambi i lati , per facilitarne la divisione in due metà .
d000.s102	Ciascuna compressa è marcata da un lato con il logo Pfizer e dall altro lato con le lettere MPT e con numeri che indicano la quantità di maropitant .
d000.s103	Per che cosa si usa Cerenia ?
d000.s104	Cerenia è un antiemetico , ossia un medicinale che arresta il vomito .
d000.s105	È usato nei cani per prevenire il vomito causato , per esempio , dalla chemioterapia ( medicinali usati per la cura del cancro , alcuni dei quali noti per provocare il vomito ) .
d000.s106	In combinazione con altre misure di supporto , per esempio altre terapie veterinarie o una dieta speciale , Cerenia può anche essere usato nel trattamento del vomito ( sia come iniezione che come iniezione seguita da compresse ) .
d000.s107	Per tali scopi Cerenia può essere somministrato fino a un massimo di cinque giorni .
d000.s108	Come agisce Cerenia ?
d000.s109	Cerenia blocca un recettore della neurochinina ( NK1 ) che agisce a livello del sistema nervoso centrale .
d000.s110	Come è stata studiata l efficacia di Cerenia ?
d000.s111	Sono stati condotti numerosi studi con Cerenia , sia su cani da laboratorio sia su animali in cura presso studi veterinari di diversi paesi europei e negli Stati Uniti d America .
d000.s112	Quali benefici ha mostrato Cerenia nel corso degli studi ?
d000.s113	Dai risultati degli studi è emerso che Cerenia è più efficace del placebo : nei cani trattati con il medicinale gli attacchi di vomito sono stati meno frequenti rispetto agli animali trattati con il placebo , sia nel trattamento che nella prevenzione del vomito .
d000.s114	Il trattamento di un cane con vomito deve iniziare con l iniezione , perché gli animali con attacchi di vomito possono non essere in grado di trattenere la compressa nell organismo ( che può essere vomitata intatta ) .
d000.s115	Per il trattamento di follow-up , le compresse possono essere somministrate dal padrone del cane .
d000.s116	Inoltre , la cura del vomito deve essere associata ad altre misure di supporto o ad altre terapie veterinarie che intervengano sulle cause del vomito .
d000.s117	Quali sono i rischi associati a Cerenia ?
d000.s118	Cerenia è generalmente ben tollerato se somministrato giornalmente con dosi fino a 5 volte la dose raccomandata per un lungo periodo di tempo ( fino a 3 volte la durata di trattamento raccomandata ) .
d000.s119	Quali sono le precauzioni che deve prendere la persona che somministra il medicinale o entra in contatto con l animale ?
d000.s120	Cerenia non presenta particolari rischi per l uomo .
