d001.s001.t002  bn:00028015n
d002.s001.t008  bn:00053491n                   
d002.s001.t009  bn:03313895n                   
d002.s001.t010  bn:00213650n                   
d002.s001.t012  bn:00083141v                   
d002.s002.t001  bn:00116382r                   
d002.s002.t003  bn:00102111a                   
d002.s002.t005  bn:00053826n                   
d002.s002.t007  bn:13609301a                   
d002.s002.t009  bn:00097495a                   
d002.s002.t012  bn:00097495a                   
d002.s002.t014  bn:00116382r                   
d002.s002.t015  bn:00041412n                   
d002.s002.t017  bn:00090557v                   
d002.s003.t003  bn:00114118r                   
d002.s003.t006  bn:00085261v                   
d002.s003.t007  bn:00107182a                   
d002.s003.t008  bn:00116360r                   
d002.s004.t001  bn:14324775n                   
d002.s004.t003  bn:13609301a                   
d002.s004.t004  bn:00041412n                   
d002.s004.t005  bn:00014687n                   
d002.s005.t003  bn:00114055r                   
d002.s005.t004  bn:13609301a                   
d002.s005.t005  bn:00091201v                   
d002.s005.t009  bn:00114424r                   
d002.s005.t010  bn:00106058a                   
d002.s005.t011  bn:00106488a                   
d002.s005.t012  bn:00020452n                   
d002.s005.t016  bn:00082705v                   
d002.s006.t001  bn:00115639r                   
d002.s006.t003  bn:00099598a                   
d002.s006.t004  bn:00081292n                   
d002.s006.t006  bn:01157212n                   
d002.s007.t001  bn:00099598a                   
d002.s007.t002  bn:00081292n                   
d002.s008.t001  bn:14324775n                   
d002.s008.t002  bn:00099598a                   
d002.s008.t003  bn:00081292n                   
d002.s008.t006  bn:00120018n                   
d002.s008.t010  bn:00041412n                   
d002.s008.t011  bn:00120018n                   
d002.s008.t015  bn:00041412n                   
d002.s008.t016  bn:00120018n                   
d002.s008.t019  bn:00026967n                   
d002.s008.t022  bn:00085498v                   
d002.s009.t001  bn:13603935n                   
d002.s009.t003  bn:00114401r                   
d002.s009.t006  bn:00036821n                   
d002.s009.t012  bn:00014688n                   
d002.s009.t013  bn:00087107v                   
d002.s009.t016  bn:00046850n                   
d002.s009.t017  bn:00034274n                   
d002.s009.t018  bn:00086708v                   
d002.s010.t004  bn:00086682v                   
d002.s010.t007  bn:00088629v                   
d002.s010.t012  bn:00098274a                   
d002.s010.t014  bn:00076919n                   
d002.s010.t016  bn:00087107v                   
d002.s010.t026  bn:00046850n                   
d002.s010.t027  bn:00084772v                   
d002.s010.t031  bn:00085261v                   
d002.s010.t032  bn:00107182a                   
d002.s010.t033  bn:00116360r                   
d002.s011.t002  bn:00114508r                   
d002.s011.t003  bn:00100090a                   
d002.s011.t006  bn:00083141v                   
d002.s011.t008  bn:02561609n                   
d002.s011.t013  bn:02268723n                   
d002.s011.t015  bn:00101358a                   
d002.s011.t018  bn:00116360r                   
d002.s012.t004  bn:03668936n                   
d002.s012.t006  bn:00114748r                   
d002.s012.t007  bn:00116789r                   
d002.s012.t009  bn:00087107v                   
d002.s012.t013  bn:00090452v                   
d002.s012.t015  bn:00096782a                   
d002.s013.t006  bn:00001296n                   
d002.s013.t007  bn:00055233n                   
d002.s014.t005  bn:00032355n                   
d002.s014.t009  bn:00082705v                   
d002.s015.t001  bn:00114246r                   
d002.s015.t003  bn:02529895n                   
d002.s015.t005  bn:00082705v                   
d002.s015.t007  bn:00108829a                   
d002.s016.t001  bn:00032355n                   
d002.s016.t002  bn:00068247n                   
d002.s016.t005  bn:00001965n                   
d002.s017.t009  bn:00086468v                   
d002.s017.t011  bn:00001965n                   
d002.s018.t005  bn:00104162a                   
d002.s018.t007  bn:00086468v                   
d002.s018.t009  bn:00082705v                   
d002.s019.t009  bn:00036821n                   
d002.s019.t010  bn:00082811v                   
d002.s019.t011  bn:00082276v                   
d002.s019.t014  bn:00082813v                   
d002.s019.t015  bn:00087107v                   
d002.s020.t008  bn:00059141n                   
d002.s020.t010  bn:00095141v                   
d002.s020.t014  bn:00116360r                   
d002.s020.t019  bn:00079373n                   
d002.s020.t020  bn:00036821n                   
d002.s020.t022  bn:00095141v                   
d002.s021.t007  bn:00079508n                   
d002.s021.t008  bn:00086468v                   
d002.s022.t002  bn:03132721n                   
d002.s022.t003  bn:00021645n                   
d002.s023.t001  bn:03132721n                   
d002.s023.t003  bn:14324775n                   
d002.s023.t004  bn:00100214a                   
d002.s023.t006  bn:00086468v                   
d002.s024.t004  bn:00021645n                   
d002.s024.t005  bn:27249702r                   
d002.s024.t006  bn:00087681v                   
d002.s024.t008  bn:00082442v                   
d002.s024.t010  bn:00117250r                   
d002.s024.t012  bn:00021645n                   
d002.s024.t013  bn:00082705v                   
d002.s024.t018  bn:00112146a                   
d002.s024.t024  bn:00021645n                   
d002.s024.t026  bn:00086708v                   
d002.s024.t027  bn:00116479r                   
d002.s024.t030  bn:00102969a                   
d002.s024.t031  bn:00016401n                   
d002.s024.t032  bn:00085363v                   
d002.s025.t004  bn:03313895n                   
d002.s025.t005  bn:03305154n                   
d002.s026.t003  bn:03305154n                   
d002.s026.t004  bn:00086466v                   
d002.s026.t006  bn:00082705v                   
d002.s027.t001  bn:00114714r                   
d002.s027.t002  bn:03132721n                   
d002.s027.t004  bn:27249702r                   
d002.s027.t005  bn:00095812v                   
d002.s027.t008  bn:00113455a                   
d002.s028.t001  bn:00114424r                   
d002.s028.t004  bn:00082821v                   
d002.s028.t010  bn:03313895n                   
d002.s029.t002  bn:00101973a                   
d002.s029.t010  bn:00071709n                   
d002.s029.t013  bn:00108011a                   
d002.s029.t016  bn:00036821n                   
d002.s029.t024  bn:00036821n                   
d002.s029.t026  bn:00085744v                   
d002.s030.t003  bn:00035907n                   
d002.s030.t005  bn:00116360r                   
d002.s031.t002  bn:00082705v                   
d002.s031.t005  bn:00001296n                   
d002.s031.t008  bn:00056300n                   
d002.s031.t013  bn:00059141n                   
d002.s031.t014  bn:00088078v                   
d002.s032.t001  bn:14324775n                   
d002.s032.t005  bn:00113455a                   
d002.s033.t001  bn:00114427r                   
d002.s033.t006  bn:00051508n                   
d002.s033.t007  bn:00088078v                   
d002.s034.t013  bn:00079508n                   
d002.s034.t014  bn:00082553v                   
d002.s034.t016  bn:00082536v                   
d002.s034.t017  bn:00087107v                   
d002.s034.t019  bn:00114626r                   
d002.s034.t021  bn:00093174v                   
d002.s034.t023  bn:00001965n                   
d002.s035.t004  bn:00019848n                   
d002.s035.t007  bn:00032395n                   
d002.s035.t008  bn:00085363v                   
d002.s035.t015  bn:00079583n                   
d002.s035.t016  bn:00079508n                   
d002.s035.t017  bn:00105739a                   
d002.s035.t019  bn:00082553v                   
d002.s035.t023  bn:00020947n                   
d002.s036.t001  bn:00107267a                   
d002.s036.t002  bn:00081292n                   
d002.s037.t001  bn:00051831n                   
d002.s038.t001  bn:00020947n                   
d002.s038.t002  bn:00090416v                   
d002.s039.t001  bn:00082225v                   
d002.s039.t002  bn:00020945n                   
d002.s039.t005  bn:00082225v                   
d002.s039.t006  bn:00087107v                   
d002.s040.t004  bn:00050969n                   
d002.s040.t005  bn:00086466v                   
d002.s040.t009  bn:00107791a                   
d002.s040.t011  bn:00081568n                   
d002.s040.t015  bn:00086682v                   
d002.s040.t019  bn:00107292a                   
d002.s041.t001  bn:00020947n                   
d002.s041.t002  bn:00093281v                   
d002.s042.t001  bn:03751534n                   
d002.s042.t007  bn:00095295v                   
d002.s042.t008  bn:00020945n                   
d002.s042.t009  bn:00093281v                   
d002.s043.t001  bn:01848600n                   
d002.s043.t002  bn:00021475n                   
d002.s043.t003  bn:00084080v                   
d002.s043.t006  bn:03628723n                   
d002.s043.t008  bn:00076732n                   
d002.s043.t009  bn:00029775n                   
d002.s043.t010  bn:00082705v                   
d002.s043.t012  bn:00101973a                   
d002.s043.t013  bn:00084308v                   
d002.s044.t001  bn:00068673n                   
d002.s044.t002  bn:00020947n                   
d002.s044.t003  bn:00051831n                   
d002.s045.t003  bn:00084099v                   
d002.s045.t005  bn:00096151a                   
d002.s045.t010  bn:00051831n                   
d002.s045.t012  bn:00045087n                   
d002.s045.t014  bn:00093281v                   
d002.s046.t001  bn:00065472n                   
d002.s046.t002  bn:00020947n                   
d002.s047.t001  bn:00021492n                   
d002.s048.t003  bn:00107267a                   
d002.s048.t005  bn:00041412n                   
d002.s048.t006  bn:00082317v                   
d002.s048.t011  bn:00087107v                   
d002.s048.t016  bn:00041412n                   
d002.s048.t017  bn:00120018n                   
d002.s048.t018  bn:00088912v                   
d002.s048.t021  bn:00107267a                   
d002.s048.t026  bn:00082317v                   
d002.s049.t001  bn:00114281r                   
d002.s049.t003  bn:00007023n                   
d002.s049.t005  bn:00046850n                   
d002.s049.t006  bn:00076732n                   
d002.s049.t008  bn:00088912v                   
d002.s049.t012  bn:00036821n                   
d002.s049.t013  bn:00095295v                   
d002.s050.t004  bn:00112217a                   
d002.s050.t005  bn:00036821n                   
d002.s050.t010  bn:00082705v                   
d002.s050.t012  bn:00086682v                   
d002.s050.t015  bn:00054390n                   
d002.s050.t017  bn:00107182a                   
d002.s050.t018  bn:00116360r                   
d002.s051.t004  bn:00087679v                   
d002.s051.t005  bn:00087107v                   
d002.s051.t008  bn:00099598a                   
d002.s051.t010  bn:00041412n                   
d002.s051.t011  bn:00087013v                   
d002.s051.t015  bn:00096817a                   
d002.s052.t002  bn:00110075a                   
d002.s052.t004  bn:00110469a                   
d002.s052.t005  bn:00041412n                   
d002.s052.t006  bn:00090224v                   
d002.s053.t001  bn:00051508n                   
d002.s053.t005  bn:00114626r                   
d002.s053.t006  bn:00082317v                   
d002.s053.t007  bn:03843242n                   
d002.s054.t003  bn:00041412n                   
d002.s054.t006  bn:00020726n                   
d002.s054.t007  bn:00090224v                   
d003.s002.t001  bn:00036064n                   
d003.s002.t002  bn:00116085r                   
d003.s002.t004  bn:00021721n                   
d003.s002.t007  bn:00089893v                   
d003.s002.t010  bn:00100676a                   
d003.s002.t012  bn:00091196v                   
d003.s003.t001  bn:00099598a                   
d003.s003.t002  bn:00047078n                   
d003.s003.t007  bn:00060798n                   
d003.s003.t008  bn:00082907v                   
d003.s003.t009  bn:00087107v                   
d003.s003.t012  bn:00047688n                   
d003.s003.t013  bn:00086341v                   
d003.s003.t016  bn:00089660v                   
d003.s003.t017  bn:00109211a                   
d003.s003.t018  bn:00001961n                   
d003.s003.t020  bn:00110842a                   
d003.s003.t021  bn:00001177n                   
d003.s003.t023  bn:00113672a                   
d003.s003.t025  bn:00021248n                   
d003.s003.t026  bn:00001423n                   
d003.s003.t028  bn:00070651n                   
d003.s003.t030  bn:00036823n                   
d003.s004.t004  bn:00089893v                   
d003.s004.t007  bn:00016401n                   
d003.s004.t010  bn:00102920a                   
d003.s004.t012  bn:00092825v                   
d003.s004.t013  bn:00087107v                   
d003.s004.t017  bn:00070651n                   
d003.s004.t020  bn:00030844n                   
d003.s004.t021  bn:00108978a                   
d003.s004.t022  bn:00116284r                   
d003.s004.t023  bn:00100093a                   
d003.s005.t001  bn:00109211a                   
d003.s005.t002  bn:00101350a                   
d003.s005.t003  bn:00036823n                   
d003.s005.t004  bn:00114246r                   
d003.s005.t005  bn:00058145n                   
d003.s005.t006  bn:00036823n                   
d003.s006.t002  bn:00102440a                   
d003.s006.t003  bn:00021015n                   
d003.s006.t006  bn:00110842a                   
d003.s006.t007  bn:00001739n                   
d003.s006.t008  bn:00055180n                   
d003.s006.t012  bn:00007299n                   
d003.s006.t019  bn:00021721n                   
d003.s006.t023  bn:00109211a                   
d003.s006.t024  bn:00070651n                   
d003.s006.t027  bn:00106332a                   
d003.s006.t028  bn:00017557n                   
d003.s007.t001  bn:00036064n                   
d003.s007.t002  bn:00116085r                   
d003.s007.t005  bn:00027912n                   
d003.s007.t008  bn:00100121a                   
d003.s007.t009  bn:00067181n                   
d003.s007.t010  bn:00084099v                   
d003.s007.t011  bn:00082720v                   
d003.s007.t013  bn:00037022n                   
d003.s007.t017  bn:00101412a                   
d003.s007.t018  bn:00030844n                   
d003.s007.t019  bn:00032425n                   
d003.s007.t020  bn:00082720v                   
d003.s008.t002  bn:00074790n                   
d003.s008.t005  bn:00023236n                   
d003.s008.t006  bn:00107136a                   
d003.s008.t007  bn:00041239n                   
d003.s008.t008  bn:00110401a                   
d003.s008.t010  bn:00047203n                   
d003.s008.t012  bn:00110842a                   
d003.s008.t015  bn:00036837n                   
d003.s008.t017  bn:00108489a                   
d003.s008.t018  bn:00047238n                   
d003.s008.t020  bn:00083141v                   
d003.s009.t001  bn:00104680a                   
d003.s009.t002  bn:00104995a                   
d003.s009.t003  bn:00070206n                   
d003.s009.t008  bn:00008412n                   
d003.s010.t001  bn:00110842a                   
d003.s010.t005  bn:00073170n                   
d003.s010.t008  bn:00050521n                   
d003.s010.t010  bn:00067808n                   
d003.s010.t015  bn:00030625n                   
d003.s010.t017  bn:00104995a                   
d003.s010.t018  bn:00025569n                   
d003.s010.t020  bn:00110842a                   
d003.s010.t021  bn:00001738n                   
d003.s010.t022  bn:00011651n                   
d003.s010.t024  bn:00102440a                   
d003.s010.t025  bn:00021015n                   
d003.s010.t031  bn:00034004n                   
d003.s010.t032  bn:03649673n                   
d003.s010.t037  bn:00079435n                   
d003.s010.t040  bn:00060708n                   
d003.s010.t045  bn:00102001a                   
d003.s010.t047  bn:00110842a                   
d003.s010.t048  bn:00021015n                   
d003.s011.t001  bn:00016401n                   
d003.s011.t002  bn:00074790n                   
d003.s011.t004  bn:00107136a                   
d003.s011.t005  bn:00067181n                   
d003.s011.t009  bn:00034797n                   
d003.s011.t012  bn:00063673n                   
d003.s011.t013  bn:00085499v                   
d003.s011.t015  bn:00014138n                   
d003.s011.t019  bn:00082449v                   
d003.s011.t021  bn:00030933n                   
d003.s011.t023  bn:00041853n                   
d003.s011.t025  bn:00026695n                   
d003.s011.t029  bn:00063329n                   
d003.s011.t031  bn:00082573v                   
d003.s011.t032  bn:00090234v                   
d003.s012.t002  bn:00023236n                   
d003.s012.t004  bn:00102794a                   
d003.s012.t006  bn:00034797n                   
d003.s012.t007  bn:00026418n                   
d003.s012.t012  bn:00034797n                   
d003.s012.t013  bn:00084931v                   
d003.s013.t002  bn:00016401n                   
d003.s013.t003  bn:00074790n                   
d003.s013.t006  bn:00082596v                   
d003.s013.t007  bn:00087107v                   
d003.s013.t010  bn:00030626n                   
d003.s013.t011  bn:00061054n                   
d003.s013.t013  bn:00014138n                   
d003.s013.t014  bn:00001423n                   
d003.s013.t016  bn:00030709n                   
d003.s013.t019  bn:00034797n                   
d003.s013.t020  bn:00037022n                   
d003.s013.t022  bn:00048242n                   
d003.s013.t023  bn:00082720v                   
d003.s013.t024  bn:00087107v                   
d003.s014.t001  bn:00099258a                   
d003.s014.t004  bn:00080113n                   
d003.s014.t006  bn:00047238n                   
d003.s014.t007  bn:00082906v                   
d003.s014.t008  bn:00087107v                   
d003.s015.t003  bn:00067280n                   
d003.s015.t007  bn:00008790n                   
d003.s015.t008  bn:00085670v                   
d003.s015.t011  bn:00108083a                   
d003.s015.t012  bn:00061054n                   
d003.s015.t013  bn:00094713v                   
d003.s015.t014  bn:00087107v                   
d003.s016.t003  bn:00067181n                   
d003.s016.t007  bn:00016401n                   
d003.s016.t008  bn:00012059n                   
d003.s016.t015  bn:00082779v                   
d003.s016.t019  bn:00084692v                   
d003.s017.t002  bn:00082486v                   
d003.s017.t005  bn:00030933n                   
d003.s017.t009  bn:00001936n                   
d003.s017.t010  bn:00008714n                   
d003.s017.t011  bn:00017761n                   
d003.s017.t012  bn:00087137v                   
d003.s017.t016  bn:00016850n                   
d003.s017.t017  bn:00082596v                   
d003.s017.t018  bn:00087107v                   
d003.s018.t001  bn:00110842a                   
d003.s018.t003  bn:00061746n                   
d003.s018.t004  bn:00082596v                   
d003.s018.t005  bn:00087107v                   
d003.s018.t008  bn:00102398a                   
d003.s018.t010  bn:00001936n                   
d003.s018.t012  bn:00088783v                   
d003.s018.t013  bn:00087107v                   
d003.s018.t014  bn:00064776n                   
d003.s018.t016  bn:00007020n                   
d003.s018.t017  bn:00086761v                   
d003.s019.t001  bn:00117283r                   
d003.s019.t005  bn:00008714n                   
d003.s019.t007  bn:00115235r                   
d003.s019.t009  bn:00096644a                   
d003.s019.t010  bn:00070206n                   
d003.s019.t014  bn:00109211a                   
d003.s019.t016  bn:00104973a                   
d003.s019.t019  bn:00034797n                   
d003.s019.t022  bn:00082720v                   
d003.s019.t023  bn:00087107v                   
d003.s020.t001  bn:00101935a                   
d003.s020.t002  bn:00066743n                   
d003.s020.t004  bn:00067456n                   
d003.s020.t005  bn:00003132n                   
d003.s020.t006  bn:00090460v                   
d003.s020.t010  bn:00114714r                   
d003.s020.t011  bn:00096644a                   
d003.s020.t013  bn:00090460v                   
d003.s020.t014  bn:00044396n                   
d003.s020.t016  bn:00092717v                   
d003.s020.t020  bn:00083240v                   
d003.s021.t002  bn:00037634n                   
d003.s021.t004  bn:00100762a                   
d003.s021.t005  bn:14474854n                   
d003.s021.t010  bn:00027538n                   
d003.s021.t012  bn:00082868v                   
d003.s021.t014  bn:00082596v                   
d003.s021.t015  bn:00087107v                   
d003.s022.t002  bn:00109998a                   
d003.s022.t003  bn:00005513n                   
d003.s022.t005  bn:00106773a                   
d003.s022.t008  bn:00034797n                   
d003.s022.t009  bn:16850202n                   
d003.s022.t010  bn:00001936n                   
d003.s022.t011  bn:00027538n                   
d003.s022.t013  bn:00020858n                   
d003.s022.t016  bn:00085648v                   
d003.s022.t017  bn:00087107v                   
d003.s023.t002  bn:00054277n                   
d003.s023.t003  bn:00023236n                   
d003.s023.t005  bn:00064665n                   
d003.s023.t007  bn:00085497v                   
