Token ID	Token	Lemma	POS	BN Synset	Token ID ES	Token ES	Lemma ES	POS ES	Sense ES
	or	or	CONJ	n/a	d001.s003.t008	o		X	n/a
	your	you	PRON	n/a					n/a
d001.s003.t006	treatment	treatment	NOUN	bn:00047235n	d001.s003.t010	tratamiento	tratamiento	N	bn:00047235n
	,	,	.	n/a	d001.s003.t014	,		X	n/a
d001.s003.t007	read	read	VERB	bn:00092424v	d001.s003.t018	lea	leer	V	bn:00092424v
	the	the	DET	n/a	d001.s003.t019	el		X	n/a
d001.s003.t008	Package	package	NOUN	bn:00013882n	d001.s003.t020	prospecto	prospecto	N	n/a
d001.s003.t009	Leaflet	leaflet	NOUN	bn:00012133n					n/a
	(	(	.	n/a	d001.s003.t021	(		X	n/a
d001.s003.t010	also	also	ADV	bn:00114246r	d001.s003.t022	incluido	incluir	V	n/a
d001.s003.t011	part	part	NOUN	bn:00027912n					n/a
	of	of	ADP	n/a					n/a
	the	the	DET	n/a	d001.s003.t024	el		X	n/a
	EPAR	epar	NOUN	n/a	d001.s003.t025	EPAR	epar	N	n/a
	)	)	.	n/a	d001.s003.t026	)		X	n/a
	or	or	CONJ	n/a	d001.s003.t027	o		X	n/a
d001.s003.t012	contact	contact	VERB	bn:00085696v	d001.s003.t028	pregunte	preguntar	V	n/a
	your	you	PRON	n/a	d001.s003.t030	su		X	n/a
d001.s003.t013	doctor	doctor	NOUN	bn:00027976n	d001.s003.t031	médico	médico	N	bn:00027976n
	or	or	CONJ	n/a	d001.s003.t032	o		X	n/a
d001.s003.t014	pharmacist	pharmacist	NOUN	bn:00004992n	d001.s003.t034	farmacéutico	farmacéutico	N	bn:00004992n
	.	.	.	n/a	d001.s003.t035	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	If	if	ADP	n/a	d001.s004.t001	Si		X	n/a
	you	you	PRON	n/a					n/a
d001.s004.t001	want	want	VERB	bn:00086682v	d001.s004.t002	desea	desear	V	bn:00086682v
d001.s004.t002	more	more	ADJ	bn:00106935a	d001.s004.t003	más	más	R	n/a
d001.s004.t003	information	information	NOUN	bn:00025314n	d001.s004.t004	información	información	N	bn:00025314n
	on	on	ADP	n/a	d001.s004.t005	sobre		X	n/a
	the	the	DET	n/a	d001.s004.t006	el		X	n/a
d001.s004.t004	basis	basis	NOUN	bn:00008870n	d001.s004.t007	fundamento	fundamento	N	bn:00008870n
	of	of	ADP	n/a					n/a
	the	the	DET	n/a					n/a
	CHMP	chmp	NOUN	n/a	d001.s004.t017	CHMP	chmp	N	n/a
d001.s004.t005	recommendations	recommendation	NOUN	bn:00066562n	d001.s004.t015	recomendaciones	recomendación	N	bn:00066562n
	,	,	.	n/a	d001.s004.t018	,		X	n/a
d001.s004.t006	read	read	VERB	bn:00092424v	d001.s004.t022	lea	leer	V	bn:00092424v
	the	the	DET	n/a	d001.s004.t023	el		X	n/a
d001.s004.t007	Scientific	scientific	ADJ	bn:00110176a					n/a
d001.s004.t008	Discussion	discussion	NOUN	bn:00027523n	d001.s004.t024	Debate	debate	N	bn:00027523n
	(	(	.	n/a	d001.s004.t026	(		X	n/a
d001.s004.t009	also	also	ADV	bn:00114246r	d001.s004.t027	también	también	R	bn:00114246r
d001.s004.t010	part	part	NOUN	bn:00027912n					n/a
	of	of	ADP	n/a					n/a
	the	the	DET	n/a	d001.s004.t030	el		X	n/a
	EPAR	epar	NOUN	n/a	d001.s004.t031	EPAR	epar	N	n/a
	)	)	.	n/a	d001.s004.t032	)		X	n/a
	.	.	.	n/a	d001.s004.t033	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	What	what	PRON	n/a	d001.s005.t001	¿Qué		X	n/a
	is	be	VERB	n/a	d001.s005.t002	es	ser	V	n/a
	Alimta	alimta	NOUN	n/a	d001.s005.t003	Alimta	alimta	N	n/a
	?	?	.	n/a	d001.s005.t004	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s006.t001	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s006.t002	es	ser	V	n/a
	a	a	DET	n/a	d001.s006.t003	un		X	n/a
d001.s006.t001	powder	powder	NOUN	bn:00063927n					n/a
	that	that	DET	n/a	d001.s006.t007	que		X	n/a
	is	be	VERB	n/a					n/a
d001.s006.t002	made up	make_up	VERB	bn:00083187v	d001.s006.t009	prepara	preparar	V	n/a
	into	into	ADP	n/a					n/a
	a	a	DET	n/a	d001.s006.t010	una		X	n/a
d001.s006.t003	solution	solution	NOUN	bn:00072760n	d001.s006.t011	solución	solución	N	bn:00072760n
	for	for	ADP	n/a	d001.s006.t012	para		X	n/a
d001.s006.t004	infusion	infusion	NOUN	bn:00046734n	d001.s006.t013	perfusión	perfusión	N	n/a
	(	(	.	n/a	d001.s006.t014	(		X	n/a
d001.s006.t005	drip	drip	VERB	bn:00087306v	d001.s006.t015	goteo	goteo	N	n/a
	into	into	ADP	n/a	d001.s006.t016	en		X	n/a
	a	a	DET	n/a					n/a
d001.s006.t006	vein	vein	NOUN	bn:00079681n	d001.s006.t017	vena	vena	N	bn:00079681n
	)	)	.	n/a	d001.s006.t018	)		X	n/a
	.	.	.	n/a	d001.s006.t019	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	It	it	PRON	n/a					n/a
d001.s007.t001	contains	contain	VERB	bn:00085499v	d001.s007.t001	Contiene	contener	V	bn:00085499v
	the	the	DET	n/a	d001.s007.t002	el		X	n/a
d001.s007.t002	active	active	ADJ	bn:00096387a	d001.s007.t004	activo	activo	J	bn:00096387a
d001.s007.t003	substance	substance	NOUN	bn:00074987n					n/a
	pemetrexed	pemetrex	VERB	n/a	d001.s007.t005	pemetrexed	pemetrexed	N	n/a
	.	.	.	n/a	d001.s007.t006	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	What	what	PRON	n/a	d001.s008.t002	qué		X	n/a
	is	be	VERB	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s008.t005	Alimta	alimta	N	n/a
d001.s008.t001	used	use	VERB	bn:00082705v	d001.s008.t004	utiliza	utilizar	V	bn:00082705v
	for	for	ADP	n/a					n/a
	?	?	.	n/a	d001.s008.t006	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s009.t001	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s009.t002	está	estar	V	n/a
d001.s009.t001	used	use	VERB	bn:00082705v	d001.s009.t003	indicado	indicar	V	n/a
	to	to	PRT	n/a	d001.s009.t004	para		X	n/a
d001.s009.t002	treat	treat	VERB	bn:00084532v	d001.s009.t006	tratamiento	tratamiento	N	n/a
	two	two	NUM	n/a	d001.s009.t008	dos		X	n/a
d001.s009.t003	types	type	NOUN	bn:00078798n	d001.s009.t009	tipos	tipo	N	bn:00078798n
	of	of	ADP	n/a	d001.s009.t010	de		X	n/a
d001.s009.t004	cancer	cancer	NOUN	bn:00015180n	d001.s009.t011	cáncer	cáncer	N	bn:00015180n
	:	:	.	n/a	d001.s009.t012	:		X	n/a
d001.s009.t005	pleural	pleural	ADJ	bn:00108692a	d001.s009.t014	pleural	pleural	J	bn:00108692a
d001.s009.t006	mesothelioma	mesothelioma	NOUN	bn:00054512n	d001.s009.t013	mesotelioma	mesotelioma	N	bn:00054512n
	(	(	.	n/a	d001.s009.t015	(		X	n/a
d001.s009.t007	cancer	cancer	NOUN	bn:00015180n	d001.s009.t016	cáncer	cáncer	N	bn:00015180n
	of	of	ADP	n/a	d001.s009.t017	del		X	n/a
	the	the	DET	n/a					n/a
d001.s009.t008	lining	lining	NOUN	bn:00051366n	d001.s009.t018	revestimiento	revestimiento	N	n/a
	of	of	ADP	n/a	d001.s009.t019	de		X	n/a
	the	the	DET	n/a	d001.s009.t020	los		X	n/a
d001.s009.t009	lungs	lung	NOUN	bn:00052341n	d001.s009.t021	pulmones	pulmón	N	bn:00052341n
	that	that	DET	n/a					n/a
	is	be	VERB	n/a					n/a
d001.s009.t010	usually	usually	ADV	bn:00114778r	d001.s009.t023	generalmente	generalmente	R	bn:00114778r
d001.s009.t011	caused	cause	VERB	bn:00084699v	d001.s009.t022	causado	causar	V	bn:00084699v
	by	by	ADP	n/a	d001.s009.t024	por		X	n/a
d001.s009.t012	exposure	exposure	NOUN	bn:00032384n	d001.s009.t026	exposición	exposición	N	bn:00032384n
	to	to	PRT	n/a	d001.s009.t027	al		X	n/a
d001.s009.t013	asbestos	asbestos	NOUN	bn:00006236n	d001.s009.t028	amianto	amianto	N	bn:00006236n
	)	)	.	n/a	d001.s009.t029	)		X	n/a
	.	.	.	n/a	d001.s009.t030	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s010.t001	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s010.t002	se		X	n/a
d001.s010.t001	used	use	VERB	bn:00082705v	d001.s010.t003	administra	administrar	V	n/a
d001.s010.t002	together with	together_with	ADV	bn:00114766r	d001.s010.t005➕d001.s010.t006	combinación➕con	combinación	N➕X	n/a
	cisplatin	cisplatin	X	n/a	d001.s010.t007	cisplatino	cisplatino	N	n/a
	(	(	.	n/a	d001.s010.t008	(		X	n/a
	another	another	DET	n/a	d001.s010.t009	otro		X	n/a
d001.s010.t003	anticancer	anticancer	ADJ	bn:00097220a	d001.s010.t011	contra		X	n/a
d001.s010.t004	medicine	medicine	NOUN	bn:00054128n	d001.s010.t010	medicamento	medicamento	N	bn:00054128n
	)	)	.	n/a	d001.s010.t014	)		X	n/a
	when	when	ADV	n/a	d001.s010.t015	cuando		X	n/a
	the	the	DET	n/a	d001.s010.t016	el		X	n/a
d001.s010.t005	cancer	cancer	NOUN	bn:00015180n	d001.s010.t013	cáncer	cáncer	N	bn:00015180n
	is	be	VERB	n/a	d001.s010.t020	es	ser	V	n/a
	unresectable	unresectable	ADJ	n/a	d001.s010.t021	resecable	resecable	J	n/a
	(	(	.	n/a	d001.s010.t023	(		X	n/a
	cannot	cannot	X	n/a	d001.s010.t025	puede	poder	V	n/a
	be	be	VERB	n/a					n/a
d001.s010.t006	removed	remove	VERB	bn:00092783v					n/a
	by	by	ADP	n/a	d001.s010.t028	mediante		X	n/a
d001.s010.t007	surgery	surgery	NOUN	bn:00059129n	d001.s010.t029	cirugía	cirugía	N	bn:00059129n
d001.s010.t008	alone	alone	ADJ	bn:00096871a	d001.s010.t027	sólo	sólo	R	n/a
	)	)	.	n/a	d001.s010.t030	)		X	n/a
	and	and	CONJ	n/a	d001.s010.t031	y		X	n/a
d001.s010.t009	malignant	malignant	ADJ	bn:00106363a	d001.s010.t034	maligno	maligno	J	bn:00106363a
	(	(	.	n/a	d001.s010.t036	(		X	n/a
	has	have	VERB	n/a	d001.s010.t038	ha	haber	V	n/a
d001.s010.t010	spread	spread	VERB	bn:00092083v	d001.s010.t039	extendido	extender	V	bn:00092083v
	,	,	.	n/a	d001.s010.t040	,		X	n/a
	or	or	CONJ	n/a	d001.s010.t041	o		X	n/a
	is	be	VERB	n/a					n/a
d001.s010.t011	likely	likely	ADJ	bn:00105982a	d001.s010.t043	probable	probable	J	bn:00105982a
	to	to	PRT	n/a	d001.s010.t044	que		X	n/a
d001.s010.t012	spread	spread	VERB	bn:00092083v					n/a
d001.s010.t013	easily	easily	ADV	bn:00115155r	d001.s010.t047	fácilmente	fácilmente	R	bn:00115155r
	,	,	.	n/a	d001.s010.t048	,		X	n/a
	to	to	PRT	n/a	d001.s010.t049	a		X	n/a
d001.s010.t014	other	other	ADJ	bn:00108011a	d001.s010.t050	otras		X	n/a
d001.s010.t015	parts	part	NOUN	bn:00060765n	d001.s010.t051	partes	parte	N	bn:00060765n
	of	of	ADP	n/a	d001.s010.t052	del		X	n/a
	the	the	DET	n/a					n/a
d001.s010.t016	body	body	NOUN	bn:00011744n	d001.s010.t053	cuerpo	cuerpo	N	bn:00011744n
	)	)	.	n/a	d001.s010.t054	)		X	n/a
	,	,	.	n/a	d001.s010.t055	,		X	n/a
	in	in	ADP	n/a	d001.s010.t056	en		X	n/a
d001.s010.t017	patients	patient	NOUN	bn:00061017n	d001.s010.t057	pacientes	paciente	N	bn:00061017n
	who	who	PRON	n/a	d001.s010.t058	que		X	n/a
	have	have	VERB	n/a	d001.s010.t060	han	haber	V	n/a
d001.s010.t018	not	not	ADV	bn:00116360r	d001.s010.t059	no	no	R	bn:00116360r
d001.s010.t019	received	receive	VERB	bn:00087863v	d001.s010.t061	recibido	recibir	V	bn:00087863v
d001.s010.t020	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s010.t062	quimioterapia	quimioterapia	N	bn:00018141n
	(	(	.	n/a	d001.s010.t063	(		X	n/a
d001.s010.t021	medicines	medicine	NOUN	bn:00054128n	d001.s010.t064	medicamentos	medicamento	N	bn:00054128n
	for	for	ADP	n/a					n/a
d001.s010.t022	cancer	cancer	NOUN	bn:00015180n					n/a
	)	)	.	n/a	d001.s010.t068	)		X	n/a
	before	before	ADP	n/a	d001.s010.t069	previamente	previamente	R	n/a
d001.s010.t023	advanced	advanced	ADJ	bn:00096528a	d001.s010.t078	avanzado	avanzado	J	bn:00096528a
	or	or	CONJ	n/a	d001.s010.t079	o		X	n/a
d001.s010.t024	metastatic	metastatic	ADJ	bn:00106664a	d001.s010.t080	metastásico	metastásico	N	n/a
	non-small	non-small	ADJ	n/a					n/a
d001.s010.t025	cell	cell	NOUN	bn:00017027n					n/a
d001.s010.t026	lung cancer	lung_cancer	NOUN	bn:00052343n	d001.s010.t071	cáncer	cáncer	N	n/a
	that	that	DET	n/a	d001.s010.t081	que		X	n/a
	is	be	VERB	n/a					n/a
d001.s010.t027	not	not	ADV	bn:00116360r	d001.s010.t082	no	no	R	bn:00116360r
d001.s010.t028	affecting	affect	VERB	bn:00082427v	d001.s010.t083	afecte	afectar	V	bn:00082427v
	the	the	DET	n/a					n/a
d001.s010.t029	squamous cells	squamous_cell	NOUN	bn:00073708n	d001.s010.t086➕d001.s010.t088	células➕escamosas	célula	N➕J	n/a
	.	.	.	n/a	d001.s010.t090	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s011.t001	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s011.t002	se		X	n/a
d001.s011.t001	used	use	VERB	bn:00082705v	d001.s011.t003	utiliza	utilizar	V	bn:00082705v
	in	in	ADP	n/a	d001.s011.t004	en		X	n/a
d001.s011.t002	combination	combination	NOUN	bn:00020878n	d001.s011.t005	combinación	combinación	N	bn:00020878n
	with	with	ADP	n/a	d001.s011.t006	con		X	n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s011.t007	cisplatino	cisplatino	N	n/a
	in	in	ADP	n/a	d001.s011.t008	en		X	n/a
d001.s011.t003	patients	patient	NOUN	bn:00061017n	d001.s011.t009	pacientes	paciente	N	bn:00061017n
	who	who	PRON	n/a	d001.s011.t010	que		X	n/a
	have	have	VERB	n/a	d001.s011.t012	han	haber	V	n/a
d001.s011.t004	not	not	ADV	bn:00116360r	d001.s011.t011	no	no	R	bn:00116360r
	been	be	VERB	n/a	d001.s011.t013	sido	ser	V	n/a
d001.s011.t005	treated	treat	VERB	bn:00084532v	d001.s011.t014	tratados	tratar	V	bn:00084532v
	before	before	ADV	n/a	d001.s011.t015	previamente	previamente	R	n/a
	,	,	.	n/a					n/a
	and	and	CONJ	n/a	d001.s011.t016	y		X	n/a
	on	on	ADP	n/a					n/a
	its	its	PRON	n/a					n/a
	own	own	ADJ	n/a					n/a
	in	in	ADP	n/a	d001.s011.t019	en		X	n/a
d001.s011.t006	patients	patient	NOUN	bn:00061017n	d001.s011.t020	pacientes	paciente	N	bn:00061017n
	who	who	PRON	n/a	d001.s011.t021	que		X	n/a
	have	have	VERB	n/a	d001.s011.t022	han	haber	V	n/a
d001.s011.t007	received	receive	VERB	bn:00087863v					n/a
	another	another	DET	n/a	d001.s011.t027	otros		X	n/a
d001.s011.t008	type	type	NOUN	bn:00078798n	d001.s011.t028	tipos	tipo	N	bn:00078798n
	of	of	ADP	n/a	d001.s011.t029	de		X	n/a
d001.s011.t009	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s011.t030	quimioterapia	quimioterapia	N	bn:00018141n
	in	in	ADP	n/a					n/a
	the	the	DET	n/a					n/a
d001.s011.t010	past	past	NOUN	bn:00060928n					n/a
	.	.	.	n/a	d001.s011.t031	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	The	the	DET	n/a	d001.s012.t001	Este		X	n/a
d001.s012.t001	medicine	medicine	NOUN	bn:00054128n	d001.s012.t002	medicamento	medicamento	N	bn:00054128n
	can	can	VERB	n/a	d001.s012.t004	podrá	poder	V	n/a
d001.s012.t002	only	only	ADV	bn:00116450r	d001.s012.t003	sólo	sólo	R	bn:00116450r
	be	be	VERB	n/a	d001.s012.t005	dispensarse	dispensar	V	n/a
d001.s012.t003	obtained	obtain	VERB	bn:00091124v	d001.s012.t005	dispensarse	dispensar	V	n/a
	with	with	ADP	n/a	d001.s012.t006	con		X	n/a
	a	a	DET	n/a					n/a
d001.s012.t004	prescription	prescription	NOUN	bn:00064195n	d001.s012.t007	receta	receta	N	bn:00064195n
	.	.	.	n/a	d001.s012.t009	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	How	how	ADV	n/a	d001.s013.t001	¿Cómo	¿cómo	N	n/a
	is	be	VERB	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s013.t004	Alimta	alimta	N	n/a
d001.s013.t001	used	use	VERB	bn:00082705v	d001.s013.t003	usa	usar	V	bn:00082705v
	?	?	.	n/a	d001.s013.t005	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s014.t001	Alimta	alimta	N	n/a
	should	should	VERB	n/a	d001.s014.t003	debe	deber	V	n/a
d001.s014.t001	only	only	ADV	bn:00116450r	d001.s014.t002	sólo	sólo	R	bn:00116450r
	be	be	VERB	n/a	d001.s014.t004	administrarse	administrar	V	n/a
d001.s014.t002	given	give	VERB	bn:00088826v	d001.s014.t004	administrarse	administrar	V	n/a
	under	under	ADP	n/a	d001.s014.t005	bajo		X	n/a
	the	the	DET	n/a	d001.s014.t006	la		X	n/a
d001.s014.t003	supervision	supervision	NOUN	bn:00059908n	d001.s014.t007	supervisión	supervisión	N	bn:00059908n
	of	of	ADP	n/a	d001.s014.t008	de		X	n/a
	a	a	DET	n/a	d001.s014.t009	un		X	n/a
d001.s014.t004	doctor	doctor	NOUN	bn:00027976n	d001.s014.t010	médico	médico	N	bn:00027976n
	who	who	PRON	n/a					n/a
	is	be	VERB	n/a	d001.s014.t011	cualificado	cualificar	V	n/a
	qualified	qualify	VERB	n/a	d001.s014.t011	cualificado	cualificar	V	n/a
	in	in	ADP	n/a	d001.s014.t012	en		X	n/a
	the	the	DET	n/a	d001.s014.t013	el		X	n/a
d001.s014.t005	use	use	NOUN	bn:00030627n	d001.s014.t014	uso	uso	N	bn:00030627n
	of	of	ADP	n/a	d001.s014.t015	de		X	n/a
d001.s014.t006	anticancer	anticancer	ADJ	bn:00097220a	d001.s014.t017➕d001.s014.t019	contra➕cáncer		X➕N	n/a
d001.s014.t007	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s014.t016	quimioterapia	quimioterapia	N	bn:00018141n
	.	.	.	n/a	d001.s014.t020	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	The	the	DET	n/a	d001.s015.t001	La		X	n/a
	recommended	recommend	VERB	n/a	d001.s015.t003	recomendada	recomendar	V	n/a
d001.s015.t001	dose	dose	NOUN	bn:00028320n	d001.s015.t002	dosis	dosis	N	bn:00028320n
	of	of	ADP	n/a	d001.s015.t004	de		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s015.t005	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s015.t006	es	ser	V	n/a
	500	500	NUM	n/a	d001.s015.t008	500		X	n/a
d001.s015.t002	mg	mg	NOUN	bn:00054701n	d001.s015.t009	mg	mg	N	bn:00054701n
	per	per	ADP	n/a	d001.s015.t010	por		X	n/a
d001.s015.t003	square metre	square_metre	NOUN	bn:00017102n	d001.s015.t011	metro	metro	N	n/a
	of	of	ADP	n/a	d001.s015.t013	de		X	n/a
d001.s015.t004	body	body	NOUN	bn:00011744n	d001.s015.t015	corporal	corporal	J	n/a
d001.s015.t005	surface area	surface_area	NOUN	bn:00005518n	d001.s015.t014	superficie	superficie	N	bn:00005518n
	(	(	.	n/a	d001.s015.t016	(		X	n/a
d001.s015.t006	calculated	calculate	VERB	bn:00084373v	d001.s015.t017	calculada	calcular	V	bn:00084373v
d001.s015.t007	using	use	VERB	bn:00082705v	d001.s015.t018	a partir de		X	n/a
	the	the	DET	n/a	d001.s015.t024	del		X	n/a
d001.s015.t008	patient	patient	NOUN	bn:00061017n	d001.s015.t025	paciente	paciente	N	bn:00061017n
	s	s	NOUN	n/a					n/a
d001.s015.t009	height	height	NOUN	bn:00043545n	d001.s015.t020	estatura	estatura	N	bn:00043545n
	and	and	CONJ	n/a	d001.s015.t021	y		X	n/a
d001.s015.t010	weight	weight	NOUN	bn:00080831n	d001.s015.t023	peso	peso	N	bn:00080831n
	)	)	.	n/a	d001.s015.t026	)		X	n/a
	.	.	.	n/a	d001.s015.t027	.		X	n/a
	It	it	PRON	n/a					n/a
	is	be	VERB	n/a	d001.s015.t028	Se		X	n/a
d001.s015.t011	given	give	VERB	bn:00088826v	d001.s015.t029	administra	administrar	V	n/a
d001.s015.t012	once	once	ADV	bn:00115811r	d001.s015.t031	vez	vez	N	n/a
d001.s015.t013	every	every	ADJ	bn:00102467a	d001.s015.t032	cada		X	n/a
	three	three	NUM	n/a	d001.s015.t033	tres		X	n/a
d001.s015.t014	weeks	week	NOUN	bn:00043484n	d001.s015.t034	semanas	semana	N	bn:00043484n
	as	as	ADP	n/a	d001.s015.t035	por		X	n/a
	an	a	DET	n/a					n/a
d001.s015.t015	intravenous	intravenous	ADJ	bn:00102230a	d001.s015.t037	intravenosa	intravenoso	J	bn:00102230a
d001.s015.t016	infusion	infusion	NOUN	bn:00046734n	d001.s015.t036	perfusión	perfusión	N	n/a
d001.s015.t017	lasting	last	VERB	bn:00087620v					n/a
	10	10	NUM	n/a	d001.s015.t039	10		X	n/a
d001.s015.t018	minutes	minute	NOUN	bn:00055094n	d001.s015.t040	minutos	minuto	N	bn:00055094n
	.	.	.	n/a	d001.s015.t041	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	To	to	PRT	n/a	d001.s016.t001	Con		X	n/a
d001.s016.t001	reduce	reduce	VERB	bn:00092595v	d001.s016.t005	reducir	reducir	V	bn:00092595v
d001.s016.t002	side effects	side_effect	NOUN	bn:00071445n	d001.s016.t007	efectos	efecto	N	n/a
	,	,	.	n/a	d001.s016.t009	,		X	n/a
d001.s016.t003	patients	patient	NOUN	bn:00061017n	d001.s016.t011	pacientes	paciente	N	bn:00061017n
	should	should	VERB	n/a	d001.s016.t012	deben	deber	V	n/a
d001.s016.t004	take	take	VERB	bn:00085689v					n/a
	a	a	DET	n/a	d001.s016.t014	un		X	n/a
d001.s016.t005	corticosteroid	corticosteroid	NOUN	bn:00001507n	d001.s016.t015	corticosteroide	corticosteroide	N	bn:00001507n
	and	and	CONJ	n/a	d001.s016.t016	y		X	n/a
