Token ID	Token	Lemma	POS	Sense	BN Synset
d001.s008.t003	چه	چه	DET		
d001.s008.t004	مواردی	موارد	NOUN		bn:00016401n
d001.s008.t005	استفاده	استفاده	NOUN		bn:00030627n
d001.s008.t006	می‌شود	شد#شو	VERB		bn:00082907v
d001.s008.t007	؟	؟	PUNCT		
d001.s009.t001	آلیمتا	آلیمتا	NOUN		
d001.s009.t002	برای	برای	ADP,EZ		
d001.s009.t003	درمان	درمان	NOUN,EZ		bn:00024461n
d001.s009.t004	دو	دو	NUM		
d001.s009.t005	نوع	نوع	NOUN		bn:00033729n
d001.s009.t006	سرطان	سرطان	NOUN		bn:00015180n
d001.s009.t007	استفاده	استفاده	NOUN		bn:00030627n
d001.s009.t008	می‌شود	شد#شو	VERB		bn:00082907v
d001.s009.t009	:	:	PUNCT		
d001.s009.t010	مزوتلیومای	مزوتلیومای	NOUN,EZ		bn:00054512n
d001.s009.t011	پلور	پلور	NOUN		bn:00063016n
d001.s009.t012	(	(	PUNCT		
d001.s009.t013	سرطان	سرطان	NOUN,EZ		
d001.s009.t014	پوشش	پوشش	NOUN,EZ		bn:00023361n
d001.s009.t015	ریه	ریه	NOUN		bn:00052341n
d001.s009.t016	که	که	SCONJ		
d001.s009.t017	معمولا	معمولا	ADV		bn:00114778r
d001.s009.t018	در	در	ADP		
d001.s009.t019	اثر	اثر	NOUN,EZ		bn:00029888n
d001.s009.t020	قرار	قرار	NOUN		bn:00080504n
d001.s009.t021	گرفتن	گرفتن	NOUN		bn:00019475n
d001.s009.t022	در	در	ADP		
d001.s009.t023	معرض	معرض	NOUN,EZ		bn:00032375n
d001.s009.t024	آزبست	آزبست	NOUN		bn:00006236n
d001.s009.t025	ایجاد	ایجاد	NOUN		bn:00023652n
d001.s009.t026	می‌شود	شد#شو	VERB		
d001.s009.t027	)	)	PUNCT		
d001.s009.t028	.	.	PUNCT		
d001.s010.t001	آلیمتا	آلیمتا	NOUN		bn:00026905n
d001.s010.t002	همراه	همراه	NOUN		bn:00096273a
d001.s010.t003	با	با	ADP		
d001.s010.t004	سیس	سیس	NOUN		bn:00076843n
d001.s010.t005	پلاتین	پلاتین	NOUN		bn:00006910n
d001.s010.t006	(	(	PUNCT		
d001.s010.t007	یکی	یکی	NUM		bn:00000005n
d001.s010.t008	دیگر	دیگر	PRON		bn:00108011a
d001.s010.t009	از	از	ADP		
d001.s010.t010	داروهای	دارو	NOUN,EZ		bn:00028872n
d001.s010.t011	ضد	ضد	NOUN,EZ		
d001.s010.t012	سرطان	سرطان	NOUN		bn:00015180n
d001.s010.t013	)	)	PUNCT		
d001.s010.t014	زمانی	زمانی	NOUN		bn:00077270n
d001.s010.t015	که	که	SCONJ		
d001.s010.t016	سرطان	سرطان	NOUN,EZ		
d001.s010.t017	غیرقابل	غیرقابل	ADJ		bn:00112497a
d001.s010.t018	برداشت	برداشت	VERB		bn:00043090n
d001.s010.t019	(	(	PUNCT		
d001.s010.t020	به	به	ADP		
d001.s010.t021	تنهایی	تنهایی	NOUN		bn:00026574n
d001.s010.t022	با	با	ADP		
d001.s010.t023	جراحی	جراحی	NOUN,EZ		bn:00059129n
d001.s010.t024	قابل	قابل	ADJ,EZ		bn:00108829a
d001.s010.t025	برداشتن	برداشتن	NOUN		bn:00000330n
d001.s010.t026	نیست	نیست	VERB		
d001.s010.t027	)	)	PUNCT		
d001.s010.t028	و	و	CCONJ		
d001.s010.t029	بدخیم	بدخیم	ADJ		bn:00057267n
d001.s010.t030	(	(	PUNCT		
d001.s010.t031	به	به	ADP		
d001.s010.t032	سایر	سایر	NOUN,EZ		bn:00051760n
d001.s010.t033	نقاط	نقاط	NOUN,EZ		bn:00000903n
d001.s010.t034	بدن	بدن	NOUN,EZ		bn:00011744n
d001.s010.t035	گسترش‌یافته	گسترش‌یافته	ADJ		bn:00096661a
d001.s010.t036	یا	یا	CCONJ		
d001.s010.t037	احتمالا	احتمالا	ADV		bn:00116211r
d001.s010.t038	به	به	ADP		
d001.s010.t039	راحتی	راحتی	NOUN		bn:00020913n
d001.s010.t040	منتشر	منتشر	ADJ		bn:00027051n
d001.s010.t041	شده_است	شد#شو	VERB		
d001.s010.t042	)	)	PUNCT		
d001.s010.t043	استفاده	استفاده	NOUN		bn:00030627n
d001.s010.t044	می‌شود	شد#شو	VERB		bn:00085337v
d001.s010.t045	.	.	PUNCT		
d001.s010.t046	شیمی‌درمانی	شیمی‌درمانی	NOUN		bn:00018141n
d001.s010.t047	(	(	PUNCT		
d001.s010.t048	داروهای	دارو	NOUN,EZ		
d001.s010.t049	سرطان	سرطان	NOUN		
d001.s010.t050	)	)	PUNCT		
d001.s010.t051	را	را	ADP		
d001.s010.t052	قبل	قبل	ADP		
d001.s010.t053	از	از	ADP		
d001.s010.t054	سرطان	سرطان	NOUN,EZ		
d001.s010.t055	ریه	ریه	NOUN,EZ		bn:00052341n
d001.s010.t056	سلول	سلول	NOUN,EZ		bn:00017027n
d001.s010.t057	غیر	غیر	NOUN,EZ		bn:00057976n
d001.s010.t058	کوچک	کوچک	ADJ,EZ		bn:00098029a
d001.s010.t059	پیشرفته	پیشرفته	ADJ		bn:00106719a
d001.s010.t060	یا	یا	CCONJ		
d001.s010.t061	متاستاتیک	متاستاتیک	ADJ		bn:00054585n
d001.s010.t062	دریافت	دریافت	NOUN		bn:00061505n
d001.s010.t063	کرد	کرد#کن	VERB		bn:00084374v
d001.s010.t064	که	که	SCONJ		
d001.s010.t065	بر	بر	ADP		
d001.s010.t066	سلول‌های	سلول	NOUN,EZ		bn:00017027n
d001.s010.t067	سنگفرشی	سنگفرش	ADJ		bn:00073708n
d001.s010.t068	تأثیر	تأثیر	NOUN		bn:00021961n
d001.s010.t069	نمی‌گذارد	گذارد#گذار	VERB		bn:00085337v
d001.s010.t070	.	.	PUNCT		
d001.s011.t001	آلیمتا	آلیمتا	NOUN		
d001.s011.t002	در	در	ADP		
d001.s011.t003	ترکیب	ترکیب	NOUN		bn:00075743n
d001.s011.t004	با	با	ADP		
d001.s011.t005	سیس	سیس	NOUN		bn:00046516n
d001.s011.t006	پلاتین	پلاتین	NOUN		bn:00006910n
d001.s011.t007	در	در	ADP		
d001.s011.t008	بیمارانی	بیمارانی	NOUN		bn:00001742n
d001.s011.t009	که	که	SCONJ		
d001.s011.t010	قبلا	قبلا	ADV		bn:00114185r
d001.s011.t011	تحت	تحت	ADP,EZ		
d001.s011.t012	درمان	درمان	NOUN		bn:00024461n
d001.s011.t013	قرار	قرار	NOUN		bn:00080504n
d001.s011.t014	نگرفته‌اند	گرفت#گیر	VERB		bn:00082907v
d001.s011.t015	و	و	CCONJ		
d001.s011.t016	به	به	ADP		
d001.s011.t017	تنهایی	تنهایی	NOUN		bn:00026574n
d001.s011.t018	در	در	ADP		
d001.s011.t019	بیمارانی	بیمارانی	NOUN		
d001.s011.t020	که	که	SCONJ		
d001.s011.t021	در	در	ADP		
d001.s011.t022	گذشته	گذشته	ADV		bn:00060927n
d001.s011.t023	نوع	نوع	NOUN,EZ		bn:00033729n
d001.s011.t024	دیگری	دیگری	PRON		bn:00108011a
d001.s011.t025	از	از	ADP		
d001.s011.t026	شیمی‌درمانی	شیمی‌درمانی	NOUN		bn:00018141n
d001.s011.t027	را	را	ADP		
d001.s011.t028	دریافت	دریافت	NOUN		bn:00026631n
d001.s011.t029	کرده‌اند	کرد#کن	VERB		bn:00082907v
d001.s011.t030	استفاده	استفاده	NOUN		bn:00030627n
d001.s011.t031	می‌شود	شد#شو	VERB		bn:00088912v
d001.s011.t032	.	.	PUNCT		
d001.s012.t001	دارو	دارو	NOUN		bn:00028872n
d001.s012.t002	فقط	فقط	ADV		bn:00114234r
d001.s012.t003	با	با	ADP		
d001.s012.t004	نسخه	نسخه	NOUN,EZ		bn:00029773n
d001.s012.t005	قابل	قابل	ADJ,EZ		bn:00109211a
d001.s012.t006	تهیه	تهیه	NOUN		bn:00064570n
d001.s012.t007	است	است	VERB		
d001.s012.t008	.	.	PUNCT		
d001.s013.t001	آلیمتا	آلیمتا	NOUN		
d001.s013.t002	چگونه	چگونه	ADV		bn:00114790r
d001.s013.t003	استفاده	استفاده	NOUN		bn:00079404n
d001.s013.t004	می‌شود	شد#شو	VERB		bn:00082907v
d001.s013.t005	؟	؟	PUNCT		
d001.s014.t001	آلیمتا	آلیمتا	NOUN		
d001.s014.t002	فقط	فقط	ADV		bn:00114234r
d001.s014.t003	باید	باید	VERB		
d001.s014.t004	تحت	تحت	ADP,EZ		
d001.s014.t005	نظر	نظر	NOUN,EZ		bn:00079569n
d001.s014.t006	پزشک	پزشک	NOUN,EZ		bn:00027976n
d001.s014.t007	متخصص	متخصص	ADJ		bn:00096445a
d001.s014.t008	در	در	ADP		
d001.s014.t009	استفاده	استفاده	NOUN		bn:00030627n
d001.s014.t010	از	از	ADP		
d001.s014.t011	شیمی‌درمانی	شیمی‌درمانی	NOUN,EZ		bn:00018141n
d001.s014.t012	ضد	ضد	NOUN,EZ		
d001.s014.t013	سرطان	سرطان	NOUN		bn:00015180n
d001.s014.t014	تجویز	تجویز	NOUN		bn:00076647n
d001.s014.t015	شود	شد#شو	VERB		bn:00085337v
d001.s014.t016	.	.	PUNCT		
d001.s015.t001	دوز	دوز	NOUN,EZ		bn:00028320n
d001.s015.t002	توصیه‌شده	توصیه‌شده	ADJ,EZ		bn:00107182a
d001.s015.t003	آلیمتا	آلیمتا	NOUN		bn:00008547n
d001.s015.t004	۵۰۰	۵۰۰	NUM		
d001.s015.t005	میلی‌گرم	میلی‌گرم	NOUN		bn:00054701n
d001.s015.t006	به	به	ADP		
d001.s015.t007	ازای	ازا	NOUN,EZ		bn:00001938n
d001.s015.t008	هر	هر	DET		
d001.s015.t009	متر	متر	NOUN		bn:00052501n
d001.s015.t010	مربع	مربع	NOUN		bn:00070132n
d001.s015.t011	از	از	ADP		
d001.s015.t012	سطح	سطح	NOUN,EZ		bn:00075250n
d001.s015.t013	بدن	بدن	NOUN		bn:00011744n
d001.s015.t014	(	(	PUNCT		
d001.s015.t015	محاسبه	محاسبه	NOUN		bn:00014689n
d001.s015.t016	با	با	ADP		
d001.s015.t017	قد	قد	NOUN		bn:00043545n
d001.s015.t018	و	و	CCONJ		
d001.s015.t019	وزن	وزن	NOUN,EZ		bn:00080831n
d001.s015.t020	بیمار	بیمار	NOUN		bn:00108344a
d001.s015.t021	)	)	PUNCT		
d001.s015.t022	است	است	VERB		
d001.s015.t023	.	.	PUNCT		
d001.s016.t001	هر	هر	DET		
d001.s016.t002	سه	سه	NUM		
d001.s016.t003	هفته	هفته	NOUN,EZ		bn:00043484n
d001.s016.t004	یک‌بار	یک‌بار	ADJ		bn:00106124a
d001.s016.t005	به	به	ADP		
d001.s016.t006	صورت	صورت	NOUN,EZ		bn:00032600n
d001.s016.t007	انفوزیون	انفوزیون	NOUN,EZ		bn:00046763n
d001.s016.t008	داخل	داخل	ADP,EZ		bn:00011396n
d001.s016.t009	وریدی	وریدی	ADJ		bn:00079681n
d001.s016.t010	به	به	ADP		
d001.s016.t011	مدت	مدت	NOUN,EZ		bn:00029170n
d001.s016.t012	۱۰	۱۰	NUM		
d001.s016.t013	دقیقه	دقیقه	NOUN		bn:00055094n
d001.s016.t014	تجویز	تجویز	NOUN		bn:00076647n
d001.s016.t015	می‌شود	شد#شو	VERB		bn:00085337v
d001.s016.t016	.	.	PUNCT		
d001.s017.t001	برای	برای	ADP,EZ		
d001.s017.t002	کاهش	کاهش	NOUN,EZ		bn:00025777n
d001.s017.t003	عوارض	عوارض	NOUN,EZ		bn:00000690n
d001.s017.t004	جانبی	جانبی	ADJ		bn:00105762a
d001.s017.t005	،	،	PUNCT		
d001.s017.t006	بیماران	بیمار	NOUN		bn:00001742n
d001.s017.t007	باید	باید	VERB		
d001.s017.t008	کورتیکواستروئید	کورتیکواستروئید	NOUN		bn:00001507n
d001.s017.t009	و	و	CCONJ		
d001.s017.t010	اسید	اسید	NOUN		bn:00000902n
d001.s017.t011	فولیک	فولیک	NOUN		bn:00006850n
d001.s017.t012	(	(	PUNCT		
d001.s017.t013	نوعی	نوعی	NOUN		bn:00073211n
d001.s017.t014	ویتامین	ویتامین	NOUN		bn:00080147n
d001.s017.t015	)	)	PUNCT		
d001.s017.t016	مصرف	مصرف	NOUN		bn:00030627n
d001.s017.t017	کنند	کرد#کن	VERB		bn:00089241v
d001.s017.t018	و	و	CCONJ		
d001.s017.t019	در	در	ADP		
d001.s017.t020	طول	طول	NOUN,EZ		bn:00050662n
d001.s017.t021	درمان	درمان	NOUN		bn:00076843n
d001.s017.t022	با	با	ADP		
d001.s017.t023	آلیمتا	آلیمتا	NOUN		bn:00040805n
d001.s017.t024	،	،	PUNCT		
d001.s017.t025	ویتامین	ویتامین	NOUN,EZ		
d001.s017.t026	B	B	NOUN		bn:00007598n
d001.s017.t027	۱۲	۱۲	NUM		bn:00000020n
d001.s017.t028	را	را	ADP		
d001.s017.t029	تزریق	تزریق	NOUN		bn:00011394n
d001.s017.t030	کنند	کرد#کن	VERB		
d001.s017.t031	.	.	PUNCT		
d001.s018.t001	هنگامی‌که	هنگامی‌که	CCONJ		bn:00021286n
d001.s018.t002	آلیمتا	آلیمتا	NOUN		bn:00003700n
d001.s018.t003	با	با	ADP		
d001.s018.t004	سیس	سیس	NOUN		bn:00000471n
d001.s018.t005	پلاتین	پلاتین	NOUN		bn:00006910n
d001.s018.t006	تجویز	تجویز	NOUN		bn:00028320n
d001.s018.t007	می‌شود	شد#شو	VERB		bn:00085337v
d001.s018.t008	،	،	PUNCT		
d001.s018.t009	داروی	دارو	NOUN,EZ		bn:00054128n
d001.s018.t010	ضد	ضد	NOUN,EZ		
d001.s018.t011	استفراغ	استفراغ	NOUN		bn:00027565n
d001.s018.t012	(	(	PUNCT		
d001.s018.t013	برای	برای	ADP,EZ		
d001.s018.t014	جلوگیری	جلوگیری	NOUN		bn:00008467n
d001.s018.t015	از	از	ADP		
d001.s018.t016	استفراغ	استفراغ	NOUN		
d001.s018.t017	)	)	PUNCT		
d001.s018.t018	و	و	CCONJ		
d001.s018.t019	مایعات	مایعات	NOUN		bn:00051472n
d001.s018.t020	(	(	PUNCT		
d001.s018.t021	برای	برای	ADP,EZ		
d001.s018.t022	جلوگیری	جلوگیری	NOUN		
d001.s018.t023	از	از	ADP		
d001.s018.t024	کم	کم	NOUN,EZ		bn:00034197n
d001.s018.t025	آبی	آبی	ADJ,EZ		bn:00098606a
d001.s018.t026	بدن	بدن	NOUN		bn:00011744n
d001.s018.t027	)	)	PUNCT		
d001.s018.t028	نیز	نیز	CCONJ		bn:00114246r
d001.s018.t029	باید	باید	VERB		
d001.s018.t030	قبل	قبل	ADP		
d001.s018.t031	یا	یا	CCONJ		
d001.s018.t032	بعد	بعد	ADP		
d001.s018.t033	از	از	ADP		
d001.s018.t034	دوز	دوز	NOUN,EZ		bn:00028320n
d001.s018.t035	سیس	سیس	NOUN		
d001.s018.t036	پلاتین	پلاتین	NOUN		
d001.s018.t037	تجویز	تجویز	NOUN		
d001.s018.t038	شود	شد#شو	VERB		bn:00085337v
d001.s018.t039	.	.	PUNCT		
d001.s019.t001	در	در	ADP		
d001.s019.t002	بیمارانی	بیمارانی	NOUN		bn:00001742n
d001.s019.t003	که	که	SCONJ		
d001.s019.t004	شمارش	شمارش	NOUN,EZ		bn:00023140n
d001.s019.t005	خون	خون	NOUN,EZ		bn:00011346n
d001.s019.t006	آنها	آنها	PRON		
d001.s019.t007	غیرطبیعی	غیرطبیعی	ADJ		bn:00100895a
d001.s019.t008	است	است	VERB		
d001.s019.t009	یا	یا	CCONJ		
d001.s019.t010	عوارض	عوارض	NOUN,EZ		bn:00000690n
d001.s019.t011	جانبی	جانبی	ADJ,EZ		bn:00105762a
d001.s019.t012	خاصی	خاصی	ADJ		bn:00111001a
d001.s019.t013	دارند	داشت#دار	VERB		bn:00082233v
d001.s019.t014	،	،	PUNCT		
d001.s019.t015	درمان	درمان	NOUN		bn:00076843n
d001.s019.t016	باید	باید	VERB		
d001.s019.t017	به	به	ADP		
d001.s019.t018	تعویق	تعویق	NOUN		bn:00026014n
d001.s019.t019	بیفتد	بیفتد	VERB		bn:00085337v
d001.s019.t020	یا	یا	CCONJ		
d001.s019.t021	قطع	قطع	NOUN		bn:00059753n
d001.s019.t022	شود	شد#شو	VERB		bn:00093287v
d001.s019.t023	یا	یا	CCONJ		
d001.s019.t024	دوز	دوز	NOUN		bn:00028320n
d001.s019.t025	کاهش	کاهش	NOUN		bn:00025777n
d001.s019.t026	یابد	یابید#یاب	VERB		bn:00085337v
d001.s019.t027	.	.	PUNCT		
d001.s020.t001	استفاده	استفاده	NOUN		bn:00030627n
d001.s020.t002	از	از	ADP		
d001.s020.t003	Alimta	Alimta	NOUN		
d001.s020.t004	در	در	ADP		
d001.s020.t005	بیماران	بیمار	NOUN,EZ		bn:00001742n
d001.s020.t006	مبتلا	مبتلا	ADJ		bn:00103595a
d001.s020.t007	به	به	ADP		
d001.s020.t008	مشکلات	مشکلات	NOUN,EZ		bn:00048242n
d001.s020.t009	کلیوی	کلیوی	ADJ,EZ		bn:00108724a
d001.s020.t010	متوسط	متوسط	ADJ		bn:00106548a
d001.s020.t011	یا	یا	CCONJ		
d001.s020.t012	شدید	شدید	ADJ		bn:00105251a
d001.s020.t013	توصیه	توصیه	NOUN		bn:00066562n
d001.s020.t014	نمی‌شود	شد#شو	VERB		bn:00082907v
d001.s020.t015	.	.	PUNCT		
d001.s021.t001	برای	برای	ADP,EZ		
d001.s021.t002	اطلاعات	اطلاعات	NOUN,EZ		bn:00046705n
d001.s021.t003	بیشتر	بیشتر	ADJ		bn:00108011a
d001.s021.t004	،	،	PUNCT		
d001.s021.t005	به	به	ADP		
d001.s021.t006	خلاصه	خلاصه	NOUN,EZ		bn:00067409n
d001.s021.t007	ویژگی‌های	ویژگی	NOUN,EZ		bn:00077930n
d001.s021.t008	محصول	محصول	NOUN		bn:00019980n
d001.s021.t009	(	(	PUNCT		
d001.s021.t010	همچنین	همچنین	CCONJ		bn:00114246r
d001.s021.t011	بخشی	بخشی	NOUN		bn:00060633n
d001.s021.t012	از	از	ADP		
d001.s021.t013	EPAR	EPAR	NOUN		
d001.s021.t014	)	)	PUNCT		
d001.s021.t015	مراجعه	مراجعه	NOUN		bn:00066595n
d001.s021.t016	کنید	کرد#کن	VERB		bn:00085450v
d001.s021.t017	.	.	PUNCT		
d001.s022.t001	آلیمتا	آلیمتا	NOUN		
d001.s022.t002	چگونه	چگونه	ADV		bn:00115335r
d001.s022.t003	کار	کار	NOUN		bn:00058568n
d001.s022.t004	می‌کند	کرد#کن	VERB		bn:00083081v
d001.s022.t005	؟	؟	PUNCT		
d001.s023.t001	ماده	ماده	NOUN,EZ		bn:00053867n
d001.s023.t002	فعال	فعال	ADJ,EZ		bn:00096392a
d001.s023.t003	آلیمتا	آلیمتا	NOUN		
d001.s023.t004	،	،	PUNCT		
d001.s023.t005	پمترکسد	پمترکسد	NOUN		
d001.s023.t006	،	،	PUNCT		
d001.s023.t007	یک	یک	NUM		
d001.s023.t008	داروی	دارو	NOUN,EZ		bn:00054128n
d001.s023.t009	سیتوتوکسیک	سیتوتوکسیک	ADJ		bn:00024920n
d001.s023.t010	(	(	PUNCT		
d001.s023.t011	دارویی	دارویی	NOUN		bn:00108519a
d001.s023.t012	که	که	SCONJ		
d001.s023.t013	سلول‌های	سلول	NOUN,EZ		bn:00017027n
d001.s023.t014	در	در	ADP		
d001.s023.t015	حال	حال	NOUN,EZ		bn:00043358n
d001.s023.t016	تقسیم	تقسیم	NOUN		bn:00027919n
d001.s023.t017	مانند	مانند	ADV,EZ		
d001.s023.t018	سلول‌های	سلول	NOUN,EZ		
d001.s023.t019	سرطانی	سرطانی	ADJ		bn:00015180n
d001.s023.t020	را	را	ADP		
d001.s023.t021	از	از	ADP		
d001.s023.t022	بین	بین	NOUN		bn:00049099n
d001.s023.t023	می‌برد	برد#بر	VERB		bn:00084554v
d001.s023.t024	)	)	PUNCT		
d001.s023.t025	است	است	VERB		
d001.s023.t026	که	که	SCONJ		
d001.s023.t027	به	به	ADP		
d001.s023.t028	گروه	گروه	NOUN,EZ		bn:00018111n
d001.s023.t029	آنتی‌متابولیت‌ها	آنتی‌متابولیت‌ها	NOUN		bn:00057971n
d001.s023.t030	تعلق	تعلق	NOUN		bn:00003893n
d001.s023.t031	دارد	داشت#دار	VERB		bn:00085337v
d001.s023.t032	.	.	PUNCT		
d001.s024.t001	در	در	ADP		
d001.s024.t002	بدن	بدن	NOUN		bn:00011744n
d001.s024.t003	،	،	PUNCT		
d001.s024.t004	پمترکسد	پمترکسد	NOUN		
d001.s024.t005	به	به	ADP		
d001.s024.t006	شکل	شکل	NOUN,EZ		bn:00035909n
d001.s024.t007	فعالی	فعالی	ADJ		bn:00096392a
d001.s024.t008	تبدیل	تبدیل	NOUN		bn:00077989n
