Token ID	Token	Lemma	POS	BN Synset	Gloss
d001.s006.t010	শিরায়	শিরা	NC		
d001.s006.t011	ডুবিয়ে	ডুব	NC	bn:00087306v	Let or cause to fall in drops
d001.s006.t012	)	)			
d001.s006.t013	জন্য	জন্য	PP		
d001.s006.t014	এক	এক	JQ		
d001.s006.t015	দ্রবণে	দ্রবণ	NC	bn:00072760n	A homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution
d001.s006.t016	তৈরি	তৈরি	NC	bn:00083187v	Form or compose
d001.s006.t017	করা	করা			
d001.s006.t018	হয়	হয়	PU		
d001.s006.t019	।	।	PU		
d001.s007.t001	এতে	এতে	PPR		
d001.s007.t002	রয়েছে	রয়েছে	VM	bn:00085499v	Include or contain; have as a component
d001.s007.t003	সক্রিয়	সক্রিয়	PU	bn:00085499v	Include or contain; have as a component
d001.s007.t004	পদার্থ	পদার্থ	NC	bn:00074986n	Material of a particular kind or constitution
d001.s007.t005	পেমিরেক্সড	পেমিরেক্সড	PU	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s007.t006	।	।	PU		
d001.s008.t001	আলিম্তা	আলিম্তা	NC	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s008.t002	কিসের	কিসের	NC		
d001.s008.t003	জন্য	জন্য	PP		
d001.s008.t004	ব্যবহৃত	ব্যবহৃত	JJ	bn:00082705v	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose
d001.s008.t005	হয়	হয়	PU		
d001.s008.t006	?	?	PU		
d001.s009.t001	আলিমটা	আলিমটা	NC	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s009.t002	দুই	দুই	JQ		
d001.s009.t003	ধরনের	ধরন	NC	bn:00078798n	A subdivision of a particular kind of thing
d001.s009.t004	ক্যান্সারের	ক্যান্সার	NC		
d001.s009.t005	চিকিৎসায়	চিকিৎসা	NC		
d001.s009.t006	ব্যবহৃত	ব্যবহৃত	JJ		
d001.s009.t007	হয়	হয়	PU		
d001.s009.t008	:	:	PU		
d001.s009.t009	প্লুরাল	প্লুরাল	NC	bn:00108692a	Of or relating to the pleura or the walls of the thorax
d001.s009.t010	মেসোথেলিওমা	মেসোথেলিওমা	NP	bn:00054512n	A form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust
d001.s009.t011	(	(	RDS		
d001.s009.t012	অ্যাসবেস্টোসের	অ্যাসবেস্টোসের	NC		
d001.s009.t013	সংস্পর্শে	সংস্পর্শ	NC	bn:00032379n	The state of being vulnerable or exposed
d001.s009.t014	আসার	আসার			
d001.s009.t015	কারণে	কারণ	NC	bn:00084069v	Cause to happen, occur or exist
d001.s009.t016	সাধারণত	সাধারণত	AMN	bn:00114778r	Under normal conditions
d001.s009.t017	ফুসফুসের	ফুসফুস	NC		
d001.s009.t018	আস্তরণের	আস্তরণ	NC		
d001.s009.t019	ক্যান্সার	ক্যান্সার	NC	bn:00015180n	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream
d001.s009.t020	)	)	RDS		
d001.s009.t021	।	।	PU		
d001.s010.t001	অ্যালিমটা	অ্যালিমটা	NC	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s010.t002	সিসপ্লাটিন	সিসপ্লাটিন	NC	bn:00577781n	Cisplatin is a chemotherapy medication used to treat a number of cancers.
d001.s010.t003	(	(	RDS		
d001.s010.t004	একটি	একটি	JQ		
d001.s010.t005	ক্যান্সার	ক্যান্সার	NC	bn:00097220a	Used in the treatment of cancer
d001.s010.t006	প্রতিরোধী	প্রতিরোধী	NC	bn:00097220a	Used in the treatment of cancer
d001.s010.t007	ঔষধ	ঔষধ	NC	bn:00054128n	(medicine) something that treats or prevents or alleviates the symptoms of disease
d001.s010.t008	)	)	RDS		
d001.s010.t009	এর	এর	PPR		
d001.s010.t010	সাথে	সাথে	NC		
d001.s010.t011	একত্রে	একত্রে	AMN		
d001.s010.t012	ব্যবহার	ব্যবহার	NC	bn:00082705v	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose
d001.s010.t013	করা	করা	NV		
d001.s010.t014	হয়	হয়	PU		
d001.s010.t015	যখন	যখন	ALC		
d001.s010.t016	ক্যান্সারটি	ক্যান্সার	NC	bn:00015180n	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream
d001.s010.t017	অসংশোধনযোগ্য	অসংশোধনযোগ্য	JJ		
d001.s010.t018	(	(			
d001.s010.t019	শুধুমাত্র	শুধুমাত্র	AMN	bn:00096871a	Exclusive of anyone or anything else
d001.s010.t020	অস্ত্রোপচারের	অস্ত্রোপচার	NC	bn:00059129n	A medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body
d001.s010.t021	মাধ্যমে	মাধ্যম	NC		
d001.s010.t022	অপসারণ	অপসারণ	JJ	bn:00092783v	Remove something concrete, as by lifting, pushing, or taking off, or remove something abstract
d001.s010.t023	করা	করা	NV		
d001.s010.t024	যাবে	যাবে	VM		
d001.s010.t025	না	না	CX		
d001.s010.t026	)	)	RDS		
d001.s010.t027	এবং	এবং	CCD		
d001.s010.t028	ম্যালিগন্যান্ট	ম্যালিগন্যান্ট	NC	bn:00106363a	Dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor)
d001.s010.t029	(	(	RDS		
d001.s010.t030	শরীরের	শরীর	NC		
d001.s010.t031	অন্যান্য	অন্যান্য	JJ	bn:00108011a	Not the same one or ones already mentioned or implied- the White Queen
d001.s010.t032	অংশে	অংশ	NC	bn:00021395n	Something determined in relation to something that includes it
d001.s010.t033	ছড়িয়ে	ছড়িয়ে	NC	bn:00092083v	Become distributed or widespread
d001.s010.t034	পড়েছে	পড়েছে	VM		
d001.s010.t035	বা	বা	CCD		
d001.s010.t036	খুব	খুব			
d001.s010.t037	সহজেই	সহজ	AMN	bn:00115155r	With ease (`easy' is sometimes used informally for `easily')
d001.s010.t038	ছড়িয়ে	ছড়িয়ে			
d001.s010.t039	পড়েছে	পড়েছে			
d001.s010.t040	)	)	RDS		
d001.s010.t041	।	।	NC		
d001.s011.t001	পূর্বে	পূর্বে	NST		
d001.s011.t002	চিকিত্সা	চিকিত্সা			
d001.s011.t003	করা	করা			
d001.s011.t004	হয়নি	হয়নি	PU	bn:00116360r	Negation of a word or group of words
d001.s011.t005	এমন	এমন	DAB		
d001.s011.t006	রোগীদের	রোগী	NC	bn:00061017n	A person who requires medical care
d001.s011.t007	মধ্যে	মধ্যে	NST		
d001.s011.t008	সিস্প্লাটিনের	সিস্প্লাটিনের	NC	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s011.t009	সাথে	সাথে	NC	bn:00020872n	A collection of things that have been combined; an assemblage of separate parts or qualities
d001.s011.t010	আলিমতা	আলিমতা	NC	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s011.t011	ব্যবহার	ব্যবহার	NC	bn:00082705v	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose
d001.s011.t012	করা	করা	NV		
d001.s011.t013	হয়	হয়	PU		
d001.s011.t014	এবং	এবং	CCD		
d001.s011.t015	অতীতে	অতীতে	NC		
d001.s011.t016	অন্য	অন্য	JJ		
d001.s011.t017	ধরনের	ধরন	NC	bn:00078798n	A subdivision of a particular kind of thing
d001.s011.t018	কেমোথেরাপি	কেমোথেরাপি	PU	bn:00577781n	Cisplatin is a chemotherapy medication used to treat a number of cancers.
d001.s011.t019	পেয়েছে	পেয়েছে	VM		
d001.s011.t020	এমন	এমন	DAB	bn:00060927n	The time that has elapsed
d001.s011.t021	রোগীদের	রোগীদের			
d001.s011.t022	মধ্যে	মধ্যে	NST		
d001.s011.t023	এটি	এটি	PPR		
d001.s011.t024	নিজেই	নিজে	PRF		
d001.s011.t025	ব্যবহার	ব্যবহার			
d001.s011.t026	করা	করা	NV		
d001.s011.t027	হয়	হয়	PU		
d001.s011.t028	।	।	PU		
d001.s012.t001	ওষুধটি	ওষুধটি	PU		
d001.s012.t002	শুধুমাত্র	শুধুমাত্র	AMN	bn:00116450r	Never except when
d001.s012.t003	একটি	একটি	JQ		
d001.s012.t004	প্রেসক্রিপশন	প্রেসক্রিপশন	NC	bn:00064195n	Written instructions from a physician or dentist to a druggist concerning the form and dosage of a drug to be issued to a given patient
d001.s012.t005	দিয়েই	দিয়ে	PU		
d001.s012.t006	পাওয়া	পাওয়া	NV	bn:00082276v	Come into the possession of something concrete or abstract
d001.s012.t007	যায়	যায়	PRL		
d001.s012.t008	।	।	PU		
d001.s013.t001	কীভাবে	কীভাবে	AMN		
d001.s013.t002	আলিমতা	আলিমতা	NC	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s013.t003	ব্যবহার	ব্যবহার	NC	bn:00082705v	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose
d001.s013.t004	করা	করা			
d001.s013.t005	হয়	হয়	PU		
d001.s013.t006	?	?	PU		
d001.s014.t001	অ্যান্টিক্যানসার	অ্যান্টিক্যানসার	NC	bn:00097220a	Used in the treatment of cancer
d001.s014.t002	কেমোথেরাপি	কেমোথেরাপি	PU	bn:00116450r	Never except when
d001.s014.t003	ব্যবহারে	ব্যবহার	NC		
d001.s014.t004	যোগ্যতাসম্পন্ন	যোগ্যতাসম্পন্ন	JJ		
d001.s014.t005	একজন	একজন	JQ		
d001.s014.t006	ডাক্তারের	ডাক্তার	NC	bn:00027976n	A licensed medical practitioner
d001.s014.t007	তত্ত্বাবধানে	তত্ত্বাবধান	ALC		
d001.s014.t008	আলিমতা	আলিমতা	NC	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s014.t009	দেওয়া	দেওয়া	NV	bn:00088826v	Give (as medicine)
d001.s014.t010	উচিত	উচিত	JJ		
d001.s014.t011	।	।	PU		
d001.s015.t001	আলিমতার	আলিমতার	NC	bn:00028320n	A measured portion of medicine taken at any one time
d001.s015.t002	সুপারিশকৃত	সুপারিশকৃত	JJ		
d001.s015.t003	ডোজ	ডোজ	NC	bn:00028320n	A measured portion of medicine taken at any one time
d001.s015.t004	প্রতি	প্রতি	JQ		
d001.s015.t005	বর্গ	বর্গ	NC		
d001.s015.t006	মিটারে	মিটার	NC		
d001.s015.t007	৫০০	500	RDF		
d001.s015.t008	মিলিগ্রাম	মিলিগ্রাম	NP	bn:00054701n	One thousandth (1/1,000) gram
d001.s015.t009	(	(	RDS		
d001.s015.t010	রোগীর	রোগী	NC	bn:00061017n	A person who requires medical care
d001.s015.t011	উচ্চতা	উচ্চতা	NC		
d001.s015.t012	ও	ও	CCD		
d001.s015.t013	ওজন	ওজন	PU	bn:00080831n	The vertical force exerted by a mass as a result of gravity
d001.s015.t014	ব্যবহার	ব্যবহার	NC	bn:00082705v	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose
d001.s015.t015	করে	করে			
d001.s015.t016	গণনা	গণনা	NC	bn:00084373v	Make a mathematical calculation or computation
d001.s015.t017	করা	করা	NV	bn:00084373v	Make a mathematical calculation or computation
d001.s015.t018	হয়	হয়			
d001.s015.t019	)	)	RDS		
d001.s015.t020	।	।			
d001.s016.t001	এটা	এটা	PPR		
d001.s016.t002	প্রতি	প্রতি	JQ	bn:00102467a	Each and all of a series of entities or intervals as specified
d001.s016.t003	তিন	তিন	JQ		
d001.s016.t004	সপ্তাহে	সপ্তাহ	NC	bn:00043484n	Any period of seven consecutive days
d001.s016.t005	একবার	একবার	ALC	bn:00115811r	On one occasion
d001.s016.t006	করে	করে	VM		
d001.s016.t007	দেওয়া	দেওয়া	NV	bn:00088826v	Give (as medicine)
d001.s016.t008	হয়	হয়	PU		
d001.s016.t009	,	,	VM	bn:00087620v	Persist for a specified period of time
d001.s016.t010	যা	যা	PRL		
d001.s016.t011	১০	10	RDF		
d001.s016.t012	মিনিট	মিনিট	NC	bn:00055094n	A unit of time equal to 60 seconds or 1/60th of an hour
d001.s016.t013	ধরে	ধরে	VM	bn:00087620v	Persist for a specified period of time
d001.s016.t014	শরীরে	শরীরে	NC	bn:00102230a	Within or by means of a vein
d001.s016.t015	প্রবেশ	প্রবেশ	NC	bn:00102230a	Within or by means of a vein
d001.s016.t016	করে	করে			
d001.s016.t017	।	।	PU		
d001.s017.t001	পার্শ্বপ্রতিক্রিয়া	পার্শ্বপ্রতিক্রিয়া	NC		
d001.s017.t002	কমাতে	কমা	PU		
d001.s017.t003	রোগীদের	রোগী	NC		
d001.s017.t004	একটি	একটি	JQ		
d001.s017.t005	কর্টিকোস্টেরয়েড	কর্টিকোস্টেরয়েড	PU	bn:00001507n	A steroid hormone produced by the adrenal cortex or synthesized; administered as drugs they reduce swelling and decrease the body's immune response
d001.s017.t006	এবং	এবং	CCD		
d001.s017.t007	ফলিক	ফলিক	JJ		
d001.s017.t008	এসিড	এসিড	PU	bn:00000902n	Any of various water-soluble compounds having a sour taste and capable of turning litmus red and reacting with a base to form a salt
d001.s017.t009	(	(	RDS		
d001.s017.t010	এক	এক	JQ		
d001.s017.t011	ধরণের	ধরণের	NC	bn:00078798n	A subdivision of a particular kind of thing
d001.s017.t012	ভিটামিন	ভিটামিন	NC		
d001.s017.t013	)	)	RDS		
d001.s017.t014	গ্রহণ	গ্রহণ	NC		
d001.s017.t015	করতে	করতে	VM		
d001.s017.t016	হবে	হবে	VM		
d001.s017.t017	এবং	এবং			
d001.s017.t018	চিকিৎসাকালে	চিকিৎসাকালে	NC		
d001.s017.t019	ভিটামিন	ভিটামিন			
d001.s017.t020	বি১২	বি১২	NC		
d001.s017.t021	ইনজেকশন	ইনজেকশন	NP	bn:00046785n	Any solution that is injected (as into the skin)
d001.s017.t022	নিতে	নিতে	NC	bn:00085689v	Serve oneself to, or consume regularly
d001.s017.t023	হবে	হবে	VM		
d001.s017.t024	।	।	PU		
d001.s018.t001	সিস্প্লাটিনের	সিস্প্লাটিন	NC	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s018.t002	সাথে	সাথে	NC		
d001.s018.t003	আলিমতা	আলিমতা	NC	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s018.t004	দেওয়া	দেওয়া	NV	bn:00088826v	Give (as medicine)
d001.s018.t005	হলে	হলে	LC		
d001.s018.t006	,	,	PU		
d001.s018.t007	একটি	একটি	JQ		
d001.s018.t008	এন্টি-ইমেটিক	এন্টি-ইমেটিক	NC		
d001.s018.t009	ওষুধ	ওষুধ	PU	bn:00054128n	(medicine) something that treats or prevents or alleviates the symptoms of disease
d001.s018.t010	(	(	RDS		
d001.s018.t011	বমি	বমি	NC	bn:00083115v	Eject the contents of the stomach through the mouth
d001.s018.t012	প্রতিরোধ	প্রতিরোধ	NC	bn:00088454v	Keep from happening or arising; make impossible
d001.s018.t013	করার	করা	NV	bn:00083115v	Eject the contents of the stomach through the mouth
d001.s018.t014	জন্য	জন্য	PP		
d001.s018.t015	)	)	RDS		
d001.s018.t016	এবং	এবং	CCD		
d001.s018.t017	তরল	তরল	JJ	bn:00035426n	A substance that is fluid at room temperature and pressure
d001.s018.t018	(	(			
d001.s018.t019	ডিহাইড্রেশন	ডিহাইড্রেশন	NC	bn:00025983n	Depletion of bodily fluids
d001.s018.t020	প্রতিরোধ	প্রতিরোধ			
d001.s018.t021	করার	করার			
d001.s018.t022	জন্য	জন্য	PP	bn:00114246r	In addition
d001.s018.t023	)	)			
d001.s018.t024	সিস্প্লাটিন	সিস্প্লাটিন	NC	bn:00577781n	Cisplatin is a chemotherapy medication used to treat a number of cancers.
d001.s018.t025	ডোজের	ডোজের	NC		
d001.s018.t026	আগে	আগে	NST	bn:00114512r	Earlier in time; previously
d001.s018.t027	বা	বা	CCD		
d001.s018.t028	পরে	পরে	NST	bn:00114165r	Happening at a time subsequent to a reference time
d001.s018.t029	দেওয়া	দেওয়া			
d001.s018.t030	উচিত	উচিত	JJ		
d001.s018.t031	।	।	PU		
d001.s019.t001	যে-রোগীদের	যে-রোগী	CSB		
d001.s019.t002	রক্ত	রক্ত	JJ	bn:00011346n	The fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets
d001.s019.t003	গণনা	গণনা	NC	bn:00023139n	The total number counted
d001.s019.t004	অস্বাভাবিক	অস্বাভাবিক	JJ		
d001.s019.t005	অথবা	অথবা			
d001.s019.t006	যাদের	যাদের	PRL		
d001.s019.t007	অন্য	অন্য	JJ	bn:00108011a	Not the same one or ones already mentioned or implied- the White Queen
d001.s019.t008	কোনো	কোনো	JQ	bn:00099474a	Definite but not specified or identified
d001.s019.t009	পার্শ্বপ্রতিক্রিয়া	পার্শ্বপ্রতিক্রিয়া	NC		
d001.s019.t010	রয়েছে	রয়েছে	VM		
d001.s019.t011	,	,	PU		
d001.s019.t012	তাদের	তাদের	PPR		
d001.s019.t013	চিকিৎসা	চিকিৎসা	NC	bn:00047235n	Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)
d001.s019.t014	বিলম্বিত	বিলম্বিত	JJ	bn:00086514v	Cause to be slowed down or delayed
d001.s019.t015	অথবা	অথবা	CSB		
d001.s019.t016	বন্ধ	বন্ধ	JJ	bn:00083908v	Prevent completion
d001.s019.t017	করা	করা	NV		
d001.s019.t018	উচিত	উচিত			
d001.s019.t019	অথবা	অথবা			
d001.s019.t020	মাত্রা	মাত্রা	NC	bn:00028320n	A measured portion of medicine taken at any one time
d001.s019.t021	হ্রাস		NC	bn:00083908v	Prevent completion
d001.s019.t022	করা	করা			
d001.s019.t023	উচিত	উচিত	JJ		
d001.s019.t024	।	।	PU		
d001.s020.t001	মাঝারি	মাঝারি	JJ	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s020.t002	বা	বা	CCD		
d001.s020.t003	গুরুতর	গুরুতর	JJ	bn:00106826a	Being within reasonable or average limits; not excessive or extreme
d001.s020.t004	কিডনি	কিডনি	PU	bn:00049083n	Either of two bean-shaped excretory organs that filter wastes (especially urea) from the blood and excrete them and water in urine
d001.s020.t005	সমস্যা	সমস্যা	NC	bn:00048242n	A state of difficulty that needs to be resolved
d001.s020.t006	রয়েছে	রয়েছে	VM		
d001.s020.t007	এমন	এমন			
d001.s020.t008	রোগীদের	রোগী	NC	bn:00061017n	A person who requires medical care
d001.s020.t009	ক্ষেত্রে	ক্ষেত্র	NC		
d001.s020.t010	আলিমতা	আলিমতা	NC	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s020.t011	ব্যবহারের	ব্যবহার	NC	bn:00030627n	The act of using
d001.s020.t012	জন্য	জন্য	PP		
d001.s020.t013	সুপারিশ	সুপারিশ	NC	bn:00082418v	Push for something
d001.s020.t014	করা	করা			
d001.s020.t015	হয়	হয়	PU		
d001.s020.t016	না	না	CX	bn:00116360r	Negation of a word or group of words
d001.s020.t017	।	।	PU		
d001.s021.t001	আরও	আরও	JQ	bn:00106935a	(comparative of `much' used with mass nouns) a quantifier meaning greater in size or amount or extent or degree
d001.s021.t002	তথ্যের	তথ্য	NC	bn:00025314n	A collection of facts from which conclusions may be drawn
d001.s021.t003	জন্য	জন্য	PP		
d001.s021.t004	,		PU		
d001.s021.t005	প্রোডাক্ট	প্রোডাক্ট	NC	bn:00075142n	A brief statement that presents the main points in a concise form
d001.s021.t006	ক্যারেক্টারিস্টিকের	ক্যারেক্টারিস্টিকের	NC		
d001.s021.t007	সারসংক্ষেপ	সারসংক্ষেপ	NC		
d001.s021.t008	দেখুন	দেখুন	VM	bn:00087787v	Observe, check out, and look over carefully or inspect
d001.s021.t009	(	(	RDS		
d001.s021.t010	ইপারের	ইপারের	NP		
d001.s021.t011	অংশও	অংশও	NC	bn:00114246r	In addition
d001.s021.t012	)	)	RDS		
d001.s021.t013	।	।	PU		
d001.s022.t001	আলিমতা	আলিমতা	NC	bn:00602447n	Pemetrexed, sold under the brand name Alimta among others, is a chemotherapy medication for the treatment of pleural mesothelioma and non-small cell lung cancer.
d001.s022.t002	কিভাবে	কিভাবে	AMN		
