Token ID	Token	Lemma	POS	BN Synset
d000.s002.t004	tratamiento	tratamiento	NOUN	bn:00047235n;bn:00076843n;wiki:tratamiento_(medicina)
	de		X	
	la		X	
d000.s002.t005	misma	mismo	ADJ	bn:00110075a
	,		X	
	le		X	
d000.s002.t006	aconsejamos	aconsejar	VERB	bn:00082418v
	que		X	
d000.s002.t007	lea	leer	VERB	bn:00092424v;bn:00092432v
	el		X	
d000.s002.t008	prospecto	prospecto	NOUN	bn:02573503n;wiki:prospecto
	(		X	
d000.s002.t009	incluido	incluir	VERB	bn:00085499v;bn:00089660v;bn:00089662v
	en		X	
	el		X	
	EPAR	epar	NOUN	
	)		X	
	o		X	
d000.s002.t010	pregunte	preguntar	VERB	bn:00082821v;bn:00092261v
	a		X	
	su		X	
d000.s002.t011	médico	médico	NOUN	bn:00027976n;bn:00054116n;wiki:médico
	o		X	
	su		X	
d000.s002.t012	farmacéutico	farmacéutico	NOUN	bn:00004992n;wiki:boticario;wiki:farmacéutico
	.		X	
	-end-		X	
	Si		X	
d000.s003.t000	desea	desear	VERB	bn:00086682v;bn:00086684v;bn:00095628v
d000.s003.t001	más	más	ADV	bn:00116285r
d000.s003.t002	información	información	NOUN	bn:00046705n;wiki:información
	sobre		X	
	el		X	
d000.s003.t003	fundamento	fundamento	NOUN	bn:00008786n
	en		X	
	el		X	
	que		X	
	se		X	
	han	haber	VERB	
d000.s003.t004	basado	basar	VERB	bn:00083141v
	las		X	
d000.s003.t005	recomendaciones	recomendación	NOUN	bn:00066562n
	del		X	
d000.s003.t006	CHMP	chmp	NOUN	bn:00302314n
	,		X	
	le		X	
d000.s003.t007	aconsejamos	aconsejar	VERB	bn:00082418v
	que		X	
d000.s003.t008	lea	leer	VERB	bn:00092424v;bn:00092432v
	el		X	
d000.s003.t009	Debate	debate	NOUN	bn:00005601n;wiki:debate
d000.s003.t010	Científico	científico	ADJ	bn:00110175a
	(		X	
d000.s003.t011	también	también	ADV	bn:00114246r
d000.s003.t012	incluido	incluir	VERB	bn:00085499v;bn:00089660v;bn:00089662v
	en		X	
	el		X	
	EPAR	epar	NOUN	
	)		X	
	.		X	
	-end-		X	
	¿Qué		X	
	es	ser	VERB	
	Alimta	alimta	NOUN	
	?		X	
	-end-		X	
	Alimta	alimta	NOUN	
	es	ser	VERB	
	un		X	
d000.s005.t000	polvo	polvo	NOUN	bn:00063926n
	con		X	
	el		X	
	que		X	
	se		X	
d000.s005.t001	prepara	preparar	VERB	bn:00090556v
	una		X	
d000.s005.t002	solución	solución	NOUN	bn:00072760n;wiki:disolución
	para		X	
d000.s005.t003	perfusión	perfusión	NOUN	bn:00061571n
	(		X	
d000.s005.t004	goteo	goteo	NOUN	bn:00028771n
	en		X	
d000.s005.t005	vena	vena	NOUN	bn:00057343n;bn:00079681n;wiki:vena
	)		X	
	.		X	
	-end-		X	
d000.s006.t000	Contiene	contener	VERB	bn:00085499v
	el		X	
d000.s006.t001	principio	principio	NOUN	bn:00377649n;wiki:fármaco
d000.s006.t002	activo	activo	ADJ	bn:00096382a;bn:00096387a
	pemetrexed	pemetrexed	NOUN	
	.		X	
	-end-		X	
	¿Para		X	
	qué		X	
	se		X	
d000.s007.t000	utiliza	utilizar	VERB	bn:00082705v;bn:00089140v
	Alimta	alimta	NOUN	
	?		X	
	-end-		X	
	Alimta	alimta	NOUN	
	está	estar	VERB	
d000.s008.t000	indicado	indicar	VERB	bn:00087644v
	para		X	
	el		X	
d000.s008.t001	tratamiento	tratamiento	NOUN	bn:00047235n;bn:00076843n;wiki:tratamiento_(medicina)
	de		X	
	dos		X	
d000.s008.t002	tipos	tipo	NOUN	bn:00035907n;bn:00073211n;bn:00078798n;bn:00078799n;wiki:tipo_nomenclatural
	de		X	
d000.s008.t003	cáncer	cáncer	NOUN	bn:00015180n;wiki:cáncer
	:		X	
d000.s008.t004	mesotelioma	mesotelioma	NOUN	bn:00054512n;wiki:mesotelioma
d000.s008.t005	pleural	pleural	ADJ	bn:00108692a
	(		X	
d000.s008.t006	cáncer	cáncer	NOUN	bn:00015180n;wiki:cáncer
	del		X	
d000.s008.t007	revestimiento	revestimiento	NOUN	bn:00020185n;wiki:recubrimiento
	de		X	
	los		X	
d000.s008.t008	pulmones	pulmón	NOUN	bn:00052341n;wiki:pulmón
d000.s008.t009	causado	causar	VERB	bn:00084069v;bn:00084699v
d000.s008.t010	generalmente	generalmente	ADV	bn:00114634r;bn:00114778r
	por		X	
	la		X	
d000.s008.t011	exposición	exposición	NOUN	bn:00032375n
	al		X	
d000.s008.t012	amianto	amianto	NOUN	bn:00006236n;wiki:asbesto
	)		X	
	.		X	
	-end-		X	
	Alimta	alimta	NOUN	
	se		X	
d000.s009.t000	administra	administrar	VERB	bn:00082365v
	en		X	
d000.s009.t001	combinación	combinación	NOUN	bn:00020872n;bn:00020878n;bn:00020884n
	con		X	
d000.s009.t002	cisplatino	cisplatino	NOUN	bn:00577781n;wiki:cisplatino
	(		X	
	otro		X	
d000.s009.t003	medicamento	medicamento	NOUN	bn:00031708n;bn:00054128n;bn:00061887n;wiki:medicamento;wiki:prescripción_(medicina)
	contra		X	
	el		X	
d000.s009.t004	cáncer	cáncer	NOUN	bn:00015180n;wiki:cáncer
	)		X	
	cuando		X	
	el		X	
d000.s009.t005	tumor	tumor	NOUN	bn:00057267n;wiki:tumor
	«		X	
d000.s009.t006	no	no	ADV	bn:00116348r
	es	ser	VERB	
	resecable	resecable	ADJ	
	»		X	
	(		X	
	no		X	
	puede	poder	VERB	
d000.s009.t007	extirparse	extirpar	VERB	bn:00087923v
d000.s009.t008	sólo	sólo	ADV	bn:00114234r
	mediante		X	
d000.s009.t009	cirugía	cirugía	NOUN	bn:00059129n;wiki:cirugía
	)		X	
	y		X	
	es	ser	VERB	
	«		X	
d000.s009.t010	maligno	maligno	ADJ	bn:00106363a
	»		X	
	(		X	
	se		X	
	ha	haber	VERB	
d000.s009.t011	extendido	extender	VERB	bn:00087063v
	,		X	
	o		X	
	es	ser	VERB	
d000.s009.t012	probable	probable	ADJ	bn:00105981a;bn:00105982a;bn:00105984a
	que		X	
	se		X	
d000.s009.t013	extienda	extender	VERB	bn:00087063v
d000.s009.t014	fácilmente	fácilmente	ADV	bn:00115155r;bn:00115181r
	,		X	
	a		X	
	otras		X	
d000.s009.t015	partes	parte	NOUN	bn:00011769n
	del		X	
d000.s009.t016	cuerpo	cuerpo	NOUN	bn:00003882n;bn:00011744n;wiki:cuerpo_(anatomía);wiki:cuerpo_humano
	)		X	
	,		X	
	en		X	
d000.s009.t017	pacientes	paciente	NOUN	bn:00061017n;wiki:paciente
	que		X	
d000.s009.t018	no	no	ADV	bn:00116360r
	han	haber	VERB	
d000.s009.t019	recibido	recibir	VERB	bn:00089246v
d000.s009.t020	quimioterapia	quimioterapia	NOUN	bn:00018141n;wiki:quimioterapia
	(		X	
d000.s009.t021	medicamentos	medicamento	NOUN	bn:00031708n;bn:00054128n;bn:00061887n;wiki:medicamento;wiki:prescripción_(medicina)
	contra		X	
	el		X	
d000.s009.t022	cáncer	cáncer	NOUN	bn:00015180n;wiki:cáncer
	)		X	
d000.s009.t023	previamente	previamente	ADV	bn:00114297r;bn:00114512r
	,		X	
d000.s009.t024	cáncer	cáncer	NOUN	bn:00052343n;wiki:cáncer_de_pulmón
	de		X	
d000.s009.t025	pulmón	pulmón	NOUN	bn:00052341n;wiki:pulmón
	«		X	
	no	no	NOUN	
d000.s009.t026	microcítico	microcito	NOUN	bn:00054742n
	»		X	
d000.s009.t027	avanzado	avanzado	ADJ	bn:00096528a
	o		X	
d000.s009.t028	metastásico	metastásico	NOUN	bn:00054585n;wiki:metástasis
	que		X	
d000.s009.t029	no	no	ADV	bn:00116360r
d000.s009.t030	afecte	afectar	VERB	bn:00082426v;bn:00082427v
	a		X	
	las		X	
d000.s009.t031	células	célula	NOUN	bn:00017027n;wiki:célula
	«		X	
	escamosas	escamoso	ADJ	
	»		X	
	.		X	
	-end-		X	
	Alimta	alimta	NOUN	
	se		X	
d000.s010.t000	utiliza	utilizar	VERB	bn:00082705v;bn:00089140v
	en		X	
d000.s010.t001	combinación	combinación	NOUN	bn:00020872n;bn:00020878n;bn:00020884n
	con		X	
d000.s010.t002	cisplatino	cisplatino	NOUN	bn:00577781n;wiki:cisplatino
	en		X	
d000.s010.t003	pacientes	paciente	NOUN	bn:00061017n;wiki:paciente
	que		X	
d000.s010.t004	no	no	ADV	bn:00116360r
	han	haber	VERB	
	sido	ser	VERB	
d000.s010.t005	tratados	tratar	VERB	bn:00084532v;bn:00087136v
d000.s010.t006	previamente	previamente	ADV	bn:00114297r;bn:00114512r
	y		X	
	en		X	
d000.s010.t007	monoterapia	monoterapia	NOUN	bn:00749648n
	en		X	
d000.s010.t008	pacientes	paciente	NOUN	bn:00061017n;wiki:paciente
	que		X	
	han	haber	VERB	
	sido	ser	VERB	
d000.s010.t009	tratado	tratar	VERB	bn:00084532v;bn:00087136v
d000.s010.t010	previamente	previamente	ADV	bn:00114297r;bn:00114512r
	con		X	
	otros		X	
d000.s010.t011	tipos	tipo	NOUN	bn:00035907n;bn:00073211n;bn:00078798n;bn:00078799n;wiki:tipo_nomenclatural
	de		X	
d000.s010.t012	quimioterapia	quimioterapia	NOUN	bn:00018141n;wiki:quimioterapia
	.		X	
	-end-		X	
	Este		X	
d000.s011.t000	medicamento	medicamento	NOUN	bn:00031708n;bn:00054128n;bn:00061887n;wiki:medicamento;wiki:prescripción_(medicina)
d000.s011.t001	sólo	sólo	ADV	bn:00114234r
	podrá	poder	VERB	
d000.s011.t002	dispensarse	dispensar	VERB	bn:00082365v
	con		X	
d000.s011.t003	receta	receta	NOUN	bn:00031708n;wiki:medicamento;wiki:prescripción_(medicina)
d000.s011.t004	médica	médico	ADJ	bn:00106554a;bn:00106555a
	.		X	
	-end-		X	
	¿Cómo	¿cómo	NOUN	
	se		X	
d000.s012.t000	usa	usar	VERB	bn:00082705v
	Alimta	alimta	NOUN	
	?		X	
	-end-		X	
	Alimta	alimta	NOUN	
d000.s013.t000	sólo	sólo	ADV	bn:00114234r
	debe	deber	VERB	
d000.s013.t001	administrarse	administrar	VERB	bn:00082365v
	bajo		X	
	la		X	
d000.s013.t002	supervisión	supervisión	NOUN	bn:00059908n
	de		X	
	un		X	
d000.s013.t003	médico	médico	NOUN	bn:00027976n;bn:00028003n;bn:00054116n;wiki:doctor_en_medicina;wiki:médico
d000.s013.t004	cualificado	cualificar	VERB	bn:00092243v
	en		X	
	el		X	
d000.s013.t005	uso	uso	NOUN	bn:00030627n;bn:00036822n;bn:00079370n
	de		X	
d000.s013.t006	quimioterapia	quimioterapia	NOUN	bn:00018141n;wiki:quimioterapia
	contra		X	
	el		X	
d000.s013.t007	cáncer	cáncer	NOUN	bn:00015180n;wiki:cáncer
	.		X	
	-end-		X	
	La		X	
d000.s014.t000	dosis	dosis	NOUN	bn:00028320n;wiki:dosis
d000.s014.t001	recomendada	recomendar	VERB	bn:00082418v
	de		X	
	Alimta	alimta	NOUN	
	es	ser	VERB	
	de		X	
	500		X	
d000.s014.t002	mg	mg	NOUN	bn:00054701n;wiki:órdenes_de_magnitud_(masa)
	por		X	
d000.s014.t003	metro	metro	NOUN	bn:00017102n;wiki:metro_cuadrado
d000.s014.t004	cuadrado	cuadrado	ADJ	bn:00111084a
	de		X	
d000.s014.t005	superficie	superficie	NOUN	bn:03551355n;wiki:área_de_superficie_corporal
d000.s014.t006	corporal	corporal	ADJ	bn:00098648a
	(		X	
d000.s014.t007	calculada	calcular	VERB	bn:00084373v
	a partir de		X	
	la		X	
d000.s014.t008	estatura	estatura	NOUN	bn:00043545n;wiki:estatura
	y		X	
	el		X	
d000.s014.t009	peso	peso	NOUN	bn:00011779n;bn:00080831n;wiki:peso;wiki:peso#el_peso_de_un_ser_humano
	del		X	
d000.s014.t010	paciente	paciente	NOUN	bn:00061017n;wiki:paciente
	)		X	
	.		X	
	Se		X	
d000.s014.t011	administra	administrar	VERB	bn:00082365v
	una		X	
d000.s014.t012	vez	vez	NOUN	bn:00019848n
	cada		X	
	tres		X	
d000.s014.t013	semanas	semana	NOUN	bn:00043484n;wiki:semana
	por		X	
d000.s014.t014	perfusión	perfusión	NOUN	bn:00061571n
d000.s014.t015	intravenosa	intravenoso	ADJ	bn:00102230a
	durante		X	
	10		X	
d000.s014.t016	minutos	minuto	NOUN	bn:00055094n;wiki:minuto
	.		X	
	-end-		X	
	Con		X	
	el		X	
d000.s015.t000	fin	fin	NOUN	bn:00030721n
	de		X	
d000.s015.t001	reducir	reducir	VERB	bn:00082125v;bn:00084079v
	los		X	
d000.s015.t002	efectos	efecto	NOUN	bn:00071445n;bn:00450782n;bn:00686074n;wiki:reacción_adversa_a_medicamento
d000.s015.t003	secundarios	secundario	ADJ	bn:00110247a;bn:00110248a;bn:00110249a
	,		X	
	los		X	
d000.s015.t004	pacientes	paciente	NOUN	bn:00061017n;wiki:paciente
	deben	deber	VERB	
d000.s015.t005	recibir	recibir	VERB	bn:00089246v
	un		X	
d000.s015.t006	corticosteroide	corticosteroide	NOUN	bn:00001507n;wiki:corticosteroide
	y		X	
d000.s015.t007	ácido	ácido	NOUN	bn:00035585n;wiki:ácido_fólico
	fólico	fólico	ADJ	
	(		X	
	un		X	
d000.s015.t008	tipo	tipo	NOUN	bn:00035907n;bn:00073211n;bn:00078798n;bn:00078799n;wiki:tipo_nomenclatural
	de		X	
d000.s015.t009	vitamina	vitamina	NOUN	bn:00080147n;wiki:vitamina
	)		X	
	,		X	
	así como		X	
d000.s015.t010	inyecciones	inyección	NOUN	bn:00046787n;wiki:inyección_(medicina)
	de		X	
d000.s015.t011	vitamina	vitamina	NOUN	bn:00004712n;wiki:cianocobalamina
	B12		X	
	durante		X	
	el		X	
d000.s015.t012	tratamiento	tratamiento	NOUN	bn:00047235n;bn:00076843n;wiki:tratamiento_(medicina)
	con		X	
	Alimta	alimta	NOUN	
	.		X	
	-end-		X	
	Cuando		X	
	Alimta	alimta	NOUN	
	se		X	
d000.s016.t000	utiliza	utilizar	VERB	bn:00082705v;bn:00089140v
d000.s016.t001	conjuntamente	conjuntamente	ADV	bn:00114766r
	con		X	
d000.s016.t002	cisplatino	cisplatino	NOUN	bn:00577781n;wiki:cisplatino
	,		X	
	hay que	haber~que	VERB	
d000.s016.t003	administrar	administrar	VERB	bn:00082365v
d000.s016.t004	además	además	ADV	bn:00114134r;bn:00114246r;bn:00115484r
	un		X	
d000.s016.t005	medicamento	medicamento	NOUN	bn:00031708n;bn:00054128n;bn:00061887n;wiki:medicamento;wiki:prescripción_(medicina)
	«		X	
d000.s016.t006	antiemético	antiemético	NOUN	bn:00004656n;wiki:antiemético
	»		X	
	(		X	
	para		X	
d000.s016.t007	evitar	evitar	VERB	bn:00088454v;bn:00090033v
	los		X	
d000.s016.t008	vómitos	vómito	NOUN	bn:00027565n;wiki:regurgitación;wiki:vómito
	)		X	
	y		X	
d000.s016.t009	líquidos	líquido	NOUN	bn:00051471n;bn:00051473n
	(		X	
	para		X	
d000.s016.t010	evitar	evitar	VERB	bn:00088454v;bn:00090033v
	la		X	
d000.s016.t011	deshidratación	deshidratación	NOUN	bn:00025982n;bn:00025983n;wiki:deshidratación
	)		X	
	antes		X	
	o		X	
	después de		X	
	la		X	
d000.s016.t012	dosis	dosis	NOUN	bn:00028320n;wiki:dosis
	de		X	
d000.s016.t013	cisplatino	cisplatino	NOUN	bn:00577781n;wiki:cisplatino
	.		X	
	-end-		X	
	Será	ser	VERB	
d000.s017.t000	necesario	necesario	ADJ	bn:00107194a
	retrasar	retrasar	VERB	
	o		X	
d000.s017.t001	suspender	suspender	VERB	bn:00083908v;bn:00083995v
	el		X	
d000.s017.t002	tratamiento	tratamiento	NOUN	bn:00047235n;bn:00076843n;wiki:tratamiento_(medicina)
	,		X	
	o		X	
d000.s017.t003	reducir	reducir	VERB	bn:00084079v;bn:00086418v
	la		X	
d000.s017.t004	dosis	dosis	NOUN	bn:00028320n;wiki:dosis
	,		X	
	en		X	
d000.s017.t005	pacientes	paciente	NOUN	bn:00061017n;wiki:paciente
	que		X	
d000.s017.t006	presenten	presentar	VERB	bn:00087013v;bn:00088078v
d000.s017.t007	alteraciones	alteración	NOUN	bn:00003125n;bn:00017651n
	en		X	
	los		X	
	recuentos	recuento	NOUN	
	sanguíneos	sanguíneo	ADJ	
	o		X	
d000.s017.t008	determinados	determinado	ADJ	bn:00103595a
d000.s017.t009	efectos	efecto	NOUN	bn:00071445n;bn:00450782n;bn:00686074n;wiki:reacción_adversa_a_medicamento
d000.s017.t010	secundarios	secundario	ADJ	bn:00110247a;bn:00110248a;bn:00110249a
	.		X	
	-end-		X	
d000.s018.t000	No	no	ADV	bn:00116360r
	se		X	
d000.s018.t001	recomienda	recomendar	VERB	bn:00082418v;bn:00085410v
d000.s018.t002	administrar	administrar	VERB	bn:00082365v
	Alimta	alimta	NOUN	
	a		X	
d000.s018.t003	pacientes	paciente	NOUN	bn:00061017n;wiki:paciente
	con		X	
d000.s018.t004	problemas	problema	NOUN	bn:00002171n;bn:00048242n
d000.s018.t005	renales	renal	ADJ	bn:00107226a
d000.s018.t006	moderados	moderado	ADJ	bn:00106826a;bn:00106827a
	o		X	
d000.s018.t007	graves	grave	ADJ	bn:00100896a
	.		X	
	-end-		X	
	Si		X	
d000.s019.t000	desea	desear	VERB	bn:00086682v;bn:00086684v
d000.s019.t001	más	más	ADV	bn:00116285r
d000.s019.t002	información	información	NOUN	bn:00046705n;wiki:información
	,		X	
d000.s019.t003	consulte	consultar	VERB	bn:00085686v
	el		X	
d000.s019.t004	Resumen	resumen	NOUN	bn:00031259n;bn:00075142n
	de		X	
	las		X	
d000.s019.t005	Características	característica	NOUN	bn:00017747n;bn:00017761n;bn:00017762n
	del		X	
d000.s019.t006	Producto	producto	NOUN	bn:00064584n;bn:00064585n
	,		X	
	que		X	
d000.s019.t007	también	también	ADV	bn:00114246r
d000.s019.t008	forma	formar	VERB	bn:00085670v
d000.s019.t009	parte	parte	NOUN	bn:00027912n;bn:00070193n;wiki:segmento
	del		X	
	EPAR	epar	NOUN	
	.		X	
	-end-		X	
	¿Cómo	cómo	ADV	
d000.s020.t000	actúa	actuar	VERB	bn:00082286v
	Alimta	alimta	NOUN	
	?		X	
	-end-		X	
	El		X	
d000.s021.t000	principio	principio	NOUN	bn:00377649n;wiki:fármaco
d000.s021.t001	activo	activo	ADJ	bn:00096382a;bn:00096387a
	de		X	
	Alimta	alimta	NOUN	
	,		X	
	el		X	
d000.s021.t002	pemetrexed	pemetrexed	NOUN	bn:00602447n
	,		X	
	es	ser	VERB	
	un		X	
d000.s021.t003	medicamento	medicamento	NOUN	bn:00031708n;bn:00054128n;bn:00061887n;wiki:medicamento;wiki:prescripción_(medicina)
d000.s021.t004	citotóxico	citotóxico	NOUN	bn:00024920n;wiki:citotoxicidad
	(		X	
	un		X	
d000.s021.t005	medicamento	medicamento	NOUN	bn:00031708n;bn:00054128n;bn:00061887n;wiki:medicamento;wiki:prescripción_(medicina)
	que		X	
d000.s021.t006	destruye	destruir	VERB	bn:00086698v;bn:00086699v;bn:00090134v
	las		X	
d000.s021.t007	células	célula	NOUN	bn:00017027n;wiki:célula
	que		X	
	están	estar	VERB	
	en		X	
d000.s021.t008	fase	fase	NOUN	bn:00025966n;bn:00061898n
	de		X	
d000.s021.t009	división	división	NOUN	bn:00027913n;bn:00027920n;bn:00070547n
	,		X	
	como		X	
	las		X	
d000.s021.t010	cancerosas	canceroso	ADJ	bn:00099180a
	)		X	
	que		X	
d000.s021.t011	pertenece	pertenecer	VERB	bn:00083389v
	al		X	
d000.s021.t012	grupo	grupo	NOUN	bn:00041942n
	de		X	
	los		X	
	«		X	
d000.s021.t013	antimetabolitos	antimetabolitos	NOUN	bn:00004691n;wiki:antimetabolito
	»		X	
	.		X	
	-end-		X	
	En		X	
	el		X	
d000.s022.t000	organismo	organismo	NOUN	bn:00004257n;bn:00009677n;wiki:ser_vivo
	,		X	
	el		X	
d000.s022.t001	pemetrexed	pemetrexed	NOUN	bn:00602447n
	se		X	
d000.s022.t002	convierte	convertir	VERB	bn:00085761v;bn:00085768v
	en		X	
	una		X	
d000.s022.t003	forma	forma	NOUN	bn:00035908n;wiki:forma_musical
d000.s022.t004	activa	activo	ADJ	bn:00096382a;bn:00096387a
	que		X	
d000.s022.t005	bloquea	bloquear	VERB	bn:00083629v;bn:00083630v;bn:00083636v;bn:00083642v
	la		X	
d000.s022.t006	actividad	actividad	NOUN	bn:00001173n
	de		X	
	las		X	
d000.s022.t007	enzimas	enzima	NOUN	bn:00031085n;wiki:enzima
	que		X	
d000.s022.t008	participan	participar	VERB	bn:00087628v;bn:00087677v
	en		X	
	la		X	
d000.s022.t009	producción	producción	NOUN	bn:00064590n
	de		X	
	«		X	
d000.s022.t010	nucleótidos	nucleótido	NOUN	bn:00008788n;wiki:nucleótido
	»		X	
	(		X	
d000.s022.t011	elementos	elemento	NOUN	bn:00021396n
d000.s022.t012	esenciales	esencial	ADJ	bn:00099258a;bn:00102400a;bn:00102401a
	del		X	
d000.s022.t013	ADN	adn	NOUN	bn:00026301n;wiki:ácido_desoxirribonucleico
	y		X	
	el		X	
	ARN	arn	NOUN	
	,		X	
	el		X	
d000.s022.t014	material	material	NOUN	bn:00037738n;wiki:genoma
d000.s022.t015	genético	genético	ADJ	bn:00103522a
	de		X	
	las		X	
d000.s022.t016	células	célula	NOUN	bn:00017027n;wiki:célula
	)		X	
	.		X	
	-end-		X	
	¿Qué	qué	ADJ	
d000.s023.t000	tipo	tipo	NOUN	bn:00035907n;bn:00073211n;bn:00078798n
	de		X	
d000.s023.t001	estudios	estudio	NOUN	bn:00030952n;bn:00074790n
	se		X	
	han	haber	VERB	
d000.s023.t002	realizado	realizar	VERB	bn:00082225v;bn:00082311v;bn:00087107v
	con		X	
	Alimta	alimta	NOUN	
	?		X	
	-end-		X	
	Por		X	
	lo		X	
	que		X	
	se		X	
d000.s024.t000	refiere	referir	VERB	bn:00083240v
	al		X	
d000.s024.t001	tratamiento	tratamiento	NOUN	bn:00047235n;bn:00076843n;wiki:tratamiento_(medicina)
	del		X	
d000.s024.t002	mesotelioma	mesotelioma	NOUN	bn:00054512n;wiki:mesotelioma
d000.s024.t003	pleural	pleural	ADJ	bn:00108692a
d000.s024.t004	maligno	maligno	ADJ	bn:00106363a
	,		X	
	Alimta	alimta	NOUN	
	ha	haber	VERB	
	sido	ser	VERB	
d000.s024.t005	evaluado	evaluar	VERB	bn:00082720v
	en		X	
	un		X	
d000.s024.t006	estudio	estudio	NOUN	bn:00030952n;bn:00067181n;bn:00074790n;wiki:informe
d000.s024.t007	principal	principal	ADJ	bn:00098086a;bn:00105809a;bn:00106332a
d000.s024.t008	realizado	realizar	VERB	bn:00082225v;bn:00082311v;bn:00087107v;bn:00087108v
	en		X	
	456		X	
d000.s024.t009	pacientes	paciente	NOUN	bn:00061017n;wiki:paciente
	que		X	
d000.s024.t010	no	no	ADV	bn:00116360r
	habían	haber	VERB	
d000.s024.t011	recibido	recibir	VERB	bn:00089246v
d000.s024.t012	quimioterapia	quimioterapia	NOUN	bn:00018141n;wiki:quimioterapia
d000.s024.t013	anteriormente	anteriormente	ADV	bn:00114297r;bn:00114423r
	.		X	
	-end-		X	
	Se		X	
d000.s025.t000	compararon	comparar	VERB	bn:00085450v
	los		X	
d000.s025.t001	efectos	efecto	NOUN	bn:00021961n;bn:00046065n
	de		X	
	Alimta	alimta	NOUN	
	en		X	
d000.s025.t002	combinación	combinación	NOUN	bn:00020872n;bn:00020878n;bn:00020884n
	con		X	
d000.s025.t003	cisplatino	cisplatino	NOUN	bn:00577781n;wiki:cisplatino
	con		X	
	los		X	
d000.s025.t004	efectos	efecto	NOUN	bn:00021961n;bn:00046065n
	del		X	
d000.s025.t005	cisplatino	cisplatino	NOUN	bn:00577781n;wiki:cisplatino
d000.s025.t006	administrado	administrar	VERB	bn:00082365v
	en		X	
d000.s025.t007	solitario	solitario	ADJ	bn:00106121a
	.		X	
	-end-		X	
	En		X	
	cuanto		X	
	al		X	
d000.s026.t000	tratamiento	tratamiento	NOUN	bn:08342574n;wiki:tratamiento_del_cáncer_de_pulmón
	del		X	
d000.s026.t001	cáncer	cáncer	NOUN	bn:00052343n;wiki:cáncer_de_pulmón
	de		X	
d000.s026.t002	pulmón	pulmón	NOUN	bn:00052341n;wiki:pulmón
	no	no	NOUN	
d000.s026.t003	microcítico	microcito	NOUN	bn:00054742n
	,		X	
	se		X	
d000.s026.t004	compararon	comparar	VERB	bn:00085450v
	los		X	
d000.s026.t005	efectos	efecto	NOUN	bn:00021961n;bn:00046065n
	de		X	
	Alimta	alimta	NOUN	
	con		X	
	los		X	
	del		X	
d000.s026.t006	docetaxel	docetaxel	NOUN	bn:01537207n;wiki:docetaxel
	(		X	
	otro		X	
d000.s026.t007	medicamento	medicamento	NOUN	bn:00031708n;bn:00054128n;bn:00061887n;wiki:medicamento;wiki:prescripción_(medicina)
	contra		X	
	el		X	
d000.s026.t008	cáncer	cáncer	NOUN	bn:00015180n;wiki:cáncer
	)		X	
	en		X	
	un		X	
d000.s026.t009	estudio	estudio	NOUN	bn:00030952n;bn:00067181n;bn:00074790n;wiki:informe
d000.s026.t010	realizado	realizar	VERB	bn:00082225v;bn:00082311v;bn:00087107v;bn:00087108v
	en		X	
	571		X	
