Token ID	Token	Lemma	POS
d001.s006.t002	is	be	V
d001.s006.t003	a		X
d001.s006.t004	powder	powder	N
d001.s006.t005	that		X
d001.s006.t006	is	be	V
d001.s006.t007	made up	make up	V
d001.s006.t008	into		X
d001.s006.t009	a		X
d001.s006.t010	solution	solution	N
d001.s006.t011	for		X
d001.s006.t012	infusion	infusion	N
d001.s006.t013	(		X
d001.s006.t014	drip	drip	V
d001.s006.t015	into		X
d001.s006.t016	a		X
d001.s006.t017	vein	vein	N
d001.s006.t018	)		X
d001.s006.t019	.		X
d001.s007.t001	It		X
d001.s007.t002	contains	contain	V
d001.s007.t003	the		X
d001.s007.t004	active	active	J
d001.s007.t005	substance	substance	N
d001.s007.t006	pemetrexed	pemetrexed	N
d001.s007.t007	.		X
d001.s008.t001	What		X
d001.s008.t002	is	be	V
d001.s008.t003	Alimta	alimta	N
d001.s008.t004	used	use	V
d001.s008.t005	for		X
d001.s008.t006	?		X
d001.s009.t001	Alimta	alimta	N
d001.s009.t002	is	be	V
d001.s009.t003	used	use	V
d001.s009.t004	to		X
d001.s009.t005	treat	treat	V
d001.s009.t006	two		X
d001.s009.t007	types	type	N
d001.s009.t008	of		X
d001.s009.t009	cancer	cancer	N
d001.s009.t010	:		X
d001.s009.t011	pleural	pleural	J
d001.s009.t012	mesothelioma	mesothelioma	N
d001.s009.t013	(		X
d001.s009.t014	cancer	cancer	N
d001.s009.t015	of		X
d001.s009.t016	the		X
d001.s009.t017	lining	lining	N
d001.s009.t018	of		X
d001.s009.t019	the		X
d001.s009.t020	lungs	lung	N
d001.s009.t021	that		X
d001.s009.t022	is	be	V
d001.s009.t023	usually	usually	R
d001.s009.t024	caused	cause	V
d001.s009.t025	by		X
d001.s009.t026	exposure	exposure	N
d001.s009.t027	to		X
d001.s009.t028	asbestos	asbestos	N
d001.s009.t029	)		X
d001.s009.t030	.		X
d001.s010.t001	Alimta	alimta	N
d001.s010.t002	is	be	V
d001.s010.t003	used	use	V
d001.s010.t004	together	together	R
d001.s010.t005	with		X
d001.s010.t006	cisplatin	cisplatin	N
d001.s010.t007	(		X
d001.s010.t008	another		X
d001.s010.t009	anticancer	anticancer	J
d001.s010.t010	medicine	medicine	N
d001.s010.t011	)		X
d001.s010.t012	when		X
d001.s010.t013	the		X
d001.s010.t014	cancer	cancer	N
d001.s010.t015	is	be	V
d001.s010.t016	unresectable	unresectable	J
d001.s010.t017	(		X
d001.s010.t018	cannot		X
d001.s010.t019	be	be	V
d001.s010.t020	removed	remove	V
d001.s010.t021	by		X
d001.s010.t022	surgery	surgery	N
d001.s010.t023	alone	alone	J
d001.s010.t024	)		X
d001.s010.t025	and		X
d001.s010.t026	malignant	malignant	J
d001.s010.t027	(		X
d001.s010.t028	has	have	V
d001.s010.t029	spread	spread	V
d001.s010.t030	,		X
d001.s010.t031	or		X
d001.s010.t032	is	be	V
d001.s010.t033	likely	likely	J
d001.s010.t034	to		X
d001.s010.t035	spread	spread	V
d001.s010.t036	easily	easily	R
d001.s010.t037	,		X
d001.s010.t038	to		X
d001.s010.t039	other	other	J
d001.s010.t040	parts	part	N
d001.s010.t041	of		X
d001.s010.t042	the		X
d001.s010.t043	body	body	N
d001.s010.t044	)		X
d001.s010.t045	,		X
d001.s010.t046	in		X
d001.s010.t047	patients	patient	N
d001.s010.t048	who		X
d001.s010.t049	have	have	V
d001.s010.t050	not	not	R
d001.s010.t051	received	receive	V
d001.s010.t052	chemotherapy	chemotherapy	N
d001.s010.t053	(		X
d001.s010.t054	medicines	medicine	N
d001.s010.t055	for		X
d001.s010.t056	cancer	cancer	N
d001.s010.t057	)		X
d001.s010.t058	before		X
d001.s010.t059	advanced	advanced	J
d001.s010.t060	or		X
d001.s010.t061	metastatic	metastatic	J
d001.s010.t062	non-small	non-small	J
d001.s010.t063	cell	cell	N
d001.s010.t064	lung	lung	N
d001.s010.t065	cancer	cancer	N
d001.s010.t066	that		X
d001.s010.t067	is	be	V
d001.s010.t068	not	not	R
d001.s010.t069	affecting	affect	V
d001.s010.t070	the		X
d001.s010.t071	squamous	squamous	J
d001.s010.t072	cells	cell	N
d001.s010.t073	.		X
d001.s011.t001	Alimta	alimta	N
d001.s011.t002	is	be	V
d001.s011.t003	used	use	V
d001.s011.t004	in		X
d001.s011.t005	combination	combination	N
d001.s011.t006	with		X
d001.s011.t007	cisplatin	cisplatin	N
d001.s011.t008	in		X
d001.s011.t009	patients	patient	N
d001.s011.t010	who		X
d001.s011.t011	have	have	V
d001.s011.t012	not	not	R
d001.s011.t013	been	be	V
d001.s011.t014	treated	treat	V
d001.s011.t015	before		X
d001.s011.t016	,		X
d001.s011.t017	and		X
d001.s011.t018	on		X
d001.s011.t019	its		X
d001.s011.t020	own	own	J
d001.s011.t021	in		X
d001.s011.t022	patients	patient	N
d001.s011.t023	who		X
d001.s011.t024	have	have	V
d001.s011.t025	received	receive	V
d001.s011.t026	another		X
d001.s011.t027	type	type	N
d001.s011.t028	of		X
d001.s011.t029	chemotherapy	chemotherapy	N
d001.s011.t030	in		X
d001.s011.t031	the		X
d001.s011.t032	past	past	N
d001.s011.t033	.		X
d001.s012.t001	The		X
d001.s012.t002	medicine	medicine	N
d001.s012.t003	can		X
d001.s012.t004	only	only	R
d001.s012.t005	be	be	V
d001.s012.t006	obtained	obtain	V
d001.s012.t007	with		X
d001.s012.t008	a		X
d001.s012.t009	prescription	prescription	N
d001.s012.t010	.		X
d001.s013.t001	How		X
d001.s013.t002	is	be	V
d001.s013.t003	Alimta	alimta	N
d001.s013.t004	used	use	V
d001.s013.t005	?		X
d001.s014.t001	Alimta	alimta	N
d001.s014.t002	should		X
d001.s014.t003	only	only	R
d001.s014.t004	be	be	V
d001.s014.t005	given	give	V
d001.s014.t006	under		X
d001.s014.t007	the		X
d001.s014.t008	supervision	supervision	N
d001.s014.t009	of		X
d001.s014.t010	a		X
d001.s014.t011	doctor	doctor	N
d001.s014.t012	who		X
d001.s014.t013	is	be	V
d001.s014.t014	qualified	qualify	V
d001.s014.t015	in		X
d001.s014.t016	the		X
d001.s014.t017	use	use	N
d001.s014.t018	of		X
d001.s014.t019	anticancer	anticancer	J
d001.s014.t020	chemotherapy	chemotherapy	N
d001.s014.t021	.		X
d001.s015.t001	The		X
d001.s015.t002	recommended	recommended	J
d001.s015.t003	dose	dose	N
d001.s015.t004	of		X
d001.s015.t005	Alimta	alimta	N
d001.s015.t006	is	be	V
d001.s015.t007	500		X
d001.s015.t008	mg	mg	N
d001.s015.t009	per		X
d001.s015.t010	square	square	J
d001.s015.t011	metre	metre	N
d001.s015.t012	of		X
d001.s015.t013	body	body	N
d001.s015.t014	surface	surface	N
d001.s015.t015	area	area	N
d001.s015.t016	(		X
d001.s015.t017	calculated	calculate	V
d001.s015.t018	using	use	V
d001.s015.t019	the		X
d001.s015.t020	patient	patient	N
d001.s015.t021	s		X
d001.s015.t022	height	height	N
d001.s015.t023	and		X
d001.s015.t024	weight	weight	N
d001.s015.t025	)		X
d001.s015.t026	.		X
d001.s016.t001	To		X
d001.s016.t002	reduce	reduce	V
d001.s016.t003	side	side	J
d001.s016.t004	effects	effect	N
d001.s016.t005	,		X
d001.s016.t006	patients	patient	N
d001.s016.t007	should		X
d001.s016.t008	take	take	V
d001.s016.t009	a		X
d001.s016.t010	corticosteroid	corticosteroid	N
d001.s016.t011	and		X
d001.s016.t012	folic	folic	J
d001.s016.t013	acid	acid	N
d001.s016.t014	(		X
d001.s016.t015	a		X
d001.s016.t016	type	type	N
d001.s016.t017	of		X
d001.s016.t018	vitamin	vitamin	N
d001.s016.t019	)		X
d001.s016.t020	,		X
d001.s016.t021	and		X
d001.s016.t022	receive	receive	V
d001.s016.t023	injections	injection	N
d001.s016.t024	of		X
d001.s016.t025	vitamin	vitamin	N
d001.s016.t026	B12	b12	N
d001.s016.t027	during		X
d001.s016.t028	treatment	treatment	N
d001.s016.t029	with		X
d001.s016.t030	Alimta	alimta	N
d001.s016.t031	.		X
d001.s017.t001	When		X
d001.s017.t002	Alimta	alimta	N
d001.s017.t003	is	be	V
d001.s017.t004	given	give	V
d001.s017.t005	with		X
d001.s017.t006	cisplatin	cisplatin	N
d001.s017.t007	,		X
d001.s017.t008	an		X
d001.s017.t009	anti-emetic	anti-emetic	J
d001.s017.t010	medicine	medicine	N
d001.s017.t011	(		X
d001.s017.t012	to		X
d001.s017.t013	prevent	prevent	V
d001.s017.t014	vomiting	vomit	V
d001.s017.t015	)		X
d001.s017.t016	and		X
d001.s017.t017	fluids	fluid	N
d001.s017.t018	(		X
d001.s017.t019	to		X
d001.s017.t020	prevent	prevent	V
d001.s017.t021	dehydration	dehydration	N
d001.s017.t022	)		X
d001.s017.t023	should		X
d001.s017.t024	also	also	R
d001.s017.t025	be	be	V
d001.s017.t026	given	give	V
d001.s017.t027	before	before	R
d001.s017.t028	or		X
d001.s017.t029	after	after	R
d001.s017.t030	the		X
d001.s017.t031	cisplatin	cisplatin	N
d001.s017.t032	dose	dose	N
d001.s017.t033	.		X
d001.s018.t001	Treatment	treatment	N
d001.s018.t002	should		X
d001.s018.t003	be	be	V
d001.s018.t004	delayed	delay	V
d001.s018.t005	or		X
d001.s018.t006	discontinued	discontinue	V
d001.s018.t007	,		X
d001.s018.t008	or		X
d001.s018.t009	the		X
d001.s018.t010	dose	dose	N
d001.s018.t011	reduced	reduce	V
d001.s018.t012	,		X
d001.s018.t013	in		X
d001.s018.t014	patients	patient	N
d001.s018.t015	whose		X
d001.s018.t016	blood	blood	N
d001.s018.t017	counts	count	N
d001.s018.t018	are	be	V
d001.s018.t019	abnormal	abnormal	J
d001.s018.t020	or		X
d001.s018.t021	who		X
d001.s018.t022	have	have	V
d001.s018.t023	certain	certain	J
d001.s018.t024	other	other	J
d001.s018.t025	side	side	J
d001.s018.t026	effects	effect	N
d001.s018.t027	.		X
d001.s019.t001	Alimta	alimta	N
d001.s019.t002	is	be	V
d001.s019.t003	not	not	R
d001.s019.t004	recommended	recommend	V
d001.s019.t005	for		X
d001.s019.t006	use	use	N
d001.s019.t007	in		X
d001.s019.t008	patients	patient	N
d001.s019.t009	with		X
d001.s019.t010	moderate	moderate	J
d001.s019.t011	or		X
d001.s019.t012	severe	severe	J
d001.s019.t013	kidney	kidney	N
d001.s019.t014	problems	problem	N
d001.s019.t015	.		X
d001.s020.t001	For		X
d001.s020.t002	more	more	J
d001.s020.t003	information	information	N
d001.s020.t004	,		X
d001.s020.t005	see	see	V
d001.s020.t006	the		X
d001.s020.t007	Summary	summary	N
d001.s020.t008	of		X
d001.s020.t009	Product	product	N
d001.s020.t010	Characteristics	characteristics	N
d001.s020.t011	(		X
d001.s020.t012	also	also	R
d001.s020.t013	part	part	N
d001.s020.t014	of		X
d001.s020.t015	the		X
d001.s020.t016	EPAR	epar	N
d001.s020.t017	)		X
d001.s020.t018	.		X
d001.s021.t001	How		X
d001.s021.t002	does	do	V
d001.s021.t003	Alimta	alimta	N
d001.s021.t004	work	work	N
d001.s021.t005	?		X
d001.s022.t001	The		X
d001.s022.t002	active	active	J
d001.s022.t003	substance	substance	N
d001.s022.t004	in		X
d001.s022.t005	Alimta	alimta	N
d001.s022.t006	,		X
d001.s022.t007	pemetrexed	pemetrexed	N
d001.s022.t008	,		X
d001.s022.t009	is	be	V
d001.s022.t010	a		X
d001.s022.t011	cytotoxic	cytotoxic	J
d001.s022.t012	medicine	medicine	N
d001.s022.t013	(		X
d001.s022.t014	a		X
d001.s022.t015	medicine	medicine	N
d001.s022.t016	that		X
d001.s022.t017	kills	kill	V
d001.s022.t018	cells	cell	N
d001.s022.t019	that		X
d001.s022.t020	are	be	V
d001.s022.t021	dividing	divide	V
d001.s022.t022	,		X
d001.s022.t023	such as	such as	R
d001.s022.t024	cancer	cancer	N
d001.s022.t025	cells	cell	N
d001.s022.t026	)		X
d001.s022.t027	,		X
d001.s022.t028	which		X
d001.s022.t029	belongs	belong	V
d001.s022.t030	to		X
d001.s022.t031	the		X
d001.s022.t032	group	group	N
d001.s022.t033	antimetabolites	antimetabolites	N
d001.s022.t034	.		X
d001.s023.t001	In		X
d001.s023.t002	the		X
d001.s023.t003	body	body	N
d001.s023.t004	,		X
d001.s023.t005	pemetrexed	pemetrexed	N
d001.s023.t006	is	be	V
d001.s023.t007	converted	convert	V
d001.s023.t008	into		X
d001.s023.t009	an		X
d001.s023.t010	active	active	J
d001.s023.t011	form	form	N
d001.s023.t012	that		X
d001.s023.t013	blocks	block	V
d001.s023.t014	the		X
d001.s023.t015	activity	activity	N
d001.s023.t016	of		X
d001.s023.t017	the		X
d001.s023.t018	enzymes	enzyme	N
d001.s023.t019	that		X
d001.s023.t020	are	be	V
d001.s023.t021	involved	involve	V
d001.s023.t022	in		X
d001.s023.t023	producing	produce	V
d001.s023.t024	nucleotides	nucleotide	N
d001.s023.t025	(		X
d001.s023.t026	the		X
d001.s023.t027	building blocks	building block	N
d001.s023.t028	of		X
d001.s023.t029	DNA	dna	N
d001.s023.t030	and		X
d001.s023.t031	RNA	rna	N
d001.s023.t032	,		X
d001.s023.t033	the		X
d001.s023.t034	genetic	genetic	J
d001.s023.t035	material	material	N
d001.s023.t036	of		X
d001.s023.t037	cells	cell	N
d001.s023.t038	)		X
d001.s023.t039	.		X
d001.s024.t001	How		X
d001.s024.t002	has	have	V
d001.s024.t003	Alimta	alimta	N
d001.s024.t004	been	be	V
d001.s024.t005	studied	study	V
d001.s024.t006	?		X
d001.s025.t001	For		X
d001.s025.t002	the		X
d001.s025.t003	treatment	treatment	N
d001.s025.t004	of		X
d001.s025.t005	malignant	malignant	J
d001.s025.t006	pleural	pleural	J
d001.s025.t007	mesothelioma	mesothelioma	N
d001.s025.t008	,		X
d001.s025.t009	Alimta	alimta	N
d001.s025.t010	has	have	V
d001.s025.t011	been	be	V
d001.s025.t012	studied	study	V
d001.s025.t013	in		X
d001.s025.t014	one		X
d001.s025.t015	main	main	J
d001.s025.t016	study	study	N
d001.s025.t017	in		X
d001.s025.t018	456		X
d001.s025.t019	patients	patient	N
d001.s025.t020	who		X
d001.s025.t021	had	have	V
d001.s025.t022	not	not	R
d001.s025.t023	received	receive	V
d001.s025.t024	chemotherapy	chemotherapy	N
d001.s025.t025	for		X
d001.s025.t026	their		X
d001.s025.t027	disease	disease	N
d001.s025.t028	before	before	R
d001.s025.t029	.		X
d001.s026.t001	The		X
d001.s026.t002	effects	effect	N
d001.s026.t003	of		X
d001.s026.t004	Alimta	alimta	N
d001.s026.t005	in		X
d001.s026.t006	combination	combination	N
d001.s026.t007	with		X
d001.s026.t008	cisplatin	cisplatin	N
d001.s026.t009	were	be	V
d001.s026.t010	compared	compare	V
d001.s026.t011	with		X
d001.s026.t012	those		X
d001.s026.t013	of		X
d001.s026.t014	cisplatin	cisplatin	N
d001.s026.t015	alone	alone	R
d001.s026.t016	.		X
d001.s027.t001	For		X
d001.s027.t002	the		X
d001.s027.t003	treatment	treatment	N
d001.s027.t004	of		X
d001.s027.t005	non-small	non-small	J
d001.s027.t006	cell	cell	N
d001.s027.t007	lung	lung	N
d001.s027.t008	cancer	cancer	N
d001.s027.t009	,		X
d001.s027.t010	the		X
d001.s027.t011	effects	effect	N
d001.s027.t012	of		X
d001.s027.t013	Alimta	alimta	N
d001.s027.t014	were	be	V
d001.s027.t015	compared	compare	V
d001.s027.t016	with		X
d001.s027.t017	those		X
d001.s027.t018	of		X
d001.s027.t019	docetaxel	docetaxel	N
d001.s027.t020	(		X
d001.s027.t021	another		X
d001.s027.t022	anticancer	anticancer	J
d001.s027.t023	medicine	medicine	N
d001.s027.t024	)		X
d001.s027.t025	in		X
d001.s027.t026	one		X
d001.s027.t027	study	study	N
d001.s027.t028	involving	involve	V
d001.s027.t029	571		X
d001.s027.t030	patients	patient	N
d001.s027.t031	with		X
d001.s027.t032	locally	locally	R
d001.s027.t033	advanced	advanced	J
d001.s027.t034	or		X
d001.s027.t035	metastatic	metastatic	J
d001.s027.t036	disease	disease	N
d001.s027.t037	who		X
d001.s027.t038	had	have	V
d001.s027.t039	received	receive	V
d001.s027.t040	chemotherapy	chemotherapy	N
d001.s027.t041	in		X
d001.s027.t042	the		X
d001.s027.t043	past	past	N
d001.s027.t044	.		X
d001.s028.t001	Alimta	alimta	N
d001.s028.t002	was	be	V
d001.s028.t003	also	also	R
d001.s028.t004	compared	compare	V
d001.s028.t005	with		X
d001.s028.t006	gemcitabine	gemcitabine	N
d001.s028.t007	(		X
d001.s028.t008	another		X
d001.s028.t009	anticancer	anticancer	J
d001.s028.t010	medicine	medicine	N
d001.s028.t011	)		X
d001.s028.t012	,		X
d001.s028.t013	both		X
d001.s028.t014	in		X
d001.s028.t015	combination	combination	N
d001.s028.t016	with		X
d001.s028.t017	cisplatin	cisplatin	N
d001.s028.t018	,		X
d001.s028.t019	in		X
d001.s028.t020	a		X
d001.s028.t021	study	study	N
d001.s028.t022	involving	involve	V
d001.s028.t023	1,725		X
d001.s028.t024	patients	patient	N
d001.s028.t025	who		X
d001.s028.t026	had	have	V
d001.s028.t027	not	not	R
d001.s028.t028	received	receive	V
d001.s028.t029	chemotherapy	chemotherapy	N
d001.s028.t030	for		X
d001.s028.t031	lung	lung	N
d001.s028.t032	cancer	cancer	N
d001.s028.t033	in		X
d001.s028.t034	the		X
d001.s028.t035	past	past	N
d001.s028.t036	.		X
d001.s029.t001	In		X
d001.s029.t002	all		X
d001.s029.t003	three		X
d001.s029.t004	studies	study	N
d001.s029.t005	,		X
d001.s029.t006	the		X
d001.s029.t007	main	main	J
d001.s029.t008	measure	measure	N
d001.s029.t009	of		X
d001.s029.t010	effectiveness	effectiveness	N
d001.s029.t011	was	be	V
d001.s029.t012	how		X
d001.s029.t013	long	long	R
d001.s029.t014	the		X
d001.s029.t015	patients	patient	N
d001.s029.t016	survived	survive	V
d001.s029.t017	.		X
d001.s030.t001	What		X
d001.s030.t002	benefit	benefit	N
d001.s030.t003	has	have	V
d001.s030.t004	Alimta	alimta	N
d001.s030.t005	shown	show	V
d001.s030.t006	during		X
d001.s030.t007	the		X
d001.s030.t008	studies	study	N
d001.s030.t009	?		X
d001.s031.t001	Alimta	alimta	N
d001.s031.t002	increased	increase	V
d001.s031.t003	the		X
d001.s031.t004	survival	survival	N
d001.s031.t005	time	time	N
d001.s031.t006	of		X
d001.s031.t007	patients	patient	N
d001.s031.t008	with		X
d001.s031.t009	malignant	malignant	J
d001.s031.t010	pleural	pleural	J
d001.s031.t011	mesothelioma	mesothelioma	N
d001.s031.t012	.		X
d001.s032.t001	Patients	patient	N
d001.s032.t002	receiving	receive	V
d001.s032.t003	Alimta	alimta	N
d001.s032.t004	and		X
d001.s032.t005	cisplatin	cisplatin	N
d001.s032.t006	survived	survive	V
d001.s032.t007	for		X
d001.s032.t008	an		X
d001.s032.t009	average	average	N
d001.s032.t010	of		X
d001.s032.t011	12.1		X
d001.s032.t012	months	month	N
d001.s032.t013	,		X
d001.s032.t014	compared	compare	V
d001.s032.t015	with		X
d001.s032.t016	9.3		X
d001.s032.t017	months	month	N
d001.s032.t018	in		X
d001.s032.t019	those		X
d001.s032.t020	receiving	receive	V
d001.s032.t021	cisplatin	cisplatin	N
d001.s032.t022	alone	alone	R
d001.s032.t023	.		X
d001.s033.t001	In		X
d001.s033.t002	the		X
d001.s033.t003	treatment	treatment	N
d001.s033.t004	of		X
d001.s033.t005	patients	patient	N
d001.s033.t006	with		X
d001.s033.t007	non-small	non-small	J
d001.s033.t008	cell	cell	N
d001.s033.t009	lung	lung	N
d001.s033.t010	cancer	cancer	N
d001.s033.t011	,		X
d001.s033.t012	Alimta	alimta	N
d001.s033.t013	was	be	V
d001.s033.t014	as	as	R
d001.s033.t015	effective	effective	J
d001.s033.t016	as	as	R
d001.s033.t017	the		X
d001.s033.t018	comparators	comparator	N
d001.s033.t019	.		X
d001.s034.t001	In		X
d001.s034.t002	patients	patient	N
d001.s034.t003	who		X
d001.s034.t004	had	have	V
d001.s034.t005	received	receive	V
d001.s034.t006	chemotherapy	chemotherapy	N
d001.s034.t007	in		X
d001.s034.t008	the		X
d001.s034.t009	past	past	N
d001.s034.t010	,		X
d001.s034.t011	the		X
d001.s034.t012	average	average	J
d001.s034.t013	survival	survival	N
d001.s034.t014	time	time	N
d001.s034.t015	was	be	V
d001.s034.t016	8.3		X
d001.s034.t017	months	month	N
d001.s034.t018	with		X
d001.s034.t019	Alimta	alimta	N
d001.s034.t020	,		X
d001.s034.t021	compared	compare	V
d001.s034.t022	with		X
d001.s034.t023	7.9		X
d001.s034.t024	months	month	N
d001.s034.t025	with		X
d001.s034.t026	docetaxel	docetaxel	N
d001.s034.t027	.		X
d001.s035.t001	In		X
d001.s035.t002	patients	patient	N
d001.s035.t003	who		X
d001.s035.t004	had	have	V
d001.s035.t005	not	not	R
d001.s035.t006	received	receive	V
d001.s035.t007	chemotherapy	chemotherapy	N
d001.s035.t008	in		X
d001.s035.t009	the		X
d001.s035.t010	past	past	N
d001.s035.t011	,		X
d001.s035.t012	the		X
d001.s035.t013	average	average	J
d001.s035.t014	survival	survival	N
d001.s035.t015	time	time	N
d001.s035.t016	was	be	V
d001.s035.t017	10.3		X
d001.s035.t018	months	month	N
d001.s035.t019	in		X
d001.s035.t020	both		X
d001.s035.t021	groups	group	N
d001.s035.t022	.		X
d001.s036.t001	However	however	R
d001.s036.t002	,		X
d001.s036.t003	in		X
d001.s036.t004	both		X
d001.s036.t005	studies	study	N
d001.s036.t006	,		X
d001.s036.t007	patients	patient	N
d001.s036.t008	whose		X
d001.s036.t009	cancer	cancer	N
d001.s036.t010	was	be	V
d001.s036.t011	not	not	R
d001.s036.t012	affecting	affect	V
d001.s036.t013	squamous	squamous	J
d001.s036.t014	cells	cell	N
d001.s036.t015	had	have	V
d001.s036.t016	longer	long	J
d001.s036.t017	survival	survival	N
d001.s036.t018	times	time	N
d001.s036.t019	if		X
d001.s036.t020	they		X
d001.s036.t021	received	receive	V
d001.s036.t022	Alimta	alimta	N
d001.s036.t023	than		X
d001.s036.t024	if		X
d001.s036.t025	they		X
d001.s036.t026	received	receive	V
d001.s036.t027	the		X
d001.s036.t028	comparator	comparator	N
d001.s036.t029	.		X
d001.s037.t001	In		X
d001.s037.t002	contrast	contrast	N
d001.s037.t003	,		X
d001.s037.t004	patients	patient	N
d001.s037.t005	whose		X
d001.s037.t006	cancer	cancer	N
d001.s037.t007	was	be	V
d001.s037.t008	affecting	affect	V
d001.s037.t009	squamous	squamous	J
d001.s037.t010	cells	cell	N
d001.s037.t011	had	have	V
d001.s037.t012	shorter	short	J
d001.s037.t013	survival	survival	N
d001.s037.t014	times	time	N
d001.s037.t015	if		X
d001.s037.t016	they		X
d001.s037.t017	received	receive	V
d001.s037.t018	Alimta	alimta	N
d001.s037.t019	.		X
d002.s001.t001	kalgebra	kalgebra	N
d002.s001.t002	is	be	V
d002.s001.t003	a		X
d002.s001.t004	mathematical	mathematical	J
d002.s001.t005	calculator	calculator	N
d002.s001.t006	based	base	V
d002.s001.t007	on		X
d002.s001.t008	content	content	J
d002.s001.t009	markup	markup	N
d002.s001.t010	MathML	mathml	N
d002.s001.t011	language	language	N
d002.s001.t012	.		X
d002.s002.t001	Nowadays	nowadays	R
d002.s002.t002	it		X
d002.s002.t003	is	be	V
d002.s002.t004	capable	capable	J
d002.s002.t005	to		X
d002.s002.t006	make	make	V
d002.s002.t007	simple	simple	J
d002.s002.t008	MathML	mathml	N
d002.s002.t009	operations	operation	N
d002.s002.t010	(		X
d002.s002.t011	arithmetic	arithmetic	J
d002.s002.t012	and		X
d002.s002.t013	logical	logical	J
d002.s002.t014	)		X
d002.s002.t015	and		X
d002.s002.t016	to		X
d002.s002.t017	representate	representate	N
d002.s002.t018	2D	2d	N
d002.s002.t019	and		X
d002.s002.t020	3D	3d	N
d002.s002.t021	graphs	graph	N
d002.s002.t022	.		X
d002.s003.t001	It		X
d002.s003.t002	is	be	V
d002.s003.t003	actually	actually	R
d002.s003.t004	not	not	R
d002.s003.t005	necessary	necessary	J
d002.s003.t006	to		X
d002.s003.t007	know	know	V
d002.s003.t008	MathML	mathml	N
d002.s003.t009	to		X
d002.s003.t010	use	use	V
d002.s003.t011	kalgebra	kalgebra	N
d002.s003.t012	.		X
d002.s004.t001	kalgebra	kalgebra	N
d002.s004.t002	is	be	V
d002.s004.t003	a		X
d002.s004.t004	MathML	mathml	N
d002.s004.t005	based	base	V
d002.s004.t006	graph	graph	N
d002.s004.t007	calculator	calculator	N
d002.s004.t008	.		X
d002.s005.t001	Although		X
d002.s005.t002	it		X
