Token ID	Token	POS	Lemma	BN Synset
d001.s006.t005	is	AUX	be	
d001.s006.t006	made	VERB	make	bn:00090558v
d001.s006.t007	up	ADP	up	
d001.s006.t008	into	ADP	into	
d001.s006.t009	a	DET	a	
d001.s006.t010	solution	NOUN	solution	bn:00072760n
d001.s006.t011	for	ADP	for	
d001.s006.t012	infusion	NOUN	infusion	bn:00032469n
d001.s006.t013	(	PUNCT	(	
d001.s006.t014	drip	VERB	drip	bn:00087325v
d001.s006.t015	into	ADP	into	
d001.s006.t016	a	DET	a	
d001.s006.t017	vein	NOUN	vein	bn:00079681n
d001.s006.t018	)	PUNCT	)	
d001.s006.t019	.	PUNCT	.	
d001.s007.t000	it	PRON	it	
d001.s007.t001	contains	VERB	contain	bn:00085499v
d001.s007.t002	the	DET	the	
d001.s007.t003	active	ADJ	active	bn:00096387a
d001.s007.t004	substance	NOUN	substance	bn:00074985n
d001.s007.t005	pemetrexed	NOUN	pemetrexed	bn:00054535n
d001.s007.t006	.	PUNCT	.	
d001.s008.t000	what	PRON	what	
d001.s008.t001	is	AUX	be	
d001.s008.t002	alimta	ADJ	alimta	bn:00097218a
d001.s008.t003	used	VERB	use	bn:00082705v
d001.s008.t004	for	ADP	for	
d001.s008.t005	?	PUNCT	?	
d001.s009.t000	alimta	NOUN	alimta	bn:00041942n
d001.s009.t001	is	AUX	be	
d001.s009.t002	used	VERB	use	bn:00082705v
d001.s009.t003	to	PART	to	
d001.s009.t004	treat	VERB	treat	bn:00084532v
d001.s009.t005	two	NUM	two	
d001.s009.t006	types	NOUN	type	bn:00078798n
d001.s009.t007	of	ADP	of	
d001.s009.t008	cancer	NOUN	cancer	bn:00015180n
d001.s009.t009	:	PUNCT	:	
d001.s009.t010	pleural	ADJ	pleural	bn:00108692a
d001.s009.t011	mesothelioma	PROPN	mesothelioma	
d001.s009.t012	(	PUNCT	(	
d001.s009.t013	cancer	NOUN	cancer	bn:00015180n
d001.s009.t014	of	ADP	of	
d001.s009.t015	the	DET	the	
d001.s009.t016	lining	NOUN	lining	bn:00051366n
d001.s009.t017	of	ADP	of	
d001.s009.t018	the	DET	the	
d001.s009.t019	lungs	NOUN	lung	bn:00052341n
d001.s009.t020	that	PRON	that	
d001.s009.t021	is	AUX	be	
d001.s009.t022	usually	ADV	usually	bn:00114778r
d001.s009.t023	caused	VERB	cause	bn:00084699v
d001.s009.t024	by	ADP	by	
d001.s009.t025	exposure	NOUN	exposure	bn:00032375n
d001.s009.t026	to	ADP	to	
d001.s009.t027	asbestos	NOUN	asbestos	bn:00006236n
d001.s009.t028	)	PUNCT	)	
d001.s009.t029	.	PUNCT	.	
d001.s010.t000	alimta	NOUN	alimta	bn:00041942n
d001.s010.t001	is	AUX	be	
d001.s010.t002	used	VERB	use	bn:00082705v
d001.s010.t003	together	ADV	together	bn:00117320r
d001.s010.t004	with	ADP	with	
d001.s010.t005	cisplatin	NOUN	cisplatin	bn:00028512n
d001.s010.t006	(	PUNCT	(	
d001.s010.t007	another	DET	another	
d001.s010.t008	anticancer	NOUN	anticancer	bn:00097220a
d001.s010.t009	medicine	NOUN	medicine	bn:00054128n
d001.s010.t010	)	PUNCT	)	
d001.s010.t011	when	SCONJ	when	
d001.s010.t012	the	DET	the	
d001.s010.t013	cancer	NOUN	cancer	bn:00015180n
d001.s010.t014	is	AUX	be	
d001.s010.t015	unresectable	ADJ	unresectable	bn:00109794a
d001.s010.t016	(	PUNCT	(	
d001.s010.t017	can	AUX	can	
d001.s010.t018	not	PART	not	
d001.s010.t019	be	AUX	be	
d001.s010.t020	removed	VERB	remove	bn:00092783v
d001.s010.t021	by	ADP	by	
d001.s010.t022	surgery	NOUN	surgery	bn:00059129n
d001.s010.t023	alone	ADV	alone	bn:00114234r
d001.s010.t024	)	PUNCT	)	
d001.s010.t025	and	CCONJ	and	
d001.s010.t026	malignant	ADJ	malignant	bn:00106363a
d001.s010.t027	(	PUNCT	(	
d001.s010.t028	has	AUX	have	
d001.s010.t029	spread	VERB	spread	bn:00092083v
d001.s010.t030	,	PUNCT	,	
d001.s010.t031	or	CCONJ	or	
d001.s010.t032	is	AUX	be	
d001.s010.t033	likely	ADJ	likely	bn:00105981a
d001.s010.t034	to	PART	to	
d001.s010.t035	spread	VERB	spread	bn:00092083v
d001.s010.t036	easily	ADV	easily	bn:00115155r
d001.s010.t037	,	PUNCT	,	
d001.s010.t038	to	ADP	to	
d001.s010.t039	other	ADJ	other	bn:00108011a
d001.s010.t040	parts	NOUN	part	bn:00060769n
d001.s010.t041	of	ADP	of	
d001.s010.t042	the	DET	the	
d001.s010.t043	body	NOUN	body	bn:00011744n
d001.s010.t044	)	PUNCT	)	
d001.s010.t045	,	PUNCT	,	
d001.s010.t046	in	ADP	in	
d001.s010.t047	patients	NOUN	patient	bn:00061017n
d001.s010.t048	who	PRON	who	
d001.s010.t049	have	AUX	have	
d001.s010.t050	not	PART	not	
d001.s010.t051	received	VERB	receive	bn:00087863v
d001.s010.t052	chemotherapy	NOUN	chemotherapy	bn:00018141n
d001.s010.t053	(	PUNCT	(	
d001.s010.t054	medicines	NOUN	medicine	bn:00054128n
d001.s010.t055	for	ADP	for	
d001.s010.t056	can	AUX	can	
d001.s010.t057	cer	PROPN	cer	
d001.s010.t058	)	PUNCT	)	
d001.s010.t059	before	ADP	before	
d001.s010.t060	advanced	ADJ	advanced	bn:00096528a
d001.s010.t061	or	CCONJ	or	
d001.s010.t062	metastatic	ADJ	metastatic	bn:00106664a
d001.s010.t063	non	ADJ	non	bn:00116360r
d001.s010.t064	-	ADJ	-	bn:00103686a
d001.s010.t065	small	ADJ	small	bn:00106058a
d001.s010.t066	cell	NOUN	cell	bn:00017027n
d001.s010.t067	lung	NOUN	lung	bn:00052341n
d001.s010.t068	cancer	NOUN	cancer	bn:00015180n
d001.s010.t069	that	PRON	that	
d001.s010.t070	is	AUX	be	
d001.s010.t071	not	PART	not	
d001.s010.t072	affecting	VERB	affect	bn:00082427v
d001.s010.t073	the	DET	the	
d001.s010.t074	squamous	ADJ	squamous	bn:00107004a
d001.s010.t075	cells	NOUN	cell	bn:00017027n
d001.s010.t076	.	PUNCT	.	
d001.s011.t000	alimta	NOUN	alimta	bn:00041942n
d001.s011.t001	is	AUX	be	
d001.s011.t002	used	VERB	use	bn:00082705v
d001.s011.t003	in	ADP	in	
d001.s011.t004	combination	NOUN	combination	bn:00020872n
d001.s011.t005	with	ADP	with	
d001.s011.t006	cisplatin	NOUN	cisplatin	bn:00028512n
d001.s011.t007	in	ADP	in	
d001.s011.t008	patients	NOUN	patient	bn:00061017n
d001.s011.t009	who	PRON	who	
d001.s011.t010	have	AUX	have	
d001.s011.t011	not	PART	not	
d001.s011.t012	been	AUX	be	
d001.s011.t013	treated	VERB	treat	bn:00084532v
d001.s011.t014	before	ADV	before	bn:00114512r
d001.s011.t015	,	PUNCT	,	
d001.s011.t016	and	CCONJ	and	
d001.s011.t017	on	ADP	on	
d001.s011.t018	its	PRON	its	
d001.s011.t019	own	ADJ	own	bn:00096707a
d001.s011.t020	in	ADP	in	
d001.s011.t021	patients	NOUN	patient	bn:00061017n
d001.s011.t022	who	PRON	who	
d001.s011.t023	have	AUX	have	
d001.s011.t024	received	VERB	receive	bn:00087863v
d001.s011.t025	another	DET	another	
d001.s011.t026	type	NOUN	type	bn:00078798n
d001.s011.t027	of	ADP	of	
d001.s011.t028	chemotherapy	NOUN	chemotherapy	bn:00018141n
d001.s011.t029	in	ADP	in	
d001.s011.t030	the	DET	the	
d001.s011.t031	past	NOUN	past	bn:00060928n
d001.s011.t032	.	PUNCT	.	
d001.s012.t000	the	DET	the	
d001.s012.t001	medicine	NOUN	medicine	bn:00054128n
d001.s012.t002	can	AUX	can	
d001.s012.t003	only	ADV	only	bn:00114234r
d001.s012.t004	be	AUX	be	
d001.s012.t005	obtained	VERB	obtain	bn:00091124v
d001.s012.t006	with	ADP	with	
d001.s012.t007	a	DET	a	
d001.s012.t008	prescription	NOUN	prescription	bn:00031708n
d001.s012.t009	.	PUNCT	.	
d001.s013.t000	how	SCONJ	how	
d001.s013.t001	is	AUX	be	
d001.s013.t002	alimta	ADV	alimta	bn:00114194r
d001.s013.t003	used	VERB	use	bn:00082705v
d001.s013.t004	?	PUNCT	?	
d001.s014.t000	alimta	NOUN	alimta	bn:00041942n
d001.s014.t001	should	AUX	should	
d001.s014.t002	only	ADV	only	bn:00114234r
d001.s014.t003	be	AUX	be	
d001.s014.t004	given	VERB	give	bn:00088826v
d001.s014.t005	under	ADP	under	
d001.s014.t006	the	DET	the	
d001.s014.t007	supervision	NOUN	supervision	bn:00059908n
d001.s014.t008	of	ADP	of	
d001.s014.t009	a	DET	a	
d001.s014.t010	doctor	NOUN	doctor	bn:00027976n
d001.s014.t011	who	PRON	who	
d001.s014.t012	is	AUX	be	
d001.s014.t013	qualified	ADJ	qualified	bn:00109317a
d001.s014.t014	in	ADP	in	
d001.s014.t015	the	DET	the	
d001.s014.t016	use	NOUN	use	bn:00030627n
d001.s014.t017	of	ADP	of	
d001.s014.t018	anticancer	NOUN	anticancer	bn:00097220a
d001.s014.t019	chemotherapy	NOUN	chemotherapy	bn:00018141n
d001.s014.t020	.	PUNCT	.	
d001.s015.t000	the	DET	the	
d001.s015.t001	recommended	VERB	recommend	bn:00082418v
d001.s015.t002	dose	NOUN	dose	bn:00028320n
d001.s015.t003	of	ADP	of	
d001.s015.t004	alimta	NOUN	alimta	bn:00026482n
d001.s015.t005	is	AUX	be	
d001.s015.t006	500	NUM	500	
d001.s015.t007	mg	ADP	mg	
d001.s015.t008	per	ADP	per	
d001.s015.t009	square	ADJ	square	bn:00111084a
d001.s015.t010	metre	NOUN	metre	bn:00052501n
d001.s015.t011	of	ADP	of	
d001.s015.t012	body	NOUN	body	bn:00011744n
d001.s015.t013	surface	NOUN	surface	bn:00075374n
d001.s015.t014	area	NOUN	area	bn:00005518n
d001.s015.t015	(	PUNCT	(	
d001.s015.t016	calculated	VERB	calculate	bn:00084373v
d001.s015.t017	using	VERB	use	bn:00082705v
d001.s015.t018	the	DET	the	
d001.s015.t019	patient	NOUN	patient	bn:00061017n
d001.s015.t020	s	PART	s	
d001.s015.t021	height	NOUN	height	bn:00043544n
d001.s015.t022	and	CCONJ	and	
d001.s015.t023	weight	NOUN	weight	bn:00080831n
d001.s015.t024	)	PUNCT	)	
d001.s015.t025	.	PUNCT	.	
d001.s016.t000	to	PART	to	
d001.s016.t001	reduce	VERB	reduce	bn:00084079v
d001.s016.t002	side	NOUN	side	bn:00071431n
d001.s016.t003	effects	NOUN	effect	bn:00029874n
d001.s016.t004	,	PUNCT	,	
d001.s016.t005	patients	NOUN	patient	bn:00061017n
d001.s016.t006	should	AUX	should	
d001.s016.t007	take	VERB	take	bn:00085689v
d001.s016.t008	a	DET	a	
d001.s016.t009	corticosteroid	NOUN	corticosteroid	bn:00001507n
d001.s016.t010	and	CCONJ	and	
d001.s016.t011	folic	ADJ	folic	bn:00104107a
d001.s016.t012	acid	NOUN	acid	bn:00000902n
d001.s016.t013	(	PUNCT	(	
d001.s016.t014	a	DET	a	
d001.s016.t015	type	NOUN	type	bn:00078798n
d001.s016.t016	of	ADP	of	
d001.s016.t017	vitamin	NOUN	vitamin	bn:00080147n
d001.s016.t018	)	PUNCT	)	
d001.s016.t019	,	PUNCT	,	
d001.s016.t020	and	CCONJ	and	
d001.s016.t021	receive	VERB	receive	bn:00089246v
d001.s016.t022	injections	NOUN	injection	bn:00046786n
d001.s016.t023	of	ADP	of	
d001.s016.t024	vitamin	NOUN	vitamin	bn:00080147n
d001.s016.t025	b12	NOUN	b12	bn:00004712n
d001.s016.t026	during	ADP	during	
d001.s016.t027	treatment	NOUN	treatment	bn:00047235n
d001.s016.t028	with	ADP	with	
d001.s016.t029	alimta	NOUN	alimta	bn:00041942n
d001.s016.t030	.	PUNCT	.	
d001.s017.t000	when	SCONJ	when	
d001.s017.t001	alimta	ADV	alimta	bn:00116467r
d001.s017.t002	is	AUX	be	
d001.s017.t003	given	VERB	give	bn:00088826v
d001.s017.t004	with	ADP	with	
d001.s017.t005	cisplatin	NOUN	cisplatin	bn:00061938n
d001.s017.t006	,	PUNCT	,	
d001.s017.t007	an	DET	an	
d001.s017.t008	anti	ADJ	anti	bn:00097208a
d001.s017.t009	-	ADJ	-	bn:00102673a
d001.s017.t010	emetic	ADJ	emetic	bn:00030543n
d001.s017.t011	medicine	NOUN	medicine	bn:00054128n
d001.s017.t012	(	PUNCT	(	
d001.s017.t013	to	PART	to	
d001.s017.t014	prevent	VERB	prevent	bn:00088454v
d001.s017.t015	vomiting	NOUN	vomiting	bn:00027565n
d001.s017.t016	)	PUNCT	)	
d001.s017.t017	and	CCONJ	and	
d001.s017.t018	fluids	NOUN	fluid	bn:00035426n
d001.s017.t019	(	PUNCT	(	
d001.s017.t020	to	PART	to	
d001.s017.t021	prevent	VERB	prevent	bn:00088454v
d001.s017.t022	dehydration	NOUN	dehydration	bn:00025983n
d001.s017.t023	)	PUNCT	)	
d001.s017.t024	should	AUX	should	
d001.s017.t025	also	ADV	also	bn:00114246r
d001.s017.t026	be	AUX	be	
d001.s017.t027	given	VERB	give	bn:00088826v
d001.s017.t028	before	ADP	before	
d001.s017.t029	or	CCONJ	or	
d001.s017.t030	after	ADP	after	
d001.s017.t031	the	DET	the	
d001.s017.t032	cisplatin	PROPN	cisplatin	
d001.s017.t033	dose	NOUN	dose	bn:00028320n
d001.s017.t034	.	PUNCT	.	
d001.s018.t000	treatment	NOUN	treatment	bn:00047235n
d001.s018.t001	should	AUX	should	
d001.s018.t002	be	AUX	be	
d001.s018.t003	delayed	VERB	delay	bn:00086514v
d001.s018.t004	or	CCONJ	or	
d001.s018.t005	discontinued	VERB	discontinue	bn:00084710v
d001.s018.t006	,	PUNCT	,	
d001.s018.t007	or	CCONJ	or	
d001.s018.t008	the	DET	the	
d001.s018.t009	dose	NOUN	dose	bn:00028320n
d001.s018.t010	reduced	VERB	reduce	bn:00084079v
d001.s018.t011	,	PUNCT	,	
d001.s018.t012	in	ADP	in	
d001.s018.t013	patients	NOUN	patient	bn:00061017n
d001.s018.t014	whose	DET	whose	
d001.s018.t015	blood	NOUN	blood	bn:00011346n
d001.s018.t016	counts	NOUN	count	bn:00023139n
d001.s018.t017	are	AUX	be	
d001.s018.t018	abnormal	ADJ	abnormal	bn:00096158a
d001.s018.t019	or	CCONJ	or	
d001.s018.t020	who	PRON	who	
d001.s018.t021	have	AUX	have	
d001.s018.t022	certain	ADJ	certain	bn:00099474a
d001.s018.t023	other	ADJ	other	bn:00108011a
d001.s018.t024	side	NOUN	side	bn:00071431n
d001.s018.t025	effects	NOUN	effect	bn:00029874n
d001.s018.t026	.	PUNCT	.	
d001.s019.t000	alimta	NOUN	alimta	bn:00041942n
d001.s019.t001	is	AUX	be	
d001.s019.t002	not	PART	not	
d001.s019.t003	recommended	VERB	recommend	bn:00082418v
d001.s019.t004	for	ADP	for	
d001.s019.t005	use	NOUN	use	bn:00030627n
d001.s019.t006	in	ADP	in	
d001.s019.t007	patients	NOUN	patient	bn:00061017n
d001.s019.t008	with	ADP	with	
d001.s019.t009	moderate	ADJ	moderate	bn:00106827a
d001.s019.t010	or	CCONJ	or	
d001.s019.t011	severe	ADJ	severe	bn:00110471a
d001.s019.t012	kidney	NOUN	kidney	bn:00049083n
d001.s019.t013	problems	NOUN	problem	bn:00048242n
d001.s019.t014	.	PUNCT	.	
d001.s020.t000	for	ADP	for	
d001.s020.t001	more	ADJ	more	bn:00106936a
d001.s020.t002	information	NOUN	information	bn:00046698n
d001.s020.t003	,	PUNCT	,	
d001.s020.t004	see	VERB	see	bn:00093430v
d001.s020.t005	the	DET	the	
d001.s020.t006	summary	NOUN	summary	bn:00075142n
d001.s020.t007	of	ADP	of	
d001.s020.t008	product	NOUN	product	bn:00054416n
d001.s020.t009	characteristics	NOUN	characteristic	bn:00017761n
d001.s020.t010	(	PUNCT	(	
d001.s020.t011	also	ADV	also	bn:00114246r
d001.s020.t012	part	NOUN	part	bn:00021395n
d001.s020.t013	of	ADP	of	
d001.s020.t014	the	DET	the	
d001.s020.t015	epar	PROPN	epar	
d001.s020.t016	)	PUNCT	)	
d001.s020.t017	.	PUNCT	.	
d001.s021.t000	how	SCONJ	how	
d001.s021.t001	does	AUX	do	
d001.s021.t002	alimta	ADV	alimta	bn:00114632r
d001.s021.t003	work	VERB	work	bn:00088629v
d001.s021.t004	?	PUNCT	?	
d001.s022.t000	the	DET	the	
d001.s022.t001	active	ADJ	active	bn:00096387a
d001.s022.t002	substance	NOUN	substance	bn:00074985n
d001.s022.t003	in	ADP	in	
d001.s022.t004	alimta	NOUN	alimta	bn:00041942n
d001.s022.t005	,	PUNCT	,	
d001.s022.t006	pemetrexed	PROPN	pemetrexed	
d001.s022.t007	,	PUNCT	,	
d001.s022.t008	is	AUX	be	
d001.s022.t009	a	DET	a	
d001.s022.t010	cytotoxic	ADJ	cytotoxic	bn:00100866a
d001.s022.t011	medicine	NOUN	medicine	bn:00054128n
d001.s022.t012	(	PUNCT	(	
d001.s022.t013	a	DET	a	
d001.s022.t014	medicine	NOUN	medicine	bn:00054128n
d001.s022.t015	that	PRON	that	
d001.s022.t016	kills	VERB	kill	bn:00090105v
d001.s022.t017	cells	NOUN	cell	bn:00017027n
d001.s022.t018	that	PRON	that	
d001.s022.t019	are	AUX	be	
d001.s022.t020	dividing	VERB	divide	bn:00084611v
d001.s022.t021	,	PUNCT	,	
d001.s022.t022	such	ADJ	such	bn:00111411a
d001.s022.t023	as	ADP	as	
d001.s022.t024	cancer	NOUN	cancer	bn:00015180n
d001.s022.t025	cells	NOUN	cell	bn:00017027n
d001.s022.t026	)	PUNCT	)	
d001.s022.t027	,	PUNCT	,	
d001.s022.t028	which	DET	which	
d001.s022.t029	belongs	VERB	belong	bn:00083389v
d001.s022.t030	to	ADP	to	
d001.s022.t031	the	DET	the	
d001.s022.t032	group	NOUN	group	bn:00041942n
d001.s022.t033	antimetabolites	NOUN	antimetabolite	bn:00004691n
d001.s022.t034	.	PUNCT	.	
d001.s023.t000	in	ADP	in	
d001.s023.t001	the	DET	the	
d001.s023.t002	body	NOUN	body	bn:00011744n
d001.s023.t003	,	PUNCT	,	
d001.s023.t004	pemetrexed	PROPN	pemetrexed	
d001.s023.t005	is	AUX	be	
d001.s023.t006	converted	VERB	convert	bn:00085761v
d001.s023.t007	into	ADP	into	
d001.s023.t008	an	DET	an	
d001.s023.t009	active	ADJ	active	bn:00096387a
d001.s023.t010	form	NOUN	form	bn:00035907n
d001.s023.t011	that	PRON	that	
d001.s023.t012	blocks	VERB	block	bn:00083624v
d001.s023.t013	the	DET	the	
d001.s023.t014	activity	NOUN	activity	bn:00001173n
d001.s023.t015	of	ADP	of	
d001.s023.t016	the	DET	the	
d001.s023.t017	enzymes	NOUN	enzyme	bn:00031085n
d001.s023.t018	that	PRON	that	
d001.s023.t019	are	AUX	be	
d001.s023.t020	involved	VERB	involve	bn:00082428v
d001.s023.t021	in	ADP	in	
d001.s023.t022	producing	VERB	produce	bn:00084069v
d001.s023.t023	nucleotides	NOUN	nucleotide	bn:00008788n
d001.s023.t024	(	PUNCT	(	
d001.s023.t025	the	DET	the	
d001.s023.t026	building	NOUN	building	bn:00013722n
d001.s023.t027	blocks	NOUN	block	bn:00011308n
d001.s023.t028	of	ADP	of	
d001.s023.t029	dna	PROPN	dna	
d001.s023.t030	and	CCONJ	and	
d001.s023.t031	rna	PROPN	rna	
d001.s023.t032	,	PUNCT	,	
d001.s023.t033	the	DET	the	
d001.s023.t034	genetic	ADJ	genetic	bn:00103522a
d001.s023.t035	material	NOUN	material	bn:00053801n
d001.s023.t036	of	ADP	of	
d001.s023.t037	cells	NOUN	cell	bn:00017027n
d001.s023.t038	)	PUNCT	)	
d001.s023.t039	.	PUNCT	.	
d001.s024.t000	how	SCONJ	how	
d001.s024.t001	has	AUX	have	
d001.s024.t002	alimta	ADV	alimta	bn:00114041r
d001.s024.t003	been	AUX	be	
d001.s024.t004	studied	VERB	study	bn:00082596v
d001.s024.t005	?	PUNCT	?	
d001.s025.t000	for	ADP	for	
d001.s025.t001	the	DET	the	
d001.s025.t002	treatment	NOUN	treatment	bn:00047235n
d001.s025.t003	of	ADP	of	
d001.s025.t004	malignant	ADJ	malignant	bn:00106363a
d001.s025.t005	pleural	ADJ	pleural	bn:00108692a
d001.s025.t006	mesothelioma	NOUN	mesothelioma	bn:00054512n
d001.s025.t007	,	PUNCT	,	
d001.s025.t008	alimta	PROPN	alimta	
d001.s025.t009	has	AUX	have	
d001.s025.t010	been	AUX	be	
d001.s025.t011	studied	VERB	study	bn:00082596v
d001.s025.t012	in	ADP	in	
d001.s025.t013	one	NUM	one	
d001.s025.t014	main	ADJ	main	bn:00099598a
d001.s025.t015	study	NOUN	study	bn:00074790n
d001.s025.t016	in	ADP	in	
d001.s025.t017	456	NUM	456	
d001.s025.t018	patients	NOUN	patient	bn:00061017n
d001.s025.t019	who	PRON	who	
d001.s025.t020	had	AUX	have	
d001.s025.t021	not	PART	not	
d001.s025.t022	received	VERB	receive	bn:00089246v
d001.s025.t023	chemotherapy	NOUN	chemotherapy	bn:00018141n
d001.s025.t024	for	ADP	for	
d001.s025.t025	their	PRON	their	
d001.s025.t026	disease	NOUN	disease	bn:00027546n
d001.s025.t027	before	ADV	before	bn:00114512r
d001.s025.t028	.	PUNCT	.	
d001.s026.t000	the	DET	the	
d001.s026.t001	effects	NOUN	effect	bn:00021961n
d001.s026.t002	of	ADP	of	
d001.s026.t003	alimta	NOUN	alimta	bn:00054841n
d001.s026.t004	in	ADP	in	
d001.s026.t005	combination	NOUN	combination	bn:00020872n
d001.s026.t006	with	ADP	with	
d001.s026.t007	cisplatin	NOUN	cisplatin	bn:00028512n
d001.s026.t008	were	AUX	be	
d001.s026.t009	compared	VERB	compare	bn:00085450v
d001.s026.t010	with	ADP	with	
d001.s026.t011	those	DET	those	
d001.s026.t012	of	ADP	of	
d001.s026.t013	cisplatin	NOUN	cisplatin	bn:00028512n
d001.s026.t014	alone	ADJ	alone	bn:00096871a
d001.s026.t015	.	PUNCT	.	
d001.s027.t000	for	ADP	for	
d001.s027.t001	the	DET	the	
d001.s027.t002	treatment	NOUN	treatment	bn:00047235n
d001.s027.t003	of	ADP	of	
d001.s027.t004	non	ADJ	non	bn:00116360r
d001.s027.t005	-	ADJ	-	bn:00109904a
d001.s027.t006	small	ADJ	small	bn:00106058a
d001.s027.t007	cell	NOUN	cell	bn:00017027n
d001.s027.t008	lung	NOUN	lung	bn:00052341n
d001.s027.t009	cancer	NOUN	cancer	bn:00015180n
d001.s027.t010	,	PUNCT	,	
d001.s027.t011	the	DET	the	
