Token ID	Token	Lemma	POS
es001.s006.t004	polvo	polvo	N
es001.s006.t005	con		X
es001.s006.t006	el		X
es001.s006.t007	que		X
es001.s006.t008	se		X
es001.s006.t009	prepara	preparar	V
es001.s006.t010	una		X
es001.s006.t011	solución	solución	N
es001.s006.t012	para		X
es001.s006.t013	perfusión	perfusión	N
es001.s006.t014	(		X
es001.s006.t015	goteo	goteo	N
es001.s006.t016	en		X
es001.s006.t017	vena	vena	N
es001.s006.t018	)		X
es001.s006.t019	.		X
es001.s007.t001	Contiene	contener	V
es001.s007.t002	el		X
es001.s007.t003	principio	principio	N
es001.s007.t004	activo	activo	J
es001.s007.t005	pemetrexed	pemetrexed	N
es001.s007.t006	.		X
es001.s008.t001	¿Para		X
es001.s008.t002	qué		X
es001.s008.t003	se		X
es001.s008.t004	utiliza	utilizar	V
es001.s008.t005	Alimta	alimta	N
es001.s008.t006	?		X
es001.s009.t001	Alimta	alimta	N
es001.s009.t002	está	estar	V
es001.s009.t003	indicado	indicar	V
es001.s009.t004	para		X
es001.s009.t005	el		X
es001.s009.t006	tratamiento	tratamiento	N
es001.s009.t007	de		X
es001.s009.t008	dos		X
es001.s009.t009	tipos	tipo	N
es001.s009.t010	de		X
es001.s009.t011	cáncer	cáncer	N
es001.s009.t012	:		X
es001.s009.t013	mesotelioma	mesotelioma	N
es001.s009.t014	pleural	pleural	J
es001.s009.t015	(		X
es001.s009.t016	cáncer	cáncer	N
es001.s009.t017	del		X
es001.s009.t018	revestimiento	revestimiento	N
es001.s009.t019	de		X
es001.s009.t020	los		X
es001.s009.t021	pulmones	pulmón	N
es001.s009.t022	causado	causar	V
es001.s009.t023	generalmente	generalmente	R
es001.s009.t024	por		X
es001.s009.t025	la		X
es001.s009.t026	exposición	exposición	N
es001.s009.t027	al		X
es001.s009.t028	amianto	amianto	N
es001.s009.t029	)		X
es001.s009.t030	.		X
es001.s010.t001	Alimta	alimta	N
es001.s010.t002	se		X
es001.s010.t003	administra	administrar	V
es001.s010.t004	en		X
es001.s010.t005	combinación	combinación	N
es001.s010.t006	con		X
es001.s010.t007	cisplatino	cisplatino	N
es001.s010.t008	(		X
es001.s010.t009	otro		X
es001.s010.t010	medicamento	medicamento	N
es001.s010.t011	contra		X
es001.s010.t012	el		X
es001.s010.t013	cáncer	cáncer	N
es001.s010.t014	)		X
es001.s010.t015	cuando		X
es001.s010.t016	el		X
es001.s010.t017	tumor	tumor	N
es001.s010.t018	«		X
es001.s010.t019	no	no	R
es001.s010.t020	es	ser	V
es001.s010.t021	resecable	resecable	J
es001.s010.t022	»		X
es001.s010.t023	(		X
es001.s010.t024	no		X
es001.s010.t025	puede	poder	V
es001.s010.t026	extirparse	extirpar	V
es001.s010.t027	sólo	sólo	R
es001.s010.t028	mediante		X
es001.s010.t029	cirugía	cirugía	N
es001.s010.t030	)		X
es001.s010.t031	y		X
es001.s010.t032	es	ser	V
es001.s010.t033	«		X
es001.s010.t034	maligno	maligno	J
es001.s010.t035	»		X
es001.s010.t036	(		X
es001.s010.t037	se		X
es001.s010.t038	ha	haber	V
es001.s010.t039	extendido	extender	V
es001.s010.t040	,		X
es001.s010.t041	o		X
es001.s010.t042	es	ser	V
es001.s010.t043	probable	probable	J
es001.s010.t044	que		X
es001.s010.t045	se		X
es001.s010.t046	extienda	extender	V
es001.s010.t047	fácilmente	fácilmente	R
es001.s010.t048	,		X
es001.s010.t049	a		X
es001.s010.t050	otras		X
es001.s010.t051	partes	parte	N
es001.s010.t052	del		X
es001.s010.t053	cuerpo	cuerpo	N
es001.s010.t054	)		X
es001.s010.t055	,		X
es001.s010.t056	en		X
es001.s010.t057	pacientes	paciente	N
es001.s010.t058	que		X
es001.s010.t059	no	no	R
es001.s010.t060	han	haber	V
es001.s010.t061	recibido	recibir	V
es001.s010.t062	quimioterapia	quimioterapia	N
es001.s010.t063	(		X
es001.s010.t064	medicamentos	medicamento	N
es001.s010.t065	contra		X
es001.s010.t066	el		X
es001.s010.t067	cáncer	cáncer	N
es001.s010.t068	)		X
es001.s010.t069	previamente	previamente	R
es001.s010.t070	,		X
es001.s010.t071	cáncer	cáncer	N
es001.s010.t072	de		X
es001.s010.t073	pulmón	pulmón	N
es001.s010.t074	«		X
es001.s010.t075	no	no	N
es001.s010.t076	microcítico	microcito	N
es001.s010.t077	»		X
es001.s010.t078	avanzado	avanzado	J
es001.s010.t079	o		X
es001.s010.t080	metastásico	metastásico	N
es001.s010.t081	que		X
es001.s010.t082	no	no	R
es001.s010.t083	afecte	afectar	V
es001.s010.t084	a		X
es001.s010.t085	las		X
es001.s010.t086	células	célula	N
es001.s010.t087	«		X
es001.s010.t088	escamosas	escamoso	J
es001.s010.t089	»		X
es001.s010.t090	.		X
es001.s011.t001	Alimta	alimta	N
es001.s011.t002	se		X
es001.s011.t003	utiliza	utilizar	V
es001.s011.t004	en		X
es001.s011.t005	combinación	combinación	N
es001.s011.t006	con		X
es001.s011.t007	cisplatino	cisplatino	N
es001.s011.t008	en		X
es001.s011.t009	pacientes	paciente	N
es001.s011.t010	que		X
es001.s011.t011	no	no	R
es001.s011.t012	han	haber	V
es001.s011.t013	sido	ser	V
es001.s011.t014	tratados	tratar	V
es001.s011.t015	previamente	previamente	R
es001.s011.t016	y		X
es001.s011.t017	en		X
es001.s011.t018	monoterapia	monoterapia	N
es001.s011.t019	en		X
es001.s011.t020	pacientes	paciente	N
es001.s011.t021	que		X
es001.s011.t022	han	haber	V
es001.s011.t023	sido	ser	V
es001.s011.t024	tratado	tratar	V
es001.s011.t025	previamente	previamente	R
es001.s011.t026	con		X
es001.s011.t027	otros		X
es001.s011.t028	tipos	tipo	N
es001.s011.t029	de		X
es001.s011.t030	quimioterapia	quimioterapia	N
es001.s011.t031	.		X
es001.s012.t001	Este		X
es001.s012.t002	medicamento	medicamento	N
es001.s012.t003	sólo	sólo	R
es001.s012.t004	podrá	poder	V
es001.s012.t005	dispensarse	dispensar	V
es001.s012.t006	con		X
es001.s012.t007	receta	receta	N
es001.s012.t008	médica	médico	J
es001.s012.t009	.		X
es001.s013.t001	¿Cómo	¿cómo	N
es001.s013.t002	se		X
es001.s013.t003	usa	usar	V
es001.s013.t004	Alimta	alimta	N
es001.s013.t005	?		X
es001.s014.t001	Alimta	alimta	N
es001.s014.t002	sólo	sólo	R
es001.s014.t003	debe	deber	V
es001.s014.t004	administrarse	administrar	V
es001.s014.t005	bajo		X
es001.s014.t006	la		X
es001.s014.t007	supervisión	supervisión	N
es001.s014.t008	de		X
es001.s014.t009	un		X
es001.s014.t010	médico	médico	N
es001.s014.t011	cualificado	cualificar	V
es001.s014.t012	en		X
es001.s014.t013	el		X
es001.s014.t014	uso	uso	N
es001.s014.t015	de		X
es001.s014.t016	quimioterapia	quimioterapia	N
es001.s014.t017	contra		X
es001.s014.t018	el		X
es001.s014.t019	cáncer	cáncer	N
es001.s014.t020	.		X
es001.s015.t001	La		X
es001.s015.t002	dosis	dosis	N
es001.s015.t003	recomendada	recomendar	V
es001.s015.t004	de		X
es001.s015.t005	Alimta	alimta	N
es001.s015.t006	es	ser	V
es001.s015.t007	de		X
es001.s015.t008	500		X
es001.s015.t009	mg	mg	N
es001.s015.t010	por		X
es001.s015.t011	metro	metro	N
es001.s015.t012	cuadrado	cuadrado	J
es001.s015.t013	de		X
es001.s015.t014	superficie	superficie	N
es001.s015.t015	corporal	corporal	J
es001.s015.t016	(		X
es001.s015.t017	calculada	calcular	V
es001.s015.t018	a partir de		X
es001.s015.t019	la		X
es001.s015.t020	estatura	estatura	N
es001.s015.t021	y		X
es001.s015.t022	el		X
es001.s015.t023	peso	peso	N
es001.s015.t024	del		X
es001.s015.t025	paciente	paciente	N
es001.s015.t026	)		X
es001.s015.t027	.		X
es001.s016.t001	Se		X
es001.s016.t002	administra	administrar	V
es001.s016.t003	una		X
es001.s016.t004	vez	vez	N
es001.s016.t005	cada		X
es001.s016.t006	tres		X
es001.s016.t007	semanas	semana	N
es001.s016.t008	por		X
es001.s016.t009	perfusión	perfusión	N
es001.s016.t010	intravenosa	intravenoso	J
es001.s016.t011	durante		X
es001.s016.t012	10		X
es001.s016.t013	minutos	minuto	N
es001.s016.t014	.		X
es001.s017.t001	Con		X
es001.s017.t002	el		X
es001.s017.t003	fin	fin	N
es001.s017.t004	de		X
es001.s017.t005	reducir	reducir	V
es001.s017.t006	los		X
es001.s017.t007	efectos	efecto	N
es001.s017.t008	secundarios	secundario	J
es001.s017.t009	,		X
es001.s017.t010	los		X
es001.s017.t011	pacientes	paciente	N
es001.s017.t012	deben	deber	V
es001.s017.t013	recibir	recibir	V
es001.s017.t014	un		X
es001.s017.t015	corticosteroide	corticosteroide	N
es001.s017.t016	y		X
es001.s017.t017	ácido	ácido	N
es001.s017.t018	fólico	fólico	J
es001.s017.t019	(		X
es001.s017.t020	un		X
es001.s017.t021	tipo	tipo	N
es001.s017.t022	de		X
es001.s017.t023	vitamina	vitamina	N
es001.s017.t024	)		X
es001.s017.t025	,		X
es001.s017.t026	así como		X
es001.s017.t027	inyecciones	inyección	N
es001.s017.t028	de		X
es001.s017.t029	vitamina	vitamina	N
es001.s017.t030	B12		X
es001.s017.t031	durante		X
es001.s017.t032	el		X
es001.s017.t033	tratamiento	tratamiento	N
es001.s017.t034	con		X
es001.s017.t035	Alimta	alimta	N
es001.s017.t036	.		X
es001.s018.t001	Cuando		X
es001.s018.t002	Alimta	alimta	N
es001.s018.t003	se		X
es001.s018.t004	utiliza	utilizar	V
es001.s018.t005	conjuntamente	conjuntamente	R
es001.s018.t006	con		X
es001.s018.t007	cisplatino	cisplatino	N
es001.s018.t008	,		X
es001.s018.t009	hay que	haber~que	V
es001.s018.t010	administrar	administrar	V
es001.s018.t011	además	además	R
es001.s018.t012	un		X
es001.s018.t013	medicamento	medicamento	N
es001.s018.t014	«		X
es001.s018.t015	antiemético	antiemético	N
es001.s018.t016	»		X
es001.s018.t017	(		X
es001.s018.t018	para		X
es001.s018.t019	evitar	evitar	V
es001.s018.t020	los		X
es001.s018.t021	vómitos	vómito	N
es001.s018.t022	)		X
es001.s018.t023	y		X
es001.s018.t024	líquidos	líquido	N
es001.s018.t025	(		X
es001.s018.t026	para		X
es001.s018.t027	evitar	evitar	V
es001.s018.t028	la		X
es001.s018.t029	deshidratación	deshidratación	N
es001.s018.t030	)		X
es001.s018.t031	antes		X
es001.s018.t032	o		X
es001.s018.t033	después de		X
es001.s018.t034	la		X
es001.s018.t035	dosis	dosis	N
es001.s018.t036	de		X
es001.s018.t037	cisplatino	cisplatino	N
es001.s018.t038	.		X
es001.s019.t001	Será	ser	V
es001.s019.t002	necesario	necesario	J
es001.s019.t003	retrasar	retrasar	V
es001.s019.t004	o		X
es001.s019.t005	suspender	suspender	V
es001.s019.t006	el		X
es001.s019.t007	tratamiento	tratamiento	N
es001.s019.t008	,		X
es001.s019.t009	o		X
es001.s019.t010	reducir	reducir	V
es001.s019.t011	la		X
es001.s019.t012	dosis	dosis	N
es001.s019.t013	,		X
es001.s019.t014	en		X
es001.s019.t015	pacientes	paciente	N
es001.s019.t016	que		X
es001.s019.t017	presenten	presentar	V
es001.s019.t018	alteraciones	alteración	N
es001.s019.t019	en		X
es001.s019.t020	los		X
es001.s019.t021	recuentos	recuento	N
es001.s019.t022	sanguíneos	sanguíneo	J
es001.s019.t023	o		X
es001.s019.t024	determinados	determinado	J
es001.s019.t025	efectos	efecto	N
es001.s019.t026	secundarios	secundario	J
es001.s019.t027	.		X
es001.s020.t001	No	no	R
es001.s020.t002	se		X
es001.s020.t003	recomienda	recomendar	V
es001.s020.t004	administrar	administrar	V
es001.s020.t005	Alimta	alimta	N
es001.s020.t006	a		X
es001.s020.t007	pacientes	paciente	N
es001.s020.t008	con		X
es001.s020.t009	problemas	problema	N
es001.s020.t010	renales	renal	J
es001.s020.t011	moderados	moderado	J
es001.s020.t012	o		X
es001.s020.t013	graves	grave	J
es001.s020.t014	.		X
es001.s021.t001	Si		X
es001.s021.t002	desea	desear	V
es001.s021.t003	más	más	R
es001.s021.t004	información	información	N
es001.s021.t005	,		X
es001.s021.t006	consulte	consultar	V
es001.s021.t007	el		X
es001.s021.t008	Resumen	resumen	N
es001.s021.t009	de		X
es001.s021.t010	las		X
es001.s021.t011	Características	característica	N
es001.s021.t012	del		X
es001.s021.t013	Producto	producto	N
es001.s021.t014	,		X
es001.s021.t015	que		X
es001.s021.t016	también	también	R
es001.s021.t017	forma	formar	V
es001.s021.t018	parte	parte	N
es001.s021.t019	del		X
es001.s021.t020	EPAR	epar	N
es001.s021.t021	.		X
es001.s022.t001	¿Cómo	cómo	R
es001.s022.t002	actúa	actuar	V
es001.s022.t003	Alimta	alimta	N
es001.s022.t004	?		X
es001.s023.t001	El		X
es001.s023.t002	principio	principio	N
es001.s023.t003	activo	activo	J
es001.s023.t004	de		X
es001.s023.t005	Alimta	alimta	N
es001.s023.t006	,		X
es001.s023.t007	el		X
es001.s023.t008	pemetrexed	pemetrexed	N
es001.s023.t009	,		X
es001.s023.t010	es	ser	V
es001.s023.t011	un		X
es001.s023.t012	medicamento	medicamento	N
es001.s023.t013	citotóxico	citotóxico	N
es001.s023.t014	(		X
es001.s023.t015	un		X
es001.s023.t016	medicamento	medicamento	N
es001.s023.t017	que		X
es001.s023.t018	destruye	destruir	V
es001.s023.t019	las		X
es001.s023.t020	células	célula	N
es001.s023.t021	que		X
es001.s023.t022	están	estar	V
es001.s023.t023	en		X
es001.s023.t024	fase	fase	N
es001.s023.t025	de		X
es001.s023.t026	división	división	N
es001.s023.t027	,		X
es001.s023.t028	como		X
es001.s023.t029	las		X
es001.s023.t030	cancerosas	canceroso	J
es001.s023.t031	)		X
es001.s023.t032	que		X
es001.s023.t033	pertenece	pertenecer	V
es001.s023.t034	al		X
es001.s023.t035	grupo	grupo	N
es001.s023.t036	de		X
es001.s023.t037	los		X
es001.s023.t038	«		X
es001.s023.t039	antimetabolitos	antimetabolitos	N
es001.s023.t040	»		X
es001.s023.t041	.		X
es001.s024.t001	En		X
es001.s024.t002	el		X
es001.s024.t003	organismo	organismo	N
es001.s024.t004	,		X
es001.s024.t005	el		X
es001.s024.t006	pemetrexed	pemetrexed	N
es001.s024.t007	se		X
es001.s024.t008	convierte	convertir	V
es001.s024.t009	en		X
es001.s024.t010	una		X
es001.s024.t011	forma	forma	N
es001.s024.t012	activa	activo	J
es001.s024.t013	que		X
es001.s024.t014	bloquea	bloquear	V
es001.s024.t015	la		X
es001.s024.t016	actividad	actividad	N
es001.s024.t017	de		X
es001.s024.t018	las		X
es001.s024.t019	enzimas	enzima	N
es001.s024.t020	que		X
es001.s024.t021	participan	participar	V
es001.s024.t022	en		X
es001.s024.t023	la		X
es001.s024.t024	producción	producción	N
es001.s024.t025	de		X
es001.s024.t026	«		X
es001.s024.t027	nucleótidos	nucleótido	N
es001.s024.t028	»		X
es001.s024.t029	(		X
es001.s024.t030	elementos	elemento	N
es001.s024.t031	esenciales	esencial	J
es001.s024.t032	del		X
es001.s024.t033	ADN	adn	N
es001.s024.t034	y		X
es001.s024.t035	el		X
es001.s024.t036	ARN	arn	N
es001.s024.t037	,		X
es001.s024.t038	el		X
es001.s024.t039	material	material	N
es001.s024.t040	genético	genético	J
es001.s024.t041	de		X
es001.s024.t042	las		X
es001.s024.t043	células	célula	N
es001.s024.t044	)		X
es001.s024.t045	.		X
es001.s025.t001	¿Qué	qué	J
es001.s025.t002	tipo	tipo	N
es001.s025.t003	de		X
es001.s025.t004	estudios	estudio	N
es001.s025.t005	se		X
es001.s025.t006	han	haber	V
es001.s025.t007	realizado	realizar	V
es001.s025.t008	con		X
es001.s025.t009	Alimta	alimta	N
es001.s025.t010	?		X
es001.s026.t001	Por		X
es001.s026.t002	lo		X
es001.s026.t003	que		X
es001.s026.t004	se		X
es001.s026.t005	refiere	referir	V
es001.s026.t006	al		X
es001.s026.t007	tratamiento	tratamiento	N
es001.s026.t008	del		X
es001.s026.t009	mesotelioma	mesotelioma	N
es001.s026.t010	pleural	pleural	J
es001.s026.t011	maligno	maligno	J
es001.s026.t012	,		X
es001.s026.t013	Alimta	alimta	N
es001.s026.t014	ha	haber	V
es001.s026.t015	sido	ser	V
es001.s026.t016	evaluado	evaluar	V
es001.s026.t017	en		X
es001.s026.t018	un		X
es001.s026.t019	estudio	estudio	N
es001.s026.t020	principal	principal	J
es001.s026.t021	realizado	realizar	V
es001.s026.t022	en		X
es001.s026.t023	456		X
es001.s026.t024	pacientes	paciente	N
es001.s026.t025	que		X
es001.s026.t026	no	no	R
es001.s026.t027	habían	haber	V
es001.s026.t028	recibido	recibir	V
es001.s026.t029	quimioterapia	quimioterapia	N
es001.s026.t030	anteriormente	anteriormente	R
es001.s026.t031	.		X
es001.s027.t001	Se		X
es001.s027.t002	compararon	comparar	V
es001.s027.t003	los		X
es001.s027.t004	efectos	efecto	N
es001.s027.t005	de		X
es001.s027.t006	Alimta	alimta	N
es001.s027.t007	en		X
es001.s027.t008	combinación	combinación	N
es001.s027.t009	con		X
es001.s027.t010	cisplatino	cisplatino	N
es001.s027.t011	con		X
es001.s027.t012	los		X
es001.s027.t013	efectos	efecto	N
es001.s027.t014	del		X
es001.s027.t015	cisplatino	cisplatino	N
es001.s027.t016	administrado	administrar	V
es001.s027.t017	en		X
es001.s027.t018	solitario	solitario	J
es001.s027.t019	.		X
es001.s028.t001	En		X
es001.s028.t002	cuanto		X
es001.s028.t003	al		X
es001.s028.t004	tratamiento	tratamiento	N
es001.s028.t005	del		X
es001.s028.t006	cáncer	cáncer	N
es001.s028.t007	de		X
es001.s028.t008	pulmón	pulmón	N
es001.s028.t009	no	no	N
es001.s028.t010	microcítico	microcito	N
es001.s028.t011	,		X
es001.s028.t012	se		X
es001.s028.t013	compararon	comparar	V
es001.s028.t014	los		X
es001.s028.t015	efectos	efecto	N
es001.s028.t016	de		X
es001.s028.t017	Alimta	alimta	N
es001.s028.t018	con		X
es001.s028.t019	los		X
es001.s028.t020	del		X
es001.s028.t021	docetaxel	docetaxel	N
es001.s028.t022	(		X
es001.s028.t023	otro		X
es001.s028.t024	medicamento	medicamento	N
es001.s028.t025	contra		X
es001.s028.t026	el		X
es001.s028.t027	cáncer	cáncer	N
es001.s028.t028	)		X
es001.s028.t029	en		X
es001.s028.t030	un		X
es001.s028.t031	estudio	estudio	N
es001.s028.t032	realizado	realizar	V
es001.s028.t033	en		X
es001.s028.t034	571		X
es001.s028.t035	pacientes	paciente	N
es001.s028.t036	con		X
es001.s028.t037	enfermedad	enfermedad	N
es001.s028.t038	localmente	localmente	R
es001.s028.t039	avanzada	avanzar	V
es001.s028.t040	o		X
es001.s028.t041	metastásica	metastásico	N
es001.s028.t042	que		X
es001.s028.t043	habían	haber	V
es001.s028.t044	recibido	recibir	V
es001.s028.t045	quimioterapia	quimioterapia	N
es001.s028.t046	previamente	previamente	R
es001.s028.t047	.		X
es001.s029.t001	Alimta	alimta	N
es001.s029.t002	también	también	R
es001.s029.t003	se		X
es001.s029.t004	comparó	comparar	V
es001.s029.t005	con		X
es001.s029.t006	gemcitabina	gemcitabina	N
es001.s029.t007	(		X
es001.s029.t008	otro		X
es001.s029.t009	medicamento	medicamento	N
es001.s029.t010	contra		X
es001.s029.t011	el		X
es001.s029.t012	cáncer	cáncer	N
es001.s029.t013	)		X
es001.s029.t014	,		X
es001.s029.t015	ambos		X
es001.s029.t016	en		X
es001.s029.t017	combinación	combinación	N
es001.s029.t018	con		X
es001.s029.t019	cisplatino	cisplatino	N
es001.s029.t020	,		X
es001.s029.t021	en		X
es001.s029.t022	un		X
es001.s029.t023	estudio	estudio	N
es001.s029.t024	con		X
es001.s029.t025	1.725		X
es001.s029.t026	pacientes	paciente	N
es001.s029.t027	que		X
es001.s029.t028	no	no	N
es001.s029.t029	habían	haber	V
es001.s029.t030	recibido	recibir	V
es001.s029.t031	quimioterapia	quimioterapia	N
es001.s029.t032	contra		X
es001.s029.t033	el		X
es001.s029.t034	cáncer	cáncer	N
es001.s029.t035	de		X
es001.s029.t036	pulmón	pulmón	N
es001.s029.t037	previamente	previamente	R
es001.s029.t038	.		X
es001.s030.t001	En		X
es001.s030.t002	los		X
es001.s030.t003	tres		X
es001.s030.t004	estudios	estudio	N
es001.s030.t005	,		X
es001.s030.t006	el		X
es001.s030.t007	criterio	criterio	N
es001.s030.t008	principal	principal	J
es001.s030.t009	de		X
es001.s030.t010	valoración	valoración	N
es001.s030.t011	de		X
es001.s030.t012	la		X
es001.s030.t013	eficacia	eficacia	N
es001.s030.t014	fue	ser	V
es001.s030.t015	el		X
es001.s030.t016	tiempo	tiempo	N
es001.s030.t017	de		X
es001.s030.t018	supervivencia	supervivencia	N
es001.s030.t019	de		X
es001.s030.t020	los		X
es001.s030.t021	pacientes	paciente	N
es001.s030.t022	.		X
es001.s031.t001	¿Qué	¿qué	N
es001.s031.t002	beneficio	beneficio	N
es001.s031.t003	ha	haber	V
es001.s031.t004	demostrado	demostrar	V
es001.s031.t005	tener	tener	V
es001.s031.t006	Alimta	alimta	N
es001.s031.t007	durante		X
es001.s031.t008	los		X
es001.s031.t009	estudios	estudio	N
es001.s031.t010	?		X
es001.s032.t001	Alimta	alimta	N
es001.s032.t002	prolongó	prolongar	V
es001.s032.t003	el		X
es001.s032.t004	tiempo	tiempo	N
es001.s032.t005	de		X
es001.s032.t006	supervivencia	supervivencia	N
es001.s032.t007	de		X
es001.s032.t008	los		X
es001.s032.t009	pacientes	paciente	N
es001.s032.t010	con		X
es001.s032.t011	mesotelioma	mesotelioma	N
es001.s032.t012	pleural	pleural	J
es001.s032.t013	maligno	maligno	J
es001.s032.t014	.		X
es001.s033.t001	Los		X
es001.s033.t002	pacientes	paciente	N
es001.s033.t003	que		X
es001.s033.t004	recibieron	recibir	V
es001.s033.t005	Alimta	alimta	N
es001.s033.t006	y		X
es001.s033.t007	cisplatino	cisplatino	N
es001.s033.t008	sobrevivieron	sobrevivir	V
es001.s033.t009	una		X
es001.s033.t010	media	media	N
es001.s033.t011	de		X
es001.s033.t012	12,1		X
es001.s033.t013	meses	mes	N
es001.s033.t014	,		X
es001.s033.t015	mientras que		X
es001.s033.t016	la		X
es001.s033.t017	supervivencia	supervivencia	N
es001.s033.t018	de		X
es001.s033.t019	los		X
es001.s033.t020	enfermos	enfermo	N
es001.s033.t021	tratados	tratar	V
es001.s033.t022	sólo	sólo	R
es001.s033.t023	con		X
es001.s033.t024	cisplatino	cisplatino	N
es001.s033.t025	fue	ser	V
es001.s033.t026	de		X
es001.s033.t027	9,3		X
es001.s033.t028	meses	mes	N
es001.s033.t029	.		X
es001.s034.t001	En		X
es001.s034.t002	el		X
es001.s034.t003	tratamiento	tratamiento	N
es001.s034.t004	de		X
es001.s034.t005	pacientes	paciente	N
es001.s034.t006	con		X
es001.s034.t007	cáncer	cáncer	N
es001.s034.t008	de		X
es001.s034.t009	pulmón	pulmón	N
es001.s034.t010	no	no	N
es001.s034.t011	microcítico	microcito	N
es001.s034.t012	,		X
es001.s034.t013	Alimta	alimta	N
es001.s034.t014	fue	ser	V
es001.s034.t015	tan	tan	R
es001.s034.t016	efectivo	efectivo	J
es001.s034.t017	como		X
es001.s034.t018	los		X
es001.s034.t019	medicamentos	medicamento	N
es001.s034.t020	de		X
es001.s034.t021	comparación	comparación	N
es001.s034.t022	.		X
es001.s035.t001	En		X
es001.s035.t002	los		X
es001.s035.t003	pacientes	paciente	N
es001.s035.t004	que		X
es001.s035.t005	habían	haber	V
es001.s035.t006	recibido	recibir	V
es001.s035.t007	quimioterapia	quimioterapia	N
es001.s035.t008	previamente	previamente	R
es001.s035.t009	,		X
es001.s035.t010	el		X
es001.s035.t011	tiempo	tiempo	N
es001.s035.t012	medio	medio	J
es001.s035.t013	de		X
es001.s035.t014	supervivencia	supervivencia	N
es001.s035.t015	fue	ser	V
es001.s035.t016	de		X
es001.s035.t017	8,3		X
